ID,Title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,uncleartype,Year,notes,dateadded,lastmodified
14,Mirabar,"(Disco) (Opens 11:30 am - closes 1 am weekdays, 2am WE) ",109 Eddy St.,Providence,RI,"(*),(D),(R),(YC)","Bars/Clubs,Restaurant",,,1980,,4/20/2020 1:20am,7/27/2020 1:16pm
15,133 Club,,133 Gano St.,Providence,RI,"(M),(R)",Restaurant,,,1980,,4/20/2020 1:21am,7/27/2020 1:16pm
16,Paris Cinema ,(Cruisy),291 Weybosset,Providence,RI,,"Cruising Areas,Theatre",,,1980,,4/20/2020 1:21am,7/27/2020 1:16pm
17,Y.M.C.A.,(Cruisy gym),160 Broad St.,Providence,RI,"(M),(H)","Hotels,Cruising Areas",,,1980,,4/20/2020 1:22am,7/27/2020 1:16pm
26,The Loft ,(Formerly Town & Country) (Disco) (Swim pool) (N. Smithfield),Farnum Pike nr. Bryant College,Smithfield,RI,"(*),(D)",Bars/Clubs,,,1980,,4/20/2020 1:24am,7/27/2020 1:16pm
27,High Street Cafe,(Some L),281 High St.,Woonsocket,RI,"L,(D)",Bars/Clubs,,,1980,,4/20/2020 1:25am,7/27/2020 1:16pm
28,Marti's ,,176 Railroad St.,Central Falls,RI,"(G),(D)",Bars/Clubs,,,1979,,4/20/2020 1:25am,7/27/2020 1:16pm
29,David's,,28 Prospect Hill off Thames St.,Newport,RI,"(YC),(D),(*)",Bars/Clubs,,,1979,,4/20/2020 1:27am,7/27/2020 1:16pm
30,Gov. Collins Inn Guest House,,113 Tours St.,Newport,RI,"(H),(*)",Hotels,,,1979,,4/20/2020 1:28am,7/27/2020 1:16pm
31,Venetian Room,(Some G),3 Farewell St.,Newport,RI,"(G),(*)",Bars/Clubs,,,1979,,4/20/2020 1:28am,7/27/2020 1:16pm
33,Franklin Spa Drug Store,(Lunches),229 Spring at Franklin,Newport,RI,"(M),Cruisy Area",Cruising Areas,,,1979,,4/20/2020 1:29am,7/27/2020 1:16pm
34,Town & Country ,(Some G) (Disco) (Swim pool),Farnum Pike,N. Smithfield,RI,"(G),(D)",Bars/Clubs,,,1979,,4/20/2020 1:29am,7/27/2020 1:16pm
35,Bob's Place,"(Some B, YC, G)",124 Snow St.,Providence,RI,"(B),(YC),(D),(G),(M),(RT)",Bars/Clubs,,,1979,,4/20/2020 1:30am,7/27/2020 1:16pm
36,Buttery,,68 Dorrence at Weybosset,Providence,RI,"(M),(R),(C),(AH)",Restaurant,,,1979,,4/20/2020 1:31am,7/27/2020 1:16pm
37,Cabana,,681 Valley,Providence,RI,"(G),(D)",Bars/Clubs,,,1979,,4/20/2020 1:31am,7/27/2020 1:16pm
38,Clemence St. Book Store,,35 Clemence St.,Providence,RI,(*),Book Store,,,1979,,4/20/2020 1:31am,7/27/2020 1:16pm
39,Club Providence Baths,,257 Weybosset,Providence,RI,(*),Baths,,,1979,,4/20/2020 1:32am,7/27/2020 1:16pm
40,Deja Vu,(Looks promising),95 Eddy St.,Providence,RI,(W),Bars/Clubs,,,1979,,4/20/2020 1:32am,7/27/2020 1:16pm
41,Fife & Drum ,(Upstairs) (Some G) (Disco),123 Weybosset,Providence,RI,"(*),(YC),(G),(D)",Bars/Clubs,,,1979,,4/20/2020 1:32am,7/27/2020 1:16pm
42,Gallery,(Unisex) (Disco) ,194 Richmond,Providence,RI,"(*),(HIP),(YC),(D)",Bars/Clubs,,,1979,,4/20/2020 1:33am,7/27/2020 1:16pm
43,La Boheme ,('Gold coin') (Some OC) (Below Fife & Drum),79 Dorrence at Weybosset,Providence,RI,"(OC),(E),(*)","Bars/Clubs,Cruising Areas",,,1979,,4/20/2020 1:33am,7/27/2020 1:16pm
44,M.C.C.,,63 Chapin Ave.,Providence,RI,M.C.C.,Church,,,1979,,4/20/2020 1:34am,7/27/2020 1:16pm
45,Mirabar,"(Disco) (Opens 11:30 a.m.- Closes 1 a.m. weekdays, 2 a.m. WE)",109 Eddy St.,Providence,RI,"(D),(R),(*),(WE)","Bars/Clubs,Restaurant",,,1979,,4/20/2020 1:34am,7/27/2020 1:16pm
46,Paris Cinema,(Cruisy - right in the aisles),291 Weybosset,Providence,RI,,"Theatre,Cruising Areas",,,1979,,4/20/2020 1:35am,7/27/2020 1:16pm
47,Y.M.C.A.,(Cruisy gym),160 Broad St.,Providence,RI,"(M),(H)","Cruising Areas,Hotels",,,1979,,4/20/2020 1:36am,7/27/2020 1:16pm
56,High Street Cafe,(Some G) ,281 High St.,Woonsocket,RI,"(G),(D)",Bars/Clubs,,,1979,,4/20/2020 1:38am,7/27/2020 1:16pm
57,Marti's ,(Also called 'The Railroad'),176 Railroad St.,Central Falls,RI,"(G),(D),(*)",Bars/Clubs,,,1978,,4/20/2020 1:41am,7/27/2020 1:16pm
58,David's ,,28 Prospect Hill off Thames St.,Newport,RI,"(YC),(D),(*)",Bars/Clubs,,,1978,,4/20/2020 1:42am,7/27/2020 1:16pm
59,Franklin Spa Drug Store,(Brunch & lunch),229 Spring at Franklin,Newport,RI,(M),Restaurant,,,1978,,4/20/2020 1:42am,7/27/2020 1:16pm
60,Gov. Collins Inn Guest House,(Looks promising),113 Tours St.,Newport,RI,"(M),(H)",Hotels,,,1978,,4/20/2020 1:43am,7/27/2020 1:16pm
61,Venetian Room,,3 Farewell St.,Newport,RI,"(M),(RT)",Bars/Clubs,,,1978,,4/20/2020 1:43am,7/27/2020 1:16pm
63,Buttery ,,68 Dorrence at Weybosset,Providence,RI,"(M),(R),(C),(AH)",Restaurant,,,1978,,4/20/2020 1:44am,7/27/2020 1:16pm
64,Cabana,,681 Valley,Providence,RI,"(G),(D),(*)",Bars/Clubs,,,1978,,4/20/2020 1:44am,7/27/2020 1:16pm
65,Clemence St. Book Store,,35 Clemence St.,Providence,RI,,Book Store,,,1978,,4/20/2020 2:28am,7/27/2020 1:16pm
66,College Pub,"(Opens 11:30 a.m. closes 1 a.m. weekdays, 2 a.m. WE)",109 Eddy St.,Providence,RI,"(D),(E),(R),(*),(WE)","Restaurant,Bars/Clubs",,,1978,,4/20/2020 2:28am,7/27/2020 1:16pm
67,Fife & Drum,(Upstairs) (Disco),123 Weybosset,Providence,RI,"(YC),(D),(*)",Bars/Clubs,,,1978,,4/20/2020 2:29am,7/27/2020 1:16pm
68,Gallery,(Unisex) (Disco),194 Richmond,Providence,RI,"(HIP),(YC),(S),(D),(*)",Bars/Clubs,,,1978,,4/20/2020 2:33am,7/27/2020 1:16pm
69,Homestead,(Some G) (Known locally as a disaster area),124 Snow St.,Providence,RI,"(M),(RT),(YC),(B),(G),(D)",Bars/Clubs,,,1978,,4/20/2020 2:34am,7/27/2020 1:16pm
70,La Boheme,('Gold Coin') (Below 'Fife & Drum'),79 Dorrence at Weybosset,Providence,RI,"(OC),(E),(*)",Bars/Clubs,,,1978,,4/20/2020 2:35am,7/27/2020 1:16pm
71,M.C.C.,,37 Clemence St.,Providence,RI,M.C.C.,Church,,,1978,,4/20/2020 2:35am,7/27/2020 1:16pm
72,Tony Martin's Bar,,125 Broadway,Providence,RI,(M),Bars/Clubs,,,1978,,4/20/2020 2:35am,7/27/2020 1:16pm
73,Y.M.C.A.,,160 Broad St.,Providence,RI,"(M),(H)",Hotels,,,1978,,4/20/2020 2:36am,7/27/2020 1:16pm
81,High Street Cafe,(Some G),281 High St.,Woonsocket,RI,"(G),(D),(*)",Bars/Clubs,,,1978,,4/20/2020 2:38am,7/27/2020 1:16pm
82,Marti's,(also called 'The Railroad),176 Railroad St.,Central Falls,RI,"(*),(G),(D)",Bars/Clubs,,,1977,,4/20/2020 2:47am,7/27/2020 1:16pm
83,David's,,28 Prospect Hill off Thames St.,Newport,RI,"(YC),(D),(*)",Bars/Clubs,,,1977,,4/20/2020 2:48am,7/27/2020 1:16pm
84,Franklin Spa Drug Store,(brunch & lunch),229 Spring at Franklin,Newport,RI,(M),Restaurant,,,1977,,4/20/2020 2:48am,7/27/2020 1:16pm
85,Venetian Room,,3 Farewell St.,Newport,RI,"(M),(RT)",Bars/Clubs,,,1977,,4/20/2020 2:49am,7/27/2020 1:16pm
87,Buttery ,,68 Dorrence at Weybosset,Providence,RI,"(M),(R),(C),(AH)",Restaurant,,,1977,,4/20/2020 2:49am,7/27/2020 1:16pm
88,Cabana,,681 Valley,Providence,RI,"(G),(D),(*)",Bars/Clubs,,,1977,,4/20/2020 2:50am,7/27/2020 1:16pm
89,Clemence Street Book Store,,35 Clemence St.,Providence,RI,,Book Store,,,1977,,4/20/2020 2:50am,7/27/2020 1:16pm
90,Fanning's Bar,(closes 12 p.m.) (This is a small alley off Weybosset betw. Mathiewson & Union),93 Clemence,Providence,RI,"(YC),(D),(*)",Bars/Clubs,,,1977,,4/20/2020 2:50am,7/27/2020 1:16pm
91,Gallery ,(Unisex) (occasional S) (watch for more to come),194 Richmond,Providence,RI,"(*),(YC),(D)",Bars/Clubs,,,1977,,4/20/2020 2:51am,7/27/2020 1:16pm
92,Homestead,"(known locally as a ""disaster area"")",124 Snow St.,Providence,RI,"(M),(RT),(YC),(B),(G),(D)",Bars/Clubs,,,1977,,4/20/2020 2:51am,7/27/2020 1:16pm
93,La Boheme,"(Still called ""The Gold Coin"" - below ""Fife & Drum"")",Dorrence at corner Weybosset,Providence,RI,"(OC),(E),(*)",Bars/Clubs,,,1977,,4/20/2020 2:52am,7/27/2020 1:16pm
94,M.C.C.,,37 Clemence Street,Providence,RI,M.C.C.,Church,,,1977,,4/20/2020 2:52am,7/27/2020 1:16pm
95,Mirabar,(Open 11:30 a.m. - 1 a.m. weekdays 2 a.m. WE),109 Eddy St.,Providence,RI,"(D),(E),(R),(*)","Restaurant,Bars/Clubs",,,1977,,4/20/2020 2:53am,7/27/2020 1:16pm
96,Tony Martin's Bar,,125 Broadway,Providence,RI,(M),Bars/Clubs,,,1977,,4/20/2020 2:53am,7/27/2020 1:16pm
97,Y.M.C.A.,,160 Broad St.,Providence,RI,"(M),(H)",Hotels,,,1977,,4/20/2020 2:53am,7/27/2020 1:16pm
105,High Street Cafe,(Some G),281 High St.,Providence,RI,"(G),(D),(*)",Bars/Clubs,,,1977,,4/20/2020 2:55am,7/27/2020 1:16pm
106,Marti's ,(also called 'The Railroad'),Railroad St.,Central Falls,RI,"(G),(D)",Bars/Clubs,,,1976,,4/20/2020 2:57am,7/27/2020 1:16pm
107,David's,,28 Prospect Hill off Thomas,Newport,RI,"(YC),(R),(D),(*)","Restaurant,Bars/Clubs",,,1976,,4/20/2020 2:57am,7/27/2020 1:16pm
108,King Bar,,38 Bellevue Ave.,Newport,RI,(M),Bars/Clubs,,,1976,,4/20/2020 2:58am,7/27/2020 1:16pm
109,Venetian Room,,3 Farewell St.,Newport,RI,"(M),(RT)",Bars/Clubs,,,1976,,4/20/2020 2:58am,7/27/2020 1:16pm
111,Beirut,"(lunch) (supposedly starting AH, WE in Spring of '75)",125 Washington St.,Providence,RI,"(M),(R),(AH),(WE)",Restaurant,,,1976,,4/20/2020 2:58am,7/27/2020 1:16pm
112,Buttery,,Dorrence & Weybosset,Providence,RI,"(M),(R),(C),(AH)",Restaurant,,,1976,,4/20/2020 2:59am,7/27/2020 1:16pm
113,Cabana,,681 Valley,Providence,RI,"(G),(D),(*)",Bars/Clubs,,,1976,,4/20/2020 2:59am,7/27/2020 1:16pm
114,Clemence St. Book Store,,33 Clemence St.,Providence,RI,,Book Store,,,1976,,4/20/2020 3:17am,7/27/2020 1:16pm
115,Dorrwar Bookstore,,224 Thayer,Providence,RI,(HIP),Book Store,,,1976,,4/20/2020 3:18am,7/27/2020 1:16pm
116,Fanning's Bar,(closes 12 pm),93 Clemence,Providence,RI,,Bars/Clubs,,,1976,,4/20/2020 3:18am,7/27/2020 1:16pm
117,Fife & Drum,(Disco) (upstairs),123 Weybosset,Providence,RI,"(YC),(D),(*)",Bars/Clubs,,,1976,,4/20/2020 3:18am,7/27/2020 1:16pm
118,Gallery ,,194 Richmond,Providence,RI,"(M),(HIP),(YC),(RT),(D),(*)",Bars/Clubs,,,1976,,4/20/2020 3:21am,7/27/2020 1:16pm
119,Homestead ,(known locally as a 'disaster area'),124 Snow St.,Providence,RI,"(M),(RT),(B),(G),(D),(YC)",Bars/Clubs,,,1976,,4/20/2020 3:21am,7/27/2020 1:16pm
120,La Boheme,(still called 'Gold Coin' or 'Annex' below Fife & Drum - no sign),Dorrence St. at corner of Weybosset,Providence,RI,"(OC),(*)",Bars/Clubs,,,1976,,4/20/2020 3:24am,7/27/2020 1:16pm
121,M.B. Lounge,(also upstairs bar - pool table WE) (this is small alley off 190 Weybosset betw. Palace Theatre & Dunkin Donuts),91 Clemence ,Providence,RI,"(*),(WE)",Bars/Clubs,,,1976,,4/20/2020 3:25am,7/27/2020 1:16pm
122,M.C.C.,,37 Clemence St.,Providence,RI,M.C.C.,Church,,,1976,,4/20/2020 3:25am,7/27/2020 1:16pm
123,Tony Martin's Bar,,125 Broadway,Providence,RI,(M),Bars/Clubs,,,1976,,4/20/2020 3:26am,7/27/2020 1:16pm
124,Y.M.C.A.,,160 Broad St.,Providence,RI,"(M),(H)",Hotels,,,1976,,4/20/2020 3:26am,7/27/2020 1:16pm
132,High St. Cafe,,281 High St.,Woonsocket,RI,(G),Bars/Clubs,,,1976,,4/20/2020 3:28am,7/27/2020 1:16pm
133,Sixty One East Club,,61 E. Mill St.,Woonsocket,RI,"(D),(G),(*)",Bars/Clubs,,,1976,,4/20/2020 3:29am,7/27/2020 1:16pm
134,David's,,28 Prospect Hill off Thomas Venetian Room,Newport,RI,"(YC),(D),(*)",Bars/Clubs,,,1975,,4/20/2020 3:29am,7/27/2020 1:16pm
135,Venetian Room,,3 Farewell St.,Newport,RI,"(M),(RT)",Bars/Clubs,,,1975,,4/20/2020 3:30am,7/27/2020 1:16pm
137,Buttery,,Dorrence & Weybosset,Providence,RI,"(M),(R),(C),(AH)",Restaurant,,,1975,,4/20/2020 3:31am,7/27/2020 1:16pm
138,Cabana,,681 Valley,Providence,RI,"(G),(D),(*)",Bars/Clubs,,,1975,,4/20/2020 3:31am,7/27/2020 1:16pm
139,Clemence St. Book Store,,33 Clemence St.,Providence,RI,,Book Store,,,1975,,4/20/2020 3:31am,7/27/2020 1:16pm
140,Fannings Bar ,(Closes 12 midnight),93 Clemence betw. Weybosset & the Mall),Providence,RI,"(YC),(D),(*)",Bars/Clubs,,,1975,,4/20/2020 3:31am,7/27/2020 1:16pm
141,Fife & Drum,,123 Weybosset,Providence,RI,(*),Bars/Clubs,,,1975,,4/20/2020 3:32am,7/27/2020 1:16pm
142,Gallery,,194 Richmond,Providence,RI,"(YC),(D),(*)",Bars/Clubs,,,1975,,4/20/2020 3:33am,7/27/2020 1:16pm
143,Homestead,,134 Snow St.,Providence,RI,"(E),(D)",Bars/Clubs,,,1975,,4/20/2020 3:33am,7/27/2020 1:16pm
144,La Boheme,(Gold Coin),79 Dorrence,Providence,RI,(M),Bars/Clubs,,,1975,,4/20/2020 3:33am,7/27/2020 1:16pm
145,M.B. Lounge,,91 Clemence,Providence,RI,,Bars/Clubs,,,1975,,4/20/2020 3:33am,7/27/2020 1:16pm
146,M.C.C.,,410 Waterman Ave.,Providence,RI,M.C.C.,Church,,,1975,,4/20/2020 3:34am,7/27/2020 1:16pm
147,Tony Martin's Bar,,125 Broadway,Providence,RI,(M),Bars/Clubs,,,1975,,4/20/2020 3:34am,7/27/2020 1:16pm
148,Y.M.C.A.,,160 Broad St.,Providence,RI,(H),Hotels,,,1975,,4/20/2020 3:34am,7/27/2020 1:16pm
156,High St. Cafe,,281 High St.,Woonsocket,RI,(G),Bars/Clubs,,,1975,,4/20/2020 3:36am,7/27/2020 1:16pm
157,Sixty One East Club,,61 E. Mill St.,Woonsocket,RI,"(D),(*)",Bars/Clubs,,,1975,,4/20/2020 3:36am,7/27/2020 1:16pm
158,David's,(see ad p. 108) ,28 Prospect Hill off Thomas,Newport,RI,"(YC),(D),(*)",Bars/Clubs,,,1974,,4/20/2020 3:38am,7/27/2020 1:16pm
159,Venetian Room,,3 Farewell St.,Newport,RI,(M),Bars/Clubs,,,1974,,4/20/2020 3:38am,7/27/2020 1:16pm
161,Cabana,,681 Valley,Providence,RI,"(G),(D),(*)",Bars/Clubs,,,1974,,4/20/2020 3:39am,7/27/2020 1:16pm
162,Fanning's,(closes 12 midnight),93 Clemence betw. Weybosset & the Mall,Providence,RI,"(YC),(D),(*)",Bars/Clubs,,,1974,,4/20/2020 3:39am,7/27/2020 1:16pm
163,Fife & Drum,,87 Dorrence,Providence,RI,"(D),(*)",Bars/Clubs,,,1974,,4/20/2020 3:40am,7/27/2020 1:16pm
164,Gallery ,,194 Richmond,Providence,RI,"(YC),(D),(*)",Bars/Clubs,,,1974,,4/20/2020 3:40am,7/27/2020 1:16pm
165,Gold Coin Lounge,,79 Dorrence,Providence,RI,(M),Bars/Clubs,,,1974,,4/20/2020 3:40am,7/27/2020 1:16pm
166,M.B. Lounge,(D upstairs),91 Clemence ,Providence,RI,"(YC),(*),(D)",Bars/Clubs,,,1974,,4/20/2020 3:41am,7/27/2020 1:16pm
167,One Eighteen,(after hours),118 Matthewson,Providence,RI,"(R),(M),(C)",Restaurant,,,1974,,4/20/2020 3:41am,7/27/2020 1:16pm
174,High Street Cafe,,281 High Street,Woonsocket,RI,(G),Bars/Clubs,,,1974,,4/20/2020 3:43am,7/27/2020 1:16pm
175,Sixty One East Club,,61 E. Mill St.,Woonsocket,RI,"(D),(*)",Bars/Clubs,,,1974,,4/20/2020 3:43am,7/27/2020 1:16pm
176,Italian Cuisine ,,5 Farewell St.,Newport,RI,"(YC),(R),(*)",Restaurant,,,1973,,4/20/2020 3:45am,7/27/2020 1:16pm
177,Venetian Room,,3 Farewell St.,Newport,RI,(*),Bars/Clubs,,,1973,,4/20/2020 3:45am,7/27/2020 1:16pm
178,Fanning's Bar,(cl. 12 midnight),93 Clemence btw. Weybosset & the Mall,Providence,RI,"(YC),(D),(*)",Bars/Clubs,,,1973,,4/20/2020 3:45am,7/27/2020 1:16pm
180,Fife & Drum ,,87 Dorrence ,Providence,RI,"(D),(*)",Bars/Clubs,,,1973,,4/20/2020 3:46am,7/27/2020 1:16pm
181,Gold Coin Lounge,,79 Dorrence,Providence,RI,(M),Bars/Clubs,,,1973,,4/20/2020 3:46am,7/27/2020 1:16pm
182,Kubla Khan Lounge,,129 Weybosset,Providence,RI,,Restaurant,,,1973,,4/20/2020 3:46am,7/27/2020 1:16pm
183,M.B. Lounge,(dancing upstairs - $1.00 admission),91 Clemence ,Providence,RI,"(YC),(*)",Bars/Clubs,,,1973,,4/20/2020 3:47am,7/27/2020 1:16pm
186,High Street Cafe,,281 High St.,Providence,RI,(G),Bars/Clubs,,,1973,,4/20/2020 3:48am,7/27/2020 1:16pm
187,Venetian Room,,5 Farewell St.,Newport,RI,(*),Bars/Clubs,,,1972,,4/20/2020 3:49am,7/27/2020 1:16pm
189,Fanning's Bar,(closes 12 midnight) ,93 Clemence bet. Weybosset & the Mall,Providence,RI,"(D),(*)",Bars/Clubs,,,1972,,4/20/2020 3:49am,7/27/2020 1:16pm
190,Fife & Drum,,87 Dorrence ,Providence,RI,"(YC),(*)",Bars/Clubs,,,1972,,4/20/2020 3:50am,7/27/2020 1:16pm
191,Gold Coin Lounge,,79 Dorrence,Providence,RI,(M),Bars/Clubs,,,1972,,4/20/2020 3:50am,7/27/2020 1:16pm
192,Kubla Khan Lounge,,129 Weybosset,Providence,RI,(*),Restaurant,,,1972,,4/20/2020 3:51am,7/27/2020 1:16pm
193,M. B. Lounge,(dancing upstairs - $1.00 admission),91 Clemence,Providence,RI,"(YC),(*)",Bars/Clubs,,,1972,,4/20/2020 3:51am,7/27/2020 1:16pm
194,Continental ,($1.00 admission),Route 7,Smithfield,RI,"(D),(*)",Bars/Clubs,,,1972,,4/20/2020 3:52am,7/27/2020 1:16pm
195,High Street Cafe,,281 High St.,Woonsocket,RI,(G),Bars/Clubs,,,1972,,4/20/2020 3:52am,7/27/2020 1:16pm
198,Crown Hotel Coffee Shop,(after hrs. - weekends),208 Weybosset,Providence,RI,,"Restaurant,Hotels",,,1971,,4/20/2020 3:55am,7/27/2020 1:16pm
199,Fanning's Bar,(closes 12 midnight),93 Clemence (bet. Weybosset & The Mall),Providence,RI,(*),Bars/Clubs,,,1971,,4/20/2020 3:55am,7/27/2020 1:16pm
200,Gold Coin Lounge,,79 Dorrence,Providence,RI,(M),Bars/Clubs,,,1971,,4/20/2020 3:56am,7/27/2020 1:16pm
201,Kubla Khan Lounge,,129 Weybosset,Providence,RI,(*),Restaurant,,,1971,,4/20/2020 3:56am,7/27/2020 1:16pm
202,M.B. Lounge,,91 Clemence ,Providence,RI,(*),Bars/Clubs,,,1971,,4/20/2020 3:56am,7/27/2020 1:16pm
204,High St. Cafe,,281 High St.,Woonsocket,RI,(G),Bars/Clubs,,,1971,,4/20/2020 3:56am,7/27/2020 1:16pm
205,Mirabar Lounge,,90 Bernon St.,Woonsocket,RI,(M),Bars/Clubs,,,1971,,4/20/2020 3:57am,7/27/2020 1:16pm
206,Ebbtide Lounge,(summers only),First Beach,Newport,RI,(M),Bars/Clubs,,,1970,,4/20/2020 3:58am,7/27/2020 1:16pm
208,Crown Hotel Coffee Shop,(after hours weekends),208 Weybosset,Providence,RI,,"Restaurant,Hotels",,,1970,,4/20/2020 3:59am,7/27/2020 1:16pm
209,Fanning's Bar,(closes 12 midnight),93 Clemence (bet. Weybosset & The Mall),Providence,RI,(*),Bars/Clubs,,,1970,,4/20/2020 3:59am,7/27/2020 1:16pm
210,Gold Coin Lounge,,79 Dorrence ,Providence,RI,(M),Bars/Clubs,,,1970,,4/20/2020 3:59am,7/27/2020 1:16pm
211,Kubla Khan Lounge,,129 Weybosset,Providence,RI,(*),Restaurant,,,1970,,4/20/2020 4:00am,7/27/2020 1:16pm
212,M.B. Lounge,,91 Clemence ,Providence,RI,(*),Bars/Clubs,,,1970,,4/20/2020 4:00am,7/27/2020 1:16pm
214,High St. Cafe,,281 High St.,Woonsocket,RI,(G),Bars/Clubs,,,1970,,4/20/2020 4:00am,7/27/2020 1:16pm
215,Mirabar Lounge,,90 Bernon St.,Woonsocket,RI,(M),Bars/Clubs,,,1970,,4/20/2020 4:01am,7/27/2020 1:16pm
217,Crown Hotel Coffee Shop,(after 1 am),208 Weybosset,Providence,RI,,"Restaurant,Hotels",,,1969,,4/20/2020 4:02am,7/27/2020 1:16pm
218,Fanning's Bar,,93 Clemence (bet. Weybosset & The Mall),Providence,RI,(*),Bars/Clubs,,,1969,,4/20/2020 4:02am,7/27/2020 1:16pm
219,Gold Coin Lounge,,79 Dorrence,Providence,RI,(M),Bars/Clubs,,,1969,,4/20/2020 4:03am,7/27/2020 1:16pm
220,Kubla Khan Lounge,,129 Weybosset,Providence,RI,(*),Restaurant,,,1969,,4/20/2020 4:03am,7/27/2020 1:16pm
221,M.B. Lounge,,91 Clemence ,Providence,RI,(*),Bars/Clubs,,,1969,,4/20/2020 4:03am,7/27/2020 1:16pm
224,High St. Cafe,,281 High St.,Woonsocket,RI,,Restaurant,,,1969,,4/20/2020 4:04am,7/27/2020 1:16pm
225,Mirabar Lounge,,90 Bernon St.,Woonsocket,RI,,Bars/Clubs,,,1969,,4/20/2020 4:04am,7/27/2020 1:16pm
227,Crown Hotel Coffee Shop,(after 1 AM),208 Weybosset,Providence,RI,,"Restaurant,Hotels",,,1968,,4/20/2020 4:06am,7/27/2020 1:16pm
228,Fanning's Bar,,93 Clemence (bew Weybosset & The Mall),Providence,RI,(*),Bars/Clubs,,,1968,,4/20/2020 4:06am,7/27/2020 1:16pm
230,Gold Coin Lounge,,79 Dorrence ,Providence,RI,(M),Bars/Clubs,,,1968,,4/20/2020 4:07am,7/27/2020 1:16pm
229,Kubla Khan Lounge,,129 Weybosset,Providence,RI,(*),Restaurant,,,1968,,4/20/2020 4:06am,7/27/2020 1:16pm
231,MB Lounge,,91 Clemence ,Providence,RI,(*),Bars/Clubs,,,1968,,4/20/2020 4:07am,7/27/2020 1:16pm
232,Tiogue Vista,,at Lake Tiogue,Providence,RI,,Bars/Clubs,,,1968,,4/20/2020 4:07am,7/27/2020 1:16pm
233,Mirabar Lounge,,90 Bernon St.,Woonsocket,RI,,Bars/Clubs,,,1968,,4/20/2020 4:08am,7/27/2020 1:16pm
234,Venetian Room,,Farewell St.,Newport,RI,,Bars/Clubs,,,1966,,4/20/2020 4:09am,7/27/2020 1:16pm
235,Center Cafe,,91 Clemence St.,Providence,RI,"(M),(D)",Bars/Clubs,,,1966,,4/20/2020 4:09am,7/27/2020 1:16pm
236,Crown Hotel Coffee Shop,(after 1 am),208 Weyset,Providence,RI,,"Restaurant,Hotels",,,1966,,4/20/2020 4:09am,7/27/2020 1:16pm
237,Fanning's Bar,,93 Clemence,Providence,RI,,Bars/Clubs,,,1966,,4/20/2020 4:10am,7/27/2020 1:16pm
238,Gold Coin Lounge,,79 Dorrence,Providence,RI,,Bars/Clubs,,,1966,,4/20/2020 4:10am,7/27/2020 1:16pm
242,Mirabar Lounge,,90 Bernon St.,Woonsocket,RI,,Bars/Clubs,,,1966,,4/20/2020 4:11am,7/27/2020 1:16pm
244,Center Cafe,,91 Clemence,Providence,RI,"(M),(D)",Bars/Clubs,,,1965,,4/20/2020 4:13am,7/27/2020 1:16pm
245,Crown Hotel Coffee Shop,(after 1 am),208 Weyset ,Providence,RI,,"Restaurant,Hotels",,,1965,,4/20/2020 4:13am,7/27/2020 1:16pm
246,Fanning's Bar,,93 Clemence ,Providence,RI,,Bars/Clubs,,,1965,,4/20/2020 4:14am,7/27/2020 1:16pm
