ID,Title,description,streetaddress,city,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,dateadded,lastmodified
541,Three Bells,,763 Univeristy,Madison,(M),Bars/Clubs,1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
542,Velvet Swing,,317 W. Gorham,Madison,"(YC),(*)",Bars/Clubs,1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
543,Antler's Hotel,,616 N. 2nd St.,Milwaukee,(H),Hotels,1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
544,Belmont Hotel ,,751 N. 4th St.,Milwaukee,"(M),(C)","Business,Hotels",1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
545,Castaways,,196 S. 2nd St.,Milwaukee,(G),Bars/Clubs,1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
546,French Quarter,,196 S. 2nd St.,Milwaukee,,Bars/Clubs,1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
547,Grand Prix,,144 E. Juneau St.,Milwaukee,(*),Bars/Clubs,1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
548,Loop Cafe,,603 N. 5th St.,Milwaukee,"(C),(M)",Business,1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
549,Mint Bar,,422 W. State St.,Milwaukee,,Bars/Clubs,1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
550,Paul's,,501 S 5th St,Milwaukee,(*),Bars/Clubs,1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
552,Regency East,,1758 N. Water St.,Milwaukee,"(YC),(*)",Bars/Clubs,1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
553,Royal Hotel Bar,,435 W. Michigan,Milwaukee,,"Bars/Clubs,Hotels",1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
554,Seaway's,,744 N. Jefferson,Milwaukee,(C),Restaurant,1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
555,Ten Hundred East,,1000 E. North St.,Milwaukee,(PE),Bars/Clubs,1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
556,Your Place,,813 S. 1st St.,Milwaukee,,Bars/Clubs,1969,,,,3/25/2020 3:50pm,3/26/2020 2:02am
557,Raulf Hotel Bar,,530 N. Main St.,Oshkosh,(M),"Hotels,Bars/Clubs",1969,,,,3/25/2020 3:50pm,3/26/2020 2:01am
558,Mayfair,,314 N. Adams,Green Bay,(M),Bars/Clubs,1968,,,,3/25/2020 3:50pm,3/26/2020 2:09am
559,Kollege Klub,(collegiate),714 State St.,Madison,(M),Bars/Clubs,1968,,,,3/25/2020 3:50pm,3/26/2020 2:09am
560,Three Bells,,763 Univeristy,Madison,(M),Bars/Clubs,1968,,,,3/25/2020 3:50pm,3/26/2020 2:09am
561,Antler's Hotel,,616 N. 2nd St.,Milwaukee,(H),Hotels,1968,,,,3/25/2020 3:50pm,3/26/2020 2:09am
562,Belmont Hotel Coffee Shop,,751 N. 4th St.,Milwaukee,(C),"Business,Hotels",1968,,,,3/25/2020 3:50pm,3/26/2020 2:09am
563,Captain's Cabin,,400 S 2nd,Milwaukee,,Bars/Clubs,1968,,,,3/25/2020 3:50pm,3/26/2020 2:09am
564,Castaways,,424 W. McKinley,Milwaukee,(G),Bars/Clubs,1968,,,,3/25/2020 3:50pm,3/26/2020 2:09am
565,Grand Prix,,144 E. Juneau St.,Milwaukee,(*),Bars/Clubs,1968,,,,3/25/2020 3:50pm,3/26/2020 2:09am
566,Loop Cafe,,603 N. 5th St.,Milwaukee,(C),Business,1968,,,,3/25/2020 3:50pm,3/26/2020 2:09am
567,Mint ,,422 W. State St.,Milwaukee,,Bars/Clubs,1968,,,,3/25/2020 3:50pm,3/26/2020 2:09am
568,Nite Beat,,196 S 2nd St,Milwaukee,,Bars/Clubs,1968,,,,3/25/2020 3:50pm,3/26/2020 2:09am
569,Pirate's Den,,1801 N 12th St,Milwaukee,,Bars/Clubs,1968,,,,3/25/2020 3:50pm,3/26/2020 2:09am
570,Regency East,,1758 N. Water St.,Milwaukee,(*),Bars/Clubs,1968,,,,3/25/2020 3:50pm,3/26/2020 2:09am
571,Royal Hotel Bar,,435 W. Michigan,Milwaukee,,"Bars/Clubs,Hotels",1968,,,,3/25/2020 3:50pm,3/26/2020 2:09am
572,Your Place,,813 S. 1st St.,Milwaukee,,Bars/Clubs,1968,,,,3/25/2020 3:50pm,3/26/2020 2:09am
573,Mayfair,,314 N. Adams,Green Bay,(M),Bars/Clubs,1966,,,,3/25/2020 3:50pm,3/26/2020 2:10am
574,Belmont Hotel Bar,,31 N Pickney,Madison,,"Bars/Clubs,Hotels",1966,,,,3/25/2020 3:50pm,3/26/2020 2:13am
575,Kollege Klub,,714 State St.,Madison,,Bars/Clubs,1966,,,,3/25/2020 3:50pm,3/26/2020 2:13am
576,Three Bells,,763 Univeristy,Madison,,Bars/Clubs,1966,,,,3/25/2020 3:50pm,3/26/2020 2:13am
577,Antler's Hotel,,616 N. 2nd St.,Milwaukee,(H),Hotels,1966,,,,3/25/2020 3:50pm,3/26/2020 2:13am
578,Belmont Hotel Coffee Shop,,751 N. 4th St.,Milwaukee,(C),"Business,Hotels",1966,,,,3/25/2020 3:50pm,3/26/2020 2:13am
579,Captain's Cabin,,400 S 2nd,Milwaukee,,Bars/Clubs,1966,,,,3/25/2020 3:50pm,3/26/2020 2:13am
580,Castaways,,424 W. McKinley,Milwaukee,(G),Bars/Clubs,1966,,,,3/25/2020 3:50pm,3/26/2020 2:13am
581,Grand Prix,,144 E. Juneau St.,Milwaukee,(*),Bars/Clubs,1966,,,,3/25/2020 3:50pm,3/26/2020 2:13am
582,Loop Cafe,,603 N. 5th St.,Milwaukee,(C),Business,1966,,,,3/25/2020 3:50pm,3/26/2020 2:13am
583,Mint ,,422 W. State St.,Milwaukee,,Bars/Clubs,1966,,,,3/25/2020 3:50pm,3/26/2020 2:13am
584,Nite Beat,,196 S 2nd St,Milwaukee,,Bars/Clubs,1966,,,,3/25/2020 3:50pm,3/26/2020 2:13am
585,Pirate's Den,,1801 N 12th St,Milwaukee,,Bars/Clubs,1966,,,,3/25/2020 3:50pm,3/26/2020 2:13am
586,Regency East,,1758 N. Water St.,Milwaukee,(*),Bars/Clubs,1966,,,,3/25/2020 3:50pm,3/26/2020 2:13am
587,Royal Hotel Bar,,435 W. Michigan,Milwaukee,,"Bars/Clubs,Hotels",1966,,,,3/25/2020 3:50pm,3/26/2020 2:13am
588,Skinny Fox,(moving summer '66),455 N Plankinton,Milwaukee,,Bars/Clubs,1966,,,,3/25/2020 3:50pm,3/26/2020 2:13am
589,Your Place,,813 S. 1st St.,Milwaukee,,Bars/Clubs,1966,,,,3/25/2020 3:50pm,3/26/2020 2:15am
590,Astor Hotel Bar,,211 N Adams,Green Bay,(M),"Bars/Clubs,Hotels",1965,,,,3/25/2020 3:50pm,3/26/2020 2:30am
591,Mayfair,,314 N. Adams,Green Bay,(M),Bars/Clubs,1965,,,,3/25/2020 3:50pm,3/26/2020 2:26am
592,Belmont Hotel Bar,,31 N Pickney,Madison,,"Bars/Clubs,Hotels",1965,,,,3/25/2020 3:50pm,3/26/2020 2:26am
593,Kollege Klub,,714 State St.,Madison,,Bars/Clubs,1965,,,,3/25/2020 3:50pm,3/26/2020 2:26am
594,Three Bells,,763 Univeristy,Madison,,Bars/Clubs,1965,,,,3/25/2020 3:50pm,3/26/2020 2:26am
595,Antler's Hotel,,616 N. 2nd St.,Milwaukee,(H),Hotels,1965,,,,3/25/2020 3:50pm,3/26/2020 2:26am
596,Bourbon Beat,,400 N Plankinton,Milwaukee,(*),Bars/Clubs,1965,,,,3/25/2020 3:50pm,3/26/2020 2:26am
597,Castaways,,424 W. McKinley,Milwaukee,(G),Bars/Clubs,1965,,,,3/25/2020 3:50pm,3/26/2020 2:26am
598,Fox Bar,(Skinny fox),455 N Plankinton,Milwaukee,(*),Bars/Clubs,1965,,,,3/25/2020 3:50pm,3/26/2020 2:28am
599,Gay Time,,731 4th St,Milwaukee,(M),Bars/Clubs,1965,,,,3/25/2020 3:50pm,3/26/2020 2:26am
600,Grand Prix,,144 E. Juneau St.,Milwaukee,"(S),(M)",Bars/Clubs,1965,,,,3/25/2020 3:50pm,3/26/2020 2:27am
601,Loop Cafe,,603 N. 5th St.,Milwaukee,(C),Business,1965,,,,3/25/2020 3:50pm,3/26/2020 2:26am
602,Mint ,,422 W. State St.,Milwaukee,,Bars/Clubs,1965,,,,3/25/2020 3:50pm,3/26/2020 2:26am
603,Nite Beat,,196 S 2nd St,Milwaukee,"(D),(G),(*)",Bars/Clubs,1965,,,,3/25/2020 3:50pm,3/26/2020 2:27am
604,Pirate's Den,,1801 N 12th St,Milwaukee,,Bars/Clubs,1965,,,,3/25/2020 3:50pm,3/26/2020 2:26am
605,Regency East,,1758 N. Water St.,Milwaukee,"(*),(PE)",Bars/Clubs,1965,,,,3/25/2020 3:50pm,3/26/2020 2:26am
606,Royal Hotel Bar,,435 W. Michigan,Milwaukee,,"Bars/Clubs,Hotels",1965,,,,3/25/2020 3:50pm,3/26/2020 2:26am
607,Your Place,,813 S. 1st St.,Milwaukee,,Bars/Clubs,1965,,,,3/25/2020 3:50pm,3/26/2020 2:26am
