ID,Title,description,streetaddress,city,state,amenityfeatures,type,Year,unclearaddress,notes,dateadded,lastmodified
301,Leon's ,,870 Park Ave.,Baltimore,MD,(*),Bars/Clubs,1973,,,4/21/2020 8:58am,5/7/2020 7:25am
302,Maryland Bar,,1417 Maryland Ave.,Baltimore,MD,"(M),(YC)",Bars/Clubs,1973,,,4/21/2020 8:58am,5/7/2020 7:25am
303,Mary's,,1101 Cathedral,Baltimore,MD,"(YC),(D),(*)",Bars/Clubs,1973,,,4/21/2020 8:58am,5/7/2020 7:25am
304,Nite Owl,(after hours),710 N. Howard St.,Baltimore,MD,"(YC),(D),(C),(R),(*)",Restaurant,1973,,,4/21/2020 8:58am,5/7/2020 7:25am
306,Roosevelt Hotel Bar,(may be closing),312 W. Camden,Baltimore,MD,"(G),(*)","Bars/Clubs,Hotels",1973,,,4/21/2020 8:58am,5/7/2020 7:25am
307,Satelite,,1901 Aliceanna,Baltimore,MD,(G),Bars/Clubs,1973,,,4/21/2020 8:58am,5/7/2020 7:25am
308,Senator,,612 N. Howard,Baltimore,MD,"(M),(*)",Bars/Clubs,1973,,,4/21/2020 8:58am,5/7/2020 7:25am
309,724 Magazines & Books,,724 Howard St.,Baltimore,MD,,Book Store,1973,,,4/21/2020 8:58am,5/7/2020 7:25am
310,Shot Tower,,4 N. High St.,Baltimore,MD,"(G),(M),(B),(RT)",Bars/Clubs,1973,,,4/21/2020 8:58am,5/7/2020 7:25am
313,Zodiac,,632 S. Bond St.,Baltimore,MD,"(G),(S)",Bars/Clubs,1973,,,4/21/2020 8:58am,5/7/2020 7:25am
317,Eagle's Cafe,,65 N. Mechanic,Cumberland,MD,(M),Restaurant,1973,,,4/21/2020 8:58am,5/7/2020 7:25am
318,Gay Nineties ,,41 N. Potomoc St.,Hagerstown,MD,,Bars/Clubs,1973,,,4/21/2020 8:58am,5/7/2020 7:25am
321,Little Campus,,63 Maryland,Annapolis,MD,(M),Bars/Clubs,1972,,,4/21/2020 8:58am,5/7/2020 7:25am
322,Red Coach,,211 George St.,Annapolis,MD,(M),Bars/Clubs,1972,,,4/21/2020 8:58am,5/7/2020 7:25am
326,Club Mitchell,,100 E. Pratt,Baltimore,MD,"(G),(P),(D)",Bars/Clubs,1972,,,4/21/2020 8:58am,5/7/2020 7:25am
327,Cyrano's,($2.00 admission),710 N. Howard St.,Baltimore,MD,"(YC),(D),(*)",Bars/Clubs,1972,,,4/21/2020 8:58am,5/7/2020 7:25am
328,Downtown Club,,1101 Cathedral,Baltimore,MD,"(YC),(HIP),(D),(*)",Bars/Clubs,1972,,,4/21/2020 8:58am,5/7/2020 7:25am
331,Leon's,,870 Park Ave.,Baltimore,MD,(*),Bars/Clubs,1972,,,4/21/2020 8:58am,5/7/2020 7:25am
332,Maryland Bar,,1417 Maryland Ave.,Baltimore,MD,(YC),Bars/Clubs,1972,,,4/21/2020 8:58am,5/7/2020 7:25am
334,Regency of Baltimore Baths,,17 E. Franklin St.,Baltimore,MD,(P),Baths,1972,,,4/21/2020 8:58am,5/7/2020 7:25am
335,Roosevelt Hotel Bar,,312 W. Camden,Baltimore,MD,"(G),(*)","Bars/Clubs,Hotels",1972,,,4/21/2020 8:58am,5/7/2020 7:25am
336,Satelite,,1901 Aliceanna,Baltimore,MD,(G),Bars/Clubs,1972,,,4/21/2020 8:58am,5/7/2020 7:25am
337,Senator,,612 N. Howard,Baltimore,MD,"(M),(RT),(*)",Bars/Clubs,1972,,,4/21/2020 8:58am,5/7/2020 7:25am
340,Eagles Cafe,,65 N. Mechanic,Cumberland,MD,(M),Restaurant,1972,,,4/21/2020 8:58am,5/7/2020 7:25am
344,Little Campus,,63 Maryland,Annapolis,MD,(M),Bars/Clubs,1971,,,4/21/2020 8:58am,5/7/2020 7:25am
345,Red Coach,,211 George St.,Annapolis,MD,(M),Bars/Clubs,1971,,,4/21/2020 8:58am,5/7/2020 7:25am
348,Club Bar,(closes 1 am),221 W. Franklin,Baltimore,MD,"(D),(*)",Bars/Clubs,1971,,,4/21/2020 8:58am,5/7/2020 7:25am
349,Club East Baths,,1105 Cathedral,Baltimore,MD,(*),Baths,1971,,,4/21/2020 8:58am,5/7/2020 7:25am
350,Club Mitchell,,100 E. Pratt,Baltimore,MD,"(G),(P),(D)",Bars/Clubs,1971,,,4/21/2020 8:58am,5/7/2020 7:25am
351,Club Nine Hundred,,900 E. Monument,Baltimore,MD,"(D),(*)",Bars/Clubs,1971,,,4/21/2020 8:58am,5/7/2020 7:25am
354,Leon's,,870 Park Ave.,Baltimore,MD,(*),Bars/Clubs,1971,,,4/21/2020 8:58am,5/7/2020 7:25am
355,Maryland Bar,,1417 Maryland Ave.,Baltimore,MD,(YC),Bars/Clubs,1971,,,4/21/2020 8:58am,5/7/2020 7:25am
356,Sanitary European Steam Baths,,1425 E. Baltimore,Baltimore,MD,,Baths,1971,,,4/21/2020 8:58am,5/7/2020 7:25am
357,Satelite,,1901 Aliceanna,Baltimore,MD,,Bars/Clubs,1971,,,4/21/2020 8:58am,5/7/2020 7:25am
358,Senator,(back room- side entrance),612 N. Howard,Baltimore,MD,,Bars/Clubs,1971,,,4/21/2020 8:58am,5/7/2020 7:25am
362,Little Campus,,63 Maryland,Annapolis,MD,(M),Bars/Clubs,1970,,,4/21/2020 8:58am,5/7/2020 7:25am
363,Red Coach,,211 George St.,Annapolis,MD,(M),Bars/Clubs,1970,,,4/21/2020 8:58am,5/7/2020 7:25am
367,Club Bar,(closes 1 am),221 W. Franklin,Baltimore,MD,"(D),(*)",Bars/Clubs,1970,,,4/21/2020 8:58am,5/7/2020 7:25am
368,Club East Baths,,1105 Cathedral,Baltimore,MD,(*),Baths,1970,,,4/21/2020 8:58am,5/7/2020 7:25am
369,Club Mitchell,,100 E. Pratt,Baltimore,MD,"(D),(G),(P)",Bars/Clubs,1970,,,4/21/2020 8:58am,5/7/2020 7:25am
370,Club Nine Hundred,,900 E. Monument,Baltimore,MD,"(*),(D)",Bars/Clubs,1970,,,4/21/2020 8:58am,5/7/2020 7:25am
373,Leon's,,870 Park Ave.,Baltimore,MD,(*),Bars/Clubs,1970,,,4/21/2020 8:58am,5/7/2020 7:25am
375,Sanitary European Steam Baths,,1425  E. Baltimore,Baltimore,MD,,Baths,1970,,,4/21/2020 8:58am,5/7/2020 7:25am
376,Senator,(back room- side entrance),612 N. Howard,Baltimore,MD,,Bars/Clubs,1970,,,4/21/2020 8:58am,5/7/2020 7:25am
380,Little Campus,,63 Maryland,Annapolis,MD,(M),Bars/Clubs,1969,,,4/21/2020 8:58am,5/7/2020 7:25am
381,Red Coach,,211 George St.,Annapolis,MD,(M),Bars/Clubs,1969,,,4/21/2020 8:58am,5/7/2020 7:25am
384,Club Bar,"(closes 1 A.M., most 2 A.M.)",221 W. Franklin,Baltimore,MD,(*),Bars/Clubs,1969,,,4/21/2020 8:58am,5/7/2020 7:25am
385,Club Mitchell,,100 E. Pratt,Baltimore,MD,"(D),(P),(G)",Bars/Clubs,1969,,,4/21/2020 8:58am,5/7/2020 7:25am
386,Club Nine Hundred,,900 E. Monument,Baltimore,MD,(*),Bars/Clubs,1969,,,4/21/2020 8:58am,5/7/2020 7:25am
390,Leon's,,870 Park Ave.,Baltimore,MD,(*),Bars/Clubs,1969,,,4/21/2020 8:58am,5/7/2020 7:25am
392,Pepper Hill,,213 N. Gat St.,Baltimore,MD,"(G),(D),(*)",Bars/Clubs,1969,,,4/21/2020 8:58am,5/7/2020 7:25am
393,Roosevelt Hotel Bar,,312 W. Camden,Baltimore,MD,"(G),(M),(RT)","Bars/Clubs,Hotels",1969,,,4/21/2020 8:58am,5/7/2020 7:25am
394,Sanitary European Steam Baths,,1425 E. Baltimore,Baltimore,MD,,Baths,1969,,,4/21/2020 8:58am,5/7/2020 7:25am
396,Senator,(back room- use side entrance),612 N. Howard,Baltimore,MD,,Bars/Clubs,1969,,,4/21/2020 8:58am,5/7/2020 7:25am
397,Twenty-Two Club,,2200 E. Fayette,Baltimore,MD,(B),Bars/Clubs,1969,,,4/21/2020 8:58am,5/7/2020 7:25am
401,Little Campus,,63 Maryland,Annapolis,MD,(M),Bars/Clubs,1968,,,4/21/2020 8:58am,5/7/2020 7:25am
402,Red Coach,,211 King St.,Annapolis,MD,(M),Bars/Clubs,1968,,,4/21/2020 8:58am,5/7/2020 7:25am
403,Alonso's,(collegiate),415 W. Cold Spgs Lane,Baltimore,MD,(M),Bars/Clubs,1968,,,4/21/2020 8:58am,5/7/2020 7:25am
408,Leon's,,870 Park Ave.,Baltimore,MD,(*),Bars/Clubs,1968,,,4/21/2020 8:58am,5/7/2020 7:25am
411,Pepper Hill,,213 N. Gay St.,Baltimore,MD,(*),Bars/Clubs,1968,,,4/21/2020 8:58am,5/7/2020 7:25am
412,Roosevelt Hotel Bar,,312 W. Camden,Baltimore,MD,"(M),(G),(RT)","Bars/Clubs,Hotels",1968,,,4/21/2020 8:58am,5/7/2020 7:25am
413,Senator,(back room- use side entrance),612 N. Howard,Baltimore,MD,,Bars/Clubs,1968,,,4/21/2020 8:58am,5/7/2020 7:25am
414,Snug's,,100 E. Pratt,Baltimore,MD,"(D),(P)",Bars/Clubs,1968,,,4/21/2020 8:58am,5/7/2020 7:25am
417,Little Campus,,63 Maryland,Annapolis,MD,(M),Bars/Clubs,1966,,,4/21/2020 8:58am,5/7/2020 7:25am
418,Red Coach,,211 King St.,Annapolis,MD,(M),Bars/Clubs,1966,,,4/21/2020 8:58am,5/7/2020 7:25am
419,Alonso's,(collegiate),415 W. Cold Springs Lane,Baltimore,MD,(M),Bars/Clubs,1966,,,4/21/2020 8:58am,5/7/2020 7:25am
424,Leon's,,870 Park Ave.,Baltimore,MD,(*),Bars/Clubs,1966,,,4/21/2020 10:14am,5/7/2020 7:25am
427,Pepper Hill,,213 N. Gay St.,Baltimore,MD,(*),Bars/Clubs,1966,,,4/21/2020 10:14am,5/7/2020 7:25am
428,Roosevelt Hotel Bar,,312 W. Camden,Baltimore,MD,"(M),(RT),(G)","Bars/Clubs,Hotels",1966,,,4/21/2020 10:14am,5/7/2020 7:25am
429,Senator ,(back room enter fr Monument) at Monument St.,612 N. Howard,Baltimore,MD,,Bars/Clubs,1966,,,4/21/2020 10:14am,5/7/2020 7:25am
430,Sung's,,100 E. Pratt,Baltimore,MD,"(D),(P)",Bars/Clubs,1966,,,4/21/2020 10:14am,5/7/2020 7:25am
433,Little Campus,,63 Maryland,Annapolis,MD,(M),Bars/Clubs,1965,,,4/21/2020 10:14am,5/7/2020 7:25am
434,Red Coach,,211 King George,Annapolis,MD,(M),Bars/Clubs,1965,,,4/21/2020 10:14am,5/7/2020 7:25am
438,Eddie's,(side st entr),947 W. Baltimore,Baltimore,MD,,Bars/Clubs,1965,,,4/21/2020 10:14am,5/7/2020 7:25am
439,Leon's,,870 Park Ave.,Baltimore,MD,(*),Bars/Clubs,1965,,,4/21/2020 10:14am,5/7/2020 7:25am
441,Pepper HIll,,217 N. Gay ,Baltimore,MD,(*),Bars/Clubs,1965,,,4/21/2020 10:14am,5/7/2020 7:25am
442,Snugs,,100 E. Pratt,Baltimore,MD,"(G),(D),(P)",Bars/Clubs,1965,,,4/21/2020 10:14am,5/7/2020 7:25am
443,Turf,,226 W. Fayette,Baltimore,MD,"(M),(RT)",Bars/Clubs,1965,,,4/21/2020 10:14am,5/7/2020 7:25am
