ID,Title,description,streetaddress,city,state,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,dateadded,lastmodified
366,Dahl & Penne ,(Liquor)(Snacks),604 S.W.  2nd at Alder ,Portland,OR,"(*),(W),(SM),(OC),(G),(PT),(D)",Bars/Clubs,1979,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
431,Dahl & Penne ,"(Liquor)(Some W, SM, OC, you name it, they have it)(Cruisy)(Snacks)",604 S.W. 2nd at Alder,Portland,OR,"(*),(W),(SM),(OC),Cruisy Area,(PT),(D)","Cruising Areas,Bars/Clubs",1980,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
230,Darcelle XV Tavern ,(Some G),208 N.W. 3rd ,Portland,OR,"(S),(G),(*)",Bars/Clubs,1976,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
265,Darcelle XV Tavern ,(Some G) ,208 N.W. 3rd ,Portland,OR,"(G),(S),(WE),(*)",Bars/Clubs,1977,,,,4/14/2020 4:43pm,7/27/2020 1:14pm
312,Darcelle XV Tavern ,(Some G),208 N.W. 3rd St. ,Portland,OR,"(G),(S),(WE),(*)",Bars/Clubs,1978,,,,4/14/2020 4:44pm,7/27/2020 1:14pm
367,Darcelle XV Tavern ,"(Some G, 'Drags')",208 N.W. 3rd St. ,Portland,OR,"(S),(WE),(G)",Bars/Clubs,1979,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
432,Darcelle XV Tavern ,"(Some L, 'Drags')(Touristy)",208 N.W. 3rd St. ,Portland,OR,"(S),(WE),(L),(M)",Bars/Clubs,1980,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
313,Dave's Bookstore ,,826 S.W. 3rd ,Portland,OR,,Book Store,1978,,,,4/14/2020 4:44pm,7/27/2020 1:14pm
368,Dave's Bookstore ,,826 S.W. 3rd St. ,Portland,OR,,Book Store,1979,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
299,Deb's Club ,(North Bend),665 Virginia ,Coos Bay,OR,"(M),(D)",Bars/Clubs,1978,,,,4/14/2020 4:43pm,7/27/2020 1:14pm
350,Deb's Club ,(North Bend),655 Virginia ,Coos Bay,OR,"(M),(D)",Bars/Clubs,1979,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
157,Dema's Tavern ,,208 N.W. 3rd Ave. ,Portland,OR,"(M),(G)",Bars/Clubs,1974,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
195,Dema's Tavern ,,208 N.W. 3rd Ave. ,Portland,OR,"(M),(G)",Bars/Clubs,1975,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
132,Demas Tavern,,208 N.W. 3rd Ave. ,Portland,OR,"(M),(G)",Bars/Clubs,1973,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
109,Demas Tavern ,,208 N.W. 3rd Ave. ,Portland,OR,(G),Bars/Clubs,1972,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
266,Denny's ,,4th & Lincoln ,Portland,OR,"(M),(R),(C),(AH)",Restaurant,1977,,,,4/14/2020 4:43pm,7/27/2020 1:14pm
314,Denny's ,,4th & Lincoln,Portland,OR,"(M),(R),(C),(AH)",Restaurant,1978,,,,4/14/2020 4:44pm,7/27/2020 1:14pm
17,Derek's ,,820 SW Oak St. ,Portland,OR,(*),Bars/Clubs,1966,,,,4/9/2020 4:09pm,7/27/2020 1:14pm
32,Derek's ,,820 SW Oak ,Portland,OR,(*),Bars/Clubs,1968,,,,4/9/2020 4:09pm,7/27/2020 1:14pm
49,Derek's ,,820 SW Oak ,Portland,OR,"(*),(YC)",Bars/Clubs,1969,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
67,Derek's ,,820 S.W. Oak ,Portland,OR,"(YC),(*)",Bars/Clubs,1970,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
88,Derek's ,,820 S.W. Oak ,Portland,OR,"(YC),(HIP),(*)",Bars/Clubs,1971,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
110,Dinty Moore ,,924 S.W. 3rd Ave. ,Portland,OR,"(M),(RT)",Bars/Clubs,1972,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
68,Dinty Moore's ,,924 S.W. 3rd ,Portland,OR,"(M),(RT)",Bars/Clubs,1970,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
89,Dinty Moore's ,,924 S.W. 3rd ,Portland,OR,"(M),(RT)",Bars/Clubs,1971,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
133,Dinty Moore's ,,924 S.W. 3rd Ave. ,Portland,OR,"(M),(RT)",Bars/Clubs,1973,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
158,Dinty Moore's ,,924 S.W. 3rd Ave. ,Portland,OR,"(M),(RT)",Bars/Clubs,1974,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
196,Dinty Moore's ,,924 S.W. Park ,Portland,OR,"(M),(RT)",Bars/Clubs,1975,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
370,Dinty Moore's ,,924 S.W. 3rd St. ,Portland,OR,"(RT),(PT)",Bars/Clubs,1979,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
231,Dinty Moores,,924 S.W. 3rd Ave. ,Portland,OR,"(M),(RT)",Bars/Clubs,1976,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
371,Eastwood Community Church,,3950 S.E. Lincoln St. ,Portland,OR,,Church,1979,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
267,Eastwood Community Church ,,1950 S.E. Lincoln Street,Portland,OR,,Church,1977,,,,4/14/2020 4:43pm,7/27/2020 1:14pm
315,Eastwood Community Church ,,3950 S.E. Lincoln St. ,Portland,OR,,Church,1978,,,,4/14/2020 4:44pm,7/27/2020 1:14pm
232,Embers Lounge ,(Liquor)(Some S),739 S.W. Park ,Portland,OR,"(*),(D),(R),(S),(YC)",Restaurant,1976,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
268,Embers Lounge ,(Liquor),739 S.W. Park ,Portland,OR,"(E),(R),(C),(AH),(*)",Restaurant,1977,,,,4/14/2020 4:43pm,7/27/2020 1:14pm
316,Embers Lounge ,(Liquor),739 S.W. Park ,Portland,OR,"(E),(R),(*),(C),(AH)",Restaurant,1978,,,,4/14/2020 4:44pm,7/27/2020 1:14pm
372,Embers Lounge ,"(Liquor)(also C-AH, and Sun. brunch)",739 S.W. Park ,Portland,OR,"(R),(E),(*),(C),(AH)",Restaurant,1979,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
434,Embers Lounge ,(Liquor)(Sun. Brunch),739 S.W. Park ,Portland,OR,"(R),(E),(*),(C),(AH)",Restaurant,1980,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
159,Eros Theatre ,,314 S.W. Taylor ,Portland,OR,,Theatre,1974,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
198,Eros Theatre ,,314 S.W. Taylor ,Portland,OR,,Theatre,1975,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
233,Eros Theatre ,,314 S.W. Taylor ,Portland,OR,,Theatre,1976,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
134,Family Zoo ,,820 S.W. Oak ,Portland,OR,"(HIP),(YC),(*)",Bars/Clubs,1973,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
160,Family Zoo ,,820 S.W. Oak ,Portland,OR,"(HIP),(YC),(*)",Bars/Clubs,1974,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
199,Family Zoo ,,820 S.W. Oak ,Portland,OR,"(YC),(HIP),(*)",Bars/Clubs,1975,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
234,Family Zoo ,,820 S.W. Oak ,Portland,OR,"(HIP),(YC),(*)",Bars/Clubs,1976,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
269,Family Zoo ,,820 S.W. Oak ,Portland,OR,"(HIP),(W),(YC),(*)",Bars/Clubs,1977,,,,4/14/2020 4:43pm,7/27/2020 1:14pm
317,Family Zoo ,,820 S.W. Oak ,Portland,OR,"(HIP),(W),(YC),(*)",Bars/Clubs,1978,,,,4/14/2020 4:44pm,7/27/2020 1:14pm
373,Family Zoo ,(Recently expanded),820 S.W. Oak ,Portland,OR,"(HIP),(W),(YC),(*)",Bars/Clubs,1979,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
435,Family Zoo ,,820 S.W. Oak,Portland,OR,"(HIP),(W),(YC),(*)",Bars/Clubs,1980,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
50,Fiddler's Three,,728 SW 9th ,Portland,OR,(*),Bars/Clubs,1969,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
69,Fiddler's Three,,728 S.W. 9th ,Portland,OR,(*),Bars/Clubs,1970,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
318,Flight 181 ,('New Ritz Disco' in rear) ,1116 S.W. Washington ,Portland,OR,,Bars/Clubs,1978,,,,4/14/2020 4:44pm,7/27/2020 1:14pm
161,Focal Point ,,728 S.W. 9th Ave. ,Portland,OR,"(YC),(*)",Bars/Clubs,1974,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
200,Focal Point ,,728 S.W. 9th Ave. ,Portland,OR,"(YC),(*)",Bars/Clubs,1975,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
235,Focal Point Tavern ,,728 S.W. 9th Ave. ,Portland,OR,"(YC),(*)",Bars/Clubs,1976,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
270,Focal Point Tavern ,,728 S.W. 9th Avenue ,Portland,OR,"(YC),(PT),(C),(AH),(WE),(*)",Bars/Clubs,1977,,,,4/14/2020 4:43pm,7/27/2020 1:14pm
319,Focal Point Tavern ,,729 S.W. 9th Ave. ,Portland,OR,"(*),(YC),(PT),(C),(AH),(WE)",Bars/Clubs,1978,,,,4/14/2020 4:44pm,7/27/2020 1:14pm
374,Focal Point Tavern ,,729 S.W. 9th Ave. ,Portland,OR,"(*),(YC),(PT),(C),(AH),(WE)",Bars/Clubs,1979,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
436,Focal Point Tavern ,,729 S.W. 9th Ave. ,Portland,OR,"(*),(YC),(PT),(C),(AH),(WE)",Bars/Clubs,1980,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
162,Half Moon Tavern ,,122 S.W. Yamhill ,Portland,OR,,Bars/Clubs,1974,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
271,Hamburger Mary's ,,840 S.W. Park Street ,Portland,OR,"(M),(R),(C),(YC)",Restaurant,1977,,,,4/14/2020 4:43pm,7/27/2020 1:14pm
320,Hamburger Mary's ,,840 S.W. Park St. ,Portland,OR,"(M),(HIP),(R),(C)",Restaurant,1978,,,,4/14/2020 4:44pm,7/27/2020 1:14pm
375,Hamburger Mary's ,,840 S.W. Park St. ,Portland,OR,"(M),(HIP),(R),(C)",Restaurant,1979,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
438,Hamburger Mary's ,,840 S.W. Park ,Portland,OR,"(M),(HIP),(R),(C)",Restaurant,1980,,,,4/17/2020 5:18pm,7/27/2020 1:14pm
6,Happy Hare ,,1730 SW Taylor ,Portland,OR,,Bars/Clubs,1965,,,,4/9/2020 4:08pm,7/27/2020 1:14pm
18,Happy Hare ,,1730 SW Taylor ,Portland,OR,(*),Bars/Clubs,1966,,,,4/9/2020 4:09pm,7/27/2020 1:14pm
201,Hardtime Adult Book Store,,926 S.W. 3rd Ave. ,Portland,OR,,Book Store,1975,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
163,Hardtime Adult Book Store ,,926 S.W. 3rd Ave. ,Portland,OR,,Book Store,1974,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
236,Hardtime Adult Book Store ,,926 S.W. 3rd Ave. ,Portland,OR,,Book Store,1976,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
376,Hardtime Adult Books ,,926 S.W. 3rd Ave. ,Portland,OR,(*),Book Store,1979,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
272,Hardtimes Adult Books,,926 S.W. 3rd Avenue ,Portland,OR,,Book Store,1977,,,,4/14/2020 4:43pm,7/27/2020 1:14pm
441,Hardtimes Adult Books,,926 S.W. 3rd Ave. ,Portland,OR,(*),Book Store,1980,,,,4/17/2020 5:19pm,7/27/2020 1:14pm
321,Hardtimes Adult Books ,,926 S.W. 3rd Ave. ,Portland,OR,,Book Store,1978,,,,4/14/2020 4:44pm,7/27/2020 1:14pm
33,Hare ,,1730 SW Taylor ,Portland,OR,,Bars/Clubs,1968,,,,4/9/2020 4:09pm,7/27/2020 1:14pm
355,He & She Adult Books ,,288 River Rd. ,Eugene,OR,(M),Book Store,1979,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
418,He & She Bookstore ,,288 River Rd. ,Eugene,OR,(M),Book Store,1980,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
24,Holiday House ,Charleston Small Boat Harbor ,,Coos Bay,OR,(M),Bars/Clubs,1968,,,,4/9/2020 4:09pm,7/27/2020 1:14pm
439,Hot Patata,,5842 S.E. Foster Rd. ,Portland,OR,"(M),(R)",Restaurant,1980,,,,4/17/2020 5:19pm,7/27/2020 1:14pm
440,Hot Patata,,13th & Morrison ,Portland,OR,"(M),(R)",Restaurant,1980,,,,4/17/2020 5:19pm,7/27/2020 1:14pm
135,Hoyt Hotel ,(also coffee shop),614 N.W. Hoyt ,Portland,OR,"(M),(H)",Hotels,1973,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
111,Hoyt Hotel Coffee Shop ,(after hours),614 N.W. Hoyt ,Portland,OR,"(M),(C)",Hotels,1972,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
42,Hunter Room ,(best late) Trailways Bus Depot ,959 Pearl ,Eugene,OR,,Bars/Clubs,1969,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
60,Hunter Room ,(best late) Trailways Bus Depot ,959 Pearl ,Eugene,OR,,Bars/Clubs,1970,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
80,Hunter Room ,Trailways Bus Depot ,959 Pearl ,Eugene,OR,(*),Bars/Clubs,1971,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
101,Hunter Room ,Trailways Bus Depot ,959 Pearl ,Eugene,OR,(*),Bars/Clubs,1972,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
125,Hunter Room ,Trailways Bus Depot ,959 Pearl ,Eugene,OR,(*),Bars/Clubs,1973,,,,4/9/2020 4:42pm,7/27/2020 1:14pm
26,Hunter Room in Trailways Bus Depot,,959 Pearl St. ,Eugene,OR,,Bars/Clubs,1968,,,,4/9/2020 4:09pm,7/27/2020 1:14pm
442,J & J Tavern ,(Some W),1719 W. Burnside ,Portland,OR,(W),Bars/Clubs,1980,,,,4/17/2020 5:19pm,7/27/2020 1:14pm
377,Kachina Lounge ,(Should be a winner) ,1217 S.W. Stark St. ,Portland,OR,"(R),(D),(PT)",Restaurant,1979,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
443,Kachina Lounge ,(Disco)(Liquor) ,1217 S.W. Stark St. ,Portland,OR,"(R),(PT),(D)",Restaurant,1980,,,,4/17/2020 5:19pm,7/27/2020 1:14pm
423,Klamath Falls Gay Union ,,428 S. 9th St. ,Klamath Falls,OR,,Business,1980,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
378,Konnie's Korner ,(Looks promising)(Liquor),1650 W. Burnside ,Portland,OR,(D),Bars/Clubs,1979,,,,4/16/2020 12:52pm,7/27/2020 1:14pm
164,Magic Garden ,(Liquor),217 N.W. 4th Ave. ,Portland,OR,"(G),(R),(D),(*)",Restaurant,1974,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
202,Magic Garden ,(Liquor),217 N.W. 4th Ave. ,Portland,OR,"(G),(R),(D),(*)",Restaurant,1975,,,,4/10/2020 2:35pm,7/27/2020 1:14pm
237,Magic Garden ,(liquor),217 N.W. 4th Ave. ,Portland,OR,"(*),(G),(R),(D)",Bars/Clubs,1976,,,,4/14/2020 4:43pm,7/27/2020 1:14pm
273,Magic Garden ,(Liquor),217 N.W. 4th Avenue ,Portland,OR,"(G),(R),(D)",Restaurant,1977,,,,4/14/2020 4:43pm,7/27/2020 1:14pm
