ID,Title,description,streetaddress,city,state,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,dateadded,lastmodified
2,Club Baths,,1030 W. 2nd ,Reno,NV,,Baths,1965,,,,4/24/2020 12:14am,7/27/2020 1:20pm
4,Reno Bar ,,424 E. 4th,Reno,NV,,Bars/Clubs,1965,,,,4/24/2020 12:14am,7/27/2020 1:20pm
3,Westside Motel,,3001 W. 4th,Reno,NV,(H),Hotels,1965,,,,4/24/2020 12:14am,7/27/2020 1:20pm
102,Club Baths,,1030 W. 2nd ,Reno,NV,,Baths,1966,,,,4/26/2020 12:33am,7/27/2020 1:20pm
5,Dave's VIP Club ,,3001 W. 4th ,Reno,NV,(*),Bars/Clubs,1966,,,,4/24/2020 12:14am,7/27/2020 1:20pm
103,Reno Bar ,,424 E. 4th,Reno,NV,,Bars/Clubs,1966,,,,4/26/2020 12:34am,7/27/2020 1:20pm
104,Westside Motel,,3001 W. 4th,Reno,NV,(H),Hotels,1966,,,,4/26/2020 12:35am,7/27/2020 1:20pm
6,Driftwood ,,4231 Main St. ,Las Vegas,NV,,Bars/Clubs,1968,,,,4/24/2020 12:14am,7/27/2020 1:20pm
106,Club Baths,,1030 W. 2nd ,Reno,NV,,Baths,1968,,,,4/26/2020 12:38am,7/27/2020 1:20pm
107,Dave's VIP Club ,,3001 W. 4th ,Reno,NV,(*),Bars/Clubs,1968,,,,4/26/2020 12:39am,7/27/2020 1:20pm
108,Reno Bar ,,424 E. 4th,Reno,NV,,Bars/Clubs,1968,,,,4/26/2020 12:39am,7/27/2020 1:20pm
109,Westside Motel,,3001 W. 4th,Reno,NV,(H),Hotels,1968,,,,4/26/2020 12:39am,7/27/2020 1:20pm
112,Club Baths,,1030 W. 2nd St. ,Reno,NV,,Baths,1969,,,,4/26/2020 12:46am,7/27/2020 1:20pm
113,Dave's V.I.P.  ,,3001 W. 4th St. ,Reno,NV,(*),Bars/Clubs,1969,,,,4/26/2020 12:47am,7/27/2020 1:20pm
114,Reno Bar ,,424 E. 4th St. ,Reno,NV,,Bars/Clubs,1969,,,,4/26/2020 12:48am,7/27/2020 1:20pm
9,Stagecoach Inn ,,7350 W. 4th St. ,Reno,NV,(H),Hotels,1969,,,,4/24/2020 12:14am,7/27/2020 1:20pm
10,Sunnyside Bar ,,8100 W. 4th St. ,Reno,NV,,Bars/Clubs,1969,,,,4/24/2020 12:14am,7/27/2020 1:20pm
115,Westside Motel,,3001 W. 4th,Reno,NV,(H),Hotels,1969,,,,4/26/2020 12:50am,7/27/2020 1:20pm
