ID,Title,description,streetaddress,city,state,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,dateadded,lastmodified
93,The Ruins,(Cruisy) (Enter thru 'active' parking lot in rear),1218 N. Pennsylvania,Indianapolis,IN,"(*),(R),(D)","Cruising Areas,Restaurant",1979,,,,2/27/2020 12:18am,3/30/2020 11:52am
94,Varsity Lounge,(R-days) (Some OC) (Nights*),1517 N. Pennsylvania ,Indianapolis,IN,"(M),(R),(OC),(*)",Restaurant,1979,,,,2/27/2020 12:18am,3/30/2020 11:52am
104,Sheridan Inn Resort,"(Bar, pool, & sauna)",821 Lake Shore,Michigan City,IN,"(R),(H)","Restaurant,Hotels",1979,,,,2/27/2020 12:18am,3/30/2020 11:52am
105,Carriage House,,247 Kilgore,Muncie,IN,"(M),(R)",Restaurant,1979,,,,2/27/2020 12:18am,3/30/2020 11:52am
106,Mark III,(Disco),107 E. Main St.,Muncie,IN,"(YC),(D)",Bars/Clubs,1979,,,,2/27/2020 12:18am,3/30/2020 11:52am
109,Sea Horse,(Many G) (No sign-opp. A&P),1902 Western Ave.,South Bend,IN,"(G),(D),(S),(*)",Bars/Clubs,1979,,,,2/27/2020 12:18am,3/30/2020 11:52am
110,St. Joe Water Works,(Disco) (basement cruise bar),411 E. Jefferson,South Bend,IN,"(*),(YC),(R),(PT),(D)",Bars/Clubs,1979,,,,2/27/2020 12:18am,3/30/2020 11:52am
117,Jack's Poplar Bar,"(Some B,RT)",1430 Poplar,Terre Haute,IN,"(M),(B),(RT)",Bars/Clubs,1979,,,,2/27/2020 12:18am,3/30/2020 11:52am
120,Bear's Place,,1316 E. 3rd St.,Bloomington,IN,"(M),(HIP),(YC)",Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
121,Kirkwood Bar,"(Some G,RT) ",212 Kirkwood Ave.,Bloomington,IN,"(M),(G),(RT),(D)",Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
125,My Way,"(S-Wed,Fri,Sat)",201 Fulton Ave.,Evansville,IN,"(D),(PT)",Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
129,Brick Bar,(G in back room),1814 W. Main ,Ft. Wayne,IN,"(M),(G)",Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
130,Henry's,(Cruisy),536 Main St.,Ft. Wayne,IN,(*),"Bars/Clubs,Cruising Areas",1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
132,Up the Street,(Disco),226 W. Main St.,Ft. Wayne,IN,"(YC),(D),(R),(*)",Restaurant,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
137,Club Fayette Baths,,532 Fayette St.,Hammond,IN,(*),Baths,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
138,Around the Clock,,901 N. Massachusetts,Indianapolis,IN,,Bars/Clubs,1978,,checked,,2/27/2020 8:33pm,3/30/2020 11:52am
139,Cardinal,Bus Depot,936 Virginia Ave.,Indianapolis,IN,"(M),(B),(RT)",Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
140,Club Indianapolis,,341 No. Capitol,Indianapolis,IN,(*),Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
141,Denny's,,4901 38th St.,Indianapolis,IN,"(M),(R),(C),(AH)",Restaurant,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
142,Famous Door,,252 No. Capitol,Indianapolis,IN,"(S),(D),(*)",Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
143,Holland's,(Afternoons),117 No. Illinois,Indianapolis,IN,"(M),(RT)",Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
144,Hunt,(3 floors 'super bar'-Ground floor 'Lodge' (Cruisy) -'Chase' upstairs (Disco),107 So. Pennsylvania,Indianapolis,IN,"(*),(W),(YC),(D),(PT)","Bars/Clubs,Cruising Areas",1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
145,J.D.'s,'The Ruins' (Recently enlarged),1218 No. Pennsylvania,Indianapolis,IN,"(R),(D),(*)",Restaurant,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
146,Ma Belle's,(Disco) (Cruisy) ,20 No. Delaware,Indianapolis,IN,"(D),(*)","Bars/Clubs,Cruising Areas",1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
147,Meat Rack,"(Some B,M)",1808 No. Central,Indianapolis,IN,"(B),(M)",Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
148,M.C.C.,,1940 No. Delaware,Indianapolis,IN,,Church,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
150,The Club,('Darlos') ,508 So. Alabama,Indianapolis,IN,"(G),(PT)",Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
151,Varsity Lounge,,1517 No. Pennsylvania,Indianapolis,IN,(M),Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
162,Sheridan Inn Resort,"(Bar,pool & sauna)",821 Lake shore,Michigan City,IN,"(H),(R)","Hotels,Restaurant",1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
163,Carriage House,,247 Kilgore,Muncie,IN,,Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
164,Mark III,,107 E. Main St.,Muncie,IN,(*),Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
165,Way II,,110 W. Howard,Muncie,IN,"(M),(RT)",Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
167,Image ,(go go boys),1000 Lincoln Way,South Bend,IN,(D),Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
168,Sea Horse,(Some G)(No neon sign-opp. A &P),1902 Western Ave,South Bend,IN,"(G),(D),(S),(*)",Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
169,St.Joe. Water Works,(Basement cruise bar),411 E. Jefferson,South Bend,IN,"(*),(YC),(D),(R),(PT)","Restaurant,Bars/Clubs",1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
173,Jack's Poplar Bar,"(Some B,RT)",1430 Poplar,Terre Haute,IN,"(M),(B),(RT)",Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
174,Meg's,(Some G),1801 Wabash,Terre Haute,IN,"(*),(G)",Bars/Clubs,1978,,,,2/27/2020 8:33pm,3/30/2020 11:52am
176,Bear's Place,,1316 E. 3rd Street,Bloomington,IN,"(M),(HIP),(YC)",Bars/Clubs,1977,,,,2/27/2020 8:33pm,3/30/2020 11:52am
177,Kirkwood Bar,,212 Kirkwood Avenue,Bloomington,IN,"(M),(G),(RT),(D)",Bars/Clubs,1977,,,,2/27/2020 8:33pm,3/30/2020 11:52am
178,New Horizons,(We-only),118 W. 3rd St.,Bloomington,IN,"(YC),(D),(C),(E),(WE),(*)",Organizations,1977,,,,2/27/2020 8:33pm,3/30/2020 11:52am
187,Henry's ,,536 Main Street,Ft. Wayne,IN,(M),Bars/Clubs,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
188,Up the Street,(Disco),226 W. Main Street,Ft. Wayne,IN,"(YC),(D),(R),(S)",Restaurant,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
192,Club Fayette Baths,,532 Fayette St.,Hammond,IN,(*),Baths,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
193,Betty K's,(touristy),1808 N. Central,Indianapolis,IN,"(M),(B),(S)",Bars/Clubs,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
194,Cardinal,Bus Depot,936 Virginia Avenue,Indianapolis,IN,"(M),(B),(RT)",Bars/Clubs,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
195,Civil War Tavern,,20 N. Delaware,Indianapolis,IN,(M),Bars/Clubs,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
196,Club Indianapolis Baths,,341 N. Capitol,Indianapolis,IN,(*),Baths,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
197,Deja Vu,(Disco) (Tuesday is 'topless' night),1322 W. Washington,Indianapolis,IN,"(HIP),(YC),(D),(*)",Bars/Clubs,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
198,Denny's,,4901 38th St,Indianapolis,IN,"(M),(R),(C),(AH)",Restaurant,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
199,Famous Door,,252 N. Capitol,Indianapolis,IN,"(S),(D),(*)",Bars/Clubs,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
200,Holland's,(Afternoons),117 N. Illinois ,Indianapolis,IN,"(M),(RT)",Bars/Clubs,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
201,Hunt,(3 floors 'super bar' Ground floor 'The lodge' is (W) (YC) (Cruisy) 'The Chase' upstairs has (YC) (DISCO) (D) (PT) & games),107 S. Pennsylvania,Indianapolis,IN,"(W),(YC),(D),(PT)","Bars/Clubs,Cruising Areas",1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
202,J.D.'s,"""The Ruins""",1218 N. Pennsylvania,Indianapolis,IN,"(R),(D),(*)",Restaurant,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
203,M.C.C.,,1940 N. Delaware,Indianapolis,IN,,Church,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
205,The Club,(Darlo's),508 S. Alabama,Indianapolis,IN,"(G),(PT),(*)",Bars/Clubs,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
206,Varsity Lounge,,1517 N. Pennsylvania,Indianapolis,IN,(M),Bars/Clubs,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
216,Main Bar & Grill,,310 N. Main Street,Kokomo,IN,(M),"Bars/Clubs,Restaurant",1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
236,Carriage House,,247 Kilgore,Muncie,IN,,Bars/Clubs,1977,,,,2/28/2020 10:58pm,3/30/2020 11:52am
218,Mark III,,107 E. Main Street,Muncie,IN,(*),Bars/Clubs,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
219,Way II,,110 W. Howard,Muncie,IN,"(M),(RT)",Bars/Clubs,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
221,Downtowner,,411 E. Jefferson,South Bend,IN,"(D),(R),(*)",Restaurant,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
222,Michiana M.C.C.,,1527 Kemble Avenue,South Bend,IN,,Church,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
223,Sea Horse,(Some G) (No neon sign-opposite A&P),1902 Western Avenue,South Bend,IN,"(YC),(D),(S),(*),(G)",Bars/Clubs,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
226,Jack's Poplar Street Bar,,1430 Poplar ,Terre Haute,IN,"(M),(B),(RT)",Bars/Clubs,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
227,Meg's,(Some G),1801 Wabash,Terre Haute,IN,"(G),(*)",Bars/Clubs,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
228,George Rogers Clark Memorial Park,,,Vincennes,IN,Cruisy Area,Cruising Areas,1977,,,,2/28/2020 10:30pm,3/30/2020 11:52am
229,Bear's Place,,1316 E. 3rd,Bloomington,IN,"(M),(RT)",Bars/Clubs,1976,,,,2/28/2020 10:30pm,3/30/2020 11:52am
230,Nick's English Hut,,405 E. Kirkwood,Bloomington,IN,"(M),(HIP),(YC),(*)",Bars/Clubs,1976,,,,2/28/2020 10:30pm,3/30/2020 11:52am
233,Pal's Steak House,(sometimes open-sometimes closed,429 S. Fulton,Evansville,IN,,Restaurant,1976,,,,2/28/2020 10:30pm,3/30/2020 11:52am
240,Henry's,,536 Main St.,Ft. Wayne,IN,(M),Bars/Clubs,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
241,TuLisa's Theatre Bar,,226 W. Main St.,Ft. Wayne,IN,"(YC),(S),(R),(*)","Restaurant,Bars/Clubs,Theatre",1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
245,Club Fayette Baths,,532 Fayette St.,Hammond,IN,(*),Baths,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
246,Betty K's,,1808 N. Central,Indianapolis,IN,"(G),(D),(S),(*)",Bars/Clubs,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
247,Cannon Ball,(best late),20 N. Delaware,Indianapolis,IN,"(M),(R)",Restaurant,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
248,Cardinal,Bus Depot,936 Virginia Ave.,Indianapolis,IN,"(M),(B),(RT)",Bars/Clubs,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
249,Club Indianapolis Baths,,341 N. Capitol,Indianapolis,IN,(*),Baths,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
250,Darlo's,,508 S. Alabama,Indianapolis,IN,"(G),(*)",Bars/Clubs,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
251,Deja Vu,(Disco) (Mon. is 'topless night),1322 W. Washington,Indianapolis,IN,"(HIP),(YC),(D),(*)",Bars/Clubs,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
252,Denny's,,4901 - 38th St.,Indianapolis,IN,"(M),(R),(C),(AH)",Restaurant,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
253,Expo,('Tim's) (go-go boys),305 W. Washington,Indianapolis,IN,"(YC),(E)",Bars/Clubs,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
254,Famous Door,,252 N. Capitol,Indianapolis,IN,"(S),(D),(*)",Bars/Clubs,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
255,Grog Shop,(open Sundays) Stouffer's Indianapolis Inn,2820 N. Meridian ,Indianapolis,IN,"(M),(R)",Restaurant,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
256,Holland,(afternoons),117 N. Illinous,Indianapolis,IN,"(M),(RT)",Bars/Clubs,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
257,Hunt,(2 floors) (Disco),141 S. Pennsylvania,Indianapolis,IN,"(YC),(D),(*)",Bars/Clubs,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
258,J.D.'s,'The Ruins',1218 N. Pennsylvania,Indianapolis,IN,"(R),(D),(*)",Restaurant,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
259,M.C.C.,,1940 N. Delaware,Indianapolis,IN,,Church,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
260,St. Elmo's Steak House,,127 S. Illinois,Indianapolis,IN,"(M),(R)",Restaurant,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
262,Varisity Lounge,,1517 N. Pennsylvania,Indianapolis,IN,(M),Bars/Clubs,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
263,Waffle House,,2621 W. 16th St.,Indianapolis,IN,"(M),(R),(C),(AH),(WE)",Restaurant,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
272,Main Bar & Grill,,310 N. Main St.,Kokomo,IN,(M),Bars/Clubs,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
275,Carriage House,,247 Kilgore,Muncie,IN,,Bars/Clubs,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
276,Mark III,,107 E. Main St.,Muncie,IN,(*),Bars/Clubs,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
277,Way II,,110 W. Howard,Muncie,IN,"(M),(RT)",Bars/Clubs,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
279,Downtowner,,411 E. Jefferson,South Bend,IN,"(R),(*)",Restaurant,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
280,Seahorse,,456 S. Brookfield,South Bend,IN,"(YC),(D),(S),(*)",Bars/Clubs,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
282,Jack's Poplar St. Bar,,1430 Poplar,Terre Haute,IN,"(M),(B),(RT)",Bars/Clubs,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
283,Meg's,(Some G),1801 Wabash,Terre Haute,IN,"(*),(G)",Bars/Clubs,1976,,,,2/29/2020 5:46pm,3/30/2020 11:52am
286,Nick's English Hut,,405 E. Kirkwood Ave.,Bloomington,IN,"(M),(HIP),(YC),(*)",Bars/Clubs,1975,,,,2/29/2020 5:46pm,3/30/2020 11:52am
290,Pal's Steak House,(Some G),429 So. Fulton,Evansville,IN,"(YC),(D),(G),(*)",Restaurant,1975,,,,2/29/2020 5:46pm,3/30/2020 11:52am
295,Henry's,,536 Main Street,Ft. Wayne,IN,(M),Bars/Clubs,1975,,,,2/29/2020 5:46pm,3/30/2020 11:52am
296,TuLisa's Theatre Bar,,226 W. Main St.,Ft. Wayne,IN,"(YC),(S),(R),(*)","Restaurant,Bars/Clubs,Theatre",1975,,,,2/29/2020 5:46pm,3/30/2020 11:52am
300,Alps,(go-go boys weekends),20 N. Delaware,Indianapolis,IN,"(WE),(*)",Bars/Clubs,1975,,,,2/29/2020 5:46pm,3/30/2020 11:52am
301,Betty K's,,1808 N. Central,Indianapolis,IN,"(G),(D),(S),(*)",Bars/Clubs,1975,,,,2/29/2020 5:46pm,3/30/2020 11:52am
302,Cardinal,Bus Depot,936 Virginia Ave.,Indianapolis,IN,"(M),(B),(RT)",Bars/Clubs,1975,,,,2/29/2020 5:46pm,3/30/2020 11:52am
303,Club Indianapolis Baths,,341 N. Capitol,Indianapolis,IN,(*),Baths,1975,,,,2/29/2020 5:46pm,3/30/2020 11:52am
304,Darlo's,(Some G),508 S. Alabama,Indianapolis,IN,(G),Bars/Clubs,1975,,,,2/29/2020 5:46pm,3/30/2020 11:52am
305,Deja Vu,(weekends*),1322 W. Washington,Indianapolis,IN,"(HIP),(YC),(D),(WE),(*)",Bars/Clubs,1975,,,,2/29/2020 5:46pm,3/30/2020 11:52am
307,Expo,,305 W. Washington,Indianapolis,IN,"(YC),(E),(*)",Bars/Clubs,1975,,,,2/29/2020 5:46pm,3/30/2020 11:52am
308,Famous Door,,252 N. Capitol,Indianapolis,IN,"(S),(D),(*)",Bars/Clubs,1975,,,,2/29/2020 5:46pm,3/30/2020 11:52am
