ID,title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,uncleartype,notes,dateadded,lastmodified,Year
758,Amber Light,(Many G),1314 Portrero Grande,South San Gabriel ,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/4/2020 1:18pm,2/25/2020 11:55am,1979
613,Amber Light ,(Some G) ,1314 Portrero Grande ,South San Gabriel ,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/16/2020 12:38am,2/25/2020 11:45am,1976
702,Amber Light ,(Some G) ,1314 Potrero Grande ,South San Gabriel ,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/6/2020 9:29pm,2/25/2020 11:47am,1977
1904,Amber Light ,(Many L),1314 Portrero Grande,South San Gabriel ,CA,"""(L) - Ladies/Ms, but seldom exclusively unless noted""",Bars/Clubs,,,,2/10/2020 11:43pm,2/25/2020 11:56am,1980
223,Ambush,('toy' shop),1351 Harrison,San Francisco,CA,(W) - Western or coyboy types,Business,,,,2/12/2020 12:12pm,2/26/2020 11:11am,1975
472,Ambush,(Beer & Wine) (very active head) ,1351 Harrison ,San Francisco,CA,"(W) - Western or coyboy types,(*) - Very popular",Bars/Clubs,,,,2/2/2020 8:30pm,2/25/2020 11:47am,1977
483,Ambush,(Beer & Wine) (Cruisy),1351 Harrison,San Francisco,CA,"(W) - Western or coyboy types,(*) - Very popular","Cruising Areas,Bars/Clubs",,,,1/30/2020 9:08pm,2/25/2020 11:55am,1979
1594,Ambush,(Beer & wine) ,1351 Harrison,San Francisco,CA,"(W) - Western or coyboy types,Cruisy Area,""(FFA) - Final Faith of America, or ask your friendly SM Serviceman"",(*) - Very popular","Bars/Clubs,Cruising Areas",,,,2/3/2020 5:31am,2/25/2020 11:56am,1980
416,Ambush ,,1351 Harrison,San Francisco,CA,,Bars/Clubs,,,,2/14/2020 9:42pm,2/25/2020 11:45am,1976
495,Ambush ,(Beer & wine) (very active head),1351 Harrison,San Francisco,CA,"(W) - Western or coyboy types,(*) - Very popular",Bars/Clubs,,,,2/4/2020 11:35am,2/25/2020 11:51am,1978
1595,Amelia's ,(2 floors) (Disco - upstairs),647 Valencia,San Francisco,CA,"(WE) = Weekends,""(L) - Ladies/Ms, but seldom exclusively unless noted"",(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/3/2020 5:32am,2/25/2020 11:56am,1980
1294,American Continental Baths,(N. Hollywood),5729 Cahuenga,North Hollywood,CA,,Baths,,,,2/23/2020 6:25pm,2/23/2020 6:53pm,1975
258,American Continental Baths,,5729 Cahuenga,North Hollywood ,CA,(*) - Very popular,Baths,,,,2/2/2020 3:19pm,2/25/2020 11:51am,1978
269,American Continental Baths,(N. Hollywood),5729 Cahuenga,Hollywood,CA,(*) - Very popular,Baths,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
1354,American Continental Baths,,5729 Cahuenga,North Hollywood ,CA,(*) - Very popular,Baths,,,,2/1/2020 8:37pm,2/25/2020 11:56am,1980
253,American Continental Baths ,,5729 Cahuenga ,North Hollywood ,CA,(P) - Private club - Inquire locally to admission,Baths,,,,1/28/2020 5:30pm,2/25/2020 11:47am,1977
217,American Continential Baths ,,5729 Cahuenga ,North Hollywood ,CA,(P) - Private club - Inquire locally to admission,Baths,,,,2/7/2020 11:27pm,2/25/2020 11:45am,1976
108,An Old Friend,,1830 Racquet Club Rd.,Palm Springs,CA,(*) - Very popular,Bars/Clubs,,,,2/10/2020 11:58am,2/26/2020 11:11am,1975
269,An Old Friend,,1830 Racquet Club Road,Palm Springs,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,2/11/2020 1:05am,2/25/2020 11:41am,1973
260,An Old Friend,,1830 Racquet Club Rd.,Palm Springs,CA,"(*) - Very popular,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,,,7/24/2019 12:08pm,7/24/2019 12:59pm,1974
330,An Old Friend,,1830 Racquet Club Rd.,Palm Springs,CA,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular",Hotels,,,,2/3/2020 11:18pm,2/25/2020 11:51am,1978
337,An Old Friend,"(Some SM, W) (Bunkhouse)",1830 Raquet Club Rd.,Palm Springs,CA,"(*) - Very popular,""(H) - Hotel, motel, or other overnight accomodations"",(W) - Western or coyboy types",Hotels,,,,1/28/2020 11:01pm,2/25/2020 11:55am,1979
1434,An Old Friend,"(Bunkhouse) (Some SM, W) ",1830 Racquet Club Rd.,Palm Springs,CA,"""(H) - Hotel, motel, or other overnight accomodations"",(W) - Western or coyboy types",Hotels,,,,2/3/2020 12:02am,2/25/2020 11:56am,1980
290,An Old Friend ,,1830 Racquet Club Rd. ,Palm Springs,CA,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular",Hotels,,,,2/12/2020 9:02pm,2/25/2020 11:45am,1976
331,An Old Friend ,,1830 Racquet Club Road ,Palm Springs,CA,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular",Hotels,,,,1/28/2020 5:30pm,2/25/2020 11:47am,1977
118,Anchor,,300 Alvarado,Monterey,CA,"""(M) - Mixed, and/or tourists_"",(S) - Shows - often impersonators or pantomime acts_",Bars/Clubs,,,,2/18/2020 10:59pm,2/28/2020 10:17am,1965
148,Anchor,,300 Alvarado,Monterey,CA,(M) - Mixed Crowds,Bars/Clubs,,,,2/19/2020 12:41am,2/25/2020 10:51am,1966
1596,Anchor Oyster Bar,,579 Castro,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Bars/Clubs,,,,2/3/2020 5:32am,2/25/2020 11:56am,1980
72,Andre's,(Piano Bar),1464 So. Coast Hwy,Laguna Beach ,CA,"(M) - Mixed Crowds - Some Straights,(PE) - Pretty elegant - jacket & tie may be required,(E) - Entertainment","Restaurant,Bars/Clubs",,,,1/26/2020 7:00pm,2/25/2020 11:51am,1978
68,Andre's,(Very popular all-year beach resort) (French R) (Piano bar),1464 S. Coast Hwy.,Laguna Beach ,CA,"(M) - Mixed Crowds - Some Straights,(PE) - Pretty elegant - jacket & tie may be required","Bars/Clubs,Restaurant,Hotels",,,,1/23/2020 12:31pm,2/25/2020 11:55am,1979
62,Andre's ,(Piano Bar) ,1464 South Coast Highway,Laguna Beach ,CA,"(M) - Mixed Crowds - Some Straights,(PE) - Pretty elegant - jacket & tie may be required,(E) - Entertainment",Bars/Clubs,,,,1/25/2020 2:01pm,2/25/2020 11:47am,1977
1138,Andre's ,(French R) (Piano bar),1464 S. Coast Hwy.,Laguna Beach ,CA,"(M) - Mixed Crowds - Some Straights,(PE) - Pretty elegant - jacket & tie may be required",Bars/Clubs,,,,1/25/2020 2:06am,2/25/2020 11:56am,1980
1138,Andree's,,1464 S. Coast Hwy.,Laguna Beach,CA,"(M) - Mixed Crowds - Some Straights,(PE) - Pretty elegant - jacket & tie may be required",Restaurant,,,,2/10/2020 1:58pm,2/10/2020 2:03pm,1975
53,Andree's ,,1464 S. Coast Hwy. ,Laguna Beach ,CA,"(M) - Mixed Crowds - Some Straights,(PE) - Pretty elegant - jacket & tie may be required",Restaurant,,,,2/7/2020 4:01pm,2/25/2020 11:45am,1976
496,Andromeda,(Disco) at Polk,1550 California,San Francisco,CA,(D) - Dancing,Bars/Clubs,,,,2/4/2020 11:35am,2/25/2020 11:51am,1978
473,Andy's Donut's ,,460 Castro,San Francisco,CA,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Restaurant,,,,2/2/2020 8:30pm,2/25/2020 11:47am,1977
417,Andy's Donuts ,,460 Castro St. ,San Francisco,CA,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Restaurant,,,,2/14/2020 9:42pm,2/25/2020 11:45am,1976
344,Andy's Pub,,714 Garnet Ave.,Pacific Beach,CA,"(M) - Mixed Crowds - Some Straights,""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/16/2020 10:57pm,2/25/2020 11:41am,1973
497,Andy's Without Reservations,,460 Castro St.,San Francisco,CA,(AH) - After Hours,Restaurant,,,,2/4/2020 11:35am,2/25/2020 11:51am,1978
99,Angelo's,,736 State St.,Santa Barbara,CA,"""(M) - Mixed, and/or tourists_""",Bars/Clubs,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
139,Angelo's,,736 State St,Santa Barbara,CA,(M) - Mixed Crowds,Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
160,Angelo's,,736 State St.,Santa Barbara,CA,,Bars/Clubs,,,,7/21/2019 1:46am,7/21/2019 7:47am,1968
289,Angelo's ,,736 State St,Santa Barbara,CA,,Bars/Clubs,,,,2/17/2020 5:28am,2/25/2020 10:52am,1969
59,Annex,(Liquor-looks promising) ,203 N. Market Street at Regent,Inglewood,CA,,Bars/Clubs,,,,1/25/2020 2:01pm,2/25/2020 11:47am,1977
69,Annex,(Liquor) at Regent,203 N. Market,Inglewood,CA,(*) - Very popular,"Bars/Clubs,Business",,,,1/26/2020 6:58pm,2/25/2020 11:51am,1978
1136,Annex,,835 S. La Brea,Inglewood,CA,,Bars/Clubs,,,,1/25/2020 2:04am,2/25/2020 11:56am,1980
66,Annex ,,835 S. La Brea,Inglewood,CA,,Bars/Clubs,,,,1/23/2020 12:31pm,2/25/2020 11:55am,1979
21,Annex West,,7304 Melrose Ave,Los Angeles,CA,,Bars/Clubs,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
24,Annex West,,7304 Melrose Ave,Los Angeles,CA,,Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
23,Annex West,,7304 Melrose Ave,Los Angeles,CA,,Bars/Clubs,,,,7/20/2019 11:48pm,7/21/2019 7:47am,1968
36,Annex West,,7304 Melrose Ave,Los Angeles ,CA,"(YC) - Young and/or collegiate types_,(*) - Very popular_",Bars/Clubs,,,,7/21/2019 11:33pm,7/21/2019 11:45pm,1970
42,Annex West ,,7304 Melrose Ave.,Hollywood,CA,,Bars/Clubs,,,,2/11/2020 12:36am,2/25/2020 10:52am,1969
409,Answer,"(Cruisy)
",1640 Main St.,Redwood City,CA,"(W) - Western or coyboy types,(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/4/2020 12:16am,2/25/2020 11:51am,1978
384,Answer,(Cruisy),1640 Main St.,Redwood City,CA,"(W) - Western or coyboy types,(D) - Dancing,(*) - Very popular",Cruising Areas,,,,1/28/2020 11:01pm,2/25/2020 11:55am,1979
378,Answer ,,1640 Main St. ,Redwood City,CA,"(W) - Western or coyboy types,(D) - Dancing,(*) - Very popular,Cruisy Area","Bars/Clubs,Cruising Areas",,,,1/29/2020 8:48pm,2/25/2020 11:47am,1977
1485,Answer ,(Cruisy),1640 Main St.,Redwood City,CA,"Cruisy Area,(W) - Western or coyboy types,(D) - Dancing,(*) - Very popular","Cruising Areas,Bars/Clubs",,,,2/3/2020 2:29am,2/25/2020 11:56am,1980
1355,Anton's ,,6330 Van Nuys Blvd.,Van Nuys,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/1/2020 8:39pm,2/25/2020 11:56am,1980
225,Apache,(Disco) nr. Olymic & Bundy,2214 Stoner Ave.,Los Angeles ,CA,"(M) - Mixed Crowds - Some Straights,(E) - Entertainment,(D) - Dancing",Bars/Clubs,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
1306,Apache,(Disco) (Burned - supposedly re-opening) Nr. Olympic & Bundy,2214 Stoner Ave. ,Los Angeles ,CA,(D) - Dancing,Bars/Clubs,,,,1/28/2020 2:09am,2/25/2020 11:56am,1980
138,Apartment,(Sherman Oaks),4712 Woodman,Sherman Oaks,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
205,Apartment,,4712 Woodman,Sherman Oaks,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
434,Apartment,,756 Ventura Pl.,San Diego ,CA,"""(G) - Girls, but seldom exclusively"",(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,1/30/2020 9:07pm,2/25/2020 11:55am,1979
369,Apartment ,,756 Ventura Pl. ,San Diego ,CA,"""(G) - Girls, but seldom exclusively"",(D) - Dancing",Bars/Clubs,,,,2/12/2020 9:03pm,2/25/2020 11:45am,1976
425,Apartment ,,756 Ventura Place ,San Diego ,CA,"""(G) - Girls, but seldom exclusively"",(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/2/2020 8:29pm,2/25/2020 11:47am,1977
429,Apartment ,,756 Ventura Place,San Diego ,CA,"""(G) - Girls, but seldom exclusively"",(D) - Dancing,(*) - Very popular",Bars/Clubs,,,,2/4/2020 12:16am,2/25/2020 11:51am,1978
1538,Apartment ,,756 Ventura Pl.,San Diego ,CA,"""(L) - Ladies/Ms, but seldom exclusively unless noted"",(D) - Dancing",Bars/Clubs,,,,2/3/2020 4:21am,2/25/2020 11:56am,1980
24,Apollo Health Baths,,7016 Santa Monica Blvd.,Los Angeles,CA,,Baths,,,,7/20/2019 11:48pm,7/21/2019 7:47am,1968
43,Apollo Health Baths,,7016 Santa Monica Blvd.,Hollywood,CA,(P) - Private club - Inquire locally to admission,Baths,,,,2/11/2020 12:37am,2/25/2020 10:52am,1969
37,Apollo Health Baths,,7016 Santa Monica Blvd.,Los Angeles ,CA,(P) - Private club - Inquire locally as to admission_,Baths,,,,7/21/2019 11:33pm,7/21/2019 11:46pm,1970
46,Apollo Health Baths,,7016 Santa Monica Blvd,Los Angeles ,CA,(P) - Private club - Inquire locally to admission,"Baths,Bars/Clubs",,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
54,Apollo Health Club Baths,,7016 Santa Monica Blvd,Los Angeles ,CA,(P) - Private club - Inquire locally to admission,Baths,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
498,Apollo Health Temple,,851 O'Farrell,San Francisco,CA,,Baths,,,,2/4/2020 11:35am,2/25/2020 11:51am,1978
484,Apollo Health Temple,,851 O' Farrell,San Francisco,CA,,Business,,,,1/30/2020 9:08pm,2/25/2020 11:55am,1979
418,Apollo Health Temple ,,851 O'Farrell St. ,San Francisco,CA,,Baths,,,,2/14/2020 9:42pm,2/25/2020 11:45am,1976
474,Apollo Health Temple ,,851 O'Farrell ,San Francisco,CA,,Business,,,,2/2/2020 8:30pm,2/25/2020 11:47am,1977
1597,Apollo Health Temple ,,851 O'Farrell,San Francisco,CA,(M) - Mixed Crowds - Some Straights,Restaurant,,,,2/3/2020 5:33am,2/25/2020 11:56am,1980
224,Apollo Temple ,(Health Club),851 O'Farrell,San Francisco,CA,,Baths,,,,2/12/2020 12:13pm,2/26/2020 11:11am,1975
177,Aquarius,,312 Highland,San Bernardino,CA,"(D) - Dancing,""(G) - Girls, but seldom exclusively"",(*) - Very popular",Bars/Clubs,,,,2/12/2020 11:35am,2/26/2020 11:11am,1975
1246,Aquarius Club Baths,,4505 Eagle Rock Blvd.,Los Angeles,CA,(P) - Private club - Inquire locally to admission,Baths,,,,2/23/2020 5:19pm,2/23/2020 6:48pm,1975
90,Aquarius Club Baths,,4504 Eagle Rock Blvd. ,Los Angeles ,CA,"(YC) - Young and/or collegiate types,(P) - Private club - Inquire locally to admission,(*) - Very popular",Baths,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
111,Aquarius Club Baths,,4504 Eagle Rock Blvd.,Los Angeles ,CA,"(YC) - Young and/or collegiate types,(P) - Private club - Inquire locally to admission,(*) - Very popular",Baths,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
150,Aquarius Club Baths,,4504 Eagle Rock Blvd.,Los Angeles ,CA,"(P) - Private club - Inquire locally to admission,(*) - Very popular",Baths,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
149,Aquarius Club Baths,,4504 Eagle Rock Blvd.,Los Angeles ,CA,"(P) - Private club - Inquire locally to admission.,(*) - Very popular",Baths,,,,7/23/2019 4:47pm,7/23/2019 6:15pm,1974
176,Aquarius Club Baths,,4505 Eagle Rock Bl. ,Los Angeles ,CA,,Baths,,,,2/7/2020 11:26pm,2/25/2020 11:45am,1976
245,Aquarius Steam Baths,,468 Turk St. ,San Francisco,CA,,Baths,,,,2/9/2020 6:00pm,2/25/2020 10:53am,1971
321,Aquarius Steam Baths,,468 Turk St.,San Francisco,CA,,Baths,,,,,,1972
13,Aquatic Park,,Campers & Vans,Berkeley,CA,Cruisy Area,Cruisy Area,,,,1/26/2020 5:40pm,2/25/2020 11:51am,1978
151,Archers,,3808 W. Slauson,Los Angeles ,CA,(D) - Dancing,"Restaurant,Bars/Clubs",,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
38,Arena,,5574 Melrose,Los Angeles ,CA,"(*) - Very popular_,""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows._""",Bars/Clubs,,,,7/21/2019 11:33pm,7/21/2019 11:56pm,1970
49,Arena,,5574 Melrose Ave.,Los Angeles ,CA,(*) - Very popular,Bars/Clubs,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
485,Arena,at Harrison,399 9th St.,San Francisco,CA,"(W) - Western or coyboy types,(*) - Very popular",Bars/Clubs,,,,1/30/2020 9:08pm,2/25/2020 11:55am,1979
1598,Arena,At Harrison,399 9th St.,San Francisco,CA,"(W) - Western or coyboy types,(*) - Very popular",Bars/Clubs,,,,2/3/2020 5:34am,2/25/2020 11:56am,1980
57,Arena ,(Also (C) after hours),5574 Melrose Ave,Los Angeles ,CA,"(W) - Western or cowboy types,""(C) - Coffee, soft drinks and sometimes snacks""",Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
1356,Arizona Territory,,902 Hollywood Way,North Hollywood ,CA,"(M) - Mixed Crowds - Some Straights,(*) - Very popular",Restaurant,,,,2/1/2020 8:40pm,2/25/2020 11:56am,1980
37,Ark,,4519 Santa Monica Blvd.,Los Angeles,CA,"""(G) - Girls, but rarely exclusively_""",Bars/Clubs,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
44,Ark,,4519 Santa Monica Blvd,Los Angeles,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
42,Ark,,4519 Santa Monica Blvd,Los Angeles,CA,"""(G) - Girls, but rarely exclusively_""",Bars/Clubs,,,,7/21/2019 12:24am,7/21/2019 7:47am,1968
62,Ark,,4519 Santa Monica Blvd.,Los Angeles ,CA,"""(G) - Girls, but rarely exclusively_""",Bars/Clubs,,,,7/21/2019 11:57pm,7/22/2019 12:02am,1970
91,Ark,,4519 Santa Monica Blvd,Los Angeles ,CA,,Bars/Clubs,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
69,Ark,After hours,7832 Santa Monica Blvd.,Los Angeles ,CA,"""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place."",""(C) - Coffee, soft drinks and sometimes snacks."",(*) - Very popular",Restaurant,,,,7/22/2019 11:31pm,7/23/2019 12:06am,1974
63,Ark ,,4519 Santa Monica ,Los Angeles ,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/11/2020 1:07am,2/25/2020 10:52am,1969
153,Arlo's,(Disco),5361 Locust Ave,Rialto,CA,"(YC) - Young and/or collegiate types,(D) - Dancing",Bars/Clubs,,,,2/11/2020 1:47pm,2/26/2020 11:11am,1975
145,Arnie's ,,5813 Washington Blvd,Culber City,CA,,Bars/Clubs,,,,2/11/2020 4:15am,2/25/2020 10:52am,1969
61,Art Museum,,2300 E Ocean Blvd,Long Beach,CA,Cruisy Areas,Cruising Areas,,,,7/22/2019 11:31pm,7/22/2019 11:58pm,1974
322,Art's Cavern,,878 Valencia,San Francisco,CA,,Bars/Clubs,,,,,,1972
1170,Arthur J's,,Highland & Santa Monica,Hollywood,CA,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Restaurant,,,,2/10/2020 2:21pm,2/10/2020 2:27pm,1975
1170 copy,Arthur J's,(Louisiana Purchase),7985 Santa Monica Blvd,Hollywood,CA,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Restaurant,,,,2/10/2020 2:21pm,2/10/2020 2:27pm,1975
70,Arthur J's,After hours,Highland & Santa Monica,Los Angeles ,CA,"(M) - Mixed Crowds,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place."",""(C) - Coffee, soft drinks and sometimes snacks.""",Restaurant,,,,7/22/2019 11:31pm,7/23/2019 12:06am,1974
694,Arthur J's,,30 S. 1st St.,San Jose,CA,(E) - Entertainment,Restaurant,,,,2/4/2020 1:18pm,2/25/2020 11:55am,1979
88,Arthur J's ,Highland & Santa Monica Blvd.,Highland & Santa Monica Blvd.,Hollywood,CA,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Bars/Clubs,,,,2/7/2020 11:26pm,2/25/2020 11:45am,1976
22,Association,(some (G),6187 Blackstone,Fresno ,CA,"(D) - Dancing,""(G) - Girls, but seldom exclusively"",(*) - Very popular",Bars/Clubs,,,,2/9/2020 9:38pm,2/25/2020 11:41am,1973
26,Astro,,12682 Garden Grove Blvd.,Garden Grove ,CA,"(*) - Very popular,""(G) - Girls, but seldom exclusively""",Bars/Clubs,,,,2/9/2020 9:38pm,2/25/2020 11:41am,1973
181,Atlas Baths,,743 Columbia Avenue,San Diego,CA,,Baths,,,,2/12/2020 11:39am,2/26/2020 11:11am,1975
180,Atlas Baths,,743 Columbia Ave.,San Diego ,CA,,Baths,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
345,Atlas Baths,,743 Columbia Ave.,San Diego ,CA,,Baths,,,,2/16/2020 10:57pm,2/25/2020 11:41am,1973
289,Atlas Baths,,743 Columbia Ave,San Diego ,CA,,Baths,,,,7/24/2019 1:13pm,7/24/2019 1:21pm,1974
430,Atlas Baths,,743 Columbia Ave.,San Diego ,CA,,Baths,,,,2/4/2020 12:16am,2/25/2020 11:51am,1978
435,Atlas Baths,,743 Columbia Ave.,San Diego ,CA,,Baths,,,,1/30/2020 9:07pm,2/25/2020 11:55am,1979
368,Atlas Baths ,,743 Colombia Ave. ,San Diego ,CA,,Baths,,,,2/12/2020 9:03pm,2/25/2020 11:45am,1976
426,Atlas Baths ,,743 Colombia Avenue,San Diego ,CA,,Baths,,,,2/2/2020 8:29pm,2/25/2020 11:47am,1977
1539,Atlas Baths ,(May be closing for redevelopment) ,743 Columbia Ave.,San Diego ,CA,,Baths,,,,2/3/2020 4:21am,2/25/2020 11:56am,1980
239,Atlas Club Baths,,468 Turk St.,San Francisco,CA,,Baths,,,,,,1970
145,Atlas Club Baths,,8344 Beleverly Blvd.,Los Angeles ,CA,"(P) - Private club - Inquire locally as to admission_,(*) - Very popular_",Baths,,,,7/22/2019 2:33pm,7/22/2019 2:46pm,1970
48,Atlas Club Baths,,8344 Beverly Blvd.,Los Angeles ,CA,"(P) - Private club - Inquire locally to admission,(*) - Very popular",Baths,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
56,Atlas Club Baths,,8344 Beverly Blvd.,Los Angeles ,CA,(P) - Private club - Inquire locally to admission,Baths,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
72,Atlas Club Baths,,8344 Beverly Blvd.,Hollywood,CA,(P) - Private club - Inquire locally to admission,Baths,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
287,Atsym Sauna Bath,,1930 University Ave.,Palo Alto ,CA,,Baths,,,,,,1972
65,Attic,,11717 N Victory Blvd,North Hollywood,CA,,Bars/Clubs,,,,2/13/2020 5:29pm,2/28/2020 10:17am,1965
79,Attic,,11717 N. Victory Blvd,North Hollywood,CA,,Bars/Clubs,,,,2/13/2020 5:31pm,2/25/2020 10:51am,1966
198,Attic,,11717 Victory Blvd.,North Hollywood ,CA,,Bars/Clubs,,,,2/9/2020 9:39pm,2/25/2020 11:41am,1973
203,Attic,,11717 Victory Blvd,North Hollywood ,CA,,Bars/Clubs,,,,7/23/2019 6:14pm,7/23/2019 11:34pm,1974
270,Attic,(WE*) (N. Hollywood),11717 Victory Blvd.,Hollywood,CA,"""(G) - Girls, but seldom exclusively"",(PT) - Pool Table,(WE) - Weekends,(*) - Very popular",Bars/Clubs,,,,1/23/2020 11:06pm,2/25/2020 11:55am,1979
1295,Attic ,,11717 1/2 Victory Blvd.,North Hollywood,CA,,Bars/Clubs,,,,2/23/2020 6:25pm,2/23/2020 6:53pm,1975
218,Attic ,,11717 1/2 Victory Blvd. ,North Hollywood ,CA,,Bars/Clubs,,,,2/7/2020 11:27pm,2/25/2020 11:45am,1976
1357,Attic ,,11717 Victory Blvd.,North Hollywood ,CA,"""(L) - Ladies/Ms, but seldom exclusively unless noted"",(PT) - Pool Table,(WE) = Weekends,(*) - Very popular",Bars/Clubs,,,,2/1/2020 8:41pm,2/25/2020 11:56am,1980
157,Atticus,(Carmichael),5121 El Camino,Sacramento,CA,,Bars/Clubs,,,,2/12/2020 11:03am,2/26/2020 11:11am,1975
322,Atticus,at Walnut,5121 El Camino,Carmichael,CA,,Bars/Clubs,,,,2/16/2020 10:57pm,2/25/2020 11:41am,1973
,Atticus ,at Walnut,5121 El Caminon,Carmichael,CA,,Bars/Clubs,,,,,,1974
344,Atticus ,,5121 El Camino ,Sacramento ,CA,,Bars/Clubs,,,,2/12/2020 9:02pm,2/25/2020 11:45am,1976
393,Atticus ,(Carmichael) ,5121 El Camino ,Sacramento ,CA,(W) - Western or coyboy types,Bars/Clubs,,,,1/29/2020 8:48pm,2/25/2020 11:47am,1977
1358,Attitudes,(Liquor) (Has the wrong attitude) ,11100 Ventura Blvd.,Studio City,CA,,Restaurant,,,,2/1/2020 8:42pm,2/25/2020 11:56am,1980
110,Atwater After Hours Club,,3215 Glendale Blvd. ,Los Angeles ,CA,(D) - Dancing,Bars/Clubs,,,,7/25/2019 7:58am,7/25/2019 7:58am,1972
43,Atwater Steam Baths,,3219 Glendale Blvd.,Los Angeles,CA,,Baths,,,,7/21/2019 12:24am,7/21/2019 7:47am,1968
64,Atwater Steam Baths,,3219 Glendale Blvd.,Los Angeles ,CA,(P) - Private club - Inquire locally to admission,Baths,,,,2/11/2020 1:18am,2/25/2020 10:52am,1969
63,Atwater Steam Baths,,3219 Glendale Blvd.,Silver Lake,CA,(P) - Private club - Inquire locally as to admission_,Baths,,,,7/21/2019 11:57pm,7/21/2019 11:59pm,1970
92,Atwater Steam Baths,(Silver Lake),3219 Glendale Blvd. ,Silver Lake,CA,(P) - Private club - Inquire locally to admission,Baths,,,,2/9/2020 5:59pm,2/25/2020 10:53am,1971
