ID,Title,description,streetaddress,city,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,dateadded,lastmodified
857,Shed,(some SM) ,272 Huntington St.,Boston,"(SM),(*)","Bars/Clubs,Cruising Areas",1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
858,Sporter's ,nr. Irving,228 Cambridge ,Boston,(*),Bars/Clubs,1774,,,,3/31/2020 2:27pm,3/31/2020 8:30pm
859,Twelve Carver,,12 Carver St.,Boston,"(*),(R)","Bars/Clubs,Restaurant",1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
860,Twelve-Seventy Club,,1270 Boylston St.,Boston,"(HIP),(YC),(D)",Bars/Clubs,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
868,Hyway Inn,(Popular last summer; reportedly sold-may be going straight) ,Rt. 1 Exit 12 on Sunfold St.,Byfield,(D),"Bars/Clubs,Hotels",1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
869,Charlie's,(best weeknights),10 Elliot St.,Cambridge,(M),Bars/Clubs,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
870,Jack's Bar,,952 Massachusetts Ave.,Cambridge,(M),Bars/Clubs,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
872,Hideaway,(adm. charge),behind Don's Den,Chicopee,"(G),(D)",Bars/Clubs,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
875,Lighthouse,,700 Washington St.,Lynn,(G),Bars/Clubs,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
876,Pal-a Rove Roller Rink,(skating parties on Tuesday nights),376 Mystic Ave.,Medford,,Business,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
877,Baylies,,1759 Acushnet,New Bedford,,Bars/Clubs,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
878,R& R Cafe,,78 Covel Street,New Bedford,"(D),(*),(YC)",Restaurant,1774,,,,3/31/2020 2:27pm,3/31/2020 5:30pm
879,Scottie's,,1694 Acushnet,New Bedford,(D),Bars/Clubs,1774,,,,3/31/2020 4:46pm,3/31/2020 5:30pm
883,Cottage,,149 Commercial St,Provincetown,(R),Restaurant,1774,,,,3/31/2020 4:46pm,3/31/2020 5:30pm
884,Crown & Anchor,(In back thru lot) ,247 Commercial St.,Provincetown,"(HIP),(YC),(D)","Restaurant,Bars/Clubs,Hotels",1774,,,,3/31/2020 4:46pm,3/31/2020 5:30pm
885,Fisherman's Cove Apts.,(P.O Box 485W),145 Commercial St.,Provincetown,(H),Hotels,1774,,,,3/31/2020 4:46pm,3/31/2020 5:30pm
886,Four Twenty House,,420 Commercial St.,Provincetown,(H),Hotels,1774,,,,3/31/2020 4:46pm,3/31/2020 5:30pm
887,Gallery Inn,,368 Commercial St.,Provincetown,(H),Hotels,1774,,,,3/31/2020 4:46pm,3/31/2020 5:30pm
888,London House,,7 Winthrop St.,Provincetown,"(H),(YC)",Hotels,1774,,,,3/31/2020 4:46pm,3/31/2020 5:30pm
889,Madeira Room,Pilgrim House,336 Commercial St.,Provincetown,"(M),(S)","Bars/Clubs,Hotels",1774,,,,3/31/2020 4:46pm,3/31/2020 5:30pm
891,Pilgrim House,,336 Commercial St.,Provincetown,(H),Hotels,1774,,,,3/31/2020 4:47pm,3/31/2020 5:30pm
893,Ranch House,,198 Commercial St.,Provincetown,(H),Hotels,1774,,,,3/31/2020 4:47pm,3/31/2020 5:30pm
894,The Inn,,15 Cottage St.,Provincetown,,Hotels,1774,,,,3/31/2020 4:47pm,3/31/2020 5:30pm
895,Town House,(Bar is in back thru restaurant),291 Commercial St.,Provincetown,(*),"Restaurant,Bars/Clubs",1774,,,,3/31/2020 4:47pm,3/31/2020 5:30pm
899,Dixie's Bar,,256 Boulevard,Revere Beach,"(YC),(*)",Bars/Clubs,1774,,,,3/31/2020 4:47pm,3/31/2020 5:30pm
900,Jo-Jo Room,,305 Ocean Ave.,Revere Beach,(G),Bars/Clubs,1774,,,,3/31/2020 4:47pm,3/31/2020 5:30pm
901,Arbor,,83 Worthington St. ,Springfield,"(YC),(D),(*)",Bars/Clubs,1774,,,,3/31/2020 4:47pm,3/31/2020 5:30pm
902,Arch Cafe,,1741 Main St.,Springfield,"(D),(*)",Bars/Clubs,1774,,,,3/31/2020 4:47pm,3/31/2020 5:30pm
907,Exit Two,,282 Main St.,Worcester,"(YC),(D),(*)",Bars/Clubs,1774,,,,3/31/2020 4:47pm,3/31/2020 5:30pm
908,Holiday Inn Lounge,,70 Southbridge,Worcester,(M),"Hotels,Restaurant",1774,,,,3/31/2020 4:47pm,3/31/2020 5:30pm
909,Ports o'Call,,700 Main Street,Worcester,(D),Bars/Clubs,1774,,,,3/31/2020 4:47pm,3/31/2020 5:30pm
910,Drake's Village Inn,(downstairs),85 Amity St.,Amherst,"(M),(YC),(HIP),(*)",Hotels,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
912,Club La Grange Baths, nr Washington & Stewart,4 La Grange St.,Boston,,Baths,1973,,,,3/31/2020 4:47pm,3/31/2020 8:30pm
913,Essex Hotel Bar,,625 Atlantic ,Boston,"(M),(RT)","Bars/Clubs,Hotels",1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
915,Jacques,,87 Broadway,Boston,"(D),(*),(G)",Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
917,Ken's,at Copley Square (after hours),549 Boylston St. ,Boston,"(M),(C),(R)","Restaurant,Bars/Clubs",1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
918,Mario's,(side door-upstairs),69 Church St.,Boston,,Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
919,Napoleon Club,,52 Piedmont,Boston,(*),Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
920,Nineties,"(This is part of the complex that includes the ""Other Side"" & ""the Pub"") Reports that building may be demolished, and re-locating somewhere else in the future)",90 Broadway,Boston,"(M),(R)",Restaurant,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
921,Other Side,,78 Broadway,Boston,"(HIP),(YC),(D),(*)",Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
923,Playland,,21 Essex St.,Boston,(RT),Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
924,Post House,Greyhound Bus Depot,10 St. James ,Boston,"(M),(RT)",Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
925,Regency of Boston Baths,,11 Otis St.,Boston,(*),Baths,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
926,Shed,(some SM) ,272 Huntington St.,Boston,"(SM),(*)","Bars/Clubs,Cruising Areas",1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
927,Six-Sixty-Three Club,,663 Washington St.,Boston,"(RT),(SM),(*)",Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
928,Sporter's ,nr. Irving,228 Cambridge ,Boston,(*),Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 8:30pm
929,Twelve Carver,,12 Carver St.,Boston,(*),"Bars/Clubs,Restaurant",1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
930,Twelve-Seventy Club,(back room has (HIP) (YC) (D)),1270 Boylston St.,Boston,"(HIP),(YC),(D),(*)",Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
938,Charlie's,(best weeknights),10 Elliot St.,Cambridge,(M),Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
939,Club Casablanca,,40 Brattle St.,Cambridge,"(M),(PE)",Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
942,Lighthouse,,700 Washington St.,Lynn,(G),Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
943,Baylies,,1759 Acushnet,New Bedford,,Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
944,R& R Cafe,,78 Covel Street,New Bedford,"(D),(YC)",Restaurant,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
945,Scottie's,,1694 Acushnet St.,New Bedford,"(D),(*)",Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
949,Cottage,,149 Commercial St,Provincetown,(R),Restaurant,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
950,Crown & Anchor,"(In back, thru lot) ",247 Commercial St.,Provincetown,"(HIP),(YC),(D)","Restaurant,Bars/Clubs,Hotels",1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
951,Fisherman's Cove Apts.,(P.O Box 485 W),145 Commercial St.,Provincetown,(H),Hotels,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
952,Four Twenty House,,420 Commercial St.,Provincetown,(H),Hotels,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
953,Gallery Inn,,368 Commercial St.,Provincetown,(H),Hotels,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
954,London House,,7 Winthrop St.,Provincetown,"(H),(YC)",Hotels,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
955,Madeira Room,Pilgrim House,336 Commercial St.,Provincetown,"(M),(S)","Bars/Clubs,Hotels",1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
957,Pilgrim House,,336 Commercial St.,Provincetown,(H),Hotels,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
959,Ranch House,,198 Commercial St.,Provincetown,(H),Hotels,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
960,The Inn,,15 Cottage St.,Provincetown,(H),Hotels,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
961,Town House,(Bar is in back thru restaurant),291 Commercial St.,Provincetown,(*),"Restaurant,Bars/Clubs",1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
964,Dixie's Bar,,256 Boulevard,Revere Beach,"(YC),(*)",Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
965,Jo-Jo Room,,305 Ocean Ave.,Revere Beach,(G),Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
966,Arbor,,83 Worthington St. ,Springfield,(*),Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
967,Arch Cafe,,1741 Main St.,Springfield,"(D),(*)",Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
968,Gunnery,,140 Chestnut,Springfield,"(M),(YC)",Bars/Clubs,1973,,,,3/31/2020 4:47pm,3/31/2020 6:27pm
971,Oasis Lounge,Holiday Inn ,70 Southbridge,Worcester,(M),"Hotels,Bars/Clubs",1973,,,,3/31/2020 4:48pm,3/31/2020 6:27pm
972,Ports o'Call,,700 Main Street,Worcester,"(D),(*)",Bars/Clubs,1973,,,,3/31/2020 4:48pm,3/31/2020 6:27pm
975,Edwardian Club,,21 Broad St.,Boston,"(R),(*)",Bars/Clubs,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
976,Essex Hotel Bar,,625 Atlantic ,Boston,"(M),(RT)","Bars/Clubs,Hotels",1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
977,Jacques,,87 Broadway,Boston,"(D),(*),(G)",Bars/Clubs,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
979,Mario's,(upstairs burned-maybe reopening-now back bar on ground floor),69 Church St.,Boston,,Bars/Clubs,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
980,Napoleon Club,,52 Piedmont,Boston,(*),Bars/Clubs,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
981,Nineties,,90 Broadway,Boston,"(M),(RT),(HIP)",Restaurant,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
982,Other Side,,78 Broadway,Boston,"(HIP),(YC),(D),(*)",Bars/Clubs,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
983,Playland,,21 Essex ,Boston,(RT),Bars/Clubs,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
984,Post House,Greyhound Terminal,10 St. James ,Boston,"(M),(RT)",Bars/Clubs,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
985,Regency of Boston Baths,,11 Otis St.,Boston,,Baths,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
986,Sevens,,77 Charles St.,Boston,(RT),Bars/Clubs,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
988,Shed,,272 Huntington St.,Boston,"(SM),(*)","Bars/Clubs,Cruising Areas",1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
990,Twelve Carver,,12 Carver St.,Boston,"(*),(SM),(R)","Bars/Clubs,Restaurant,Book Store",1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
991,Twelve-Seventy Club,,1270 Boylston St.,Boston,"(HIP),(YC),(D),(*)",Bars/Clubs,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
998,Club Casablanca,,40 Brattle St.,Cambridge,(M),Bars/Clubs,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1001,Baylie's,,1759 Acushnet St.,New Bedford,,Bars/Clubs,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1002,R& R Cafe,,78 Covel ,New Bedford,"(D),(YC),(*)",Restaurant,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1003,Scottie's,,1694 Acushnet St.,New Bedford,"(D),(*)",Bars/Clubs,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1007,Cottage,,149 Commercial St,Provincetown,(R),Restaurant,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1008,Crown & Anchor,,247 Commercial St.,Provincetown,(D),"Restaurant,Bars/Clubs,Hotels",1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1009,Fisherman's Cove Apts.,(P.O Box 485 W),145 Commercial St.,Provincetown,(H),Hotels,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1010,Gallery Inn,,368 Commercial St.,Provincetown,(H),Hotels,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1011,London House,,7 Winthrop St.,Provincetown,"(H),(YC)",Hotels,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1014,Ranch House,,198 Commercial St.,Provincetown,(H),Hotels,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1015,Town House,(Bar is in back thru restaurant),291 Commercial St.,Provincetown,(*),"Restaurant,Bars/Clubs",1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1019,Dixie's Bar,,256 Boulevard,Revere Beach,"(YC),(*)",Bars/Clubs,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1020,Jo-Jo Room,,305 Ocean Ave.,Revere Beach,(G),Bars/Clubs,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1022,Arbor,,83 Worthington St. ,Springfield,(*),Bars/Clubs,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1023,Arch Cafe,,1741 Main St.,Springfield,"(D),(*)","Bars/Clubs,Restaurant",1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1024,Gunnery,,140 Chestnut,Springfield,"(M),(YC)",Bars/Clubs,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1027,Oasis Lounge,Holiday Inn ,70 Southbridge,Worcester,(M),"Hotels,Bars/Clubs",1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1028,Ports o'Call,,700 Main Street,Worcester,"(D),(*)",Bars/Clubs,1972,,,,3/31/2020 4:48pm,3/31/2020 6:52pm
1031,Edwardian Club,,21 Broad St.,Boston,,Bars/Clubs,1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1032,Essex Hotel Bar,,625 Atlantic ,Boston,"(M),(RT)","Bars/Clubs,Hotels",1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1034,Jacques,,87 Broadway,Boston,"(D),(*),(YC)",Bars/Clubs,1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1037,Mario's,(upstairs-side street entrance),69 Church St.,Boston,(*),Bars/Clubs,1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1038,Napoleon Club,,52 Piedmont,Boston,(*),Bars/Clubs,1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1040,Other Side,($1.00 admission),78 Broadway,Boston,"(YC),(D),(*)",Bars/Clubs,1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1041,Playland,,21 Essex ,Boston,"(RT),(SM)",Bars/Clubs,1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1042,Post House,Greyhound Terminal,10 St. James ,Boston,(M),Bars/Clubs,1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1043,Seven's,,77 Charles St.,Boston,(RT),Bars/Clubs,1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1045,Shed,,272 Huntington St.,Boston,"(SM),(*)","Bars/Clubs,Cruising Areas",1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1047,The Club LaGrange,(steam bath) at Washington & Stewart,4 LaGrange St.,Boston,,Baths,1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1048,Twelve Carver,,12 Carver Pl.,Boston,"(*),(R)","Bars/Clubs,Restaurant,Book Store",1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1049,Club Casablanca,,40 Brattle St.,Cambridge,(M),Bars/Clubs,1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1052,Blue Moon Cafe,,1228 Acushnet St.,New Bedford,,Restaurant,1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1053,Scottie's,,1694 Acushnet St.,New Bedford,"(D),(*)",Bars/Clubs,1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1056,Cellar Bar,,247 Commercial St,Provincetown,(*),"Restaurant,Bars/Clubs",1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1057,Crown & Anchor,,240 Commercial St.,Provincetown,,Bars/Clubs,1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1058,Gallery Inn,,368 Commercial St.,Provincetown,(H),Hotels,1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1060,Ranch House,,198 Commercial St.,Provincetown,(H),Hotels,1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1061,Town House,(Bar is in back thru restaurant),291 Commercial St.,Provincetown,,"Restaurant,Bars/Clubs",1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1063,Arbor,,83 Worthington ,Springfield,(*),Bars/Clubs,1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1064,Arch Cafe,,1741 Main St.,Springfield,"(D),(*)","Bars/Clubs,Restaurant",1971,,,,3/31/2020 4:48pm,3/31/2020 7:24pm
1067,Persian Room,,70 Southbridge,Worcester,(M),Bars/Clubs,1971,,,,3/31/2020 4:49pm,3/31/2020 7:24pm
1068,Ports o'Call,,700 Main Street,Worcester,"(D),(*)",Bars/Clubs,1971,,,,3/31/2020 4:49pm,3/31/2020 7:24pm
1071,Essex Hotel Bar,,625 Atlantic ,Boston,"(M),(RT)","Bars/Clubs,Hotels",1970,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1072,Jacques,,87 Broadway,Boston,"(G),(RT)",Bars/Clubs,1970,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1075,Mario's,(upstairs-side Street entrance),69 Church St.,Boston,(*),Bars/Clubs,1970,,,,3/31/2020 7:26pm,3/31/2020 7:43pm
1076,Napoleon Club,,52 Piedmont,Boston,"(*),(PE)",Bars/Clubs,1970,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1176,Other Side,1.00 adm. to dance floor) ,78 Broadway,Boston,"(D),(YC),(*)",Bars/Clubs,1970,,,,3/31/2020 7:43pm,3/31/2020 7:52pm
1078,Playland,,21 Essex ,Boston,"(RT),(SM)",Bars/Clubs,1970,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1079,Post House,Greyhound Terminal,10 St. James ,Boston,(M),Bars/Clubs,1970,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1080,Seven's,,77 Charles St.,Boston,(RT),Bars/Clubs,1970,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1082,Shed,,272 Huntington St.,Boston,"(SM),(*)","Bars/Clubs,Cruising Areas",1970,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1086,Twelve Carver,,12 Carver Pl.,Boston,"(*),(R)","Bars/Clubs,Restaurant,Book Store",1970,,,,3/31/2020 7:26pm,3/31/2020 7:45pm
1087,Club Casablanca,,40 Brattle St.,Cambridge,"(YC),(*)",Bars/Clubs,1970,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1090,42 Blue Moon Cafe,,1228 Acushnet St.,New Bedford,,Restaurant,1970,,,,3/31/2020 7:26pm,3/31/2020 7:46pm
1091,Scottie's,,1694 Acushnet St.,New Bedford,"(D),(*)",Bars/Clubs,1970,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1094,Cellar Bar,,247 Commercial St,Provincetown,(*),"Restaurant,Bars/Clubs",1970,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1095,Crown & Anchor,,240 Commercial St.,Provincetown,,Bars/Clubs,1970,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1177,Gallery Inn,,368 Commercial St.,Provincetown,(H),Hotels,1970,,,,3/31/2020 7:48pm,3/31/2020 7:49pm
1097,Ranch House,,198 Commercial St.,Provincetown,(H),Hotels,1970,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1098,Town House,,291 Commercial St.,Provincetown,,"Restaurant,Bars/Clubs",1970,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1099,Weathering Heights,,50 Shankpater Rd,Provincetown,(S),Bars/Clubs,1970,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1101,Arbor,(downstairs),83 Worthington ,Springfield,"(D),(*)",Bars/Clubs,1970,,,,3/31/2020 7:26pm,3/31/2020 7:50pm
1102,Arch Cafe,,1741 Main St.,Springfield,(*),Restaurant,1970,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1103,Gunnery,=,140 Chestnut,Springfield,(M),Bars/Clubs,1970,,,,3/31/2020 7:26pm,3/31/2020 7:50pm
1178,Persian Room,,70 Southbridge,Worcester,(M),Bars/Clubs,1970,,,,3/31/2020 7:51pm,3/31/2020 7:51pm
1105,Ports O'Call,,700 Main Street,Worcester,"(*),(D)",Bars/Clubs,1970,,,,3/31/2020 7:26pm,3/31/2020 7:51pm
1108,Essex Hotel Bar,,625 Atlantic ,Boston,"(M),(RT)","Bars/Clubs,Hotels",1969,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1109,Jacques,,87 Broadway,Boston,"(G),(RT)",Bars/Clubs,1969,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1112,Mario's,(upstairs-side St. entrance),69 Church St.,Boston,(*),Bars/Clubs,1969,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1113,Napoleon Club,,52 Piedmont,Boston,"(*),(PE)",Bars/Clubs,1969,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1115,Playland,,21 Essex ,Boston,"(RT),(SM)",Bars/Clubs,1969,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1116,Post House,Greyhound Terminal,10 St. James ,Boston,(M),Bars/Clubs,1969,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1117,Seven's,,77 Charles St.,Boston,(RT),Bars/Clubs,1969,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1119,Shed,,272 Huntington St.,Boston,"(SM),(*)","Bars/Clubs,Cruising Areas",1969,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1123,Twelve Carver,,12 Carver Pl.,Boston,(*),"Bars/Clubs,Restaurant,Book Store",1969,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1124,Club Casablanca,,40 Brattle St.,Cambridge,"(YC),(*)",Bars/Clubs,1969,,,,3/31/2020 7:26pm,3/31/2020 7:41pm
1160,Blue Moon Cafe,,1228 Acushnet St.,New Bedford,,Restaurant,1969,,,,3/31/2020 7:41pm,3/31/2020 7:41pm
1161,Scottie's,,1694 Acushnet St.,New Bedford,"(D),(*)",Bars/Clubs,1969,,,,3/31/2020 7:41pm,3/31/2020 7:41pm
1164,Cellar Bar,,247 Commercial St,Provincetown,(*),"Restaurant,Bars/Clubs",1969,,,,3/31/2020 7:41pm,3/31/2020 7:41pm
1165,Crown & Anchor,,240 Commercial St.,Provincetown,,Bars/Clubs,1969,,,,3/31/2020 7:41pm,3/31/2020 7:41pm
1167,Ranch House,,198 Commercial St.,Provincetown,(H),Hotels,1969,,,,3/31/2020 7:41pm,3/31/2020 7:41pm
1168,Town House,,291 Commercial St.,Provincetown,,"Restaurant,Bars/Clubs",1969,,,,3/31/2020 7:41pm,3/31/2020 7:41pm
1169,Weathering Heights,,50 Shankpater Rd,Provincetown,(S),Bars/Clubs,1969,,,,3/31/2020 7:41pm,3/31/2020 7:41pm
1171,Arbor,(downstairs),77 Worthington ,Springfield,,Bars/Clubs,1969,,,,3/31/2020 7:41pm,3/31/2020 7:41pm
1172,Arch Cafe,,1741 Main St.,Springfield,(*),Restaurant,1969,,,,3/31/2020 7:41pm,3/31/2020 7:41pm
1173,Blake's,(closed- maybe re-opened),177 State St.,Springfield,,Bars/Clubs,1969,,,,3/31/2020 7:41pm,3/31/2020 7:41pm
1175,New Yorker,,700 Main Street,Worcester,(*),Bars/Clubs,1969,,,,3/31/2020 7:41pm,3/31/2020 7:53pm
1181,Jacques',,87 Broadway,Boston,"(G),(*)",Bars/Clubs,1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1183,Le Place,,178 Tremont,Boston,,Bars/Clubs,1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1184,Lundin Turkish Baths,,20 Carver Pl,Boston,,Baths,1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1185,Mario's,(upstairs-enter on side Street),69 Church St.,Boston,(*),Bars/Clubs,1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1186,Napoleon Club,,52 Piedmont,Boston,"(*),(PE)",Bars/Clubs,1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1187,Playland,,21 Essex ,Boston,(RT),Bars/Clubs,1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1188,Post House,Greyhound Terminal,10 St. James ,Boston,(M),Bars/Clubs,1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1189,Punch Bowl,,236 Stuart,Boston,(*),Bars/Clubs,1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1190,Sevens,,77 Charles St,Boston,(RT),Bars/Clubs,1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1192,Shed,,272 Huntington St.,Boston,(SM),"Bars/Clubs,Cruising Areas",1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1195,Twelve Carver,,12 Carver Pl.,Boston,(*),"Bars/Clubs,Restaurant,Book Store",1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1196,Upstairs Kerry Village,,116 Broadway,Boston,(D),Bars/Clubs,1968,,,,3/31/2020 7:52pm,3/31/2020 8:11pm
1197,Club Casablanca,(collegiate),40 Brattle St.,Cambridge,"(M),(*)",Bars/Clubs,1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
1198,Yard of Ale,,9 Brattle St,Cambridge,(M),Bars/Clubs,1968,,,,3/31/2020 7:52pm,3/31/2020 8:06pm
