ID,Title,description,streetaddress,city,state,amenityfeatures,type,Year,unclearaddress,notes,dateadded,lastmodified
258,Mike's Pike St. Tavern ,,824 Pike St. ,Seattle,WA,,Bars/Clubs,1975,,,3/26/2020 6:50pm,5/7/2020 7:46am
259,Mocambo ,(Liquor),203 Yessler Way ,Seattle,WA,"(R),(*)",Restaurant,1975,,,3/26/2020 6:50pm,5/7/2020 7:46am
260,Mother Morgan's Gumbo Factory ,(5-12p.m. - closed Sun & Mon.),431 15th Ave. E. ,Seattle,WA,"(HIP),(M),(R)",Restaurant,1975,,,3/26/2020 6:50pm,5/7/2020 7:46am
261,Nine Twenty Two Tavern ,,922 3rd Ave. ,Seattle,WA,"(W),(SM),(*)",Bars/Clubs,1975,,,3/26/2020 6:50pm,5/7/2020 7:46am
263,Silver Slipper ,,210  S. Jackson ,Seattle,WA,"(G),(D),(*)",Bars/Clubs,1975,,,3/26/2020 6:50pm,5/7/2020 7:46am
264,Silver Star ,,173 S. Washington,Seattle,WA,,Bars/Clubs,1975,,,3/26/2020 6:50pm,5/7/2020 7:46am
265,Six Eleven Club ,,611 2nd Ave. ,Seattle,WA,(*),Bars/Clubs,1975,,,3/26/2020 6:50pm,5/7/2020 7:46am
268,Sultan's Lavender Theatre & Bookstore,,1313 1st Ave. ,Seattle,WA,,"Theatre,Book Store",1975,,,3/26/2020 6:50pm,5/7/2020 7:46am
270,Thirteen Coins ,,125 Boren N. ,Seattle,WA,"(M),(R),(C),(AH)",Restaurant,1975,,,3/26/2020 6:50pm,5/7/2020 7:46am
271,Tip Inn,,1926 9th Ave. ,Seattle,WA,"(M),(PE)",Bars/Clubs,1975,,,3/26/2020 6:50pm,5/7/2020 7:46am
272,Trojan Shield ,(Liquor),117 Occidental Ave. S.,Seattle,WA,"(R),(D),(S),(AH),(C)",Restaurant,1975,,,3/26/2020 6:50pm,5/7/2020 7:46am
280,Jack's Nite Hawk,,330 W. Riverside ,Spokane,WA,(*),Bars/Clubs,1975,,,3/26/2020 6:50pm,5/7/2020 7:46am
281,Matador Lounge ,(bar only) Davenport Hotel ,807 W. Sprague,Spokane,WA,"(M),(PE),(R)","Restaurant,Hotels",1975,,,3/26/2020 6:50pm,5/7/2020 7:46am
282,Other Side ,,919 W. Sprague ,Spokane,WA,,Bars/Clubs,1975,,,3/26/2020 6:50pm,5/7/2020 7:46am
285,Fickle Fox ,,1309 Commerce ,Tacoma,WA,(*),Bars/Clubs,1975,,,3/26/2020 6:50pm,5/7/2020 7:46am
286,Up & Up Tavern ,(fun Sunday afternoons),1234 N. State ,Bellingham,WA,(*),Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
292,London Cafe Bar ,,2008 Hewitt ,Everett,WA,(M),Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
293,Adult Book Store ,,1415 First Ave. ,Seattle,WA,,Book Store,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
294,Annex ,(Liquor),1914 8th St. ,Seattle,WA,"(R),(*)",Restaurant,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
295,Atlas Baths ,(4th floor),1318 2nd Ave. ,Seattle,WA,(*),Baths,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
296,Blue Moon ,,712 N.E. 45th ,Seattle,WA,"(M),(YC)",Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
297,Columbus ,,167 S. Washington,Seattle,WA,(RT),Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
298,Dancing Machine ,(Disco) ,3400 Fremont ,Seattle,WA,"(YC),(D),(WE),(*)",Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
299,Dave's Baths ,(2nd floor) ,2402 First Ave. ,Seattle,WA,(*),Baths,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
300,Double Header ,,407 2nd Ave. ,Seattle,WA,"(M),(RT)",Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
301,Eleven Eleven Tavern ,(Heavy HIP),1111 E. Pike St. ,Seattle,WA,"(HIP),(D)",Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
302,Golden Horseshoe ,(Adm.),207 2nd Ave. S. ,Seattle,WA,"(HIP),(YC),(D),(C),(AH),(WE)",Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
303,Haddads ,(Liquor),2400 First St. ,Seattle,WA,"(M),(R)",Restaurant,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
304,Johnny's Handlebar ,Nr. Virginia,2018 First Ave. ,Seattle,WA,"(W),(SM),(*)",Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
307,M.C.C. ,,128 16th Ave. E.,Seattle,WA,,Church,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
308,Mocambo,(Liquor),203 Yessler Way ,Seattle,WA,"(OC),(R)",Restaurant,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
309,Nine-Twenty-Two Tavern,"(may be changing name back to ""Madison Tavern""",824 Pike St. ,Seattle,WA,"(W),(D),(*)",Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
310,One-O-Seven ,(AH-only),107 Occidental ,Seattle,WA,"(C),(AH)",Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
311,Pike Street Tavern ,,824 Pike St. ,Seattle,WA,(OC),Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
313,Shelley's Leg ,(Liquor) nr. Alaskan Way (Disco),77 S. Main ,Seattle,WA,"(HIP),(YC),(D),(*)",Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
314,Silver Slipper ,,210 S. Jackson,Seattle,WA,"(G),(D),(*)",Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
315,Silver Star ,,173 S. Washington ,Seattle,WA,,Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
316,Six Eleven Club ,,611 2nd Ave. ,Seattle,WA,(*),Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
319,Sultan's Lavender Theatre & Bookstore ,,1313 1st Ave. ,Seattle,WA,,"Book Store,Theatre",1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
321,Thirteen Coins ,,125 Boren N. ,Seattle,WA,"(M),(R),(C),(AH)",Restaurant,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
322,Trojan Shield ,(Liquor)(supposedly moving & may be changing name) ,117 Occidental Ave. S. ,Seattle,WA,"(R),(D),(C),(AH)",Restaurant,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
323,Twenty-Twenty-Four Tavern ,,2024 Westlake,Seattle,WA,(*),Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
331,Jack's Night Hawk,(where it's at!),330 W. Riverside ,Spokane,WA,(*),Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
332,Other Side ,(new owner- looks promising) ,919 W. Sprague,Spokane,WA,(*),Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
333,Show Boat ,,1202 W. 1st. ,Spokane,WA,"(M),(R),(C),(AH)",Restaurant,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
337,Parson's Hotel ,'teenie-boppers'- pool table ,108 S. Jefferson,Spokane,WA,Cruisy Area,"Cruising Areas,Hotels",1976,,,3/26/2020 6:50pm,5/7/2020 7:54am
338,D.J.'s ,(something for everyone),1309 Commerce ,Tacoma,WA,"(D),(*)",Bars/Clubs,1976,,,3/26/2020 6:50pm,5/7/2020 7:46am
339,Flamingo,(looks promising),1516 Broadway ,Tacoma,WA,(R),Restaurant,1976,,,3/26/2020 6:51pm,5/7/2020 7:46am
344,Up & Up Tavern ,(Fun Sunday afternoons),1234 North State,Bellingham,WA,(*),Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
347,London Cafe Bar ,,2008 Hweitt ,Everett,WA,(M),Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
350,Adult Book Store ,,1415 First Avenue ,Seattle,WA,,Book Store,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
351,Annex ,(Liquor),1914 8th Avenue ,Seattle,WA,"(R),(*)",Restaurant,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
352,Atlas Baths ,(4th floor),1318 2nd Avenue ,Seattle,WA,(*),Baths,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
353,Blue Moon ,,712 N.E. 45th ,Seattle,WA,"(M),(YC)",Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
354,Carcinogen ,"(books, etc.)",611 Pike Street ,Seattle,WA,,Book Store,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
355,Chez Paul ,(French R),1107 Dexter Avenue North ,Seattle,WA,"(M),(PE),(R)",Restaurant,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
356,Columbus Tavern ,,167 South Washington ,Seattle,WA,"(RT),(M),(OC)",Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
357,Cresent Tavern ,,1413 E. Olive St. ,Seattle,WA,"(G),(D),(PT),(*)",Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
358,Dancing Machine ,(Disco),3400 Fremont ,Seattle,WA,"(YC),(D),(*)",Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
359,Dave's Baths ,(2nd floor),2402 First Avenue ,Seattle,WA,(*),Baths,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
360,Double Header ,,407 2nd Avenue ,Seattle,WA,"(M),(RT),(OC)",Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
361,Dylan's Tavern ,"(Looks promising)(may be called ""The Bunkhouse"" or Marshall's Office",1224 Howell ,Seattle,WA,(W),Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
362,Eleven Eleven Tavern ,,1111 E. Pike Street ,Seattle,WA,"(HIP),(D),(PT)",Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
363,Gay Community Center ,,1726 16th Avenue ,Seattle,WA,,Business,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
364,Johnny's Handlebar ,(also 'Leather Cell' shop) near Virgina,2018 First Avenue ,Seattle,WA,"(SM),(W),(PT),(*)",Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
366,Kozy Korner Kafe,(days only),1101 East Pike Street,Seattle,WA,(M),Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
367,Larry's Greenland ,(Liquor),801 Pike St. ,Seattle,WA,(R),Restaurant,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
368,Madison Tavern ,,922 Third Avenue,Seattle,WA,"(W),(D),(*)",Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
369,Magazine City Adult Books ,,1210 First Ave.,Seattle,WA,,Book Store,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
370,M.C.C.,,128 16th Avenue East,Seattle,WA,,Church,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
371,Metropolitan Health Club ,,120 Pike St. ,Seattle,WA,(M),Business,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
372,Mocambo ,(Liquor),203 Yessler ,Seattle,WA,"(R),(*)",Restaurant,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
373,One-O-Seven ,(No booze-C-AH)(May be closing),107 Occidental Avenue South ,Seattle,WA,"(C),(AH),(B)",Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
374,Pike Street Tavern ,,824 Pike Street,Seattle,WA,"(OC),(PT)",Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
375,Place Upstairs Tavern Theatre,,1404 7th Ave.,Seattle,WA,,Theatre,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
376,Popeye ,,315 First Avenue North,Seattle,WA,(R),Restaurant,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
378,Silver Slipper ,,210 S. Jackson,Seattle,WA,"(G),(D),(PT)",Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
379,Silver Star ,,173 S. Washington,Seattle,WA,(RT),Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
380,Six Eleven Club ,,611 Second Ave.,Seattle,WA,(*),Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
381,Southend Baths ,,115 1/2 Frist Ave. So. ,Seattle,WA,(OC),Baths,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
383,Sultan's Cinerma & Books,,1313 First Ave. ,Seattle,WA,,Book Store,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
384,Too Hi Tavern ,,3405 Fremont Ave. ,Seattle,WA,"(M),(HIP)",Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
385,Twenty-Twenty-Four Tavern ,,2024 Westlake,Seattle,WA,"(PT),(*)",Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
386,Victorla Tavern ,,91 Pike Pl-Market,Seattle,WA,"(M),(HIP),(YC)",Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
402,Jack's Night Hawk ,,330 West Riverside,Spokane,WA,(*),Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
403,Show Boat ,,1201 W. First Ave,Spokane,WA,"(M),(R),(C),(AH)",Restaurant,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
404,Sonya's Magic Inn ,,425 W. First Ave. ,Spokane,WA,"(S),(D),(*)",Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
407,Parson's Hotel,"""teenie boppers""",108 South Jefferson ,Spokane,WA,Cruisy Area,"Cruising Areas,Hotels",1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
408,Barbary Coast ,(Liquor)(Disco),1715 Jefferson,Tacoma,WA,"(R),(YC),(D),(*)",Restaurant,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
409,D.J.'s ,"(Some W, G)",1309 Commerce,Tacoma,WA,"(D),(W),(G)",Bars/Clubs,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
410,Flamingo ,(Liquor),1516 Broadway ,Tacoma,WA,(R),Restaurant,1977,,,3/26/2020 8:58pm,5/7/2020 7:46am
415,Anchor ,opp Ferry Dock ,154 1st St. ,Bellingham,WA,(M),Bars/Clubs,1978,,,3/26/2020 8:58pm,5/7/2020 7:46am
416,Great Northern Bookstore ,,1306 Railroad Ave. ,Bellingham,WA,,Book Store,1978,,,3/26/2020 8:58pm,5/7/2020 7:46am
417,The Hut ,,1317 1/2 No. State St. ,Bellingham,WA,(*),Bars/Clubs,1978,,,3/26/2020 8:58pm,5/7/2020 7:46am
420,Blaine's Books ,,715 Peace Portal Way ,Blaine,WA,,Book Store,1978,,,3/26/2020 8:58pm,5/7/2020 7:46am
423,Everett Magazine Center ,,1808 Hweitt,Everett,WA,,Business,1978,,,3/26/2020 8:58pm,5/7/2020 7:46am
424,London Cafe Bar ,,2008 Hewitt,Everett,WA,(M),Bars/Clubs,1978,,,3/26/2020 8:58pm,5/7/2020 7:46am
427,Great Northern Bookstore,,515 1st St. ,Mt. Vernon,WA,,Book Store,1978,,,3/26/2020 8:58pm,5/7/2020 7:46am
430,Adult Book Store ,,1415 1st Ave. ,Seattle,WA,,Book Store,1978,,,3/26/2020 8:58pm,5/7/2020 7:46am
431,Atlas Baths ,(Semi-P)(4th floor),1318 2nd Ave. ,Seattle,WA,(*),Baths,1978,,,3/26/2020 8:58pm,5/7/2020 7:46am
433,Carcinogen Books ,,611 Pike St. ,Seattle,WA,(M),Book Store,1978,,,3/26/2020 8:58pm,5/7/2020 7:46am
434,Champ Arcade ,(books & movies)(HOT),1413 1st Ave. ,Seattle,WA,(HOT),Business,1978,,,3/26/2020 8:58pm,5/7/2020 7:46am
435,Chez Paul ,(French R),1107 Dexter Ave. No. ,Seattle,WA,"(PE),(R)",Restaurant,1978,,,3/26/2020 8:58pm,5/7/2020 7:46am
436,Columbus Tavern ,,167 So. Washington,Seattle,WA,"(M),(RT),(OC)",Bars/Clubs,1978,,,3/26/2020 8:58pm,5/7/2020 7:46am
437,Crescent Tavern ,,1413 E. Olive Way ,Seattle,WA,"(G),(D),(PT),(*)",Bars/Clubs,1978,,,3/26/2020 8:58pm,5/7/2020 7:46am
438,Dancing Machine ,"(Disco)(On-again, off-again)",3400 Fremont ,Seattle,WA,"(*),(HIP),(YC),(D)",Bars/Clubs,1978,,,3/26/2020 8:58pm,5/7/2020 7:46am
439,Dave's Baths ,(2nd floor),2402 1st Ave. ,Seattle,WA,(*),Baths,1978,,,3/26/2020 8:58pm,5/7/2020 7:46am
440,Double Header ,,407 2nd Ave. ,Seattle,WA,"(M),(RT),(OC)",Bars/Clubs,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
441,El Toro Lounge & Jim Shop,(some RT),201 So. Washington,Seattle,WA,"(M),(R),(RT)",Restaurant,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
442,Gay Community Center ,,110 Boylston E. ,Seattle,WA,,Business,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
443,Golden Crown ,(Liquor)(Looks promising)(nr. Fourth & Pine),1608 Times Ct. ,Seattle,WA,"(R),(D),(E)",Restaurant,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
444,Johnny's Handlebar ,(Cruisy)(Also 'Leather Cell' shop in rear),2018 1st Ave. ,Seattle,WA,"(*),(SM),(W),(AH)","Bars/Clubs,Cruising Areas",1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
445,John's Adult Books ,,1410 1st Ave ,Seattle,WA,,Book Store,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
447,Magazine City Adult Books ,,1210 1st Ave. ,Seattle,WA,,Book Store,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
448,Marshall's Office ,,1224 Howell ,Seattle,WA,"(W),(SM),(PT),(*)",Bars/Clubs,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
449,M.C.C.,,128 16th Ave. E,Seattle,WA,,Church,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
450,Metropolitan Health Club ,(Gym),120 Pike St. ,Seattle,WA,,Business,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
451,Mocambo,(Liquor),203 Yesler Way ,Seattle,WA,"(R),(*)",Restaurant,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
452,Mr. Larry's ,(Liquor),801 Pike St. ,Seattle,WA,"(R),(*)",Restaurant,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
453,Olive Way Tavern ,,1706 Bellevue Ave. ,Seattle,WA,(M),Bars/Clubs,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
455,Six-Eleven Club ,,611 2nd Ave. ,Seattle,WA,(*),Bars/Clubs,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
457,Sultan's Cinema ,(best to avoid),1313 1st Ave. ,Seattle,WA,,Theatre,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
458,The Pines ,(Baths)(Should be a winner)(Lower floor),912 Pine St. ,Seattle,WA,,Baths,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
459,Twenty-Twenty Four Tavern ,,2024 Westlake ,Seattle,WA,"(PT),(*)",Bars/Clubs,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
460,Two-O-Six Tavern ,,206 Broadway E. ,Seattle,WA,"(M),(PT)",Bars/Clubs,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
461,Victorla Tavern ,,91 Pike St. ,Seattle,WA,"(M),(HIP),(YC)",Bars/Clubs,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
477,Adult Book Store ,,E. 1820 Sprauge ,Spokane,WA,,Book Store,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
478,Carriage House ,Otis Hotel ,110 So. Madison ,Spokane,WA,"(M),(R),(C),(AH)","Restaurant,Hotels",1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
479,Curious Book Store ,,W. 327 2nd Ave. ,Spokane,WA,,Book Store,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
480,Happy's Adult Book Store ,,45 W. Main ,Spokane,WA,,Book Store,1978,,,3/27/2020 11:45pm,5/7/2020 8:02am
481,Jack's Night Hawk ,(Cruisy),330 W. Riverside,Spokane,WA,(PT),"Bars/Clubs,Cruising Areas",1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
482,Matador Lounge ,Davenport Hotel ,807 W. Sprauge ,Spokane,WA,"(M),(OC),(WE)","Bars/Clubs,Hotels",1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
483,Payless Books & Arcade ,,329 W. 2nd AVe. ,Spokane,WA,,"Book Store,Business",1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
484,Show Boat ,,1201 W. 1st Ave. ,Spokane,WA,"(M),(R)",Restaurant,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
485,Soyna's Magic Inn ,(disco),425 W 1st Ave. ,Spokane,WA,"(D),(S),(WE),(*)",Bars/Clubs,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
489,Barbary Coast ,(liquor)(Cruisy)(Maybe be adding (H) rooms above) ,1552 Jefferson,Tacoma,WA,"(*),(R),(YC),(D),(H)","Restaurant,Cruising Areas",1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
490,Flamingo Lounge ,(liquor),1516 Broadway ,Tacoma,WA,"(R),(OC)",Restaurant,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
491,Mister's ,"(Another name for this old bar)(Some G, B, RT)('Drags')",1309 Commerce ,Tacoma,WA,"(D),(G),(B),(RT)",Bars/Clubs,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
492,Tacoma Magazine Center ,(Books),1346 Pacific Ave. ,Tacoma,WA,,Book Store,1978,,,3/27/2020 11:45pm,5/7/2020 7:46am
501,Great Northern Book Store ,,1206 Railroad Ave. ,Bellingham,WA,,Book Store,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
502,Hut ,(Some G),1317 1/2 N. State St. ,Bellingham,WA,"(*),(D),(PT),(G),(YC)",Bars/Clubs,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
505,Blain Amusements ,(books & arcade) ,481 1/2 Peace Portal Way ,Blaine,WA,,Book Store,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
506,Blain Books ,,715 Peace Portal Way ,Blaine,WA,,Book Store,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
509,Everette Books & Magazines,,1808 Hewitt Ave. ,Everett,WA,,Book Store,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
510,London Bar Cafe ,,2008 Hewitt Ave. ,Everett,WA,(M),Bars/Clubs,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
513,Great Northern Book Store ,,420 Myrtle St. ,Mt. Vernon,WA,,Book Store,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
516,Adult Book Store ,,1415 1st Ave. ,Seattle,WA,,Book Store,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
517,Atlas Baths ,(take elevator to 4th floor),1318 2nd Ave. ,Seattle,WA,"(*),(P)",Baths,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
519,Brass Door ,('Humpy Jocks')(Disco),722 E. Pike St. ,Seattle,WA,"(*),(YC),(D)",Bars/Clubs,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
520,Carcinogen Books ,(HOT),611 Pike St. ,Seattle,WA,"(M),(HOT)",Book Store,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
521,Cascades ,(Disco)(3 floors)(Opening Fall '78),77 S. Main ,Seattle,WA,"(D),(R),(E)",Restaurant,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
522,Champ Arcade ,(books & arcade)(HOT),1413 1st St. ,Seattle,WA,(HOT),Business,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
523,Chez Paul ,(Very PE-M)(French R),1107 Dexter Ave. ,Seattle,WA,"(R),(PE),(M)",Restaurant,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
524,Colombus Tavern ,,167 S. Washington ,Seattle,WA,"(M),(RT),(OC)",Bars/Clubs,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
525,Crescent Tavern ,,1413 E. Olive Way ,Seattle,WA,"(G),(D),(PT)",Bars/Clubs,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
526,Crystal Steam Baths ,,722 Broadway ,Seattle,WA,(M),Baths,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
527,Dave's Baths,(2nd floor),2402 1st Ave. ,Seattle,WA,(*),Baths,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
528,Double Header ,,407 2nd Ave. ,Seattle,WA,"(M),(RT),(OC)",Bars/Clubs,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
529,El Toro Lounge & Jim's Chop House ,(Some RT),201 S. Washington,Seattle,WA,"(M),(R),(RT)",Restaurant,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
530,Gay Community Center,,105 14th Ave. ,Seattle,WA,,Business,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
531,Golden Crown ,(Liquor)(Looking up)(nr. 4th & Pine),1608 Times Court,Seattle,WA,"(R),(D),(E)",Restaurant,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
532,Johnny's Handlebar,(Cruisy)('Leather Cell' shop in rear),2018 1st Ave. ,Seattle,WA,"(*),(SM),(FFA),(W),(C),(AH)","Bars/Clubs,Cruising Areas",1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
533,John's Adult Books,,1410 1st Ave. ,Seattle,WA,(*),Book Store,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
534,Kozy Korner Kafe ,,1001 E. Pike,Seattle,WA,"(M),(R)",Restaurant,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
535,Magazine City Adult Books ,,1210 1st Ave. ,Seattle,WA,,Book Store,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
536,Marshall's Office ,,1224 Howell ,Seattle,WA,(W),Bars/Clubs,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
537,M.C.C.,,128 16th Ave. E. ,Seattle,WA,,Church,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
538,Metropolitan Health Club ,(Gym),120 Pike St. ,Seattle,WA,(M),Business,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
539,Mocambo ,(liquor),203 Yesler Way,Seattle,WA,"(R),(*)",Restaurant,1979,,,3/27/2020 11:45pm,5/7/2020 7:46am
541,Monastery ,,1900 Boren Ave. ,Seattle,WA,"(YC),(D),(PT),(AH)",Bars/Clubs,1979,,,3/28/2020 7:08pm,5/7/2020 7:46am
542,Mr. Larry's ,(liquor),801 Pike St. ,Seattle,WA,(R),Restaurant,1979,,,3/28/2020 7:08pm,5/7/2020 7:46am
543,107 Club ,('Twinkies'- No booze),107 Occidental Ave.,Seattle,WA,(AH),Bars/Clubs,1979,,,3/28/2020 7:08pm,5/7/2020 7:46am
544,Park Bench ,(Liquor),1914 8th Ave. ,Seattle,WA,"(R),(*)",Restaurant,1979,,,3/28/2020 7:08pm,5/7/2020 7:46am
545,Riverboat Tavern ,('Drags'),922 3rd Ave. ,Seattle,WA,(S),Bars/Clubs,1979,,,3/28/2020 7:08pm,5/7/2020 7:46am
