"title","description","streetaddress","city","state","amenityfeatures","type","Year","notes","lon","lat","status","unclear_address","full.address","geoAddress","ID"
"Starlight Lounge","Bonneville Hotel","'C' Street","Idaho Falls","ID","(M)","Bars/Clubs,Hotel",1976,"",-112.039465,43.49467,"Verified Location",NA,NA,NA,"1976-ID-0086"
"Starlight Lounge","Bonneville Hotel","'C' Street","Idaho Falls","ID","(M)","Bars/Clubs,Hotel",1979,"",-112.039465,43.49467,"Verified Location",NA,NA,NA,"1979-ID-0087"
"Starlight Lounge","Bonneville Hotel","'C' Street","Idaho Falls","ID","(M)","Bars/Clubs,Hotel",1975,"",-112.039465,43.49467,"Verified Location",NA,NA,NA,"1975-ID-0088"
"Starlight Lounge","Bonneville Hotel","'C' Street","Idaho Falls","ID","(M)","Bars/Clubs,Hotel",1978,"",-112.039465,43.49467,"Verified Location",NA,NA,NA,"1978-ID-0089"
"Starlight Lounge","Bonneville Hotel","'C' Street","Idaho Falls","ID","(M)","Bars/Clubs,Hotel",1977,"",-112.039465,43.49467,"Verified Location",NA,NA,NA,"1977-ID-0090"
"Tautfus Park Zoo","","","Idaho Falls","ID","Cruisy Area","Cruising Areas",1976,"",-112.04211,43.472089,"Verified Location",NA,NA,NA,"1976-ID-0091"
"Tautfus Park Zoo","","","Idaho Falls","ID","Cruisy Area","Cruising Areas",1978,"",-112.04211,43.472089,"Verified Location",NA,NA,NA,"1978-ID-0092"
"Tautfus Park Zoo","","","Idaho Falls","ID","Cruisy Area","Cruising Areas",1979,"",-112.04211,43.472089,"Verified Location",NA,NA,NA,"1979-ID-0093"
"Tautfus Park Zoo","","","Idaho Falls","ID","Cruisy Area","Cruising Areas",1977,"",-112.04211,43.472089,"Verified Location",NA,NA,NA,"1977-ID-0094"
"Tautfus Park Zoo","","","Idaho Falls","ID","Cruisy Area","Cruising Areas",1980,"",-112.04211,43.472089,"Verified Location",NA,NA,NA,"1980-ID-0095"
"The Stables","","On Hatwai (North-South Hwy.) 3 mi N.E. of town","Lewiston","ID","(M)","Bars/Clubs",1973,"",-117.001189,46.400409,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1973-ID-0096"
"U. of Idaho - Classroom Center T-Room","","","Moscow","ID","Cruisy Area","Cruising Areas",1979,"",-117.012608,46.728812,"Verified Location",NA,NA,NA,"1979-ID-0097"
"U. of Idaho - Classroom Center T-Room","","","Moscow","ID","Cruisy Area","Cruising Areas",1978,"",-117.012608,46.728812,"Verified Location",NA,NA,NA,"1978-ID-0098"
"U. of Idaho - Classroom Center T-Room","","","Moscow","ID","Cruisy Area","Cruising Areas",1980,"",-117.012608,46.728812,"Verified Location",NA,NA,NA,"1980-ID-0099"
"Wagon Wheel","","About 1 mi. south on Main Street","Pocatello","ID","(M)","Bars/Clubs",1977,"",-112.450619,42.862104,"Verified Location",NA,NA,NA,"1977-ID-0100"
"Wagon Wheel","","About 1 mi. S. on Main St.","Pocatello","ID","(M)","Bars/Clubs",1976,"",-112.450619,42.862104,"Verified Location",NA,NA,NA,"1976-ID-0101"
"WEEDS","Ida-Ha Hotel (downstairs)","10th & Main Sts.","Boise","ID","","Bars/Clubs,Hotel",1965,"",-116.205854,43.616794,"Verified Location",NA,NA,NA,"1965-ID-0102"
