Field 1,ID,title,description,streetaddress,city,state,amenityfeatures,type,Year,notes,lon,lat,status
737,OK129,Beer House,(some G),3616 N.W. 23rd St.,Oklahoma City,OK,"(G),(*)",Bars/Clubs,1973,NA,-97.5824266,35.4929901,Google Verified Location
669,OK061,Big Sur,(Some G) (Looks promising),3014 E. 15th St.,Tulsa,OK,"(D),(PT),(G)",Bars/Clubs,1978,NA,-95.9453882,36.1403969,Google Verified Location
621,OK013,Big Sur,(Some L),3014 E. 15th St.,Tulsa,OK,"(D),(PT),(L)",Bars/Clubs,1980,NA,-95.9453882,36.1403969,Google Verified Location
647,OK039,Big Sur,(Some G) ,3014 E. 15th St.,Tulsa,OK,"(D),(PT),(G)",Bars/Clubs,1979,NA,-95.9453882,36.1403969,Google Verified Location
794,OK186,Black Cat,,819 N. Walker,Oklahoma City,OK,(G),Bars/Clubs,1965,NA,-97.5214668,35.4759412,Google Verified Location
622,OK014,Body Shop,(Book store & 'peep shows'),1346 E. 11th St.,Tulsa,OK,(*),Book Store,1980,NA,-95.973597,36.147684,Google Verified Location
690,OK082,Body Shop,(Book Store & 'peep shows'),1346 E. 11th St.,Tulsa,OK,,Book Store,1977,NA,-95.973597,36.147684,Google Verified Location
648,OK040,Body Shop,(Books store & 'peep shows'),1346 E. 11th St.,Tulsa,OK,(*),Book Store,1979,NA,-95.973597,36.147684,Google Verified Location
670,OK062,Body Shop,(Book Store & 'Peep shows'),1346 E. 11th St.,Tulsa,OK,(*),Book Store,1978,NA,-95.973597,36.147684,Google Verified Location
747,OK139,Body Shop,(book store),1346 E. 11th St.,Tulsa,OK,,Book Store,1975,NA,-95.973597,36.147684,Google Verified Location
708,OK100,Body Shop,(book store),1346 E. 11th St.,Tulsa,OK,,Book Store,1976,NA,-95.973597,36.147684,Google Verified Location
830,OK222,Boulder & Boston - betw. 10th & 14th,,,Tulsa,OK,Cruisy Area,Cruising Areas,1979,approximate,-95.986885,36.144836,Verified Location
813,OK205,Boulder & Boston - betw. 10th & 14th,,,Tulsa,OK,Cruisy Area,Cruising Areas,1980,approximate,-95.986885,36.144836,Verified Location
715,OK107,Box Office,(Some G),2335 N.W. 12th St.,Oklahoma City,OK,"(P),(R),(D),(G),(*)","Bars/Clubs,Restaurant",1975,NA,-97.5537813,35.4821687,Google Verified Location
633,OK025,Cache Road Books,(Cruisy 'peep shows'),1206 Cache Rd,Lawton,OK,,"Book Store,Cruising Areas",1979,NA,-98.4105198,34.6229178,Google Verified Location
609,OK001,Cache Road Books,(Cruisy 'peep show'),1206 Cache Rd.,Lawton,OK,,"Book Store,Cruising Areas",1980,NA,-98.4105198,34.6229178,Google Verified Location
908,OK300,Campus Inn,,Inquire Locally,Stillwater,OK,"(M),(YC)",Bars/Clubs,1972,,-97.058368,36.115607,Location could not be verified. General city or location coordinates used.
903,OK295,Campus Inn,,Inquire Locally,Stillwater,OK,,Bars/Clubs,1975,,-97.058368,36.115607,Location could not be verified. General city or location coordinates used.
911,OK303,Campus Inn,,Inquire locally,Stillwater,OK,,Bars/Clubs,1976,,-97.058368,36.115607,Location could not be verified. General city or location coordinates used.
907,OK299,Campus Inn,,Inquire Locally,Stillwater,OK,"(M),(YC)",Bars/Clubs,1973,,-97.058368,36.115607,Location could not be verified. General city or location coordinates used.
905,OK297,Campus Inn,,Inquire Locally,Stillwater,OK,"(M),(YC)",Bars/Clubs,1974,,-97.058368,36.115607,Location could not be verified. General city or location coordinates used.
909,OK301,Campus Inn,,Inquire Locally,Stillwater,OK,"(M),(YC)",Bars/Clubs,1971,,-97.058368,36.115607,Location could not be verified. General city or location coordinates used.
910,OK302,Campus Inn,,Inquire Locally,Stillwater,OK,"(YC),(M)",Bars/Clubs,1970,,-97.058368,36.115607,Location could not be verified. General city or location coordinates used.
649,OK041,Casablanca ,('Super bar' & Disco),4812 E. 33rd St. ,Tulsa,OK,"(D),(YC),(*)",Bars/Clubs,1979,NA,-95.9232846,36.1153315,Google Verified Location
650,OK042,Chalk Board,(French R),1324 S. Main,Tulsa,OK,"(M),(PE),(R)",Restaurant,1979,NA,-95.987678,36.1426049,Google Verified Location
623,OK015,Chalk Board,,1324 S. Main,Tulsa,OK,"(M),(PE),(R)",Restaurant,1980,NA,-95.987678,36.1426049,Google Verified Location
680,OK072,Circa Club,,2201 N.W. 39th St.,Oklahoma City,OK,"(P),(D)",Bars/Clubs,1977,NA,-97.5494144,35.5117363,Google Verified Location
612,OK004,Circa Club,"(Some W, YC)(Cruisy)",2201 N. W. 39th St.,Oklahoma City,OK,"(W),(YC),(D),(PT)",Cruising Areas,1980,NA,-97.5494144,35.5117363,Google Verified Location
661,OK053,Circa Club,(Cruisy),2201 N.W. 39th St.,Oklahoma City,OK,"(P),(D),(W),(PT),(*)","Cruising Areas,Bars/Clubs",1978,NA,-97.5494144,35.5117363,Google Verified Location
636,OK028,Circa Club,"(Some W, YC) (Cruisy)",2201 N.W. 39th St.,Oklahoma City,OK,"(W),(YC),(D),(PT)","Cruising Areas,Bars/Clubs",1979,NA,-97.5494144,35.5117363,Google Verified Location
700,OK092,Circa Club,,2201 N.W. 39th St.,Oklahoma City,OK,"(P),(D),(*)",Bars/Clubs,1976,NA,-97.5494144,35.5117363,Google Verified Location
795,OK187,Clique,,6915 N. Classen,Oklahoma City,OK,(P),Bars/Clubs,1965,NA,-97.5275589,35.5415739,Google Verified Location
894,OK286,Club,,11th & Memorial,Tulsa,OK,"(P),(G),(D)",Bars/Clubs,1976,,-95.886339,36.147833,Verified Location
895,OK287,Club,,11th & Memorial,Tulsa,OK,"(P),(G),(D),(*)",Bars/Clubs,1975,,-95.886339,36.147833,Verified Location
624,OK016,Club,,1221 Memorial,Tulsa,OK,"(P),(L),(D)",Bars/Clubs,1980,NA,-95.8862301,36.145236,Google Verified Location
738,OK130,Club,(cloed Tues),1724 N.W. 16th St. ,Oklahoma City,OK,"(P),(YC),(D),(*)",Bars/Clubs,1973,NA,-97.5401759,35.4857652,Google Verified Location
651,OK043,Club,,1221 Memorial,Tulsa,OK,"(P),(G),(D)",Bars/Clubs,1979,NA,-95.8862301,36.145236,Google Verified Location
691,OK083,Club,,1221 Memorial,Tulsa,OK,"(P),(YC),(G),(D),(*)",Bars/Clubs,1977,NA,-95.8862301,36.145236,Google Verified Location
671,OK063,Club,,1221 Memorial,Tulsa,OK,"(P),(G),(D),(*)",Bars/Clubs,1978,NA,-95.8862301,36.145236,Google Verified Location
681,OK073,Club One,,3616 N.W. 23rd St.,Oklahoma City,OK,"(P),(YC),(D),(*)",Bars/Clubs,1977,NA,-97.5824266,35.4929901,Google Verified Location
773,OK165,"Club, The",,1724 N.W. 16th St.,Oklahoma City,OK,"(P),(D),(*)",Bars/Clubs,1970,NA,-97.5401759,35.4857652,Google Verified Location
763,OK155,"Club, The",,1724 N.W. 16th St.,Oklahoma City,OK,"(P),(D),(*)",Bars/Clubs,1971,NA,-97.5401759,35.4857652,Google Verified Location
754,OK146,"Club, The",,1724 N.W. 16th St.,Oklahoma City,OK,"(P),(YC),(D),(*)",Bars/Clubs,1972,NA,-97.5401759,35.4857652,Google Verified Location
899,OK291,Colorado's Tavern,,32nd & N. May,Oklahoma City,OK,(YC),Bars/Clubs,1980,,-97.565652,35.503087,Verified Location
912,OK304,Continental,,inquire locally,Oklahoma City,OK,"(P),(D)",Bars/Clubs,1969,,-97.516428,35.46756,Location could not be verified. General city or location coordinates used.
902,OK294,Continental Country Club,,Hwy 74 N.,Oklahoma City,OK,(P),Bars/Clubs,1966,,-97.516428,35.46756,Location could not be verified. General city or location coordinates used.
662,OK054,Crescendo,,2805 N.W. 36th St.,Oklahoma City,OK,"(P),(G)",Bars/Clubs,1978,NA,-97.5636993,35.508097,Google Verified Location
682,OK074,Crescendo,,2805 N.W. 36th St.,Oklahoma City,OK,"(P),(G)",Bars/Clubs,1977,NA,-97.5636993,35.508097,Google Verified Location
720,OK112,Crescendo Club,"(Some G) (don't miss, but don't confuse with 'straight' club Matador in same bldg . . . next door)",2805 N.W. 36th St.,Oklahoma City,OK,"(P),(D),(G),(*)",Bars/Clubs,1975,NA,-97.5636993,35.508097,Google Verified Location
897,OK289,Crews Inn,(Beer) (Some B),27th & Walker,Oklahoma City,OK,"(B),(PT)",Bars/Clubs,1980,,-97.521019,35.497452,Verified Location
792,OK184,Crystal Light,,2508 E. 15th St.,Tulsa,OK,(M),Bars/Clubs,1966,NA,-95.9556482,36.1403738,Google Verified Location
799,OK191,Crystal Light,,2508 E. 15th St.,Tulsa,OK,(M),Bars/Clubs,1965,NA,-95.9556482,36.1403738,Google Verified Location
788,OK180,Crystal Light,,2508 E. 15th St.,Tulsa,OK,(M),Bars/Clubs,1968,NA,-95.9556482,36.1403738,Google Verified Location
637,OK029,D.J.'s Crescendo,(Many G),2805 N.W. 36th St,Oklahoma City,OK,"(P),(*),(G),(D)",Bars/Clubs,1979,NA,-97.5636993,35.508097,Google Verified Location
613,OK005,D.J.'s Crescendo,(Many L),2805 N. W. 36th St.,Oklahoma City,OK,"(P),(L),(D)",Bars/Clubs,1980,NA,-97.5636993,35.508097,Google Verified Location
683,OK075,David's,,1724 N.W. 16th St.,Oklahoma City,OK,"(P),(YC),(D)",Bars/Clubs,1977,NA,-97.5401759,35.4857652,Google Verified Location
684,OK076,Disco 36,(Unisex) (Disco),715 N.W. 36th St.,Oklahoma City,OK,"(YC),(D),(*)",Bars/Clubs,1977,NA,-97.5250777,35.5079715,Google Verified Location
701,OK093,Do-Me Club,(some G),2424 N.W. 39th Expressway,Oklahoma City,OK,"(YC),(D),(S),(G)",Bars/Clubs,1976,NA,-97.5554666,35.5110591,Google Verified Location
672,OK064,Doors Club,(Rear entrance),1611 E. 11th St.,Tulsa,OK,"(P),(D)",Bars/Clubs,1978,NA,-95.9693,36.148092,Google Verified Location
652,OK044,Doors Club,(Rear entrance),1611 E. 11th,Tulsa,OK,"(P),(D)",Bars/Clubs,1979,NA,-95.9693,36.148092,Google Verified Location
625,OK017,Doors Club,,1611 E. 11th,Tulsa,OK,"(P),(D)",Bars/Clubs,1980,NA,-95.9693,36.148092,Google Verified Location
692,OK084,Doors Club,(Rear entrance),1611 E. 11th St.,Tulsa,OK,"(P),(D)",Bars/Clubs,1977,NA,-95.9693,36.148092,Google Verified Location
748,OK140,Doors Club,"(2 rooms, 1[P])",1811 E. 11th St.,Tulsa,OK,"(YC),(D),(*)",Bars/Clubs,1975,NA,-95.965169,36.1480867,Google Verified Location
693,OK085,Doors Lounge,,1611 E. 11th St. ,Tulsa,OK,(*),Bars/Clubs,1977,NA,-95.9693,36.148092,Google Verified Location
709,OK101,Doors Lounge,"(2 rooms, one is P)",1611 E. 11th St.,Tulsa,OK,"(YC),(D),(*)",Bars/Clubs,1976,NA,-95.9693,36.148092,Google Verified Location
673,OK065,Doors Lounge,,1611 E. 11th St.,Tulsa,OK,(*),Bars/Clubs,1978,NA,-95.9693,36.148092,Google Verified Location
800,OK192,Eight Day,,1108 S. Lewis ,Tulsa,OK,,Bars/Clubs,1965,NA,-95.9585404,36.1474792,Google Verified Location
780,OK172,Eight Day,,1108 S. Lewis,Tulsa,OK,,Bars/Clubs,1970,NA,-95.9585404,36.1474792,Google Verified Location
758,OK150,Eighth Day,,1108 S. Lewis,Tulsa,OK,(*),Bars/Clubs,1972,NA,-95.9585404,36.1474792,Google Verified Location
732,OK124,Eighth Day,,1108 S. Lewis,Tulsa,OK,(G),Bars/Clubs,1974,NA,-95.9585404,36.1474792,Google Verified Location
744,OK136,Eighth Day,,1108 S. Lewis,Tulsa,OK,(G),Bars/Clubs,1973,NA,-95.9585404,36.1474792,Google Verified Location
793,OK185,Eighth Day,,1108 S. Lewis St.,Tulsa,OK,,Bars/Clubs,1966,NA,-95.9573686,36.1475058,Google Verified Location
768,OK160,Eighth Day,,1108 S. Lewis,Tulsa,OK,(*),Bars/Clubs,1971,NA,-95.9585404,36.1474792,Google Verified Location
785,OK177,Eigth Day,,1108 S. Lewis,Tulsa,OK,(*),Bars/Clubs,1969,NA,-95.9585404,36.1474792,Google Verified Location
789,OK181,Eigth Day,,1108 S. Lewis St.,Tulsa,OK,,Bars/Clubs,1968,NA,-95.9573686,36.1475058,Google Verified Location
614,OK006,End-Up,('Drags'),2525 W. 10th St.,Oklahoma City,OK,"(P),(D),(S)",Bars/Clubs,1980,NA,-97.5580224,35.4790183,Google Verified Location
615,OK007,Free Spirit,"('Top' super Disco) (In old church - 2 floors, several bars)",3125 N. Classen Blvd,Oklahoma City,OK,"(D),(P),(YC),(PT)",Bars/Clubs,1980,NA,-97.53482,35.501394,Google Verified Location
638,OK030,Free Spirit,"('Top' Super Disco) (In old church - 2 floors, several bars)",3125 N. Classen Blvd,Oklahoma City,OK,"(D),(YC),(PT)",Bars/Clubs,1979,NA,-97.53482,35.501394,Google Verified Location
663,OK055,Free Spirit,(Disco) (Latest 'super bar' - looks promising),3125 N. Classen Blvd,Oklahoma City,OK,"(YC),(D),(PT),(BYOB)",Bars/Clubs,1978,NA,-97.53482,35.501394,Google Verified Location
721,OK113,French Quarter,,1724 N.W. 16th St.,Oklahoma City,OK,"(P),(HIP),(YC),(D),(*)",Bars/Clubs,1975,NA,-97.5401759,35.4857652,Google Verified Location
694,OK086,Friends,(Some B),1716 E. 3rd St.,Tulsa,OK,"(S),(B),(*)",Bars/Clubs,1977,NA,-95.9668881,36.1566536,Google Verified Location
626,OK018,Friends,('twinkies'),1716 E. 3rd St.,Tulsa,OK,(S),Bars/Clubs,1980,NA,-95.9668881,36.1566536,Google Verified Location
653,OK045,Friends,(Some chicken),1716 E. 3rd St.,Tulsa,OK,(S),Bars/Clubs,1979,NA,-95.9668881,36.1566536,Google Verified Location
674,OK066,Friends,(Some B),1716 E. 3rd St.,Tulsa,OK,"(S),(B)",Bars/Clubs,1978,NA,-95.9668881,36.1566536,Google Verified Location
769,OK161,Friends Lounge,,1716 E. 3rd,Tulsa,OK,,Bars/Clubs,1971,NA,-95.9668881,36.1566536,Google Verified Location
