"title","description","streetaddress","city","state","amenityfeatures","type","Year","notes","lon","lat","status","unclear_address","full.address","geoAddress","ID"
"Cliff House & Motel","","Bald Head Cliff","Ogunquit","ME","(M),(H),(R)","Hotel,Restaurant",1976,NA,-70.576164,43.220921,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1976-ME-0057"
"Cliff House & Motel","","Bald Head Cliff","Ogunquit","ME","(M),(H)","Hotel",1974,NA,-70.576164,43.220921,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1974-ME-0058"
"Cliff House Hotel","(Inquire locally)","","Ogunquit","ME","","Hotel",1969,NA,-70.576164,43.220921,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1969-ME-0059"
"Cliff House Hotel","(Inquire locally)","","Ogunquit","ME","","Hotel",1968,NA,-70.576164,43.220921,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1968-ME-0060"
"Clipper Ship Guest House ","","46 Main St.","Ogunquit","ME","(H)","Hotel",1980,NA,-70.6019264,43.2408797,"Google Verified Location",NA,NA,NA,"1980-ME-0061"
"Cremos","(Weekends)","Forest Ave.","Portland","ME","","Bars/Clubs",1975,NA,-70.28936,43.680523,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1975-ME-0062"
"Cremos","(Sundays only)","Forest Ave.","Portland","ME","(M),(RT)","Bars/Clubs",1976,NA,-70.2893605,43.6805225,"Google Verified Location",NA,NA,NA,"1976-ME-0063"
"Denny's","","1210 Brighton Ave.","Portland","ME","(M),(R),(C),(AH)","Restaurant",1980,NA,-70.3293995,43.6764451,"Google Verified Location",NA,NA,NA,"1980-ME-0064"
"Denny's","","1210 Brighton Ave.","Portland","ME","(M),(R),(C),(AH)","Restaurant",1979,NA,-70.3293995,43.6764451,"Google Verified Location",NA,NA,NA,"1979-ME-0065"
"Denny's ","","1210 Brighton Ave.","Portland","ME","(M),(R),(C),(AH)","Restaurant",1978,NA,-70.3293995,43.6764451,"Google Verified Location",NA,NA,NA,"1978-ME-0066"
"East Side","(Disco) (N. Belfast Ave.)","4 mi. E. on Hwy. 3 ","Augusta","ME","(YC),(D),(WE),(*)","Bars/Clubs",1980,NA,-69.7613446,44.3333716,"Google Verified Location",NA,NA,NA,"1980-ME-0067"
"Eastland Hotel Downstairs T-Room","","","Portland","ME","Cruisy Area","Cruising Areas",1980,NA,-70.264009,43.654916,"Verified Location",NA,NA,NA,"1980-ME-0068"
"Edelweiss","(Downstairs lounge - cocktail hour - 4-7 pm)","Main St. at Ogunquit Beach Rd.","Ogunquit","ME","(*)","Bars/Clubs",1980,NA,-70.60041,43.248242,"Verified Location",NA,NA,NA,"1980-ME-0069"
"Eidleweiss","(Upstairs lounge)","Main St.","Ogunquit","ME","(M)","Bars/Clubs",1977,NA,-70.6001928,43.2540678,"Google Verified Location",NA,NA,NA,"1977-ME-0070"
"Eidleweiss","(upstairs lounge)","Main St.","Ogunquit","ME","(M)","Bars/Clubs",1976,NA,-70.6001928,43.2540678,"Google Verified Location",NA,NA,NA,"1976-ME-0071"
"Eidleweiss","(Downstairs lounge - cocktail hour 4 - 7 p.m.)","Main St.","Ogunquit","ME","(*)","Bars/Clubs",1978,NA,-70.60041,43.248242,"Verified Location",NA,NA,NA,"1978-ME-0072"
"Eidleweiss ","(Downstairs lounge - cocktail hour - 4 - 7 p.m.)","Main St.","Ogunquit","ME","(*)","Bars/Clubs",1979,NA,-70.6001928,43.2540678,"Google Verified Location",NA,NA,NA,"1979-ME-0073"
"Fan Club","","US Hwy. 1","Ogunquit","ME","(M),(R)","Restaurant",1979,NA,-70.6005463,43.2472892,"Google Verified Location",NA,NA,NA,"1979-ME-0074"
"Fan Club","","Shore Rd. (U.S. Hwy. 1)","Ogunquit","ME","(M),(R)","Restaurant",1976,NA,-70.5984074,43.2477192,"Google Verified Location",NA,NA,NA,"1976-ME-0075"
"Fan Club","","Shore Rd. (U.S. Highway 1)","Ogunquit","ME","(M),(R)","Restaurant",1977,NA,-70.59402,43.238603,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1977-ME-0076"
