"title","description","streetaddress","city","state","amenityfeatures","type","Year","notes","lon","lat","status","unclear_address","full.address","geoAddress","ID"
"Gaslight Lounge","Graver Hotel","123 Roberts St.","Fargo","ND","(M)","Bars/Clubs,Hotel",1974,NA,-96.7893648,46.8777375,"Google Verified Location",NA,NA,NA,"1974-ND-0033"
"Gaslight Lounge","Graver Hotel","123 Roberts St.","Fargo","ND","(M),(W)","Bars/Clubs,Hotel",1977,NA,-96.7893648,46.8777375,"Google Verified Location",NA,NA,NA,"1977-ND-0034"
"Gaslight Lounge","Graver Hotel","123 Roberts St.","Fargo","ND","(M),(W)","Bars/Clubs,Hotel",1976,NA,-96.7893648,46.8777375,"Google Verified Location",NA,NA,NA,"1976-ND-0035"
"Pink Pussycat","","401 N. P Ave.","Fargo","ND","(M)","Bars/Clubs",1980,NA,-96.785004,46.876224,"Google Verified Location",NA,NA,NA,"1980-ND-0036"
"Rayan Hotel","","23 N. 3rd.","Grand Forks","ND","","Hotel,Bars/Clubs",1976,NA,-97.031908,47.9254943,"Google Verified Location",NA,NA,NA,"1976-ND-0037"
"Rayan Hotel Bar","","23 N. 3rd. ","Grand Forks","ND","(M)","Bars/Clubs,Hotel",1978,NA,-97.031908,47.9254943,"Google Verified Location",NA,NA,NA,"1978-ND-0038"
"Rayan Hotel Bar","","23 N. 3rd. ","Grand Forks","ND","(M)","Hotel,Bars/Clubs",1977,NA,-97.031908,47.9254943,"Google Verified Location",NA,NA,NA,"1977-ND-0039"
"Rayan Hotel Bar","","23 N. 3rd. ","Grand Forks","ND","(M)","Bars/Clubs,Hotel",1979,NA,-97.031908,47.9254943,"Google Verified Location",NA,NA,NA,"1979-ND-0040"
"Rayan Hotel Bar","","23 N. 3rd. ","Grand Forks","ND","(M)","Bars/Clubs,Hotel",1980,NA,-97.031908,47.9254943,"Google Verified Location",NA,NA,NA,"1980-ND-0041"
"Red Ram","","Broadway & 2nd Ave","Fargo","ND","(M)","Bars/Clubs",1978,"",-96.787487,46.878049,"Verified Location",NA,NA,NA,"1978-ND-0042"
