ID,title,description,streetaddress,city,state,amenityfeatures,type,Year,unclearaddress,notes,dateadded,lastmodified,full.address,lon,lat,geoAddress,status
OR202,Majestic Hotel & baths ,,303 S.W. 12th Ave. ,Portland,OR,(*),"Baths,Hotels",1975,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"303 S.W. 12th Ave. , Portland, OR",-122.6834058,45.5228026,"the annex, 303 sw 12th ave, portland, or 97205, usa",Geocoded
OR203,Olympic Sauna Baths ,,359 S.W. Morrison ,Portland,OR,,Baths,1975,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"359 S.W. Morrison , Portland, OR",-122.6761677,45.5186254,"359 sw morrison st, portland, or 97204, usa",Geocoded
OR204,Other Inn,,242 S.W. Alder ,Portland,OR,"(W),(RT),(*)",Bars/Clubs,1975,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"242 S.W. Alder , Portland, OR",-122.6747764,45.5184386,"242 sw alder st, portland, or 97204, usa",Geocoded
OR205,Pink Cat Adult Books,,523 S.W. 3rd Ave.,Portland,OR,,Book Store,1975,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"523 S.W. 3rd Ave., Portland, OR",-122.6752926,45.5191711,"523 sw 3rd ave, portland, or 97204, usa",Geocoded
OR206,Portland Rose Motel ,(Salem Fwy. - Barbur Exit),8920 S.W. Barbur ,Portland,OR,(H),Hotels,1975,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"8920 S.W. Barbur , Portland, OR",-122.7065137,45.4600022,"8920 s barbur blvd, portland, or 97219, usa",Geocoded
OR207,Scorpio's Adult Bookstore ,,209 S.W. Taylor ,Portland,OR,,Book Store,1975,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"209 S.W. Taylor , Portland, OR",-122.6754214,45.5168655,"209 sw taylor st, portland, or 97204, usa",Geocoded
OR208,Tash's ,,316 W. Burnside ,Portland,OR,(G),Bars/Clubs,1975,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"316 W. Burnside , Portland, OR",-122.6737131,45.5228731,"314-316 w burnside st, portland, or 97209, usa",Geocoded
OR209,The Tavern ,(Half Moon),122 S.W. Yamhill,Portland,OR,(*),Bars/Clubs,1975,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"122 S.W. Yamhill, Portland, OR",-122.6742903,45.5171234,"122 sw yamhill st, portland, or 97204, usa",Geocoded
OR210,Tiki Tavern ,,1728 S.E. 7th Ave. ,Portland,OR,,Bars/Clubs,1975,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"1728 S.E. 7th Ave. , Portland, OR",-122.6584666,45.5103541,"1728 se 7th ave, portland, or 97214, usa",Geocoded
OR211,Tom Kat Theatre ,,425 N.W. Glisan ,Portland,OR,,Theatre,1975,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"425 N.W. Glisan , Portland, OR",-122.6751099,45.5266524,"425 nw glisan st, portland, or 97209, usa",Geocoded
OR212,Workout Baths ,,531 S.W. 12th Ave. ,Portland,OR,"(YC),(*)",Baths,1975,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"531 S.W. 12th Ave. , Portland, OR",-122.6839493,45.5214476,"531 sw 12th ave, portland, or 97205, usa",Geocoded
OR213,Zorba the Greek ,(Some G),626 S.W. Park ,Portland,OR,"(D),(G)",Bars/Clubs,1975,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"626 S.W. Park , Portland, OR",-122.6801655,45.5197524,"626 sw park ave, portland, or 97205, usa",Geocoded
OR214,Blue Mouse Theatre,,,Portland,OR,Cruisy Area,"Cruising Areas,Theatre",1975,checked,,4/10/2020 2:35pm,7/20/2020 9:46am,", OR",-122.681854,45.52109,unclear_coded_by_hand,Found
OR215,Rooster Rock St. Park,(East end) about 30 miles east of Portland,,Portland,OR,Cruisy Area,Cruising Areas,1975,checked,,4/10/2020 2:35pm,7/20/2020 9:47am,", OR",-122.236468,45.546833,unclear_coded_by_hand,Found
OR216,Washington Park,near Lewis & Clark Monument,,Portland,OR,Cruisy Area,Cruising Areas,1975,checked,,4/10/2020 2:35pm,7/20/2020 9:47am,", OR",-122.701431,45.521311,unclear_coded_by_hand,Found
OR217,Yamhill ('Camp Street'),,betw. 4th & 6th,Portland,OR,Cruisy Area,Cruising Areas,1975,checked,,4/10/2020 2:35pm,7/20/2020 9:47am,"betw. 4th & 6th, OR",-122.676306,45.517558,unclear_coded_by_hand,Found
OR218,Bus Depot,,,Salem,OR,Cruisy Area,Cruising Areas,1975,checked,,4/10/2020 2:35pm,7/20/2020 9:46am,", OR",-123.028211,44.932419,unclear_coded_by_hand,Found
OR219,Climax Book Store ,,60 W. 13th St. ,Eugene,OR,,Book Store,1976,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"60 W. 13th St. , Eugene, OR",-123.0936841,44.0452829,"60 w 13th ave, eugene, or 97401, usa",Geocoded
OR220,Riviera Room ,(Many G),39 W. 10th St. ,Eugene,OR,"(*),(G)",Bars/Clubs,1976,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"39 W. 10th St. , Eugene, OR",-123.0933462,44.0488139,"39 w 10th ave, eugene, or 97401, usa",Geocoded
OR221,Skinner Butte Park,,,Eugene,OR,Cruisy Area,Cruising Areas,1976,checked,,4/10/2020 2:35pm,7/20/2020 9:47am,", OR",-123.096405,44.06094,unclear_coded_by_hand,Found
OR222,U. of Oregon,Library (1st Floor),,Eugene,OR,Cruisy Area,Cruising Areas,1976,checked,,4/10/2020 2:35pm,7/20/2020 9:47am,", OR",-123.077729,44.04319,unclear_coded_by_hand,Found
OR223,11 Mi. S. at Valley of the Rogue,rest area & campground,,Grants Pass,OR,Cruisy Area,Cruising Areas,1976,checked,,4/10/2020 2:35pm,7/20/2020 9:46am,", OR",-123.328392,42.439007,unclear_coded_by_hand,General Coordinates Used
OR224,Medford Hotel Bar ,,406 W. Main ,Medford,OR,(M),"Bars/Clubs,Hotels",1976,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"406 W. Main , Medford, OR",-122.8772086,42.324265,"406 w main st, medford, or 97501, usa",Geocoded
OR225,A Woman's Place ,(Book store),706 S.E. Grand ,Portland,OR,(G),Book Store,1976,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"706 S.E. Grand , Portland, OR",-122.6605585,45.5177852,"706 se grand ave, portland, or 97214, usa",Geocoded
OR226,Benson Hotel Bar ,(Cocktail hour only) ,309 S.W. Broadway ,Portland,OR,"(M),(PE)","Bars/Clubs,Hotels",1976,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"309 S.W. Broadway , Portland, OR",-122.6788083,45.5217905,"309 sw broadway, portland, or 97205, usa",Geocoded
OR227,Chocolate Moose,,2nd & Ankeny,Portland,OR,"(M),(PE),(R)",Restaurant,1976,checked,,4/10/2020 2:35pm,4/10/2020 4:03pm,"2nd & Ankeny, OR",-122.672248,45.522536,unclear_coded_by_hand,Found
OR228,Dahl & Penne,"(Some G)( you name it, they have it)",Alder & 2nd Ave. S.W.,Portland,OR,"(D),(S),(*),(G),(OC),(RT),(W)",Bars/Clubs,1976,checked,,4/10/2020 2:35pm,4/10/2020 4:04pm,"Alder & 2nd Ave. S.W., OR",-122.674179,45.518676,unclear_coded_by_hand,Found
OR229,Darcelle XV Tavern ,(Some G),208 N.W. 3rd ,Portland,OR,"(S),(G),(*)",Bars/Clubs,1976,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"208 N.W. 3rd , Portland, OR",-122.6729315,45.5247845,"208 nw 3rd ave, portland, or 97209, usa",Geocoded
OR230,Dinty Moores,,924 S.W. 3rd Ave. ,Portland,OR,"(M),(RT)",Bars/Clubs,1976,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"924 S.W. 3rd Ave. , Portland, OR",-122.6760635,45.5163658,"924 sw 3rd ave, portland, or 97204, usa",Geocoded
OR231,Embers Lounge ,(Liquor)(Some S),739 S.W. Park ,Portland,OR,"(*),(D),(R),(S),(YC)",Restaurant,1976,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"739 S.W. Park , Portland, OR",-122.680991,45.5194686,"739 sw park ave, portland, or 97205, usa",Geocoded
OR232,Eros Theatre ,,314 S.W. Taylor ,Portland,OR,,Theatre,1976,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"314 S.W. Taylor , Portland, OR",-122.6767274,45.5168905,"314 sw taylor st, portland, or 97204, usa",Geocoded
OR233,Family Zoo ,,820 S.W. Oak ,Portland,OR,"(HIP),(YC),(*)",Bars/Clubs,1976,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"820 S.W. Oak , Portland, OR",-122.6797505,45.5224094,"820 sw oak st, portland, or 97205, usa",Geocoded
OR234,Focal Point Tavern ,,728 S.W. 9th Ave. ,Portland,OR,"(YC),(*)",Bars/Clubs,1976,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"728 S.W. 9th Ave. , Portland, OR",-122.6810407,45.5193448,"728 sw 9th ave, portland, or 97205, usa",Geocoded
OR235,Hardtime Adult Book Store ,,926 S.W. 3rd Ave. ,Portland,OR,,Book Store,1976,NA,NA,4/10/2020 2:35pm,7/27/2020 1:14pm,"926 S.W. 3rd Ave. , Portland, OR",-122.6760788,45.5163379,"926 sw 3rd ave, portland, or 97204, usa",Geocoded
OR236,Magic Garden ,(liquor),217 N.W. 4th Ave. ,Portland,OR,"(*),(G),(R),(D)",Bars/Clubs,1976,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"217 N.W. 4th Ave. , Portland, OR",-122.6746889,45.5248301,"217 nw 4th ave, portland, or 97209, usa",Geocoded
OR237,Majestic Hotel & Baths ,,303 S.W. 12th St. ,Portland,OR,(*),"Baths,Hotels",1976,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"303 S.W. 12th St. , Portland, OR",-122.6834058,45.5228026,"the annex, 303 sw 12th ave, portland, or 97205, usa",Geocoded
OR238,Olympic Sauna Baths ,,359 S.W. Morrison ,Portland,OR,,Baths,1976,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"359 S.W. Morrison , Portland, OR",-122.6761677,45.5186254,"359 sw morrison st, portland, or 97204, usa",Geocoded
OR239,Other Inn,,242 S.W. Alder ,Portland,OR,"(*),(OC),(W),(RT)",Bars/Clubs,1976,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"242 S.W. Alder , Portland, OR",-122.6747764,45.5184386,"242 sw alder st, portland, or 97204, usa",Geocoded
OR240,Peek-A-Rama Book Store,,834 S.W. 3rd Ave. ,Portland,OR,,Book Store,1976,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"834 S.W. 3rd Ave. , Portland, OR",-122.6756614,45.5172974,"834 sw 3rd ave, portland, or 97204, usa",Geocoded
OR241,Pink Cat Adult Books ,,523 S.W. 3rd Ave. ,Portland,OR,,Book Store,1976,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"523 S.W. 3rd Ave. , Portland, OR",-122.6752926,45.5191711,"523 sw 3rd ave, portland, or 97204, usa",Geocoded
OR242,Portland Youth Alliance ,,615 S.E. Alder ,Portland,OR,"(YC),(D),(C)",Bars/Clubs,1976,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"615 S.E. Alder , Portland, OR",-122.6593335,45.518191,"615 se alder st, portland, or 97214, usa",Geocoded
OR243,Scorpio's Adult Books,,209 S.W. Taylor,Portland,OR,,Book Store,1976,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"209 S.W. Taylor, Portland, OR",-122.6754214,45.5168655,"209 sw taylor st, portland, or 97204, usa",Geocoded
OR244,The Tavern ,(Half Moon),122 S.W. Yamhill,Portland,OR,(*),Bars/Clubs,1976,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"122 S.W. Yamhill, Portland, OR",-122.6742903,45.5171234,"122 sw yamhill st, portland, or 97204, usa",Geocoded
OR245,Tiki Tavern ,,1728 S.E. 7th Ave. ,Portland,OR,(OC),Bars/Clubs,1976,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"1728 S.E. 7th Ave. , Portland, OR",-122.6584666,45.5103541,"1728 se 7th ave, portland, or 97214, usa",Geocoded
OR246,Tom Kat Theatre ,,425 N.W. Glisan ,Portland,OR,,Theatre,1976,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"425 N.W. Glisan , Portland, OR",-122.6751099,45.5266524,"425 nw glisan st, portland, or 97209, usa",Geocoded
OR247,Water Closet Lounge ,(Liquor)(some G),426 S.W. 4th Ave. ,Portland,OR,"(YC),(G),(D),(*)",Bars/Clubs,1976,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"426 S.W. 4th Ave. , Portland, OR",-122.6754152,45.520073,"426 sw 4th ave, portland, or 97204, usa",Geocoded
OR248,Workout Baths ,,531 S.W. 12th Ave. ,Portland,OR,"(*),(YC)",Baths,1976,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"531 S.W. 12th Ave. , Portland, OR",-122.6839493,45.5214476,"531 sw 12th ave, portland, or 97205, usa",Geocoded
OR249,Zorba the Greek ,(Some G),626 S.W. Park ,Portland,OR,"(D),(G)",Bars/Clubs,1976,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"626 S.W. Park , Portland, OR",-122.6801655,45.5197524,"626 sw park ave, portland, or 97205, usa",Geocoded
OR250,Blue Mouse Theatre,,,Portland,OR,Cruisy Area,"Cruising Areas,Theatre",1976,checked,,4/14/2020 4:43pm,7/20/2020 9:46am,", OR",-122.681854,45.52109,unclear_coded_by_hand,Found
OR251,Rooster Rock St. Pk.,(East end) 30 mi. east of Portland,,Portland,OR,Cruisy Area,Cruising Areas,1976,checked,,4/14/2020 4:43pm,7/20/2020 9:47am,", OR",-122.236468,45.546833,unclear_coded_by_hand,Found
OR252,Washington Park,nr. Lewis & Clark Mon.,,Portland,OR,Cruisy Area,Cruising Areas,1976,checked,,4/14/2020 4:43pm,7/20/2020 9:47am,", OR",-122.701431,45.521311,unclear_coded_by_hand,Found
OR253,Yamhill ('Camp Street'),,betw. 4th & 6th,Portland,OR,Cruisy Area,Cruising Areas,1976,checked,,4/14/2020 4:43pm,7/20/2020 9:47am,"betw. 4th & 6th, OR",-122.676306,45.517558,unclear_coded_by_hand,Found
OR254,Bus Depot,,,Salem,OR,Cruisy Area,Cruising Areas,1976,checked,,4/14/2020 4:43pm,7/20/2020 9:46am,", OR",-123.028211,44.932419,unclear_coded_by_hand,Found
OR255,Climax Book Store ,,60 W. 13th Street ,Eugene,OR,,Book Store,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"60 W. 13th Street , Eugene, OR",-123.0936841,44.0452829,"60 w 13th ave, eugene, or 97401, usa",Geocoded
OR256,Riviera Room ,(Many G),39 W. Street,Eugene,OR,"(*),(G)",Bars/Clubs,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"39 W. Street, Eugene, OR",-123.092949,44.0500992,"39 w broadway, eugene, or 97401, usa",Geocoded
OR257,Skinner Butte Park,,,Eugene,OR,Cruisy Area,Cruising Areas,1977,checked,,4/14/2020 4:43pm,7/20/2020 9:47am,", OR",-123.096405,44.06094,unclear_coded_by_hand,Found
OR258,Univ. of Oregon- Library,1st floor,,Eugene,OR,Cruisy Area,Cruising Areas,1977,checked,,4/14/2020 4:43pm,7/20/2020 9:47am,", OR",-123.077729,44.04319,unclear_coded_by_hand,Found
OR259,Medford Hotel Bar ,,406 W. Main ,Medford,OR,(M),"Bars/Clubs,Hotels",1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"406 W. Main , Medford, OR",-122.8772086,42.324265,"406 w main st, medford, or 97501, usa",Geocoded
OR260,Small Park adj. to Fairgrounds,,,Medford,OR,Cruisy Area,Cruising Areas,1977,checked,approximate location,4/14/2020 4:43pm,7/20/2020 9:47am,", OR",-122.913639,42.387315,unclear_coded_by_hand,General Coordinates Used
OR261,Benson Hotel Bar,(Cocktail hour only),,Portland,OR,"(M),(PE)","Bars/Clubs,Hotels",1977,checked,,4/14/2020 4:43pm,7/20/2020 9:40am,", OR",-122.678811,45.521694,unclear_coded_by_hand,Found
OR262,Chocolate Moose ,,211 S.W. Ankeny ,Portland,OR,"(M),(R)",Restaurant,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"211 S.W. Ankeny , Portland, OR",-122.6725658,45.5226276,"211 sw ankeny st, portland, or 97204, usa",Geocoded
OR263,Dahl & Penne ,"(Liquor)(Some W, SM, G, OC- you nam eit, they have it)",604 S.W. 2nd at Alder ,Portland,OR,"(D),(*),(S),(WE),(W),(SM),(G),(OC)",Bars/Clubs,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"604 S.W. 2nd at Alder , Portland, OR",-122.674179,45.518676,unclear_coded_by_hand,Found
OR264,Darcelle XV Tavern ,(Some G) ,208 N.W. 3rd ,Portland,OR,"(G),(S),(WE),(*)",Bars/Clubs,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"208 N.W. 3rd , Portland, OR",-122.6729315,45.5247845,"208 nw 3rd ave, portland, or 97209, usa",Geocoded
OR265,Denny's ,,4th & Lincoln ,Portland,OR,"(M),(R),(C),(AH)",Restaurant,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"4th & Lincoln , Portland, OR",-122.681948,45.508118,unclear_coded_by_hand,Found
OR266,Eastwood Community Church ,,1950 S.E. Lincoln Street,Portland,OR,,Church,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"1950 S.E. Lincoln Street, Portland, OR",-122.4975157,45.5084735,"1950 se lincoln st, portland, or 97233, usa",Geocoded
OR267,Embers Lounge ,(Liquor),739 S.W. Park ,Portland,OR,"(E),(R),(C),(AH),(*)",Restaurant,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"739 S.W. Park , Portland, OR",-122.680991,45.5194686,"739 sw park ave, portland, or 97205, usa",Geocoded
OR268,Family Zoo ,,820 S.W. Oak ,Portland,OR,"(HIP),(W),(YC),(*)",Bars/Clubs,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"820 S.W. Oak , Portland, OR",-122.6797505,45.5224094,"820 sw oak st, portland, or 97205, usa",Geocoded
OR269,Focal Point Tavern ,,728 S.W. 9th Avenue ,Portland,OR,"(YC),(PT),(C),(AH),(WE),(*)",Bars/Clubs,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"728 S.W. 9th Avenue , Portland, OR",-122.6810407,45.5193448,"728 sw 9th ave, portland, or 97205, usa",Geocoded
OR270,Hamburger Mary's ,,840 S.W. Park Street ,Portland,OR,"(M),(R),(C),(YC)",Restaurant,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"840 S.W. Park Street , Portland, OR",-122.6807316,45.5187649,"840 sw park ave, portland, or 97205, usa",Geocoded
OR271,Hardtimes Adult Books,,926 S.W. 3rd Avenue ,Portland,OR,,Book Store,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"926 S.W. 3rd Avenue , Portland, OR",-122.6760788,45.5163379,"926 sw 3rd ave, portland, or 97204, usa",Geocoded
OR272,Magic Garden ,(Liquor),217 N.W. 4th Avenue ,Portland,OR,"(G),(R),(D)",Restaurant,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"217 N.W. 4th Avenue , Portland, OR",-122.6746889,45.5248301,"217 nw 4th ave, portland, or 97209, usa",Geocoded
OR273,Majestic Hotel & Club Baths ,,303 S.W. 12th Avenue ,Portland,OR,(*),"Baths,Hotels",1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"303 S.W. 12th Avenue , Portland, OR",-122.6834058,45.5228026,"the annex, 303 sw 12th ave, portland, or 97205, usa",Geocoded
OR274,Old St. George Hotel ,,118 W. Burnside St. ,Portland,OR,(H),Hotels,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"118 W. Burnside St. , Portland, OR",-122.6719468,45.5229238,"118 w burnside st, portland, or 97209, usa",Geocoded
OR275,Olympic Sauna Baths ,(Looks more promising) ,359 S.W. Morrison ,Portland,OR,,Baths,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"359 S.W. Morrison , Portland, OR",-122.6761677,45.5186254,"359 sw morrison st, portland, or 97204, usa",Geocoded
OR276,Other Inn ,,242 S.W. Alder ,Portland,OR,"(OC),(W),(SM),(PT)",Bars/Clubs,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"242 S.W. Alder , Portland, OR",-122.6747764,45.5184386,"242 sw alder st, portland, or 97204, usa",Geocoded
OR277,Peek-A-Rama Book Store ,,834 S.W. 3rd ,Portland,OR,(M),Book Store,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"834 S.W. 3rd , Portland, OR",-122.6756614,45.5172974,"834 sw 3rd ave, portland, or 97204, usa",Geocoded
OR278,Pink Cat Adult Books ,,523 S.W. 3rd ,Portland,OR,(M),Book Store,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"523 S.W. 3rd , Portland, OR",-122.6752926,45.5191711,"523 sw 3rd ave, portland, or 97204, usa",Geocoded
OR279,Rafters ,(Portland's new 'super bar' & light show- enter thru 'The Embers' then upstairs)(Disco),Park & Yamhill,Portland,OR,"(YC),(D),(*)",Bars/Clubs,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"Park & Yamhill, Portland, OR",-122.680947,45.518922,unclear_coded_by_hand,Found
OR280,San Fransisco Book Store ,,725 S.W. 3rd Ave. ,Portland,OR,,Book Store,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"725 S.W. 3rd Ave. , Portland, OR",-122.6756749,45.5179858,"725 sw 3rd ave, portland, or 97204, usa",Geocoded
OR281,Scorpio Adult Books ,,209 S.W. Taylor ,Portland,OR,,Book Store,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"209 S.W. Taylor , Portland, OR",-122.6754214,45.5168655,"209 sw taylor st, portland, or 97204, usa",Geocoded
OR282,Sin City Adult Books ,,838 S.W. 3rd Ave ,Portland,OR,,Book Store,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"838 S.W. 3rd Ave , Portland, OR",-122.6758199,45.517044,"1000-838 sw 3rd ave, portland, or 97204, usa",Geocoded
OR283,Tavern ,(Half moon),122 S.W. Yamhill ,Portland,OR,"(*),(W)",Bars/Clubs,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"122 S.W. Yamhill , Portland, OR",-122.6742903,45.5171234,"122 sw yamhill st, portland, or 97204, usa",Geocoded
OR284,Tom Kat Theatre ,,425 N.W. Glissan ,Portland,OR,,Theatre,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"425 N.W. Glissan , Portland, OR",-122.6751099,45.5266524,"425 nw glisan st, portland, or 97209, usa",Geocoded
OR285,Valentino's ,,555 S.W. Oak ,Portland,OR,"(M),(R),(C),(AH)",Restaurant,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"555 S.W. Oak , Portland, OR",-122.6760872,45.5221915,"555 sw oak st, portland, or 97204, usa",Geocoded
OR286,Victoria's Nephew,(Open days only- 11 a.m. to 4 p.m.),212 S.W. Stark Street ,Portland,OR,"(M),(R)",Restaurant,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"212 S.W. Stark Street , Portland, OR",-122.6738639,45.5199641,"212 sw harvey milk st, portland, or 97204, usa",Geocoded
OR287,W.C.'s Water Closet Lounge,(Unisex)(Liquor)(upstairs),426 S.W. 4th Avenue ,Portland,OR,"(*),(YC),(D)",Bars/Clubs,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"426 S.W. 4th Avenue , Portland, OR",-122.6754152,45.520073,"426 sw 4th ave, portland, or 97204, usa",Geocoded
OR288,Woman's Place ,(Book Store) ,1533 E. Burnside Street,Portland,OR,(G),Book Store,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"1533 E. Burnside Street, Portland, OR",-122.6497654,45.5230748,"1533 e burnside st, portland, or 97214, usa",Geocoded
OR289,Workout Baths ,,531 S.W. 12th Avenue ,Portland,OR,"(YC),(*)",Baths,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"531 S.W. 12th Avenue , Portland, OR",-122.6839493,45.5214476,"531 sw 12th ave, portland, or 97205, usa",Geocoded
OR290,Zorba the Greek ,(Some G),626 S.W. Park ,Portland,OR,"(R),(D),(G)",Restaurant,1977,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"626 S.W. Park , Portland, OR",-122.6801655,45.5197524,"626 sw park ave, portland, or 97205, usa",Geocoded
OR291,Blue Mouse Theatre,,,Portland,OR,Cruisy Area,"Cruising Areas,Theatre",1977,checked,,4/14/2020 4:43pm,7/20/2020 9:46am,", OR",-122.681854,45.52109,unclear_coded_by_hand,Found
OR292,Eros Theatre,,,Portland,OR,Cruisy Area,"Cruising Areas,Theatre",1977,checked,,4/14/2020 4:43pm,7/20/2020 9:46am,", OR",-122.6767274,45.5168905,"314 sw taylor st, portland, or 97204, usa",Geocoded
OR293,Rooster Rock State Park,'B.A.' Beach- east end- 30 mi. E. of Portland,,Portland,OR,Cruisy Area,Cruising Areas,1977,checked,,4/14/2020 4:43pm,7/20/2020 9:47am,", OR",-122.236468,45.546833,unclear_coded_by_hand,Found
OR294,Washington Park,nr. Lewis & Clark Mon.,,Portland,OR,Cruisy Area,Cruising Areas,1977,checked,,4/14/2020 4:43pm,7/20/2020 9:47am,", OR",-122.701431,45.521311,unclear_coded_by_hand,Found
OR295,Yamhill ('Camp Street'),,betw. 3rd & 4th,Portland,OR,Cruisy Area,Cruising Areas,1977,checked,,4/14/2020 4:43pm,7/20/2020 9:47am,"betw. 3rd & 4th, OR",-122.676306,45.517558,unclear_coded_by_hand,Found
OR296,Bus Depot,,,Salem,OR,Cruisy Area,Cruising Areas,1977,checked,,4/14/2020 4:43pm,7/20/2020 9:46am,", OR",-123.028211,44.932419,unclear_coded_by_hand,Found
OR297,Captain's Cabin ,(Cruisy T-Room downstairs) Tioga Hotel (Coos Bay),275 No. Broadway,Coos Bay,OR,"(M),(OC),Cruisy Area","Bars/Clubs,Hotels",1978,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"275 No. Broadway, Coos Bay, OR",-124.2134266,43.3690376,"275 n broadway, coos bay, or 97420, usa",Geocoded
OR298,Deb's Club ,(North Bend),665 Virginia ,Coos Bay,OR,"(M),(D)",Bars/Clubs,1978,NA,NA,4/14/2020 4:43pm,7/27/2020 1:14pm,"665 Virginia , Coos Bay, OR",-124.2236372,43.4064908,"665 virginia ave, north bend, or 97459, usa",Geocoded
OR299,Oregon C.C.,Lake on Campus,,Coos Bay,OR,Cruisy Area,Cruising Areas,1978,checked,,4/14/2020 4:44pm,7/20/2020 9:47am,", OR",-124.254266,43.395175,unclear_coded_by_hand,Found
OR300,Pony Village Shopping Ctr.,Upstairs T-Room,,Coos Bay,OR,Cruisy Area,Cruising Areas,1978,checked,,4/14/2020 4:44pm,7/20/2020 9:47am,", OR",-124.23426,43.404395,unclear_coded_by_hand,Found
OR301,O.S.U.,Home Economics Bldg. 3rd floor T-Room,,Corvallis,OR,Cruisy Area,Cruising Areas,1978,checked,,4/14/2020 4:44pm,7/20/2020 9:47am,", OR",-123.279444,44.563781,unclear_coded_by_hand,Found
