"title","description","streetaddress","city","state","amenityfeatures","type","Year","notes","lon","lat","status","unclear_address","full.address","geoAddress","ID"
"'B.A.' Beach near Salt-Air Beach","","","Salt Lake City","UT","Cruisy Area","Cruising Areas",1973,"coordinates for Salt Air beach",-112.187268,40.747813,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1973-UT-0001"
"'B.A.' Beach nr. Salt Air Beach","","","Salt Lake City","UT","Cruisy Area","Cruising Areas",1975,"coordinates for Salt Air beach",-112.187268,40.747813,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1975-UT-0002"
"'B.A.' Beach nr. Salt Air Beach","","","Salt Lake City","UT","Cruisy Area","Cruising Areas",1978,"coordinates for Salt Air beach",-112.187268,40.747813,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1978-UT-0003"
"'B.A.' Beach nr. Salt Air Beach","","","Salt Lake City","UT","Cruisy Area","Cruising Areas",1980,"coordinates for Salt Air beach",-112.187268,40.747813,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1980-UT-0004"
"'B.A.' Beach nr. Salt Air Beach","","","Salt Lake City","UT","Cruisy Area","Cruising Areas",1979,"coordinates for Salt Air beach",-112.187268,40.747813,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1979-UT-0005"
"'B.A.' Beach nr. Salt Air Beach","","","Salt Lake City","UT","Cruisy Area","Cruising Areas",1977,"coordinates for Salt Air beach",-112.187268,40.747813,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1977-UT-0006"
"'B.A.' Beach nr. Salt-Air Beach","","","Salt Lake City","UT","Cruisy Area","Cruising Areas",1974,"coordinates for Salt Air beach",-112.187268,40.747813,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1974-UT-0007"
"'BA' Beach near Salt Air Beach","","","Salt Lake City","UT","Cruisy Area","Cruising Areas",1976,"coordinates for Salt Air beach",-112.187268,40.747813,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1976-UT-0008"
"'Rest Stop' 8 mi. N. on Hwy. 15","","","Provo","UT","Cruisy Area","Cruising Areas",1979,"Approx coordinates based on description",-111.894952,40.435333,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1979-UT-0009"
"'Rest Stop' 8 mi. N. on Hwy. 15","","","Provo","UT","Cruisy Area","Cruising Areas",1980,"Approx coordinates based on description",-111.894952,40.435333,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1980-UT-0010"
"'Rest Stop' 8 mi. N. on Hwy. 15","","","Provo","UT","Cruisy Area","Cruising Areas",1978,"Approx coordinates based on description",-111.894952,40.435333,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1978-UT-0011"
"""Rest Stop"" - 2 miles north on I-15","","","Provo","UT","Cruisy Area","Cruising Areas",1977,"Approx coordinates based on description",-111.768721,40.349675,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1977-UT-0012"
"Adult Book & Cinema","(Cruisy)","2212 Washington Blvd.","Ogden","UT","","Cruising Areas,Theatre,Book Store",1979,"",-111.9698445,41.2264728,"Google Verified Location",NA,NA,NA,"1979-UT-0013"
"Adult Book & Cinema","(Cruisy)","2212 Washington Blvd.","Ogden","UT","","Bars/Clubs,Cruising Areas",1978,"",-111.9698445,41.2264728,"Google Verified Location",NA,NA,NA,"1978-UT-0014"
"Angel Lounge","","340 S State St","Salt Lake City","UT","(*)","Bars/Clubs",1968,"",-111.8886742,40.7617261,"Google Verified Location",NA,NA,NA,"1968-UT-0015"
"Brewery","","1889 Lincoln Ave","Ogden","UT","(M),(HIP),(YC)","Bars/Clubs",1979,"",-111.976416,41.2336304,"Google Verified Location",NA,NA,NA,"1979-UT-0016"
"Brewery","","1889 Lincoln Ave.","Ogden","UT","(M),(HIP),(YC)","Bars/Clubs",1980,"",-111.976416,41.2336304,"Google Verified Location",NA,NA,NA,"1980-UT-0017"
"Brewery","","1889 Lincoln Ave","Ogden","UT","(M),(HIP),(YC)","Bars/Clubs",1978,"",-111.976416,41.2336304,"Google Verified Location",NA,NA,NA,"1978-UT-0018"
"Club 15","","15 S. 400 West","Salt Lake City","UT","(P),(D),(*)","Bars/Clubs",1975,"",-111.9024346,40.7688444,"Google Verified Location",NA,NA,NA,"1975-UT-0019"
