"title","description","streetaddress","city","state","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","unclear_address","ID"
"Lion of St. Mark's Discobath","(opens 8 pm - above Rialto Theatre)","152 Calle Tanca","San Juan","PR","","Baths",1976,NA,"152 Calle Tanca, San Juan, ",-66.1142629,18.4662027,"152 ca. tanca, san juan, 00901, puerto rico","Google Verified Location",NA,"1976-PR-0100"
"Lion of St. Mark's Discobath","(opens 8 p.m., above Rialto Theatre)","152 Calle Tanca","San Juan","PR","","Baths",1977,NA,"152 Calle Tanca, San Juan, ",-66.1142629,18.4662027,"152 ca. tanca, san juan, 00901, puerto rico","Google Verified Location",NA,"1977-PR-0101"
"Lion of St. Mark Baths","","152 Calle Tanco","San Juan","PR","","Baths",1973,NA,"152 Calle Tanco, San Juan, ",-66.1142629,18.4662027,"152 ca. tanca, san juan, 00901, puerto rico","Google Verified Location",NA,"1973-PR-0102"
"El Doral Guest House","","159 Del Parque","San Juan","PR","(H)","Hotels",1973,NA,"159 Del Parque, San Juan, ",-66.0630857,18.4501686,"159 calle del parque, san juan, 00911, puerto rico","Google Verified Location",NA,"1973-PR-0103"
"El Doral Guest House","","159 Del Parque","Condado","PR","(H)","Hotels",1974,NA,"159 Del Parque, Condado, ",-66.0630857,18.4501686,"159 calle del parque, san juan, 00911, puerto rico","Google Verified Location",NA,"1974-PR-0104"
"El Doral Guest House","","159 Del Parque","Condado","PR","(H)","Hotels",1975,NA,"159 Del Parque, Condado, ",-66.0630857,18.4501686,"159 calle del parque, san juan, 00911, puerto rico","Google Verified Location",NA,"1975-PR-0105"
"Ray's Bar","","161 Calle San Jose","San Juan","PR","(RT)","Bars/Clubs",1974,NA,"161 Calle San Jose, San Juan, ",-66.1170763,18.4654846,"161 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1974-PR-0106"
"Ray's Bar ","","161 Calle San Jose","San Juan","PR","","Bars/Clubs",1975,NA,"161 Calle San Jose, San Juan, ",-66.1170763,18.4654846,"161 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1975-PR-0107"
"Ray's Bar ","(Some B)","161 Calle San Jose","San Juan","PR","(B),(RT)","Bars/Clubs",1976,NA,"161 Calle San Jose, San Juan, ",-66.1170763,18.4654846,"161 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1976-PR-0108"
"Ray's Bar","(Some B) (Disco)","161 Calle San Jose","San Juan","PR","(B),(RT)","Bars/Clubs",1977,NA,"161 Calle San Jose, San Juan, ",-66.1170763,18.4654846,"161 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1977-PR-0109"
"Ray's Bar","(Some B, RT) (Disco)","161 Calle San Jose","San Juan","PR","(B),(RT),(D)","Bars/Clubs",1979,NA,"161 Calle San Jose, San Juan, ",-66.1170763,18.4654846,"161 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1979-PR-0110"
"Ray's Bar","(Some B, RT) (Disco)","161 Calle San Jose","San Juan","PR","(D),(RT),(B)","Bars/Clubs",1980,NA,"161 Calle San Jose, San Juan, ",-66.1170763,18.4654846,"161 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1980-PR-0111"
"Oscar","(Natives) ","1708 Calle San Mateo nr. Ponce de Leon & San Jorge","Santurce","PR","(RT),(*),(D)","Bars/Clubs",1977,NA,"1708 Calle San Mateo nr. Ponce de Leon & San Jorge, Santurce, ",-66.0625024,18.4437961,"1708 calle san mateo, san juan, 00912, puerto rico","Google Verified Location",NA,"1977-PR-0112"
"Oscar","(Natives) ","1708 Calle San Mateo nr. Ponce de Leon & San Jorge ","Santurce","PR","(RT),(D),(*)","Bars/Clubs",1976,NA,"1708 Calle San Mateo nr. Ponce de Leon & San Jorge , Santurce, ",-66.0625024,18.4437961,"1708 calle san mateo, san juan, 00912, puerto rico","Google Verified Location",NA,"1976-PR-0113"
"Stop 204 ","(also P small guest house above)","204 Calle Cristo","San Juan","PR","(P)","Bars/Clubs",1976,NA,"204 Calle Cristo, San Juan, ",-66.1179593,18.4648842,"204 calle del cristo, san juan, 00901, puerto rico","Google Verified Location",NA,"1976-PR-0114"
"Amanda's ","(Bar & patio)","204 Calle Cristo","San Juan","PR","(M),(R)","Restaurant",1977,NA,"204 Calle Cristo, San Juan, ",-66.1179593,18.4648842,"204 calle del cristo, san juan, 00901, puerto rico","Google Verified Location",NA,"1977-PR-0115"
"Stop 204 ","(also P small guest house above)","204 Calle Cristo","San Juan","PR","(P)","Bars/Clubs",1977,NA,"204 Calle Cristo, San Juan, ",-66.1179593,18.4648842,"204 calle del cristo, san juan, 00901, puerto rico","Google Verified Location",NA,"1977-PR-0116"
"Maria's ","(Mexican R) (Bar & Patio)","204 Calle Cristo","San Juan","PR","(M),(R)","Restaurant",1979,NA,"204 Calle Cristo, San Juan, ",-66.1179593,18.4648842,"204 calle del cristo, san juan, 00901, puerto rico","Google Verified Location",NA,"1979-PR-0117"
"Maria's","(Mexican R) (Bar & patio)","204 Calle Cristo","San Juan","PR","(M),(R)","Restaurant",1980,NA,"204 Calle Cristo, San Juan, ",-66.1179593,18.4648842,"204 calle del cristo, san juan, 00901, puerto rico","Google Verified Location",NA,"1980-PR-0118"
"El TIki","","204 Calle Luna","San Juan","PR","(R),(*)","Restaurant",1975,NA,"204 Calle Luna, San Juan, ",-66.1159372,18.4662047,"204 calle de la luna, toa baja, san juan 00949, puerto rico","Google Verified Location",NA,"1975-PR-0119"
"El TIki","","204 Calle Luna ","San Juan","PR","(R),(*)","Restaurant",1976,NA,"204 Calle Luna , San Juan, ",-66.1159372,18.4662047,"204 calle de la luna, toa baja, san juan 00949, puerto rico","Google Verified Location",NA,"1976-PR-0120"
"Lion's Den","(Nude 'flicks' & go go boys)","205 Calle Luna","San Juan","PR","(YC),(D),(*)","Bars/Clubs",1973,NA,"205 Calle Luna, San Juan, ",-66.115856,18.4663664,"205 calle de la luna, san juan, 00901, puerto rico","Google Verified Location",NA,"1973-PR-0121"
"Lion's Den","(nude 'flicks' & go-go boys - wild back room)","205 Calle Luna","San Juan","PR","(D),(S),(*)","Bars/Clubs",1974,NA,"205 Calle Luna, San Juan, ",-66.115856,18.4663664,"205 calle de la luna, san juan, 00901, puerto rico","Google Verified Location",NA,"1974-PR-0122"
"Lion's Den","(Nude flicks & wild back room - go go boys)","205 Calle Luna","San Juan","PR","(S),(YC),(*)","Bars/Clubs",1975,NA,"205 Calle Luna, San Juan, ",-66.115856,18.4663664,"205 calle de la luna, san juan, 00901, puerto rico","Google Verified Location",NA,"1975-PR-0123"
"Lion of St. Mark's Baths","(Above Lion's Den)","205 Calle Luna","San Juan","PR","","Baths",1979,NA,"205 Calle Luna, San Juan, ",-66.115856,18.4663664,"205 calle de la luna, san juan, 00901, puerto rico","Google Verified Location",NA,"1979-PR-0124"
"Lion's Den ","($3. min. - nude go go boys - 'flicks') (adj. Lion's Disco)","205 Calle Luna","San Juan","PR","(YC),(D)","Bars/Clubs",1979,NA,"205 Calle Luna, San Juan, ",-66.115856,18.4663664,"205 calle de la luna, san juan, 00901, puerto rico","Google Verified Location",NA,"1979-PR-0125"
"Lion of St. Mark's Baths","(Above Lion's Den)","205 Calle Luna","San Juan","PR","","Baths",1980,NA,"205 Calle Luna, San Juan, ",-66.115856,18.4663664,"205 calle de la luna, san juan, 00901, puerto rico","Google Verified Location",NA,"1980-PR-0126"
"Lion's Den","($3 min. - nude go go boys - 'Flicks') (adj. Lion's Disco)","205 Calle Luna","San Juan","PR","(YC),(D)","Bars/Clubs",1980,NA,"205 Calle Luna, San Juan, ",-66.115856,18.4663664,"205 calle de la luna, san juan, 00901, puerto rico","Google Verified Location",NA,"1980-PR-0127"
"Lion's Den","($3.00 min. - nude go-go boys - 'flicks' & wild back room)","205 Calle Luna betw. La Cruz & San Cristo","San Juan","PR","","Bars/Clubs",1976,NA,"205 Calle Luna betw. La Cruz & San Cristo, San Juan, ",-66.115856,18.4663664,"205 calle de la luna, san juan, 00901, puerto rico","Google Verified Location",NA,"1976-PR-0128"
"Lion's Den","($3.00 minimum - nude go-go boys - ""flicks"" and ""wild"" back room)","205 Calle Luna betw. La Cruz & San Cristo","San Juan","PR","","Bars/Clubs",1977,NA,"205 Calle Luna betw. La Cruz & San Cristo, San Juan, ",-66.115856,18.4663664,"205 calle de la luna, san juan, 00901, puerto rico","Google Verified Location",NA,"1977-PR-0129"
"Ole del Duende ","","206 Calle Luna","San Juan","PR","(RT)","Bars/Clubs",1973,NA,"206 Calle Luna, San Juan, ",-66.1146957,18.4665243,"206 calle de la luna, toa baja, san juan 00949, puerto rico","Google Verified Location",NA,"1973-PR-0130"
"El Retablo","","206 Calle Luna","San Juan","PR","(RT),(M)","Bars/Clubs",1974,NA,"206 Calle Luna, San Juan, ",-66.1146957,18.4665243,"206 calle de la luna, toa baja, san juan 00949, puerto rico","Google Verified Location",NA,"1974-PR-0131"
"Top of Aquarium ","(Natives) (upstairs)","225 Calle San Justo","Condado","PR","(G),(YC),(D),(*)","Bars/Clubs",1976,NA,"225 Calle San Justo, Condado, ",-66.1152182,18.4651979,"225 calle san justo, san juan, 00901, puerto rico","Google Verified Location",NA,"1976-PR-0132"
"Small World ","","250 Calle San Jose","San Juan","PR","","Bars/Clubs",1970,NA,"250 Calle San Jose, San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1970-PR-0133"
"Small World ","","250 Calle San Jose","San Juan","PR","(M)","Bars/Clubs",1971,NA,"250 Calle San Jose, San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1971-PR-0134"
"Small World ","","250 Calle San Jose","San Juan","PR","(M)","Bars/Clubs",1972,NA,"250 Calle San Jose, San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1972-PR-0135"
"Small World ","(Opens 11 a.m.)","250 Calle San Jose","San Juan","PR","(M)","Bars/Clubs",1973,NA,"250 Calle San Jose, San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1973-PR-0136"
"Small World Bar","(opens 11 am) (adj. deli)","250 Calle San Jose","San Juan","PR","(*)","Bars/Clubs",1974,NA,"250 Calle San Jose, San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1974-PR-0137"
"Small World","(Opens 11 a.m. - best at cocktail hour)","250 Calle San Jose","San Juan","PR","(E)","Bars/Clubs",1979,NA,"250 Calle San Jose, San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1979-PR-0138"
"Small World","(Opens 11 am - best at cocktail hour)","250 Calle San Jose","San Juan","PR","(E)","Bars/Clubs",1980,NA,"250 Calle San Jose, San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1980-PR-0139"
"Small World ","(Opens 11 a.m. - also small deli adj.)","250 Calle San Jose ","San Juan","PR","(*)","Bars/Clubs",1975,NA,"250 Calle San Jose , San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1975-PR-0140"
"Small World ","(opens 11 am - best during cocktail hour)","250 Calle San Jose nr. Fortaleza","San Juan","PR","(E)","Bars/Clubs",1976,NA,"250 Calle San Jose nr. Fortaleza, San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1976-PR-0141"
"Small World","(Opens 11 a.m. - best during cocktail hour)","250 Calle San Jose nr. Fortaleza","San Juan","PR","(E)","Bars/Clubs",1977,NA,"250 Calle San Jose nr. Fortaleza, San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1977-PR-0142"
"Small World ","","250 San Jose","San Juan","PR","","Bars/Clubs",1968,NA,"250 San Jose, San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1968-PR-0143"
"Small World ","","250 San Jose","San Juan","PR","","Bars/Clubs",1969,NA,"250 San Jose, San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Google Verified Location",NA,"1969-PR-0144"
"Abbey","(newst 'in' spot)","251 Calle Cruz","San Juan","PR","(YC),(D),(*)","Bars/Clubs",1973,NA,"251 Calle Cruz, San Juan, ",-66.1160016,18.4647393,"251 calle de la cruz, san juan, 00901, puerto rico","Google Verified Location",NA,"1973-PR-0145"
"Abbey","(Disco)","251 Calle Cruz","San Juan","PR","(D),(YC),(*)","Bars/Clubs",1974,NA,"251 Calle Cruz, San Juan, ",-66.1160016,18.4647393,"251 calle de la cruz, san juan, 00901, puerto rico","Google Verified Location",NA,"1974-PR-0146"
"Abbey ","(Disco) (Still number 1!)","251 Calle Cruz","San Juan","PR","(YC),(D),(*)","Bars/Clubs",1975,NA,"251 Calle Cruz, San Juan, ",-66.1160016,18.4647393,"251 calle de la cruz, san juan, 00901, puerto rico","Google Verified Location",NA,"1975-PR-0147"
"Abbey","(Some G) (Disco) (Upstairs - $3 minimum)","251 Calle Cruz at Calle Fortaleza","San Juan","PR","(YC),(G),(D),(*)","Bars/Clubs",1979,NA,"251 Calle Cruz at Calle Fortaleza, San Juan, ",-66.1160016,18.4647393,"251 calle de la cruz, san juan, 00901, puerto rico","Google Verified Location",NA,"1979-PR-0148"
"Abbey","(Some L) (Disco) (Upstairs $3 minimum)","251 Calle Cruz at Calle Fortaleza","San Juan","PR","(D),(*),(YC),(L)","Bars/Clubs",1980,NA,"251 Calle Cruz at Calle Fortaleza, San Juan, ",-66.1160016,18.4647393,"251 calle de la cruz, san juan, 00901, puerto rico","Google Verified Location",NA,"1980-PR-0149"
"Abbey","(Some G) (Disco) (upstairs - $3.00 min.)","251 Calle Cruz nr. Calle Fortaleza","San Juan","PR","(G),(YC),(D),(*)","Bars/Clubs",1976,NA,"251 Calle Cruz nr. Calle Fortaleza, San Juan, ",-66.1160016,18.4647393,"251 calle de la cruz, san juan, 00901, puerto rico","Google Verified Location",NA,"1976-PR-0150"
"Abbey","(Some G) (Disco) (Upstairs $3.00 minimum) ","251 Calle Cruz nr. Calle Fortaleza","San Juan","PR","(YC),(G),(D),(*)","Bars/Clubs",1977,NA,"251 Calle Cruz nr. Calle Fortaleza, San Juan, ",-66.1160016,18.4647393,"251 calle de la cruz, san juan, 00901, puerto rico","Google Verified Location",NA,"1977-PR-0151"
"Chickie's Next Door","($2.00 cover)","253 Calle San Jose","San Juan","PR","(D),(S)","Bars/Clubs",1973,NA,"253 Calle San Jose, San Juan, ",-66.1168755,18.4642625,"253 calle san josé, san juan, 00925, puerto rico","Google Verified Location",NA,"1973-PR-0152"
"Main St. Bar","(Opens 12 noon)","253 Calle San Jose","San Juan","PR","(S),(*)","Bars/Clubs",1973,NA,"253 Calle San Jose, San Juan, ",-66.1168755,18.4642625,"253 calle san josé, san juan, 00925, puerto rico","Google Verified Location",NA,"1973-PR-0153"
"Cabaret","","253 Calle San Jose","San Juan","PR","(S)","Bars/Clubs",1974,NA,"253 Calle San Jose, San Juan, ",-66.1168755,18.4642625,"253 calle san josé, san juan, 00925, puerto rico","Google Verified Location",NA,"1974-PR-0154"
"Main Street Bar","(opens 12 noon)","253 Calle San Jose","San Juan","PR","(S),(*)","Bars/Clubs",1974,NA,"253 Calle San Jose, San Juan, ",-66.1168755,18.4642625,"253 calle san josé, san juan, 00925, puerto rico","Google Verified Location",NA,"1974-PR-0155"
"Cabaret","","253 Calle San Jose","San Juan","PR","(S)","Bars/Clubs",1975,NA,"253 Calle San Jose, San Juan, ",-66.1168755,18.4642625,"253 calle san josé, san juan, 00925, puerto rico","Google Verified Location",NA,"1975-PR-0156"
"Main St. Bar","(Flicks) (Opens 12 noon)","253 Calle San Jose","San Juan","PR","(*)","Bars/Clubs",1975,NA,"253 Calle San Jose, San Juan, ",-66.1168755,18.4642625,"253 calle san josé, san juan, 00925, puerto rico","Google Verified Location",NA,"1975-PR-0157"
"Cabaret","","253 Calle San Jose","San Juan","PR","(S)","Bars/Clubs",1976,NA,"253 Calle San Jose, San Juan, ",-66.1168755,18.4642625,"253 calle san josé, san juan, 00925, puerto rico","Google Verified Location",NA,"1976-PR-0158"
"Cabaret","","253 Calle San Jose","San Juan","PR","(S)","Bars/Clubs",1977,NA,"253 Calle San Jose, San Juan, ",-66.1168755,18.4642625,"253 calle san josé, san juan, 00925, puerto rico","Google Verified Location",NA,"1977-PR-0159"
"Dick's ","(Disco) ($3.00) (Locally known as 'Dirty Dick's' - should be called 'Big Dicks' if you consider the go-go boys who 'perform' on stage behind the back bar - also flicks & wild back room - upstairs)","254 Calle San Justo betw. Fortaleza & Tetuan","San Juan","PR","(D),(*)","Bars/Clubs",1976,NA,"254 Calle San Justo betw. Fortaleza & Tetuan, San Juan, ",-66.115272,18.464752,"152 calle san justo, san juan, 00901, puerto rico","Google Verified Location",NA,"1976-PR-0160"
"Tommy's","(Disco) (Nude go go boys, 'flicks' & wild back room)","254 Calle San Justo nr. Fortaleza","San Juan","PR","(D),(*)","Bars/Clubs",1979,NA,"254 Calle San Justo nr. Fortaleza, San Juan, ",-66.115272,18.464752,"152 calle san justo, san juan, 00901, puerto rico","Google Verified Location",NA,"1979-PR-0161"
"Ellos","(back room) (disco)","254 San Justo","San Juan","PR","(YC),(D),(*)","Bars/Clubs",1975,NA,"254 San Justo, San Juan, ",-66.115272,18.464752,"152 calle san justo, san juan, 00901, puerto rico","Google Verified Location",NA,"1975-PR-0162"
"Tommy's","(Disco) (Nude go-go boys, 'flicks', and ""wild"" back room)","254 San Justo between Fortaleza & Tetuan","San Juan","PR","(D),(*)","Bars/Clubs",1977,NA,"254 San Justo between Fortaleza & Tetuan, San Juan, ",-66.115272,18.464752,"152 calle san justo, san juan, 00901, puerto rico","Google Verified Location",NA,"1977-PR-0163"
"Downtown ","","255 Calle San Jose","San Juan","PR","","Bars/Clubs",1971,NA,"255 Calle San Jose, San Juan, ",-66.1168532,18.4641832,"255 calle san josé, san juan, 00925, puerto rico","Google Verified Location",NA,"1971-PR-0164"
"Downtown","","255 Calle San Jose","San Juan","PR","","Bars/Clubs",1972,NA,"255 Calle San Jose, San Juan, ",-66.1168532,18.4641832,"255 calle san josé, san juan, 00925, puerto rico","Google Verified Location",NA,"1972-PR-0165"
"Casa Mario Guest House","","255 Calle San Jose","San Juan","PR","(H)","Hotels",1973,NA,"255 Calle San Jose, San Juan, ",-66.1168532,18.4641832,"255 calle san josé, san juan, 00925, puerto rico","Google Verified Location",NA,"1973-PR-0166"
"Downtown Bar","","255 Calle San Jose","San Juan","PR","(R)","Restaurant",1973,NA,"255 Calle San Jose, San Juan, ",-66.1168532,18.4641832,"255 calle san josé, san juan, 00925, puerto rico","Google Verified Location",NA,"1973-PR-0167"
"El Mirador Bar","(top of Casa Mario - open for breakfast)","255 Calle San Jose","San Juan","PR","","Bars/Clubs",1973,NA,"255 Calle San Jose, San Juan, ",-66.1168532,18.4641832,"255 calle san josé, san juan, 00925, puerto rico","Google Verified Location",NA,"1973-PR-0168"
"Casa Mario Guest House","(El Mirador bar and R on top with good view, but no baths and dirty by American standards) ","255 Calle San Jose","San Juan","PR","(R)","Restaurant",1974,NA,"255 Calle San Jose, San Juan, ",-66.1168532,18.4641832,"255 calle san josé, san juan, 00925, puerto rico","Google Verified Location",NA,"1974-PR-0169"
"Downtown Bar","","255 Calle San Jose","San Juan","PR","","Bars/Clubs",1974,NA,"255 Calle San Jose, San Juan, ",-66.1168532,18.4641832,"255 calle san josé, san juan, 00925, puerto rico","Google Verified Location",NA,"1974-PR-0170"
"Top of the Aquarium","","255 Calle San Justo","San Juan","PR","(YC),(D),(G)","Bars/Clubs",1974,NA,"255 Calle San Justo, San Juan, ",-66.1151063,18.4647194,"255 calle san justo, san juan, 00901, puerto rico","Google Verified Location",NA,"1974-PR-0171"
"Top of the Aquarium","(Natives)","255 Calle San Justo","San Juan","PR","(YC),(D),(G)","Bars/Clubs",1975,NA,"255 Calle San Justo, San Juan, ",-66.1151063,18.4647194,"255 calle san justo, san juan, 00901, puerto rico","Google Verified Location",NA,"1975-PR-0172"
"Top of the Aquarium ","(upstairs) (natives)","255 Calle San Justo","San Juan","PR","(G),(YC),(D),(*)","Bars/Clubs",1977,NA,"255 Calle San Justo, San Juan, ",-66.1151063,18.4647194,"255 calle san justo, san juan, 00901, puerto rico","Google Verified Location",NA,"1977-PR-0173"
"Main Street Bar","(E in back room - opens 12 noon)","257 Calle San Jose betw. Tetuan & Fortaleza","San Juan","PR","(OC),(*),(E)","Bars/Clubs",1976,NA,"257 Calle San Jose betw. Tetuan & Fortaleza, San Juan, ",-66.116768,18.464201,"san juan, puerto rico","Google Verified Location",NA,"1976-PR-0174"
"Main Street Bar","E in back room - opens 12 noon)","257 Calle San Jose betw. Tetuan & Fortaleza","San Juan","PR","(OC),(*),(E)","Bars/Clubs",1977,NA,"257 Calle San Jose betw. Tetuan & Fortaleza, San Juan, ",-66.116768,18.464201,"san juan, puerto rico","Google Verified Location",NA,"1977-PR-0175"
"Main Street Bar","(E in back room) (Opens 12 noon)","257 Calle San Jose betw. Tetuan & Fortaleza","San Juan","PR","(E),(*),(OC)","Bars/Clubs",1979,NA,"257 Calle San Jose betw. Tetuan & Fortaleza, San Juan, ",-66.116768,18.464201,"san juan, puerto rico","Google Verified Location",NA,"1979-PR-0176"
"Main Street","(E in back room) (Opens 12 noon)","257 Calle San Jose betw. Tetuan & Fortaleza","San Juan","PR","(E),(*),(OC)","Bars/Clubs",1980,NA,"257 Calle San Jose betw. Tetuan & Fortaleza, San Juan, ",-66.116768,18.464201,"san juan, puerto rico","Google Verified Location",NA,"1980-PR-0177"
"San Francisco Inn","","263 Calle San Francisco","San Juan","PR","(H)","Hotels",1971,NA,"263 Calle San Francisco, San Juan, ",-66.1146751,18.4660618,"263 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1971-PR-0178"
"San Francisco Inn","","263 Calle San Francisco","San Juan","PR","(H),(*)","Hotels",1972,NA,"263 Calle San Francisco, San Juan, ",-66.1146751,18.4660618,"263 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1972-PR-0179"
"San Francisco Inn","","263 Calle San Francisco","San Juan","PR","(H),(*)","Hotels",1973,NA,"263 Calle San Francisco, San Juan, ",-66.1146751,18.4660618,"263 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1973-PR-0180"
"Si Como No","","263 Calle San Francisco","San Juan","PR","(D),(S)","Bars/Clubs",1973,NA,"263 Calle San Francisco, San Juan, ",-66.1146751,18.4660618,"263 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1973-PR-0181"
"San Francisco Inn","(also bar, opening at 5 pm)","263 Calle San Francisco","San Juan","PR","(H),(*)","Hotels",1974,NA,"263 Calle San Francisco, San Juan, ",-66.1146751,18.4660618,"263 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1974-PR-0182"
"San Francisco Inn","(also bar opening at 5 p.m.)","263 Calle San Francisco","San Juan","PR","(H),(*)","Hotels",1975,NA,"263 Calle San Francisco, San Juan, ",-66.1146751,18.4660618,"263 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1975-PR-0183"
"San Francisco Inn","(also bar from 5 pm)","263 Calle San Francisco","San Juan","PR","(H),(R),(*)","Restaurant,Hotels",1976,NA,"263 Calle San Francisco, San Juan, ",-66.1146751,18.4660618,"263 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1976-PR-0184"
"San Francisco Inn","(also bar from 5 p.m.)","263 Calle San Francisco","San Juan","PR","(H),(R),(*)","Hotels,Restaurant",1977,NA,"263 Calle San Francisco, San Juan, ",-66.1146751,18.4660618,"263 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1977-PR-0185"
"San Francisco Inn","(Bar - Some SM)","263 Calle San Francisco","San Juan","PR","(H),(R),(*),(SM)","Restaurant,Hotels",1979,NA,"263 Calle San Francisco, San Juan, ",-66.1146751,18.4660618,"263 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1979-PR-0186"
"San Francisco Inn","(Bar - Some SM)","263 Calle San Francisco","San Juan","PR","(*),(H),(R),(SM)","Restaurant,Hotels",1980,NA,"263 Calle San Francisco, San Juan, ",-66.1146751,18.4660618,"263 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1980-PR-0187"
"Pinball Hall","","264 Calle San Francisco","San Juan","PR","Cruisy Area","Cruising Areas",1973,"","264 Calle San Francisco, ",-66.114497,18.465945,"unclear_coded_by_hand","Verified Location",NA,"1973-PR-0188"
"Pinball Gallery ","","264 Calle San Francisco","San Juan","PR","Cruisy Area","Cruising Areas",1974,NA,"264 Calle San Francisco, San Juan, ",-66.114497,18.465945,"264 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1974-PR-0189"
"Pinball Gallery","","264 Calle San Francisco","San Juan","PR","Cruisy Area","Cruising Areas",1975,NA,"264 Calle San Francisco, San Juan, ",-66.114497,18.465945,"264 c. de san francisco, san juan, 00901, puerto rico","Google Verified Location",NA,"1975-PR-0190"
"Tony's Monkey Business ","(nude 'flicks' & go-go boys)","275 Calle Luna","San Juan","PR","(D),(S)","Bars/Clubs",1974,NA,"275 Calle Luna, San Juan, ",-66.114554,18.4667001,"275 calle de la luna, san juan, 00901, puerto rico","Google Verified Location",NA,"1974-PR-0191"
"Mary's Bar & Deli","","275 Calle Sol","San Juan","PR","","Bars/Clubs",1972,NA,"275 Calle Sol, San Juan, ",-66.1147908,18.4672817,"275 calle sol, san juan, 00901, puerto rico","Google Verified Location",NA,"1972-PR-0192"
"The Jeffrey James","","3 Calle Vendig ","Condado","PR","(P),(H),(*)","Hotels",1975,NA,"3 Calle Vendig , Condado, ",-66.072492,18.4569965,"cll vendig, san juan, 00907, puerto rico","Google Verified Location",NA,"1975-PR-0193"
"The Jeffrey James Guest House","(small P, H - nice guys)","3 Calle Vendig next to Da Vinci Hotel ","Condado","PR","(P),(H),(*)","Hotels",1976,NA,"3 Calle Vendig next to Da Vinci Hotel , Condado, ",-66.072492,18.4569965,"san juan, 00907, puerto rico","Google Verified Location",NA,"1976-PR-0194"
"Club Caleta Guest House","(nr. Condado)","3 Elena St.","Condado","PR","(H),(*)","Hotels",1976,NA,"3 Elena St., Condado, ",-66.0716319,18.4560735,"condado, san juan, puerto rico","Google Verified Location",NA,"1976-PR-0195"
"Club Caleta Guest House","","3 Elena St. near Condado","Condado","PR","(H),(*)","Hotels",1975,NA,"3 Elena St. near Condado, Condado, ",-66.0716319,18.4560735,"3 calle elena, san juan, 00911, puerto rico","Google Verified Location",NA,"1975-PR-0196"
"Club Caleta Guest House","","3 Elena St. nr. Condado","Condado","PR","(H),(*)","Hotels",1974,NA,"3 Elena St. nr. Condado, Condado, ",-66.0716319,18.4560735,"3 calle elena, san juan, 00911, puerto rico","Google Verified Location",NA,"1974-PR-0197"
"Club Caleta Guest House","","3 Elena St. nr. Condado","Condado","PR","(H),(*)","Hotels",1977,NA,"3 Elena St. nr. Condado, Condado, ",-66.0716319,18.4560735,"3 calle elena, san juan, 00911, puerto rico","Google Verified Location",NA,"1977-PR-0198"
"La Gondola Italian Restaurant ","","305 Recinto Sur","San Juan","PR","(M)","Restaurant",1974,NA,"305 Recinto Sur, San Juan, ",-66.1137781,18.46449,"305 calle recinto sur, san juan, 00901, puerto rico","Google Verified Location",NA,"1974-PR-0199"
