ID,title,description,streetaddress,city,state,amenityfeatures,type,Year,unclearaddress,notes,dateadded,lastmodified,full.address,lon,lat,geoAddress,status
NH121,Wyn's Cafe,,Inquire Locally,Manchester,NH,,Bars/Clubs,1968,checked,NA,NA,NA,"Inquire Locally, NH",-71.454789,42.99564,unclear_coded_by_hand,General Coordinates Used
NH122,White Cliffs,,Inquire locally,Laconia,NH,,Bars/Clubs,1974,checked,NA,NA,NA,"Inquire locally, NH",-71.470351,43.527855,unclear_coded_by_hand,General Coordinates Used
NH123,White Cliffs,,Inquire locally,Laconia,NH,,,1973,checked,NA,NA,NA,"Inquire locally, NH",-71.470351,43.527855,unclear_coded_by_hand,General Coordinates Used
NH124,Sagimore,,Inquire locally,Portsmouth,NH,"(*),(P),(D)",Bars/Clubs,1970,checked,NA,NA,NA,"Inquire locally, NH",-70.762553,43.071755,unclear_coded_by_hand,General Coordinates Used
NH125,Sagimore,,Inquire locally,Portsmouth,NH,"(*),(P),(D)",Bars/Clubs,1969,checked,NA,NA,NA,"Inquire locally, NH",-70.762553,43.071755,unclear_coded_by_hand,General Coordinates Used
NH126,Sagimore,,Inquire locally,Portsmouth,NH,"(*),(P),(D)",Bars/Clubs,1968,checked,NA,NA,NA,"Inquire locally, NH",-70.762553,43.071755,unclear_coded_by_hand,General Coordinates Used
NH127,Cafe Muse & Capt. Quig's Bar,,Main St.,North Conway,NH,(M),Bars/Clubs,1980,checked,NA,NA,NA,"Main St., NH",-71.128404,44.053681,unclear_coded_by_hand,General Coordinates Used
NH128,Elbo Room,,Maple St.,Manchester,NH,(D),Bars/Clubs,1975,checked,NA,NA,NA,"Maple St., NH",-71.454789,42.99564,unclear_coded_by_hand,General Coordinates Used
NH129,Elbo Room,,Maple St.,Manchester,NH,(D),Bars/Clubs,1974,checked,NA,NA,NA,"Maple St., NH",-71.454789,42.99564,unclear_coded_by_hand,General Coordinates Used
NH130,Athletic Room,,Merrimack St.,Manchester,NH,"(P),(D),(E)",Bars/Clubs,1976,checked,NA,NA,NA,"Merrimack St., NH",-71.454789,42.99564,unclear_coded_by_hand,General Coordinates Used
NH131,Seaport Club,(Disco - D- WE),"Rte 1 Bypass - E. side, just S. of rotary",Portsmouth,NH,"(P),(YC),(D),(WE),(*)",Bars/Clubs,1979,checked,NA,NA,NA,"Rte 1 Bypass - E. side, just S. of rotary, NH",-70.762553,43.071755,unclear_coded_by_hand,General Coordinates Used
NH132,Seaport Club,(Disco),"Rte. 1 Bypass - E. side, just S. of rotary",Portsmouth,NH,"(P),(YC),(D),(WE),(*)",Bars/Clubs,1980,checked,NA,NA,NA,"Rte. 1 Bypass - E. side, just S. of rotary, NH",-70.762553,43.071755,unclear_coded_by_hand,General Coordinates Used
