ID,title,description,streetaddress,city,amenityfeatures,type,state,Year,unclearaddress,notes,dateadded,lastmodified,full.address,lon,lat,geoAddress,status
WI502,Rooster,,181 S. 2nd St.,Milwaukee,,Bars/Clubs,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"181 S. 2nd St., Milwaukee, ",-87.9128037,43.0299569,"181 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI503,Seaway Inn,,744 N. Jefferson,Milwaukee,"(R),(C)","Restaurant,Hotels",WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"744 N. Jefferson, Milwaukee, ",-87.9050582,43.0399916,"744 n jefferson st, milwaukee, wi 53202, usa",Geocoded
WI504,Ten Hundred ,,1000 E. North St.,Milwaukee,"(PE),(*)",Bars/Clubs,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"1000 E. North St., Milwaukee, ",-87.8990555,43.060336,"1000 e north ave, milwaukee, wi 53212, usa",Geocoded
WI505,Your Place,,813 S. 1st St.,Milwaukee,,Bars/Clubs,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"813 S. 1st St., Milwaukee, ",-87.9115871,43.0228695,"813 s 1st st, milwaukee, wi 53204, usa",Geocoded
WI506,Raulf Hotel Bar,,530 N. Main St.,Oshkosh,(M),"Hotels,Bars/Clubs",WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"530 N. Main St., Oshkosh, ",-88.5373899,44.0204642,"530 n main st, oshkosh, wi 54901, usa",Geocoded
WI507,The Ribs,Inquire locally,,Shawano Lake,,Restaurant,WI,1971,checked,,3/25/2020 3:49pm,3/26/2020 1:37am,", ",-88.522689,44.808269,unclear_coded_by_hand,General Coordinates Used
WI508,Main Nite Club,,N.3rd St.,Superior,,Bars/Clubs,WI,1971,checked,,3/25/2020 3:49pm,3/26/2020 1:36am,"N.3rd St., ",-92.10408,46.720774,unclear_coded_by_hand,General Coordinates Used
WI509,Conway Hotel Bar,,128 N. Oneida,Appleton,(M),"Bars/Clubs,Hotels",WI,1970,NA,,3/25/2020 3:49pm,3/26/2020 1:50am,"128 N. Oneida, Appleton, ",-88.4056847,44.2632354,"128 n oneida st, appleton, wi 54911, usa",Geocoded
WI510,The Columns,Inquire locally,,Appleton,,Bars/Clubs,WI,1970,checked,,3/25/2020 3:49pm,3/26/2020 1:50am,", ",-88.415385,44.261931,unclear_coded_by_hand,General Coordinates Used
WI511,Colony Bar,,15 W. Division,Fond Du Lac,(*),Bars/Clubs,WI,1970,NA,,3/25/2020 3:49pm,3/26/2020 1:50am,"15 W. Division, Fond Du Lac, ",-88.4476943,43.7791061,"15 w division st, fond du lac, wi 54935, usa",Geocoded
WI512,Gail's Bar,,1101 W. Main,Green Bay,(*),Bars/Clubs,WI,1970,NA,,3/25/2020 3:49pm,3/26/2020 1:50am,"1101 W. Main, Green Bay, ",-88.1000732,44.4557808,"1101 w main ave, de pere, wi 54115, usa",Geocoded
WI513,Mayfair,,314 N. Adams,Green Bay,(M),Bars/Clubs,WI,1970,NA,,3/25/2020 3:49pm,3/26/2020 1:50am,"314 N. Adams, Green Bay, ",-88.0129162,44.515855,"314 n adams st, green bay, wi 54301, usa",Geocoded
WI514,Clinique,,110 N. Hamilton,Madison,"(YC),(M)",Bars/Clubs,WI,1970,NA,,3/25/2020 3:49pm,3/26/2020 1:50am,"110 N. Hamilton, Madison, ",-89.3844204,43.0770078,"110 n hamilton st, madison, wi 53703, usa",Geocoded
WI515,Kollege Klub,,714 State St.,Madison,"(YC),(M)",Bars/Clubs,WI,1970,NA,,3/25/2020 3:49pm,3/26/2020 1:50am,"714 State St., Madison, ",-89.3981855,43.0748931,"714 state st, madison, wi 53706, usa",Geocoded
WI516,Three Bells,,763 Univeristy,Madison,(M),Bars/Clubs,WI,1970,NA,,3/25/2020 3:49pm,3/26/2020 1:50am,"763 Univeristy, Madison, ",-89.4124875,43.076592,"madison, wi, usa",Geocoded
WI517,Velvet Swing,,317 W. Gorham,Madison,"(YC),(M),(*)",Bars/Clubs,WI,1970,NA,,3/25/2020 3:49pm,3/26/2020 1:50am,"317 W. Gorham, Madison, ",-89.391954,43.074227,"317 w gorham st, madison, wi 53703, usa",Geocoded
WI518,Alex's,(downstairs by Greyhound bus depot) ,644 N. 7th St.,Milwaukee,(M),Bars/Clubs,WI,1970,NA,,3/25/2020 3:49pm,3/26/2020 1:50am,"644 N. 7th St., Milwaukee, ",-87.9202565,43.0434792,"644 n 7th st, milwaukee, wi 53233, usa",Geocoded
WI519,Antlers Hotel,,616 N. 2nd St.,Milwaukee,"(H),(*)",Hotels,WI,1970,NA,,3/25/2020 3:49pm,3/26/2020 1:53am,"616 N. 2nd St., Milwaukee, ",-87.9130623,43.0381823,"616 n 2nd st, milwaukee, wi 53203, usa",Geocoded
WI520,Belmont Hotel Coffee Shop,,751 N. 4th St.,Milwaukee,(M),"Business,Hotels",WI,1970,NA,,3/25/2020 3:49pm,3/26/2020 1:58am,"751 N. 4th St., Milwaukee, ",-87.9160052,43.0397957,"751 vel r. phillips ave, milwaukee, wi 53203, usa",Geocoded
WI521,Castaway South,,196 S. 2nd St.,Milwaukee,"(D),(YC),(*)",Bars/Clubs,WI,1970,NA,,3/25/2020 3:49pm,3/26/2020 1:50am,"196 S. 2nd St., Milwaukee, ",-87.9122563,43.0295497,"196 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI522,French Quarter,,196 S. 2nd St.,Milwaukee,"(YC),(D),(*)",Bars/Clubs,WI,1970,NA,,3/25/2020 3:49pm,3/26/2020 1:50am,"196 S. 2nd St., Milwaukee, ",-87.9122563,43.0295497,"196 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI523,Grand Prix,(G.P.),144 E. Juneau St.,Milwaukee,"(*),(G),(P)",Bars/Clubs,WI,1970,NA,,3/25/2020 3:49pm,3/26/2020 1:50am,"144 E. Juneau St., Milwaukee, ",-87.9117021,43.0459699,"144 e juneau ave, milwaukee, wi 53202, usa",Geocoded
WI524,Loop Cafe,(after hours),603 N. 5th St.,Milwaukee,"(YC),(C)",Business,WI,1970,NA,,3/25/2020 3:50pm,3/26/2020 1:50am,"603 N. 5th St., Milwaukee, ",-87.9175071,43.0374516,"603 n 5th st, milwaukee, wi 53203, usa",Geocoded
WI525,Mint Bar,(Angelo's),422 W. State St.,Milwaukee,,Bars/Clubs,WI,1970,NA,,3/25/2020 3:50pm,3/26/2020 1:50am,"422 W. State St., Milwaukee, ",-87.9164092,43.0429265,"422 w state st, milwaukee, wi 53203, usa",Geocoded
WI526,Nite Beat,,183 S. 2nd St.,Milwaukee,"(G),(D),(*)",Bars/Clubs,WI,1970,NA,,3/25/2020 3:50pm,3/26/2020 1:50am,"183 S. 2nd St., Milwaukee, ",-87.912992,43.029908,"183 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI527,Prologue,(cocktail hour),2690 S. 9th St.,Milwaukee,"(R),(PE)",Restaurant,WI,1970,NA,,3/25/2020 3:50pm,3/26/2020 1:50am,"2690 S. 9th St., Milwaukee, ",-87.9223148,42.9957044,"2690 s 9th st, milwaukee, wi 53215, usa",Geocoded
WI528,Prologue East,,1962 N. Prospect,Milwaukee,"(R),(PE)",Bars/Clubs,WI,1970,NA,,3/25/2020 3:50pm,3/26/2020 1:50am,"1962 N. Prospect, Milwaukee, ",-87.8876287,43.0556523,"1962 n prospect ave, milwaukee, wi 53202, usa",Geocoded
WI529,Regency East,,1758 N. Water St.,Milwaukee,"(YC),(*)",Bars/Clubs,WI,1970,NA,,3/25/2020 3:50pm,3/26/2020 1:50am,"1758 N. Water St., Milwaukee, ",-87.9028499,43.0538468,"1758 n water st, milwaukee, wi 53202, usa",Geocoded
WI530,Royal Hotel Bar,,435 W. Michigan,Milwaukee,(M),"Bars/Clubs,Hotels",WI,1970,NA,,3/25/2020 3:50pm,3/26/2020 1:50am,"435 W. Michigan, Milwaukee, ",-87.9168771,43.0370079,"435 w michigan st, milwaukee, wi 53203, usa",Geocoded
WI531,Seaway's,,744 N. Jefferson,Milwaukee,(C),Restaurant,WI,1970,NA,,3/25/2020 3:50pm,3/26/2020 1:50am,"744 N. Jefferson, Milwaukee, ",-87.9050582,43.0399916,"744 n jefferson st, milwaukee, wi 53202, usa",Geocoded
WI532,Ten Hundred East,,1000 E. North St.,Milwaukee,(PE),Bars/Clubs,WI,1970,NA,,3/25/2020 3:50pm,3/26/2020 1:50am,"1000 E. North St., Milwaukee, ",-87.8990555,43.060336,"1000 e north ave, milwaukee, wi 53212, usa",Geocoded
WI533,Your Place,,813 S. 1st St.,Milwaukee,(*),Bars/Clubs,WI,1970,NA,,3/25/2020 3:50pm,3/26/2020 1:50am,"813 S. 1st St., Milwaukee, ",-87.9115871,43.0228695,"813 s 1st st, milwaukee, wi 53204, usa",Geocoded
WI534,Raulf Hotel Bar,,530 N. Main St.,Oshkosh,(M),"Hotels,Bars/Clubs",WI,1970,NA,,3/25/2020 3:50pm,3/26/2020 1:50am,"530 N. Main St., Oshkosh, ",-88.5373899,44.0204642,"530 n main st, oshkosh, wi 54901, usa",Geocoded
WI535,The Ribs,Inquire locally,,Shawano Lake,,Restaurant,WI,1970,checked,,3/25/2020 3:50pm,3/26/2020 1:50am,", ",-88.522689,44.808269,unclear_coded_by_hand,General Coordinates Used
WI536,Conway Hotel Bar,,128 N. Oneida,Appleton,(M),"Bars/Clubs,Hotels",WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 1:55am,"128 N. Oneida, Appleton, ",-88.4056847,44.2632354,"128 n oneida st, appleton, wi 54911, usa",Geocoded
WI537,Colony Bar,,15 W. Division,Fond Du Lac,(*),Bars/Clubs,WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"15 W. Division, Fond Du Lac, ",-88.4476943,43.7791061,"15 w division st, fond du lac, wi 54935, usa",Geocoded
WI538,Gail's Bar,,1101 W. Main,Green Bay,(*),Bars/Clubs,WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"1101 W. Main, Green Bay, ",-88.1000732,44.4557808,"1101 w main ave, de pere, wi 54115, usa",Geocoded
WI539,Mayfair,,314 N. Adams,Green Bay,(M),Bars/Clubs,WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"314 N. Adams, Green Bay, ",-88.0129162,44.515855,"314 n adams st, green bay, wi 54301, usa",Geocoded
WI540,Kollege Klub,,714 State St.,Madison,"(YC),(M)",Bars/Clubs,WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"714 State St., Madison, ",-89.3981855,43.0748931,"714 state st, madison, wi 53706, usa",Geocoded
WI541,Three Bells,,763 Univeristy,Madison,(M),Bars/Clubs,WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"763 Univeristy, Madison, ",-89.4124875,43.076592,"madison, wi, usa",Geocoded
WI542,Velvet Swing,,317 W. Gorham,Madison,"(YC),(*)",Bars/Clubs,WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"317 W. Gorham, Madison, ",-89.391954,43.074227,"317 w gorham st, madison, wi 53703, usa",Geocoded
WI543,Antler's Hotel,,616 N. 2nd St.,Milwaukee,(H),Hotels,WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"616 N. 2nd St., Milwaukee, ",-87.9130623,43.0381823,"616 n 2nd st, milwaukee, wi 53203, usa",Geocoded
WI544,Belmont Hotel ,,751 N. 4th St.,Milwaukee,"(M),(C)","Business,Hotels",WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"751 N. 4th St., Milwaukee, ",-87.9160052,43.0397957,"751 vel r. phillips ave, milwaukee, wi 53203, usa",Geocoded
WI545,Castaways,,196 S. 2nd St.,Milwaukee,(G),Bars/Clubs,WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"196 S. 2nd St., Milwaukee, ",-87.9122563,43.0295497,"196 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI546,French Quarter,,196 S. 2nd St.,Milwaukee,,Bars/Clubs,WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"196 S. 2nd St., Milwaukee, ",-87.9122563,43.0295497,"196 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI547,Grand Prix,,144 E. Juneau St.,Milwaukee,(*),Bars/Clubs,WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"144 E. Juneau St., Milwaukee, ",-87.9117021,43.0459699,"144 e juneau ave, milwaukee, wi 53202, usa",Geocoded
WI548,Loop Cafe,,603 N. 5th St.,Milwaukee,"(C),(M)",Business,WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"603 N. 5th St., Milwaukee, ",-87.9175071,43.0374516,"603 n 5th st, milwaukee, wi 53203, usa",Geocoded
WI549,Mint Bar,,422 W. State St.,Milwaukee,,Bars/Clubs,WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"422 W. State St., Milwaukee, ",-87.9164092,43.0429265,"422 w state st, milwaukee, wi 53203, usa",Geocoded
WI550,Paul's,,501 S 5th St,Milwaukee,(*),Bars/Clubs,WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"501 S 5th St, Milwaukee, ",-87.9168357,43.0263245,"501 s 5th st, milwaukee, wi 53204, usa",Geocoded
WI551,Prologue,(cocktail hour),Cleveland at 9th St.,Milwaukee,(R),Restaurant,WI,1969,checked,,3/25/2020 3:50pm,3/26/2020 2:02am,"Cleveland at 9th St., ",-87.922541,42.995559,unclear_coded_by_hand,Found
WI552,Regency East,,1758 N. Water St.,Milwaukee,"(YC),(*)",Bars/Clubs,WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"1758 N. Water St., Milwaukee, ",-87.9028499,43.0538468,"1758 n water st, milwaukee, wi 53202, usa",Geocoded
WI553,Royal Hotel Bar,,435 W. Michigan,Milwaukee,,"Bars/Clubs,Hotels",WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"435 W. Michigan, Milwaukee, ",-87.9168771,43.0370079,"435 w michigan st, milwaukee, wi 53203, usa",Geocoded
WI554,Seaway's,,744 N. Jefferson,Milwaukee,(C),Restaurant,WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"744 N. Jefferson, Milwaukee, ",-87.9050582,43.0399916,"744 n jefferson st, milwaukee, wi 53202, usa",Geocoded
WI555,Ten Hundred East,,1000 E. North St.,Milwaukee,(PE),Bars/Clubs,WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"1000 E. North St., Milwaukee, ",-87.8990555,43.060336,"1000 e north ave, milwaukee, wi 53212, usa",Geocoded
WI556,Your Place,,813 S. 1st St.,Milwaukee,,Bars/Clubs,WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:02am,"813 S. 1st St., Milwaukee, ",-87.9115871,43.0228695,"813 s 1st st, milwaukee, wi 53204, usa",Geocoded
WI557,Raulf Hotel Bar,,530 N. Main St.,Oshkosh,(M),"Hotels,Bars/Clubs",WI,1969,NA,,3/25/2020 3:50pm,3/26/2020 2:01am,"530 N. Main St., Oshkosh, ",-88.5373899,44.0204642,"530 n main st, oshkosh, wi 54901, usa",Geocoded
WI558,Mayfair,,314 N. Adams,Green Bay,(M),Bars/Clubs,WI,1968,NA,,3/25/2020 3:50pm,3/26/2020 2:09am,"314 N. Adams, Green Bay, ",-88.0129162,44.515855,"314 n adams st, green bay, wi 54301, usa",Geocoded
WI559,Kollege Klub,(collegiate),714 State St.,Madison,(M),Bars/Clubs,WI,1968,NA,,3/25/2020 3:50pm,3/26/2020 2:09am,"714 State St., Madison, ",-89.3981855,43.0748931,"714 state st, madison, wi 53706, usa",Geocoded
WI560,Three Bells,,763 Univeristy,Madison,(M),Bars/Clubs,WI,1968,NA,,3/25/2020 3:50pm,3/26/2020 2:09am,"763 Univeristy, Madison, ",-89.4124875,43.076592,"madison, wi, usa",Geocoded
WI561,Antler's Hotel,,616 N. 2nd St.,Milwaukee,(H),Hotels,WI,1968,NA,,3/25/2020 3:50pm,3/26/2020 2:09am,"616 N. 2nd St., Milwaukee, ",-87.9130623,43.0381823,"616 n 2nd st, milwaukee, wi 53203, usa",Geocoded
WI562,Belmont Hotel Coffee Shop,,751 N. 4th St.,Milwaukee,(C),"Business,Hotels",WI,1968,NA,,3/25/2020 3:50pm,3/26/2020 2:09am,"751 N. 4th St., Milwaukee, ",-87.9160052,43.0397957,"751 vel r. phillips ave, milwaukee, wi 53203, usa",Geocoded
WI563,Captain's Cabin,,400 S 2nd,Milwaukee,,Bars/Clubs,WI,1968,NA,,3/25/2020 3:50pm,3/26/2020 2:09am,"400 S 2nd, Milwaukee, ",-87.9121523,43.0269863,"400 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI564,Castaways,,424 W. McKinley,Milwaukee,(G),Bars/Clubs,WI,1968,NA,,3/25/2020 3:50pm,3/26/2020 2:09am,"424 W. McKinley, Milwaukee, ",-87.9524519,43.04723,"w mckinley blvd, milwaukee, wi 53208, usa",Geocoded
WI565,Grand Prix,,144 E. Juneau St.,Milwaukee,(*),Bars/Clubs,WI,1968,NA,,3/25/2020 3:50pm,3/26/2020 2:09am,"144 E. Juneau St., Milwaukee, ",-87.9117021,43.0459699,"144 e juneau ave, milwaukee, wi 53202, usa",Geocoded
WI566,Loop Cafe,,603 N. 5th St.,Milwaukee,(C),Business,WI,1968,NA,,3/25/2020 3:50pm,3/26/2020 2:09am,"603 N. 5th St., Milwaukee, ",-87.9175071,43.0374516,"603 n 5th st, milwaukee, wi 53203, usa",Geocoded
WI567,Mint ,,422 W. State St.,Milwaukee,,Bars/Clubs,WI,1968,NA,,3/25/2020 3:50pm,3/26/2020 2:09am,"422 W. State St., Milwaukee, ",-87.9164092,43.0429265,"422 w state st, milwaukee, wi 53203, usa",Geocoded
WI568,Nite Beat,,196 S 2nd St,Milwaukee,,Bars/Clubs,WI,1968,NA,,3/25/2020 3:50pm,3/26/2020 2:09am,"196 S 2nd St, Milwaukee, ",-87.9122563,43.0295497,"196 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI569,Pirate's Den,,1801 N 12th St,Milwaukee,,Bars/Clubs,WI,1968,NA,,3/25/2020 3:50pm,3/26/2020 2:09am,"1801 N 12th St, Milwaukee, ",-87.927338,43.054146,"1801 n 12th st, milwaukee, wi 53205, usa",Geocoded
WI570,Regency East,,1758 N. Water St.,Milwaukee,(*),Bars/Clubs,WI,1968,NA,,3/25/2020 3:50pm,3/26/2020 2:09am,"1758 N. Water St., Milwaukee, ",-87.9028499,43.0538468,"1758 n water st, milwaukee, wi 53202, usa",Geocoded
WI571,Royal Hotel Bar,,435 W. Michigan,Milwaukee,,"Bars/Clubs,Hotels",WI,1968,NA,,3/25/2020 3:50pm,3/26/2020 2:09am,"435 W. Michigan, Milwaukee, ",-87.9168771,43.0370079,"435 w michigan st, milwaukee, wi 53203, usa",Geocoded
WI572,Your Place,,813 S. 1st St.,Milwaukee,,Bars/Clubs,WI,1968,NA,,3/25/2020 3:50pm,3/26/2020 2:09am,"813 S. 1st St., Milwaukee, ",-87.9115871,43.0228695,"813 s 1st st, milwaukee, wi 53204, usa",Geocoded
WI573,Mayfair,,314 N. Adams,Green Bay,(M),Bars/Clubs,WI,1966,NA,,3/25/2020 3:50pm,3/26/2020 2:10am,"314 N. Adams, Green Bay, ",-88.0129162,44.515855,"314 n adams st, green bay, wi 54301, usa",Geocoded
WI574,Belmont Hotel Bar,,31 N Pickney,Madison,,"Bars/Clubs,Hotels",WI,1966,NA,,3/25/2020 3:50pm,3/26/2020 2:13am,"31 N Pickney, Madison, ",-89.3837047,43.07637,"31 n pinckney st, madison, wi 53703, usa",Geocoded
WI575,Kollege Klub,,714 State St.,Madison,,Bars/Clubs,WI,1966,NA,,3/25/2020 3:50pm,3/26/2020 2:13am,"714 State St., Madison, ",-89.3981855,43.0748931,"714 state st, madison, wi 53706, usa",Geocoded
WI576,Three Bells,,763 Univeristy,Madison,,Bars/Clubs,WI,1966,NA,,3/25/2020 3:50pm,3/26/2020 2:13am,"763 Univeristy, Madison, ",-89.4124875,43.076592,"madison, wi, usa",Geocoded
WI577,Antler's Hotel,,616 N. 2nd St.,Milwaukee,(H),Hotels,WI,1966,NA,,3/25/2020 3:50pm,3/26/2020 2:13am,"616 N. 2nd St., Milwaukee, ",-87.9130623,43.0381823,"616 n 2nd st, milwaukee, wi 53203, usa",Geocoded
WI578,Belmont Hotel Coffee Shop,,751 N. 4th St.,Milwaukee,(C),"Business,Hotels",WI,1966,NA,,3/25/2020 3:50pm,3/26/2020 2:13am,"751 N. 4th St., Milwaukee, ",-87.9160052,43.0397957,"751 vel r. phillips ave, milwaukee, wi 53203, usa",Geocoded
WI579,Captain's Cabin,,400 S 2nd,Milwaukee,,Bars/Clubs,WI,1966,NA,,3/25/2020 3:50pm,3/26/2020 2:13am,"400 S 2nd, Milwaukee, ",-87.9121523,43.0269863,"400 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI580,Castaways,,424 W. McKinley,Milwaukee,(G),Bars/Clubs,WI,1966,NA,,3/25/2020 3:50pm,3/26/2020 2:13am,"424 W. McKinley, Milwaukee, ",-87.9524519,43.04723,"w mckinley blvd, milwaukee, wi 53208, usa",Geocoded
WI581,Grand Prix,,144 E. Juneau St.,Milwaukee,(*),Bars/Clubs,WI,1966,NA,,3/25/2020 3:50pm,3/26/2020 2:13am,"144 E. Juneau St., Milwaukee, ",-87.9117021,43.0459699,"144 e juneau ave, milwaukee, wi 53202, usa",Geocoded
WI582,Loop Cafe,,603 N. 5th St.,Milwaukee,(C),Business,WI,1966,NA,,3/25/2020 3:50pm,3/26/2020 2:13am,"603 N. 5th St., Milwaukee, ",-87.9175071,43.0374516,"603 n 5th st, milwaukee, wi 53203, usa",Geocoded
WI583,Mint ,,422 W. State St.,Milwaukee,,Bars/Clubs,WI,1966,NA,,3/25/2020 3:50pm,3/26/2020 2:13am,"422 W. State St., Milwaukee, ",-87.9164092,43.0429265,"422 w state st, milwaukee, wi 53203, usa",Geocoded
WI584,Nite Beat,,196 S 2nd St,Milwaukee,,Bars/Clubs,WI,1966,NA,,3/25/2020 3:50pm,3/26/2020 2:13am,"196 S 2nd St, Milwaukee, ",-87.9122563,43.0295497,"196 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI585,Pirate's Den,,1801 N 12th St,Milwaukee,,Bars/Clubs,WI,1966,NA,,3/25/2020 3:50pm,3/26/2020 2:13am,"1801 N 12th St, Milwaukee, ",-87.927338,43.054146,"1801 n 12th st, milwaukee, wi 53205, usa",Geocoded
WI586,Regency East,,1758 N. Water St.,Milwaukee,(*),Bars/Clubs,WI,1966,NA,,3/25/2020 3:50pm,3/26/2020 2:13am,"1758 N. Water St., Milwaukee, ",-87.9028499,43.0538468,"1758 n water st, milwaukee, wi 53202, usa",Geocoded
WI587,Royal Hotel Bar,,435 W. Michigan,Milwaukee,,"Bars/Clubs,Hotels",WI,1966,NA,,3/25/2020 3:50pm,3/26/2020 2:13am,"435 W. Michigan, Milwaukee, ",-87.9168771,43.0370079,"435 w michigan st, milwaukee, wi 53203, usa",Geocoded
WI588,Skinny Fox,(moving summer '66),455 N Plankinton,Milwaukee,,Bars/Clubs,WI,1966,NA,,3/25/2020 3:50pm,3/26/2020 2:13am,"455 N Plankinton, Milwaukee, ",-87.9112122,43.0352002,"455 n plankinton ave, milwaukee, wi 53203, usa",Geocoded
WI589,Your Place,,813 S. 1st St.,Milwaukee,,Bars/Clubs,WI,1966,NA,,3/25/2020 3:50pm,3/26/2020 2:15am,"813 S. 1st St., Milwaukee, ",-87.9115871,43.0228695,"813 s 1st st, milwaukee, wi 53204, usa",Geocoded
WI590,Astor Hotel Bar,,211 N Adams,Green Bay,(M),"Bars/Clubs,Hotels",WI,1965,NA,,3/25/2020 3:50pm,3/26/2020 2:30am,"211 N Adams, Green Bay, ",-88.0141113,44.5154102,"211-215 n adams st, green bay, wi 54301, usa",Geocoded
WI591,Mayfair,,314 N. Adams,Green Bay,(M),Bars/Clubs,WI,1965,NA,,3/25/2020 3:50pm,3/26/2020 2:26am,"314 N. Adams, Green Bay, ",-88.0129162,44.515855,"314 n adams st, green bay, wi 54301, usa",Geocoded
WI592,Belmont Hotel Bar,,31 N Pickney,Madison,,"Bars/Clubs,Hotels",WI,1965,NA,,3/25/2020 3:50pm,3/26/2020 2:26am,"31 N Pickney, Madison, ",-89.3837047,43.07637,"31 n pinckney st, madison, wi 53703, usa",Geocoded
WI593,Kollege Klub,,714 State St.,Madison,,Bars/Clubs,WI,1965,NA,,3/25/2020 3:50pm,3/26/2020 2:26am,"714 State St., Madison, ",-89.3981855,43.0748931,"714 state st, madison, wi 53706, usa",Geocoded
WI594,Three Bells,,763 Univeristy,Madison,,Bars/Clubs,WI,1965,NA,,3/25/2020 3:50pm,3/26/2020 2:26am,"763 Univeristy, Madison, ",-89.4124875,43.076592,"madison, wi, usa",Geocoded
WI595,Antler's Hotel,,616 N. 2nd St.,Milwaukee,(H),Hotels,WI,1965,NA,,3/25/2020 3:50pm,3/26/2020 2:26am,"616 N. 2nd St., Milwaukee, ",-87.9130623,43.0381823,"616 n 2nd st, milwaukee, wi 53203, usa",Geocoded
WI596,Bourbon Beat,,400 N Plankinton,Milwaukee,(*),Bars/Clubs,WI,1965,NA,,3/25/2020 3:50pm,3/26/2020 2:26am,"400 N Plankinton, Milwaukee, ",-87.9111867,43.0348031,"400 n plankinton ave, milwaukee, wi 53203, usa",Geocoded
WI597,Castaways,,424 W. McKinley,Milwaukee,(G),Bars/Clubs,WI,1965,NA,,3/25/2020 3:50pm,3/26/2020 2:26am,"424 W. McKinley, Milwaukee, ",-87.9524519,43.04723,"w mckinley blvd, milwaukee, wi 53208, usa",Geocoded
WI598,Fox Bar,(Skinny fox),455 N Plankinton,Milwaukee,(*),Bars/Clubs,WI,1965,NA,,3/25/2020 3:50pm,3/26/2020 2:28am,"455 N Plankinton, Milwaukee, ",-87.9112122,43.0352002,"455 n plankinton ave, milwaukee, wi 53203, usa",Geocoded
WI599,Gay Time,,731 4th St,Milwaukee,(M),Bars/Clubs,WI,1965,NA,,3/25/2020 3:50pm,3/26/2020 2:26am,"731 4th St, Milwaukee, ",-87.9157936,43.0237954,"731 s 4th st, milwaukee, wi 53204, usa",Geocoded
WI600,Grand Prix,,144 E. Juneau St.,Milwaukee,"(S),(M)",Bars/Clubs,WI,1965,NA,,3/25/2020 3:50pm,3/26/2020 2:27am,"144 E. Juneau St., Milwaukee, ",-87.9117021,43.0459699,"144 e juneau ave, milwaukee, wi 53202, usa",Geocoded
WI601,Loop Cafe,,603 N. 5th St.,Milwaukee,(C),Business,WI,1965,NA,,3/25/2020 3:50pm,3/26/2020 2:26am,"603 N. 5th St., Milwaukee, ",-87.9175071,43.0374516,"603 n 5th st, milwaukee, wi 53203, usa",Geocoded
WI602,Mint ,,422 W. State St.,Milwaukee,,Bars/Clubs,WI,1965,NA,,3/25/2020 3:50pm,3/26/2020 2:26am,"422 W. State St., Milwaukee, ",-87.9164092,43.0429265,"422 w state st, milwaukee, wi 53203, usa",Geocoded
WI603,Nite Beat,,196 S 2nd St,Milwaukee,"(D),(G),(*)",Bars/Clubs,WI,1965,NA,,3/25/2020 3:50pm,3/26/2020 2:27am,"196 S 2nd St, Milwaukee, ",-87.9122563,43.0295497,"196 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI604,Pirate's Den,,1801 N 12th St,Milwaukee,,Bars/Clubs,WI,1965,NA,,3/25/2020 3:50pm,3/26/2020 2:26am,"1801 N 12th St, Milwaukee, ",-87.927338,43.054146,"1801 n 12th st, milwaukee, wi 53205, usa",Geocoded
