ID,title,description,streetaddress,city,amenityfeatures,type,state,Year,unclearaddress,notes,dateadded,lastmodified,full.address,lon,lat,geoAddress,status
WI398,This is it,,418 E. Wells St.,Milwaukee,"(*),(D)",Bars/Clubs,WI,1974,NA,,3/25/2020 3:49pm,3/25/2020 10:18pm,"418 E. Wells St., Milwaukee, ",-87.9060209,43.0414743,"418 e wells st, milwaukee, wi 53202, usa",Geocoded
WI399,Wreck Room,,266 E. Erie St.,Milwaukee,"(D),(SM),(*)",Bars/Clubs,WI,1974,NA,,3/25/2020 3:49pm,3/25/2020 10:18pm,"266 E. Erie St., Milwaukee, ",-87.9075636,43.0312555,"266 e erie st, milwaukee, wi 53202, usa",Geocoded
WI400,Bradford Beach & Drive in,,,Milwaukee,Cruisy Area,Cruising Areas,WI,1974,checked,,3/25/2020 3:49pm,3/25/2020 10:18pm,", ",-87.873657,43.061289,unclear_coded_by_hand,Found
WI401,Esterbrook Park,,,Milwaukee,Cruisy Area,Cruising Areas,WI,1974,checked,,3/25/2020 3:49pm,3/25/2020 10:18pm,", ",-87.905667,43.098492,unclear_coded_by_hand,Found
WI402,Juneau park,(HOT!),,Milwaukee,"Cruisy Area,(HOT)",Cruising Areas,WI,1974,checked,,3/25/2020 3:49pm,4/4/2020 2:37pm,", ",-87.897312,43.044551,unclear_coded_by_hand,Found
WI403,Wisconsin Ave.,betw. 10th & 17th,,Milwaukee,Cruisy Area,Cruising Areas,WI,1974,checked,Approximate. Pin for the middle of wisonsin between these two streets.,3/25/2020 3:49pm,3/25/2020 10:18pm,", ",-87.929408,43.038909,unclear_coded_by_hand,Found
WI404,Raulf Hotel Bar,,530 N. Main St.,Oshkosh,(M),"Hotels,Bars/Clubs",WI,1974,NA,,3/25/2020 3:49pm,3/25/2020 10:18pm,"530 N. Main St., Oshkosh, ",-88.5373899,44.0204642,"530 n main st, oshkosh, wi 54901, usa",Geocoded
WI405,Woo Woo,Inquire Locally,,Oshkosh,,Bars/Clubs,WI,1974,checked,,3/25/2020 3:49pm,3/25/2020 10:18pm,", ",-88.542614,44.024706,unclear_coded_by_hand,General Coordinates Used
WI406,Jodee's,(Some G) ,2139 Racine,Racine,"(D),(*),(G)",Bars/Clubs,WI,1974,NA,,3/25/2020 3:49pm,3/25/2020 10:18pm,"2139 Racine, Racine, ",-87.793413,42.703094,"2139 n racine ave, chicago, il 60614, usa",Found
WI407,Larry & Ev's,,22nd & Mead,Racine,,Bars/Clubs,WI,1974,checked,,3/25/2020 3:49pm,3/25/2020 10:18pm,"22nd & Mead, ",-87.792523,42.702832,unclear_coded_by_hand,Found
WI408,Lydia's,,901 S. Memorial Dr.,Racine,,Bars/Clubs,WI,1974,NA,,3/25/2020 3:49pm,3/25/2020 10:18pm,"901 S. Memorial Dr., Racine, ",-87.798715,42.7225071,"901 s memorial dr, racine, wi 53403, usa",Geocoded
WI409,The Ribs,Inquire locally,,Shawano Lake,(M),Restaurant,WI,1974,checked,,3/25/2020 3:49pm,3/25/2020 10:18pm,", ",-88.522689,44.808269,unclear_coded_by_hand,General Coordinates Used
WI410,Darlyne's,,1812 Broadway,Superior,(M),Bars/Clubs,WI,1974,NA,,3/25/2020 3:49pm,3/25/2020 10:18pm,"1812 Broadway, Superior, ",-92.1040796,46.7207737,"superior, wi, usa",Geocoded
WI411,Main Nite Club,,1809 N. 3rd St.,Superior,"(M),(RT)",Bars/Clubs,WI,1974,NA,,3/25/2020 3:49pm,3/25/2020 10:18pm,"1809 N. 3rd St., Superior, ",-92.1042983,46.7354173,"1809 n 3rd st, superior, wi 54880, usa",Geocoded
WI412,Lark,,2nd & Scott,Wausau,,Bars/Clubs,WI,1974,checked,,3/25/2020 3:49pm,3/25/2020 10:18pm,"2nd & Scott, ",-89.629013,44.960695,unclear_coded_by_hand,Found
WI413,Conway Hotel Bar,,128 N. Oneida,Appleton,(M),"Bars/Clubs,Hotels",WI,1973,NA,,3/25/2020 3:49pm,3/25/2020 10:24pm,"128 N. Oneida, Appleton, ",-88.4056847,44.2632354,"128 n oneida st, appleton, wi 54911, usa",Geocoded
WI414,Aphrodesia Lounge,Retlaw Hotel,Main & Division,Fond Du Lac,(M),"Bars/Clubs,Hotels",WI,1973,checked,,3/25/2020 3:49pm,3/26/2020 2:31am,"Main & Division, ",-88.446982,43.778887,unclear_coded_by_hand,Found
WI415,Gail's Bar,,1101 W. Main,Green Bay,(*),Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"1101 W. Main, Green Bay, ",-88.1000732,44.4557808,"1101 w main ave, de pere, wi 54115, usa",Geocoded
WI416,Mayfair,,314 N. Adams,Green Bay,(M),Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"314 N. Adams, Green Bay, ",-88.0129162,44.515855,"314 n adams st, green bay, wi 54301, usa",Geocoded
WI417,Spanish Eyes,,1031 W. Main,Green Bay,,Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"1031 W. Main, Green Bay, ",-88.0132958,44.5133188,"green bay, wi, usa",Geocoded
WI418,Kenosha Steam Baths,,3504 60th St.,Kenosha,,Baths,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"3504 60th St., Kenosha, ",-87.8514073,42.581227,"3504 60th st, kenosha, wi 53144, usa",Geocoded
WI419,Lydia's Tavern,(This popular spot was destroyed by fire. At present it is uncertain whether or not it will re-open),10936 Sheridan Rd.,Kenosha,,Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"10936 Sheridan Rd., Kenosha, ",-87.8236003,42.5149455,"10936 sheridan rd, pleasant prairie, wi 53158, usa",Geocoded
WI420,Kollege Klub,,529 N. Lake,Madison,"(M),(YC)",Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"529 N. Lake, Madison, ",-89.3970644,43.0756224,"529 n lake st, madison, wi 53703, usa",Geocoded
WI421,Pirate Ship, (not till after cocktail hour),116 N. Fairchild,Madison,(*),Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"116 N. Fairchild, Madison, ",-89.3874661,43.0742053,"116 n fairchild st, madison, wi 53703, usa",Geocoded
WI422,Burrow Park,,,Madison,Cruisy Area,Cruising Areas,WI,1973,checked,,3/25/2020 3:49pm,3/26/2020 12:55am,", ",-89.36685,43.10239,unclear_coded_by_hand,Found
WI423,Beer Garden,,3743 W. Vliet,Milwaukee,,Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"3743 W. Vliet, Milwaukee, ",-87.960924,43.048481,"3743 w vliet st, milwaukee, wi 53208, usa",Geocoded
WI424,Castaway South,,196 S. 2nd St.,Milwaukee,(D),Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"196 S. 2nd St., Milwaukee, ",-87.9122563,43.0295497,"196 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI425, Finlandia Health Spa,(closes 10 pm),707 E. Knapp,Milwaukee,(*),Baths,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"707 E. Knapp, Milwaukee, ",-87.9032533,43.0467591,"707 e knapp st, milwaukee, wi 53202, usa",Geocoded
WI426,Jimmy's Hi Fi Lounge,,1187 N. 68th St.,Milwaukee,(M),Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"1187 N. 68th St., Milwaukee, ",-87.9976176,43.0458519,"1187 n 68th st, milwaukee, wi 53213, usa",Found
WI427,Knight Owl,(after hours) (Opens 10 pm-closed Monday),173 S. 2nd St ,Milwaukee,"(R),(C),(*)",Restaurant,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"173 S. 2nd St , Milwaukee, ",-87.912989,43.030158,"173 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI428,Marie's Get Involved Lounge,,1801 N. 12th St.,Milwaukee,(B),Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"1801 N. 12th St., Milwaukee, ",-87.927338,43.054146,"1801 n 12th st, milwaukee, wi 53205, usa",Geocoded
WI429,Metropolitan Community College,,2024 W. Highland Ave,Milwaukee,M.C.C.,Church,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"2024 W. Highland Ave, Milwaukee, ",-87.938643,43.04469,"2024 w highland ave, milwaukee, wi 53233, usa",Geocoded
WI430,Mickey's Cove,,157 S. 1st St.,Milwaukee,"(D),(*)",Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"157 S. 1st St., Milwaukee, ",-87.9113572,43.0297315,"157 s 1st st, milwaukee, wi 53204, usa",Geocoded
WI431,Mint,,422 W. State St.,Milwaukee,(RT),Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"422 W. State St., Milwaukee, ",-87.9164092,43.0429265,"422 w state st, milwaukee, wi 53203, usa",Geocoded
WI432,Nite Beat,(Closed Mondays),183 S. 2nd St.,Milwaukee,"(G),(D),(*)",Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"183 S. 2nd St., Milwaukee, ",-87.912992,43.029908,"183 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI433,River Queen,,402 N. Water St.,Milwaukee,"(YC),(D),(*)",Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"402 N. Water St., Milwaukee, ",-87.9080788,43.0352342,"402 n water st, milwaukee, wi 53202, usa",Geocoded
WI434,Rooster,,181 S. 2nd St.,Milwaukee,(D),Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 1:14am,"181 S. 2nd St., Milwaukee, ",-87.9128037,43.0299569,"181 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI435,Royal Hotel,(also after hours (C) (R) next door),5th & Michigan,Milwaukee,"(H),(M),(C),(R)",Hotels,WI,1973,checked,,3/25/2020 3:49pm,3/26/2020 12:55am,"5th & Michigan, ",-87.917507,43.037422,unclear_coded_by_hand,Found
WI436,Seaway Inn,,744 N. Jefferson,Milwaukee,"(R),(C)","Restaurant,Hotels",WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"744 N. Jefferson, Milwaukee, ",-87.9050582,43.0399916,"744 n jefferson st, milwaukee, wi 53202, usa",Geocoded
WI437,Stud (Club 546),,5th & Michigan,Milwaukee,"(D),(*)",Bars/Clubs,WI,1973,checked,,3/25/2020 3:49pm,3/26/2020 12:55am,"5th & Michigan, ",-87.917507,43.037422,unclear_coded_by_hand,Found
WI438,Ten Hundred ,,1000 E. North St.,Milwaukee,"(D),(YC),(*)",Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"1000 E. North St., Milwaukee, ",-87.8990555,43.060336,"1000 e north ave, milwaukee, wi 53212, usa",Geocoded
WI439,Your Place,,813 S. 1st St.,Milwaukee,"(D),(*)",Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"813 S. 1st St., Milwaukee, ",-87.9115871,43.0228695,"813 s 1st st, milwaukee, wi 53204, usa",Geocoded
WI440,Bradford Beach & Drive in,,,Milwaukee,Cruisy Area,Cruising Areas,WI,1973,checked,,3/25/2020 3:49pm,3/26/2020 12:55am,", ",-87.873657,43.061289,unclear_coded_by_hand,Found
WI441,Juneau park,,,Milwaukee,Cruisy Area,Cruising Areas,WI,1973,checked,,3/25/2020 3:49pm,3/26/2020 12:55am,", ",-87.897312,43.044551,unclear_coded_by_hand,Found
WI442,Wisconsin Ave.,bet. 10th & 17th,,Milwaukee,Cruisy Area,Cruising Areas,WI,1973,checked,Approximate. Pin for the middle of wisonsin between these two streets.,3/25/2020 3:49pm,3/26/2020 12:55am,", ",-87.929408,43.038909,unclear_coded_by_hand,Found
WI443,Raulf Hotel Bar,,530 N. Main St.,Oshkosh,(M),"Hotels,Bars/Clubs",WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"530 N. Main St., Oshkosh, ",-88.5373899,44.0204642,"530 n main st, oshkosh, wi 54901, usa",Geocoded
WI444,Woo Woo,Inquire Locally,,Oshkosh,,Bars/Clubs,WI,1973,checked,,3/25/2020 3:49pm,3/26/2020 12:55am,", ",-88.542614,44.024706,unclear_coded_by_hand,General Coordinates Used
WI445,Jodee's,(Some G) ,2139 Racine,Racine,"(D),(*),(G)",Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"2139 Racine, Racine, ",-87.793413,42.703094,"2139 n racine ave, chicago, il 60614, usa",Found
WI446,The Ribs,Inquire locally,,Shawano Lake,,Restaurant,WI,1973,checked,,3/25/2020 3:49pm,3/26/2020 12:55am,", ",-88.522689,44.808269,unclear_coded_by_hand,General Coordinates Used
WI447,Darlyne's,,1812 Broadway,Superior,(M),Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"1812 Broadway, Superior, ",-92.1040796,46.7207737,"superior, wi, usa",Geocoded
WI448,Main Nite Club,(Bitchy bar maid (?)-May not serve strangers),1809 N. 3rd St.,Superior,"(M),(RT)",Bars/Clubs,WI,1973,NA,,3/25/2020 3:49pm,3/26/2020 12:55am,"1809 N. 3rd St., Superior, ",-92.1042983,46.7354173,"1809 n 3rd st, superior, wi 54880, usa",Geocoded
WI449,Lark,,,Wausau,,Bars/Clubs,WI,1973,checked,,3/25/2020 3:49pm,3/26/2020 12:55am,", ",-89.629013,44.960695,unclear_coded_by_hand,Found
WI450,Conway Hotel Bar,,128 N. Oneida,Appleton,(M),"Bars/Clubs,Hotels",WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:09am,"128 N. Oneida, Appleton, ",-88.4056847,44.2632354,"128 n oneida st, appleton, wi 54911, usa",Geocoded
WI451,Colony Bar,,15 W. Division,Fond Du Lac,(*),Bars/Clubs,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"15 W. Division, Fond Du Lac, ",-88.4476943,43.7791061,"15 w division st, fond du lac, wi 54935, usa",Geocoded
WI452,Gail's Bar,,1101 W. Main,Green Bay,(*),Bars/Clubs,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"1101 W. Main, Green Bay, ",-88.1000732,44.4557808,"1101 w main ave, de pere, wi 54115, usa",Geocoded
WI453,Mayfair,,314 N. Adams,Green Bay,(M),Bars/Clubs,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"314 N. Adams, Green Bay, ",-88.0129162,44.515855,"314 n adams st, green bay, wi 54301, usa",Geocoded
WI454,Kenosha Steam Baths,,3504 60th St.,Kenosha,,Baths,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"3504 60th St., Kenosha, ",-87.8514073,42.581227,"3504 60th st, kenosha, wi 53144, usa",Geocoded
WI455,Lydia's Tavern,,10936 Sheridan Rd.,Kenosha,"(YC),(D),(*)",Bars/Clubs,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"10936 Sheridan Rd., Kenosha, ",-87.8236003,42.5149455,"10936 sheridan rd, pleasant prairie, wi 53158, usa",Geocoded
WI456,Pirate Ship,,116 N. Fairchild,Madison,"(*),(YC)",Bars/Clubs,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"116 N. Fairchild, Madison, ",-89.3874661,43.0742053,"116 n fairchild st, madison, wi 53703, usa",Geocoded
WI457,Six-O-Two Club,,602 University Ave.,Madison,"(M),(RT)",Bars/Clubs,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"602 University Ave., Madison, ",-89.3959202,43.0733802,"602 university ave, madison, wi 53715, usa",Geocoded
WI458,Stop Lite,,302 E. Wilson,Madison,(M),Bars/Clubs,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"302 E. Wilson, Madison, ",-89.3784358,43.0749191,"302 e wilson st, madison, wi 53703, usa",Geocoded
WI459,Antlers Hotel,(top floors),616 N. 2nd St.,Milwaukee,(H),Hotels,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"616 N. 2nd St., Milwaukee, ",-87.9130623,43.0381823,"616 n 2nd st, milwaukee, wi 53203, usa",Geocoded
WI460,Buckskin Inn,"(also (C) (R) next door after hours, Royal Hotel)",435 W. Michigan at 5th,Milwaukee,"(M),(RT)","Hotels,Bars/Clubs",WI,1972,checked,,3/25/2020 3:49pm,4/4/2020 2:40pm,"435 W. Michigan at 5th, ",-87.916877,43.037008,unclear_coded_by_hand,Found
WI461,Castaway South,,196 S. 2nd St.,Milwaukee,"(D),(YC),(*)",Bars/Clubs,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"196 S. 2nd St., Milwaukee, ",-87.9122563,43.0295497,"196 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI462, Finlandia Health Spa,(closes 10 pm),707 E. Knapp,Milwaukee,(*),Baths,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"707 E. Knapp, Milwaukee, ",-87.9032533,43.0467591,"707 e knapp st, milwaukee, wi 53202, usa",Geocoded
WI463,Grand Prix,(On again-off again-but ok on last visit),144 E. Juneau St.,Milwaukee,,Bars/Clubs,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"144 E. Juneau St., Milwaukee, ",-87.9117021,43.0459699,"144 e juneau ave, milwaukee, wi 53202, usa",Geocoded
WI464,Jimmy's Hi Fi Lounge,,1187 N. 68th St.,Milwaukee,,Bars/Clubs,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"1187 N. 68th St., Milwaukee, ",-87.9976176,43.0458519,"1187 n 68th st, milwaukee, wi 53213, usa",Found
WI465,Mint Bar,,422 W. State St.,Milwaukee,,Bars/Clubs,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"422 W. State St., Milwaukee, ",-87.9164092,43.0429265,"422 w state st, milwaukee, wi 53203, usa",Geocoded
WI466,New York Lounge ,,605 N. 5th St.,Milwaukee,(M),Bars/Clubs,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"605 N. 5th St., Milwaukee, ",-87.9180072,43.0374827,"605 n 5th st, milwaukee, wi 53203, usa",Geocoded
WI467,Nite Beat,(Closed Mondays),183 S. 2nd St.,Milwaukee,"(G),(D),(*)",Bars/Clubs,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"183 S. 2nd St., Milwaukee, ",-87.912992,43.029908,"183 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI468,Rooster,,181 S. 2nd St.,Milwaukee,(D),Bars/Clubs,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"181 S. 2nd St., Milwaukee, ",-87.9128037,43.0299569,"181 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI469,Royal Hotel,,5th & Michigan,Milwaukee,"(H),(M)",Hotels,WI,1972,checked,,3/25/2020 3:49pm,3/26/2020 1:20am,"5th & Michigan, ",-87.917507,43.037422,unclear_coded_by_hand,Found
WI470,Seaway Inn,,744 N. Jefferson,Milwaukee,"(R),(C)","Restaurant,Hotels",WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"744 N. Jefferson, Milwaukee, ",-87.9050582,43.0399916,"744 n jefferson st, milwaukee, wi 53202, usa",Geocoded
WI471,Ten Hundred ,,1000 E. North St.,Milwaukee,"(D),(YC),(*)",Bars/Clubs,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"1000 E. North St., Milwaukee, ",-87.8990555,43.060336,"1000 e north ave, milwaukee, wi 53212, usa",Geocoded
WI472,Your Place,,813 S. 1st St.,Milwaukee,"(D),(*)",Bars/Clubs,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"813 S. 1st St., Milwaukee, ",-87.9115871,43.0228695,"813 s 1st st, milwaukee, wi 53204, usa",Geocoded
WI473,Bradford Beach,,,Milwaukee,Cruisy Area,Cruising Areas,WI,1972,checked,,3/25/2020 3:49pm,3/26/2020 1:20am,", ",-87.873657,43.061289,unclear_coded_by_hand,Found
WI474,Bradford Drive Inn,,,Milwaukee,Cruisy Area,Cruising Areas,WI,1972,checked,,3/25/2020 3:49pm,3/26/2020 1:20am,", ",-87.873657,43.061289,unclear_coded_by_hand,Found
WI475,Juneau park,,,Milwaukee,Cruisy Area,Cruising Areas,WI,1972,checked,,3/25/2020 3:49pm,3/26/2020 1:20am,", ",-87.897312,43.044551,unclear_coded_by_hand,Found
WI476,Raulf Hotel Bar,,530 N. Main St.,Oshkosh,(M),"Hotels,Bars/Clubs",WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"530 N. Main St., Oshkosh, ",-88.5373899,44.0204642,"530 n main st, oshkosh, wi 54901, usa",Geocoded
WI477,Jodee's,,2139 Racine,Racine,,Bars/Clubs,WI,1972,NA,,3/25/2020 3:49pm,3/26/2020 1:20am,"2139 Racine, Racine, ",-87.793413,42.703094,"2139 n racine ave, chicago, il 60614, usa",Found
WI478,The Ribs,Inquire locally,,Shawano Lake,,Restaurant,WI,1972,checked,,3/25/2020 3:49pm,3/26/2020 1:20am,", ",-88.522689,44.808269,unclear_coded_by_hand,General Coordinates Used
WI479,Main Nite Club,,N.3rd St.,Superior,,Bars/Clubs,WI,1972,checked,,3/25/2020 3:49pm,3/26/2020 1:19am,"N.3rd St., ",-92.10408,46.720774,unclear_coded_by_hand,General Coordinates Used
WI480,Conway Hotel Bar,,128 N. Oneida,Appleton,(M),"Bars/Clubs,Hotels",WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:21am,"128 N. Oneida, Appleton, ",-88.4056847,44.2632354,"128 n oneida st, appleton, wi 54911, usa",Geocoded
WI481,The Columns,Inquire locally,,Appleton,,Bars/Clubs,WI,1971,checked,,3/25/2020 3:49pm,3/26/2020 1:37am,", ",-88.415385,44.261931,unclear_coded_by_hand,General Coordinates Used
WI482,Colony Bar,,15 W. Division,Fond Du Lac,(*),Bars/Clubs,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"15 W. Division, Fond Du Lac, ",-88.4476943,43.7791061,"15 w division st, fond du lac, wi 54935, usa",Geocoded
WI483,Gail's Bar,,1101 W. Main,Green Bay,(*),Bars/Clubs,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"1101 W. Main, Green Bay, ",-88.1000732,44.4557808,"1101 w main ave, de pere, wi 54115, usa",Geocoded
WI484,Mayfair,,314 N. Adams,Green Bay,(M),Bars/Clubs,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"314 N. Adams, Green Bay, ",-88.0129162,44.515855,"314 n adams st, green bay, wi 54301, usa",Geocoded
WI485,Kenosha Steam Baths,,3504 60th St.,Kenosha,,Baths,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"3504 60th St., Kenosha, ",-87.8514073,42.581227,"3504 60th st, kenosha, wi 53144, usa",Geocoded
WI486,Lydia's Tavern,,10936 Sheridan Rd.,Kenosha,"(YC),(D),(*)",Bars/Clubs,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"10936 Sheridan Rd., Kenosha, ",-87.8236003,42.5149455,"10936 sheridan rd, pleasant prairie, wi 53158, usa",Geocoded
WI487,Clinique,,110 N. Hamilton,Madison,"(YC),(M)",Bars/Clubs,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"110 N. Hamilton, Madison, ",-89.3844204,43.0770078,"110 n hamilton st, madison, wi 53703, usa",Geocoded
WI488,Kollege Klub,,714 State St.,Madison,"(YC),(M)",Bars/Clubs,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"714 State St., Madison, ",-89.3981855,43.0748931,"714 state st, madison, wi 53706, usa",Geocoded
WI489,Three Bells,,763 Univeristy,Madison,(M),Bars/Clubs,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"763 Univeristy, Madison, ",-89.4124875,43.076592,"madison, wi, usa",Geocoded
WI490,Velvet Swing,,317 W. Gorham,Madison,"(YC),(M),(*)",Bars/Clubs,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"317 W. Gorham, Madison, ",-89.391954,43.074227,"317 w gorham st, madison, wi 53703, usa",Geocoded
WI491,Antlers Hotel,,616 N. 2nd St.,Milwaukee,"(H),(*)",Hotels,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"616 N. 2nd St., Milwaukee, ",-87.9130623,43.0381823,"616 n 2nd st, milwaukee, wi 53203, usa",Geocoded
WI492,Belmont Hotel Coffee Shop,,751 N. 4th St.,Milwaukee,(M),"Business,Hotels",WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 2:30am,"751 N. 4th St., Milwaukee, ",-87.9160052,43.0397957,"751 vel r. phillips ave, milwaukee, wi 53203, usa",Geocoded
WI493,Buckskin Inn,,435 W. Michigan,Milwaukee,(M),Hotels,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"435 W. Michigan, Milwaukee, ",-87.9168771,43.0370079,"435 w michigan st, milwaukee, wi 53203, usa",Geocoded
WI494,Castaway South,,196 S. 2nd St.,Milwaukee,"(D),(YC),(*)",Bars/Clubs,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"196 S. 2nd St., Milwaukee, ",-87.9122563,43.0295497,"196 s 2nd st, milwaukee, wi 53204, usa",Geocoded
WI495, Finlandia Health Spa,(closes 10 pm),707 E. Knapp,Milwaukee,(*),Baths,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"707 E. Knapp, Milwaukee, ",-87.9032533,43.0467591,"707 e knapp st, milwaukee, wi 53202, usa",Geocoded
WI496,Gayspot Tavern,,1438 W. Arthur Ave.,Milwaukee,,Bars/Clubs,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"1438 W. Arthur Ave., Milwaukee, ",-87.9310519,42.999488,"1438 w arthur ave, milwaukee, wi 53215, usa",Geocoded
WI497,Grand Prix,(G.P.),144 E. Juneau St.,Milwaukee,"(*),(G),(P)",Bars/Clubs,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"144 E. Juneau St., Milwaukee, ",-87.9117021,43.0459699,"144 e juneau ave, milwaukee, wi 53202, usa",Geocoded
WI498,Jimmy's Hi Fi Lounge,,1187 N. 68th St.,Milwaukee,,Bars/Clubs,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"1187 N. 68th St., Milwaukee, ",-87.9976176,43.0458519,"1187 n 68th st, milwaukee, wi 53213, usa",Found
WI499,Loop Cafe,(after hours),603 N. 5th St.,Milwaukee,"(YC),(C)",Business,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"603 N. 5th St., Milwaukee, ",-87.9175071,43.0374516,"603 n 5th st, milwaukee, wi 53203, usa",Geocoded
WI500,Mint Bar,(Angelo's),422 W. State St.,Milwaukee,,Bars/Clubs,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"422 W. State St., Milwaukee, ",-87.9164092,43.0429265,"422 w state st, milwaukee, wi 53203, usa",Geocoded
WI501,Nite Beat,,183 S. 2nd St.,Milwaukee,"(G),(D),(*)",Bars/Clubs,WI,1971,NA,,3/25/2020 3:49pm,3/26/2020 1:37am,"183 S. 2nd St., Milwaukee, ",-87.912992,43.029908,"183 s 2nd st, milwaukee, wi 53204, usa",Geocoded
