Field 1,ID,title,description,streetaddress,city,state,amenityfeatures,type,Year,notes,lon,lat,status
6447,MA402,Fisherman's Cove,,145 Commercial St.,Provincetown,MA,"(H),(*),(R)","Hotel,Restaurant",1978,,-70.1911852,42.0462261,Google Verified Location
6150,MA105,Fisherman's Cove,,145 Commercial St.,Provincetown,MA,"(H),(M),(*)",Hotel,1980,,-70.1911852,42.0462261,Google Verified Location
6576,MA531,Fisherman's Cove,,145 Commercial St.,Provincetown,MA,"(H),(*),(R)","Hotel,Restaurant",1977,,-70.1911852,42.0462261,Google Verified Location
6880,MA835,Fisherman's Cove Apts.,(P.O Box 485W),145 Commercial St.,Provincetown,MA,(H),Hotel,1974,,-70.1911852,42.0462261,Google Verified Location
7004,MA959,Fisherman's Cove Apts.,(P.O Box 485 W),145 Commercial St.,Provincetown,MA,(H),Hotel,1972,,-70.1911852,42.0462261,Google Verified Location
6801,MA756,Fisherman's Cove Apts.,(P.O Box 485W),145 Commercial St.,Provincetown,MA,"(H),(R)","Hotel,Restaurant",1975,,-70.1911852,42.0462261,Google Verified Location
6946,MA901,Fisherman's Cove Apts.,(P.O Box 485 W),145 Commercial St.,Provincetown,MA,(H),Hotel,1973,,-70.1911852,42.0462261,Google Verified Location
6314,MA269,Five Winslow Street,,5 Winslow St.,Provincetown,MA,"(H),(PE),(OC)",Hotel,1979,,-70.1885806,42.0513776,Google Verified Location
6448,MA403,Five Winslow Street,,5 Winslow St.,Provincetown,MA,"(H),(PE),(OC)",Hotel,1978,,-70.1885806,42.0513776,Google Verified Location
6704,MA659,Five Winslow Street,(Guest House),5 Winslow St.,Provincetown,MA,"(PE),(OC)",Hotel,1976,,-70.1885806,42.0513776,Google Verified Location
6577,MA532,Five Winslow Street,,5 Winslow St.,Provincetown,MA,"(H),(PE),(OC)",Hotel,1977,,-70.1885806,42.0513776,Google Verified Location
6618,MA573,Forest Park,King Phillip Stockade,,Springfield,MA,Cruisy Area,Cruising Areas,1977,,-72.584116,42.072369,Verified Location
6357,MA312,Forest Park,King Phillip Stockade,,Springfield,MA,Cruisy Area,Cruising Areas,1979,,-72.584116,42.072369,Verified Location
