"status","description","streetaddress","city","state","amenityfeatures","type","Year","notes","title","unclear_address","full.address","lon","lat","geoAddress"
"Found","","","Rockford","IL","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Rockford","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Rock Island","IL","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Rock Island","IL","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(inquire locally)","","Rock Island","IL","(G),(RT)","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"Found","(May be moving) (Disco)","4th Ave. betw. 21st & 22nd Sts.","Rock Island","IL","(YC),(D),(*)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","18th St","Rock Island","IL","(M)","Bars/Clubs",1966,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Inquire locally)","","Rock Island","IL","(*)","Bars/Clubs",1968,"",NA,NA,NA,NA,NA,NA
"Found","","","Rock Island","IL","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Rock Island","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","(AYOR),Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","(AYOR),Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Springfield","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","(front bar)","6th & Green","Champaign","IL","(M)","Bars/Clubs",1968,"",NA,NA,NA,NA,NA,NA
"Found","(front bar)","6th & Green","Champaign","IL","(M)","Bars/Clubs",1969,"",NA,NA,NA,NA,NA,NA
"Found","(front bar)","6th & Green","Champaign","IL","(M)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","(front bar)","6th & Green","Champaign","IL","(M)","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"Found","(front pert) ","6th & Green","Champaign","IL","(M)","Bars/Clubs",1966,"",NA,NA,NA,NA,NA,NA
"Found","(front bar)","6th & Green","Champaign","IL","(M)","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"Found","","Inman Hotel University & Walnut","Champaign","IL","(M)","Bars/Clubs",1969,"",NA,NA,NA,NA,NA,NA
"Found","Inman Hotel","University & Walnut","Champaign","IL","(M)","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"Found","Inman Hotel","University & Walnut","Champaign","IL","(M)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","Inman Hotel ","University & Walnut ","Champaign","IL","(M)","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"Found","","Inman Hotel University & Walnut","Champaign","IL","(YC),(*)","Bars/Clubs",1973,"",NA,NA,NA,NA,NA,NA
"Found","Inman Hotel, Visited 11/2/73 no longer gay!","University & Walnut ","Champaign","IL","(YC),(*)","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"Found","Inman Hotel","University & Walnut ","Champaign","IL","(M)","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA
"Found","E. of Bowling Alley","","Champaign","IL","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Champaign","IL","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Champaign","IL","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","E. of Bowling Alley","","Champaign","IL","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","E. of Bowling Alley","","Champaign","IL","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","E. of bowling alley","Champaign","IL","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","E. of Bowling Alley","Champaign","IL","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","E. of bowling alley","Champaign","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","University & Walnut","Champaign","IL","(M)","Bars/Clubs",1966,"",NA,NA,NA,NA,NA,NA
"Found","","University & Walnut","Champaign","IL","(M)","Bars/Clubs",1968,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","","East St Louis","IL","Cruisy Area,(HOT)","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","East St Louis","IL","(AYOR),Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","Missouri & 5th Ave","East St Louis","IL","(YC),(D),(*)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","","256 Missouri & 5th Ave.","East St Louis","IL","(YC),(D),(*)","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"Found","(inquire locally)","","Quincy","IL","","Bars/Clubs",1968,"",NA,NA,NA,NA,NA,NA
"Found","(inquire locally)","","Quincy","IL","","Bars/Clubs",1969,"",NA,NA,NA,NA,NA,NA
"Found","","Hwy. 159 nr. U.S. 460","Belleville","IL","(D)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","","Hwy 159, nr. U.S. 460","Belleville","IL","","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Brent at Clay","Pleasanton","IL","","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Brent & Clay","Pleasanton","IL","","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Maine St.","Stoy","IL","","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"Found","","by Church at Monroe & Unversity","Carbondale","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","by Church at Monroe & Unversity","Carbondale","IL","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","by Church ","Monroe & University","Carbondale","IL","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","by church at Monroe University","","Carbondale","IL","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","by Church at Monroe University ","","Carbondale","IL","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","by Church at Monroe & University","Carbondale","IL","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","by church at Monroe University","","Carbondale","IL","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Carbondale","IL","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","on I-94 No. nr. Zion","Waukegan","IL","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","on I-94, N. nr. Zion","Waukegan","IL","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","on I-94, N. nr. Zion","Waukegan","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","Northbound near Zion","","Waukegan","IL","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","Trails & bird sanctuary ","Waukegan","IL","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","Trails & bird sanctuary ","Waukegan","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","Trails & Bird Sanctuary ","Waukegan","IL","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","Trails and Bird Sanctuary ","","Waukegan","IL","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","Trails & bird sanctuary ","","Waukegan","IL","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","Trails & Bird Sanctuary ","Waukegan","IL","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Jct. Rt. 41 & 120","Waukegan","IL","","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Jct. Rt. 41 & 120","Waukegan","IL","","Bars/Clubs",1973,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Jct. Rt. 41 & 120","Waukegan","IL","","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Jct. Route 41 & 120","Waukegan","IL","","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","I-94 Northbound near Zion","","Waukegan","IL","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","I-94 North near Zion","Waukegan","IL","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","('seafood')","at Great Lakes Naval Base","Waukegan","IL","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","('seafood')","","Waukegan","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","On Town Square","Marion","IL","(M)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"Found","","52nd Ave & 32nd Pl.","Cicero","IL","","Bars/Clubs",1974,"Approximate. Appears these roads have changed due to redevelopment.",NA,NA,NA,NA,NA,NA
"Found","","52nd Ave & 32nd Pl.","Cicero","IL","","Bars/Clubs",1975,"Approximate. Appears these roads have changed due to redevelopment.",NA,NA,NA,NA,NA,NA
"Found","T-Room","","Jacksonville","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","6 mi. N. on US 67","Macomb","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","(Summers)","","La Grange","IL","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","(Closed in winter)","","La Grange","IL","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","(Summers)","","La Grange","IL","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","(Summers)","","La Grange","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","(summers only)","","La Grange","IL","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","(Summers)","","La Grange","IL","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","on I-74 nr. Le Roy","Bloomington","IL","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","on I-74 nr. Le Roy","Bloomington","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Bloomington","IL","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Bloomington","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","(nights)","by Courthouse Square ","Bloomington","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","(nights)","by Courthouse Square ","Bloomington","IL","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Downtown)","","Decatur","IL","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Downtown)","","Decatur","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","T-Rooms at Deering Library (1st Floor)","Evanston","IL","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","Music Bldg. (3rd Floor)","Evanston","IL","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","T-Rooms at Deering Library (1st foor) & Music Bldg. (3rd floor)","Evanston","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","T-Rooms at Deering Library (1st floor) & Music Bldg. (3rd floor)","Evanston","IL","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","Church & Sheridan","Evanston","IL","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","Sheridan & Church","Evanston","IL","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","Sheridan & Church","Evanston","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","US 51 South","La Salle","IL","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","on US 51 South","La Salle","IL","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","(Davenport, Iowa)","","Davenport","IA","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","Davenport, Iowa","Davenport","IA","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","(Davenport, Iowa)","","Davenport","IA","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","(Davenport Iowa)","","Davenport","IA","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","(Davenport, Iowa)","","Davenport","IA","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
