"status","description","streetaddress","city","state","amenityfeatures","type","Year","notes","title","unclear_address","full.address","lon","lat","geoAddress"
"Found","Next to Bus Depot","","Duluth","MN","(M),(RT)","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"Found","Calhoun Blvd. betw. 31st & 32nd ","","Minneapolis","MN","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","Mississippi River Flats at Franklin","","Minneapolis","MN","Cruisy Area,(BA)","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","Calhoun Blvd. betw. 31st & 32nd ","","Minneapolis","MN","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","5th & Hennepin","Minneapolis","MN","","Baths",1975,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","","","Minneapolis","MN","Cruisy Area","Cruising Areas",1975,"Pin on Nicollet Ave",NA,NA,NA,NA,NA,NA
"Found","(bar area only)","4th Street & 5th Avenue S.E","Rochester","MN","(M),(YC)","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA
"Found","Next to bus depot","","Duluth","MN","(M),(RT)","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","along I-94","","Minneapolis","MN","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","St. Paul","MN","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Minneapolis","MN","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","'B.A' Beach about 2000 block of E. River Rd-opp. Shriners Hospital","","Minneapolis","MN","Cruisy Area,(BA)","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","'B.A' Beach about 2,000 block of East River Road-opposite Shriners Hospital","","Minneapolis","MN","Cruisy Area,(BA)","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","along I-94","","Minneapolis","MN","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","","","Minneapolis","MN","Cruisy Area","Cruising Areas",1976,"Pin on Nicollet Ave",NA,NA,NA,NA,NA,NA
"Found","(bar area only)","4th St. & 5th Avenue S.E","Rochester","MN","(M),(YC)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"Found","Education Bldg.","","St. Cloud","MN","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","St. Paul","MN","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","Next to Bus Depot","","Duluth","MN","(M),(RT)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Minneapolis","MN","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Minneapolis","MN","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","5th & Hennepin","Minneapolis","MN","(OC)","Baths",1976,"",NA,NA,NA,NA,NA,NA
"Found","Calhoun Boulevard between 31st & 32nd ","","Minneapolis","MN","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","","","Minneapolis","MN","Cruisy Area","Cruising Areas",1977,"Pin on Nicollet Ave",NA,NA,NA,NA,NA,NA
"Found","","","Duluth","MN","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","(bar area only)","4th Street & 5th Avenue S.E","Rochester","MN","(M),(YC)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Minneapolis","MN","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","5th & Hennepin","Minneapolis","MN","(OC)","Baths",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","St. Paul","MN","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","Calhoun Boulevard between 31st & 32nd Streets.","","Minneapolis","MN","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","along I-94","","Minneapolis","MN","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","St. Germaine Avenue","St. Cloud","MN","(M)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","'B.A' Beach about 2,000 block of East River Road-opposite Shriners Hospital","","Minneapolis","MN","Cruisy Area,(BA)","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Minneapolis","MN","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","P.O. Box 454, Rochester, Minn. 55901","","Rochester","MN","","Organizations",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Duluth","MN","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","Calhoun Blvd. betw. 31st & 32nd Sts.","","Minneapolis","MN","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Minneapolis","MN","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","'B.A' Beach about 2000 block of E. River Rd-opp. Shriners Hospital","","Minneapolis","MN","Cruisy Area,(BA)","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","44th & York St.","Minneapolis","MN","M.C.C.","Church",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Minneapolis","MN","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","Indoor Mall ","","Minneapolis","MN","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","St. German Ave","St. Cloud","MN","(M)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","along I-94","","Minneapolis","MN","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","5th & Hennepin","Minneapolis","MN","(OC)","Baths",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","St. Paul","MN","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","","","Minneapolis","MN","Cruisy Area","Cruising Areas",1978,"Pin on Nicollet Ave",NA,NA,NA,NA,NA,NA
"General Coordinates Used","","","Minneapolis","MN","Cruisy Area","Cruising Areas",1979,"Pin on Nicollet Ave",NA,NA,NA,NA,NA,NA
"Found","","","St. Paul","MN","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","","Minneapolis","MN","Cruisy Area,(AYOR)","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","Indoor Mall (Crystal Court)","","Minneapolis","MN","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","St. German Ave","St. Cloud","MN","(M)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","P.O. Box 454, Rochester, MN 55901","","Rochester","MN","","Organizations",1979,"P.O Box",NA,NA,NA,NA,NA,NA
"Found","","5th & Hennepin","Minneapolis","MN","(OC),(RT)","Baths",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Cruisy-WE)","Hwy. 10 E","Detroit Lakes","MN","(M),(R),(E),(WE)","Cruising Areas,Restaurant,Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"Found","(Disco) (also Victorian Pub)","490 N. Robert St. at 10th St.","St. Paul","MN","(YC),(D),(*)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"Found","Calhoun Blvd. betw. 31st & 32nd","","Minneapolis","MN","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","'B.A' Beach about 2000 block of E. River Rd-opp. Shriners Hospital","","Minneapolis","MN","Cruisy Area,(BA)","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Duluth","MN","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","26th & Hennepin","Minneapolis","MN","(M),(R),(C),(AH)","Restaurant",1979,"",NA,NA,NA,NA,NA,NA
"Found","","44th & York St.","Minneapolis","MN","M.C.C.","Church",1979,"",NA,NA,NA,NA,NA,NA
"Found","","St. German Ave","St. Cloud","MN","(M)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"Found","Calhoun Blvd. betw. 32nd & 33rd","","Minneapolis","MN","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Minneapolis","MN","Cruisy Area,(AYOR)","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","at Wabasha & Dale","","St. Paul","MN","Cruisy Area,(AYOR)","Cruising Areas,Book Store",1980,"",NA,NA,NA,NA,NA,NA
"Found","Indoor Mall (Crystal Court)","","Minneapolis","MN","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","(Disco) (Macho) (Cruisy)","490 N. Robert St. at 10th St.","St. Paul","MN","(YC),(D),(PT),(*)","Cruising Areas,Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"Found","","44th & York St.","Minneapolis","MN","M.C.C.","Church",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","P.O. Box 454, Rochester, MN 55901","","Rochester","MN","","Organizations",1980,"p.o box",NA,NA,NA,NA,NA,NA
"Found","Lesbian & Gay Committee (Coffmann Mem. Union)","","Minneapolis","MN","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","at Dale University","","St. Paul","MN","Cruisy Area","Cruising Areas,Book Store",1980,"",NA,NA,NA,NA,NA,NA
"Found","T-Room (Rosedale)","","St. Paul","MN","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Duluth","MN","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","","","Minneapolis","MN","Cruisy Area","Cruising Areas",1980,"Pin on Nicollet Ave",NA,NA,NA,NA,NA,NA
"Found","'B.A' Beach about 2000 block of E. River Rd-opp. Shriners Hospital","","Minneapolis","MN","Cruisy Area,(BA)","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","5th & Hennepin","Minneapolis","MN","","Baths",1980,"",NA,NA,NA,NA,NA,NA
