"status","description","streetaddress","city","state","amenityfeatures","type","Year","notes","title","unclear_address","full.address","lon","lat","geoAddress"
"Found","(HOT)","240 N. Illinois Street","Indianapolis","IN","Cruisy Area,(AYOR),(HOT)","Cruising Areas,Theatre",1978,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Washington St","Indianapolis","IN","","Bars/Clubs",1965,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Washington St","Indianapolis","IN","","Bars/Clubs",1966,"",NA,NA,NA,NA,NA,NA
"Found","","","Indianapolis","IN","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA
"Found","","","Indianapolis","IN","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","","Indianapolis","IN","Cruisy Area,(AYOR),(HOT)","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Indianapolis","IN","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Indianapolis","IN","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Indianapolis","IN","(AYOR),Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","","Indianapolis","IN","Cruisy Area,(AYOR),(HOT)","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Indianapolis","IN","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Indianapolis","IN","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","Surrounding Block-especially in back","","Indianapolis","IN","Cruisy Area","Cruising Areas,Organizations",1977,"",NA,NA,NA,NA,NA,NA
"Found","","v","Indianapolis","IN","Cruisy Area,(AYOR)","Cruising Areas,Organizations",1979,"",NA,NA,NA,NA,NA,NA
"Found","surrounding block-especially in back (HOT)","","Indianapolis","IN","Cruisy Area,(AYOR)","Cruising Areas,Organizations",1978,"",NA,NA,NA,NA,NA,NA
"Found","(after hours)","9th & Pennsylvania","Indianapolis","IN","(M),(R),(C),(AH)","Restaurant",1974,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","9th & Pennsylvania","Indianapolis","IN","(M),(R),(C),(AH),(HOT)","Restaurant",1975,"",NA,NA,NA,NA,NA,NA
"Found","(after hours)","6th & Pennsylvania","Indianapolis","IN","(M),(R),(C)","Bars/Clubs",1973,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","9th & Pennsylvania ","Indianapolis","IN","(M),(R),(AH),(HOT)","Restaurant",1979,"",NA,NA,NA,NA,NA,NA
"Found","(Hot)","9th & Pennsylvania","Indianapolis","IN","(M),(R),(C),(AH),(HOT)","Restaurant",1977,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","9th & Pennsylvania ","Indianapolis","IN","(M),(R),(C),(AH),(HOT)","Restaurant",1976,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","9th & Pennsylvania","Indianapolis","IN","(M),(R),(AH),(HOT)","Restaurant",1978,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","3 mi. N.F. on U.S 40","Knightstown","IN","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","3 miles N.E. on U.S 40","Knightstown","IN","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","3 mi N.E. on US 40","Knightstown","IN","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","3 mi. N.E. on US 40","Knightstown","IN","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","3 mi. N.E on US 40","Knightstown","IN","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","3 mi. N.E. on U.S. 40","Knightstown","IN","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","3 mi. N.E. on U.S. 40","Knightstown","IN","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Indianapolis","IN","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(after hours)","Illinois Ave.","Indianapolis","IN","(M),(R),(C)","Restaurant",1972,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","from 56th to Interstate","Indianapolis","IN","(AYOR),Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","from 56th to Interstate (HOT)","Indianapolis","IN","Cruisy Area,(AYOR)","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","from  56th to Interstate (HOT)","Indianapolis","IN","Cruisy Area,(AYOR)","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","","Indianapolis","IN","Cruisy Area,(AYOR),(HOT)","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","","Indianapolis","IN","Cruisy Area,(AYOR),(HOT)","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Indianapolis","IN","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Indianapolis","IN","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Indianapolis","IN","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","62nd & Keystone","Indianapolis","IN","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Indianapolis","IN","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Indianapolis","IN","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","","Indianapolis","IN","Cruisy Area,(AYOR),(HOT)","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","64th & Spring Mill Rd.","Indianapolis","IN","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA
"Found","","","Indianapolis","IN","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Indianapolis","IN","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","64th & Spring Mill Rd.","Indianapolis","IN","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Indianapolis","IN","(AYOR),Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Indianapolis","IN","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","","Indianapolis","IN","Cruisy Area,(AYOR),(HOT)","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","10 mi. S. on Ind. 36, just off Ind.3","Muncie","IN","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","10 mi. S. on Ind. 36, just off Ind. 3","Muncie","IN","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","10 miles south on Indiana 36, just off Indiana 3","Muncie","IN","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","10 mi. So. on Ind.36, just off Ind. 3. ","Muncie","IN","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","10 mi. S. on Ind. 36, just off Ind. 3","Muncie","IN","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","10 mi. S. on Ind. 36, just off Ind.3","Muncie","IN","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","10 mi. S. on Ind. 36, just off Ind. 3","Muncie","IN","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","10 mi. S. on Ind. 36, just off Ind. 3","Muncie","IN","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","100 block S. Walnut St.","Muncie","IN","(*)","Bars/Clubs",1973,"",NA,NA,NA,NA,NA,NA
"Found","","100 block, S. Walnut St.","Muncie","IN","(*)","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","3 mi. N. on Ind. 43","Lafayette","IN","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","3 mi N. on Ind. 43","Lafayette","IN","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","3 mi N. on Ind. 43","Lafayette","IN","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","3 mi N. on Ind. 43","Lafayette","IN","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Inquire Locally","Kokomo","IN","","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Inquire Locally","Kokomo","IN","","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","(W. Lafayette)","5th between Main & Columbia","Lafayette","IN","(M),(YC)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"Found","","5th street between Main & Columbia (W. Lafayette","Lafayette","IN","(M),(YC)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","","5th St. Betw. Main & Columbia (W. Lafayette)","Lafayette","IN","(M),(YC)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"Found","","5th betw. Main & Columbia (W. Lafayette)","Lafayette","IN","(M),(YC)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Ft. Wayne","IN","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","between Pearl & Berry","","Ft. Wayne","IN","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Ft. Wayne","IN","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","betw. Pearl & Berry","Ft. Wayne","IN","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Ft. Wayne","IN","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","(Days)","","Ft. Wayne","IN","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","(Days)","","Ft. Wayne","IN","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","W. Wayne St, nr. Webster","Ft. Wayne","IN","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Ft. Wayne","IN","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Ft. Wayne","IN","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","W. Main St.","Ft. Wayne","IN","","Church",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Ft. Wayne","IN","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Ft. Wayne","IN","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Ft. Wayne","IN","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Ft. Wayne","IN","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","2 miles W. of Valparaiso","Valparaiso","IN","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","2 mi on W. on U.S. 30","Valparaiso","IN","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","2 mi. W. on U.S. 30","Valparaiso","IN","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","2 mi. W.  on U.S. Hwy. 30","Valparaiso","IN","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","2 mi. W. on US Hwy. 30","Valparaiso","IN","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Gary","IN","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Gary","IN","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","of Marquette Park & Miller Beach","Gary","IN","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Gary","IN","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Gary","IN","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Gary","IN","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA
"Found","","","Gary","IN","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Gary","IN","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","T-Rooms","","South Bend","IN","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","T-Rooms","","South Bend","IN","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","County Line Rd. at US 20 & US 20 at Osceola","South Bend","IN","Cruisy Area","Cruising Areas,Book Store",1980,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","County Line Rd. at US 20 & US 20 at Osceola","South Bend","IN","Cruisy Area","Book Store,Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","Mishawaka & Main","Mishawaka","IN","","Book Store",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","South Bend","IN","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","South Bend","IN","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","South Bend","IN","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","South Bend","IN","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","South Bend","IN","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","South Bend","IN","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","South Bend","IN","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","South Bend","IN","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","South Bend","IN","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Merivale Rd.","Beverly Shores","IN","(M),(R)","Restaurant",1980,"",NA,NA,NA,NA,NA,NA
"Found","Library, Downstairs, T-Room","","South Bend","IN","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","South Bend","IN","Cruisy Area","Cruising Areas,Organizations",1978,"",NA,NA,NA,NA,NA,NA
"Found","Library, downstairs T-Room","","South Bend","IN","Cruisy Area","Cruising Areas,Organizations",1980,"",NA,NA,NA,NA,NA,NA
