ID,Title,description,streetaddress,amenityfeatures,type,city,state,Year,unclearaddress,uncleartype,notes,lat,lon,status,dateadded,lastmodified
2274,Andrew's Inn ,"Zero Whalton Ln  (at Duval) 305/294-7730, 888/263-7393 full brkfst ",,"(GF),(SW)",Accommodations,Key West,FL,2001,checked,,,24.551231,-81.80012,Found,,4/3/2024 1:09pm
2280,Beach Bungalow & Beach Guest Suite ,Box 165  305/294-1525 ,,(GF),Accommodations,Key West,FL,2001,checked,,,24.555059,-81.779987,General Coordinates Used,,4/3/2024 1:10pm
2286,Colours Destinations Int'l ,"305/532-9341, 800/277-4825 hotel reservation service ",,(GO),Accommodations,Key West,FL,2001,checked,,,24.555059,-81.779987,General Coordinates Used,,4/3/2024 1:10pm
2289,Cuban Club Suites ,"1102 Duval / 422 Amelia  (at Virginia) 305/296-0465, 800/432-4849 award-winning historic hotel ",,(GF),Accommodations,Key West,FL,2001,checked,,,24.555059,-81.779987,General Coordinates Used,,4/3/2024 1:10pm
2321,Red Light Bar,,,"(M),(L)",Bars,Key West,FL,2001,checked,,From 801's description ,24.55439,-81.79742,General Coordinates Used,,4/3/2024 1:10pm
2329,Alice's,"at 'La Te Da' accommodations  305/296-6706 x39 brunch & dinner, clsd Mon ",,(*),Restaurants,Key West,FL,2001,checked,,La Te Da's address is 1125 Duval St ,24.555059,-81.779987,General Coordinates Used,,4/3/2024 1:09pm
2346,Bahia Honda State Park & Beach ,35 miles N of Key West  Viking Beach is best ,,,Entertainment & Recreation,Key West,FL,2001,checked,,,24.669021,-81.259051,General Coordinates Used,,4/3/2024 1:09pm
2348,Fort Zachary Taylor Beach ,more gay to the right ,,,Entertainment & Recreation,Key West,FL,2001,checked,,,24.555418,-81.784172,Found,,4/3/2024 1:10pm
2359,Southern Exposure ,305/294-6303 ,,,Publications,Key West,FL,2001,checked,,,24.55439,-81.79742,General Coordinates Used,,4/3/2024 1:10pm
2364,'Dick Dock' ,pier at end of Reynolds St  late ,,"Cruisy Area,(AYOR)",Cruisy Areas,Key West,FL,2001,checked,,,24.547154,-81.788282,Found,,4/3/2024 1:08pm
2365,Fleming St,,,"Cruisy Area,(AYOR)",Cruisy Areas,Key West,FL,2001,checked,,,24.555059,-81.779987,General Coordinates Used,,4/3/2024 1:10pm
2369,PGA (Polk Gay/ Lesbian Alliance) ,863/299-8126 ,,,Info Lines & Services,Lakeland,FL,2001,checked,,,28.039465,-81.949804,General Coordinates Used,,4/3/2024 1:10pm
2373,Saddle Creek Park ,Hwy 92  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Lakeland,FL,2001,checked,,,28.055308,-81.884661,Found,,4/3/2024 1:11pm
2375,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals ",,,Info Lines & Services,Madeira Beach,FL,2001,checked,,,27.798081,-82.797325,General Coordinates Used,,4/3/2024 1:11pm
2376,The Mystic Lake Manor ,"850/973-8435 full brkfst, hot tub ",,"(MO),(SW),(N)",Accommodations,Madison,FL,2001,checked,,,30.469377,-83.412925,General Coordinates Used,,4/3/2024 1:11pm
2378,Brevard Together ,321/729-0669 x2082 lgbt community group ,,,Info Lines & Services,Melbourne,FL,2001,checked,,,28.083627,-80.608109,General Coordinates Used,,4/3/2024 1:11pm
2381,Canova Beach ,cruisy nights ,,(AYOR),Entertainment & Recreation,Melbourne,FL,2001,checked,,,28.138409,-80.580189,Found,,4/3/2024 1:11pm
2382,Melbourne Harbor Marina ,,,"Cruisy Area,(AYOR)",Cruisy Areas,Melbourne,FL,2001,checked,,,28.078221,-80.600536,Found,,4/3/2024 1:11pm
2383,Paradise Beach ,,,"Cruisy Area,(AYOR)",Cruisy Areas,Melbourne,FL,2001,checked,,,28.123018,-80.575366,Found,,4/3/2024 1:11pm
2384,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals ",,,Info Lines & Services,Miami,FL,2001,checked,,,25.735525,-80.237719,General Coordinates Used,,4/3/2024 1:11pm
2386,Switchboard of Miami ,"305/358-4357 24hrs, gay-friendly info & referrals for Dade County ",,,Info Lines & Services,Miami,FL,2001,checked,,,25.768517,-80.133206,General Coordinates Used,,4/3/2024 1:12pm
2396,Contax Guide ,305/757-6333 club listings & more ,,,Publications,Miami,FL,2001,checked,,,25.735525,-80.237719,General Coordinates Used,,4/3/2024 1:12pm
2401,A1 Gay Real Estate Services,"www.RainbowReferrals.com, Online Realtor Database, Photo Classifieds & Moving Resources. Renter Welcome!",,,Info Lines & Services,Miami Beach,FL,2001,checked,,,25.790654,-80.130045,General Coordinates Used,,4/3/2024 1:12pm
2402,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals ",,,Info Lines & Services,Miami Beach,FL,2001,checked,,,25.790654,-80.130045,General Coordinates Used,,4/3/2024 1:23pm
2411,Castle Palms,"305/672-2080 gym, sauna, hot tub ",,"(MO),(SW),(N)",Accommodations,Miami Beach,FL,2001,checked,,Address mentioned online at https://www.menkarta.it/guida-gay-stati-uniti/castle-palms-miami-beach.mk/,25.800284,-80.134026,Found,,4/3/2024 1:15pm
2421,Florida Hotel Network ,"305/538-3616, 800/538-3616 reservations & rentals",,"(*),(GO)",Accommodations,Miami Beach,FL,2001,checked,,,25.790654,-80.130045,General Coordinates Used,,4/3/2024 1:23pm
2422,Florida Sunbreak ,"305/532-1516, 800/786-2732 reservation service ",,,Accommodations,Miami Beach,FL,2001,checked,,,25.790654,-80.130045,General Coordinates Used,,4/3/2024 1:23pm
2437,Normandy South,305/674-1197 1995 Out & About's Editor's Choice Award,,"(MO),(SW),(N)",Accommodations,Miami Beach,FL,2001,checked,,,25.790683,-80.135209,General Coordinates Used,,4/3/2024 1:24pm
2488,The Gay Beach ,12th St & Ocean  where the boys are & how!,,,Entertainment & Recreation,Miami Beach,FL,2001,checked,,,25.782761,-80.130685,Found,,4/3/2024 1:24pm
2489,Lincoln Rd,"Lincoln Rd btwn West & Collins Ave) pedestrian mall that embodies the rebirth of South Beach– fabulous restaurants, stores, galleries, museums, theatres, people at every step ",,,Entertainment & Recreation,Miami Beach,FL,2001,checked,,,25.790683,-80.135209,General Coordinates Used,,4/3/2024 1:23pm
2494,Miamigo ,305/532-5051 ,,,Publications,Miami Beach,FL,2001,checked,,,25.790683,-80.135209,General Coordinates Used,,4/3/2024 1:23pm
2495,TWN (The Weekly News) ,305/757-6333 lgbt newspaper for South Florida ,,,Publications,Miami Beach,FL,2001,checked,,,25.790683,-80.135209,General Coordinates Used,,4/3/2024 1:24pm
2496,Wire ,305/538-3111,,,Publications,Miami Beach,FL,2001,checked,,,25.790683,-80.135209,General Coordinates Used,,4/3/2024 1:24pm
2500,The Gay Connection ,"900/287-6338 Talk and/or meet with other men from the area, at only 99¢ per minute. ",,,Men's Services,Miami Beach,FL,2001,checked,,,25.790683,-80.135209,General Coordinates Used,,4/3/2024 1:24pm
2501,Megaphone Miami ,"305/250-9909 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050. ",,,Men's Services,Miami Beach,FL,2001,checked,,,25.790683,-80.135209,General Coordinates Used,,4/3/2024 1:23pm
2505,23rd St Beach ,,,"Cruisy Area,(AYOR)",Cruisy Areas,Miami Beach,FL,2001,checked,,,25.797743,-80.126006,Found,,4/3/2024 1:12pm
2506,Haulover Beach Park ,North Miami Beach  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Miami Beach,FL,2001,checked,,,25.911443,-80.123484,Found,,4/3/2024 1:23pm
2507,North Shore State Park ,Collins Ave (btwn 79th & 89th Sts) ,,"Cruisy Area,(AYOR)",Cruisy Areas,Miami Beach,FL,2001,checked,,,25.86853,-80.120566,Found,,4/3/2024 1:24pm
2508,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals ",,,Info Lines & Services,Naples,FL,2001,checked,,,26.142036,-81.79481,General Coordinates Used,,4/3/2024 1:24pm
2514,The Beach ,16th-18th Ave S ,,"Cruisy Area,(AYOR)",Cruisy Areas,Naples,FL,2001,checked,,,26.125968,-81.804628,Found,,4/3/2024 1:25pm
2515,Lowdermilk Park ,Gulf Shore Blvd N  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Naples,FL,2001,checked,,,26.162054,-81.809978,Found,,4/3/2024 1:24pm
2516,Vanderbilt Park ,Hwy 846 (off I-75)  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Naples,FL,2001,checked,,,26.263907,-81.824499,Found,,4/3/2024 1:25pm
2519,Lizard Lounge,,,"(M),(L)",,Ocala,FL,2001,checked,,location from Club Diversity's description ,29.187199,-82.140092,General Coordinates Used,,4/3/2024 1:35pm
2523,A1 Gay Real Estate Services ,"www.RainbowReferrals.com, Online Realtor Database, Photo Classifieds & Moving Resources. Renters Welcome!",,,Info Lines & Services,Orlando,FL,2001,checked,,,28.538383,-81.378927,General Coordinates Used,,4/3/2024 1:25pm
2524,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals ",,,Info Lines & Services,Orlando,FL,2001,checked,,,28.538383,-81.378927,General Coordinates Used,,4/3/2024 1:25pm
2529,Rick's B&B ,"407/396-7751, 407/414-7751 full brkfst, patio, close to Walt Disney World ",,"(M),(N),(SW),(GO)",Accommodations,Orlando,FL,2001,checked,,,28.538383,-81.378927,General Coordinates Used,,4/3/2024 1:27pm
2530,Things Worth Remembering,"407/291-2127, 800/484-3585 (code:6908) homestay ",,"(GS),(SW),(NS)",Accommodations,Orlando,FL,2001,checked,,,28.538383,-81.378927,General Coordinates Used,,4/3/2024 1:27pm
2539,Loch Haven Motor Inn,407/896-3611,,,,Orlando,FL,2001,checked,,location from Will's Pub's description,28.56849,-81.365084,Found,,4/3/2024 1:27pm
2548,Dug Out Diner,"at 'Parliament House' 407/425-7571x711 24hrs Fri-Sat, till 11pm Sun-Th",,(MW),Restaurants,Orlando,FL,2001,checked,,Parliament House's address is 410 N Orange Blossom Tr ,28.547912,-81.397649,Found,,4/3/2024 1:25pm
2556,Family Values ,"WPRK 91.5 FM 3pm Fri, lgbt radio",,,Entertainment & Recreation,Orlando,FL,2001,checked,,,28.538336,-81.379236,General Coordinates Used,,4/3/2024 1:25pm
2558,Walt Disney World Resort,407/824-4321 don't even pretend you came to Orlando for any other reason,,,Entertainment & Recreation,Orlando,FL,2001,checked,,,28.377186,-81.57074,General Coordinates Used,,4/3/2024 1:27pm
2564,TLW Magazine,"727/526-0585 (S FL#), 904/384-6514 (N FL #) bi-weekly magazine for gay men",,,Publications,Orlando,FL,2001,checked,,,28.538383,-81.378927,General Coordinates Used,,4/3/2024 1:27pm
2565,Watermark ,407/481-2243 bi-weekly lgbt newspaper,,,Publications,Orlando,FL,2001,checked,,,28.538383,-81.378927,General Coordinates Used,,4/3/2024 1:27pm
2567,The Gay Connection,"900/386-2824 Talk and.or meet with other men from the area, at only 99¢ per minute.",,,Men's Services,Orlando,FL,2001,checked,,,28.538383,-81.378927,General Coordinates Used,,4/3/2024 1:27pm
2568,Megaphone Orlando ,"407/657-4500 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050.",,,Men's Services,Orlando,FL,2001,checked,,,28.538383,-81.378927,General Coordinates Used,,4/3/2024 1:27pm
2570,Midnight News,at 'Parliament House' ,,,Erotica,Orlando,FL,2001,checked,,Parliament House's address is 410 N Orange Blossom Tr ,28.547912,-81.397649,Found,,4/3/2024 1:27pm
2571,Lake Fairview Beach,Lee Rd (at US 441) ,,"Cruisy Area,(AYOR)",Cruisy Areas,Orlando,FL,2001,checked,,,28.598356,-81.414574,Found,,4/3/2024 1:26pm
2577,Phillip's Inlet County Beach,1/2 mile W of Ramsgate Harbor ,,"Cruisy Area,(AYOR)",Cruisy Areas,Panama City,FL,2001,checked,,,30.176591,-85.805488,General Coordinates Used,,4/3/2024 1:28pm
2579,Community Real Estate Referrals,"850/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Pensacola,FL,2001,checked,,,30.421309,-87.216915,General Coordinates Used,,4/3/2024 1:28pm
2585,TLW Magazine,"904/384-6514 (N FL #), 727/526-0585 (S FL#) bi-weekly magazine for gay men",,,Publications,Pensacola,FL,2001,checked,,,30.53174,-87.189682,General Coordinates Used,,4/3/2024 1:28pm
2586,The Bluffs,Scenic Dr ,,"Cruisy Area,(AYOR)",Cruisy Areas,Pensacola,FL,2001,checked,,,30.53174,-87.189682,General Coordinates Used,,4/3/2024 1:28pm
2587,Gulf Islands Nat'l Seashore Park ,btwn Pensacola & Navarre beaches ,,"Cruisy Area,(AYOR)",Cruisy Areas,Pensacola,FL,2001,checked,,,30.364155,-86.966854,Found,,4/3/2024 1:28pm
2588,Johnson Beach,Perdido Key  E of town,,"Cruisy Area,(AYOR)",Cruisy Areas,Pensacola,FL,2001,checked,,,30.299731,-87.413599,Found,,4/3/2024 1:28pm
2589,Navarre Beach,"Rte 399 W park on dead end street, then walk E",,"Cruisy Area,(AYOR)",Cruisy Areas,Pensacola,FL,2001,checked,,,30.381953,-86.862372,Found,,4/3/2024 1:28pm
2593,ALSO,"941/252-2576 (pager) lgbt youth, confidential weekly mtgs",,,Info Lines & Services,Sarasota,FL,2001,checked,,,27.336465,-82.531012,General Coordinates Used,,4/3/2024 1:28pm
2594,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Sarasota,FL,2001,checked,,,27.336465,-82.531012,General Coordinates Used,,4/3/2024 1:28pm
2596,Gay Info Line,"941/923-4636 24hrs, recorded info",,,Info Lines & Services,Sarasota,FL,2001,checked,,,27.336465,-82.531012,General Coordinates Used,,4/3/2024 1:28pm
2603,MainStream ,941/330-0888,,,Publications,Sarasota,FL,2001,checked,,,27.336465,-82.531012,General Coordinates Used,,4/3/2024 1:28pm
2606,North Lido Beach,,,"Cruisy Area,(AYOR)",Cruisy Areas,Sarasota,FL,2001,checked,,,27.319488,-82.581975,Found,,4/3/2024 1:28pm
2610,A1 Gay Real Estate Services,"www.RainbowReferrals.com, Online Realtor Database, Photo Classifieds & Moving Resources. Renters Welcome!",,,Info Lines & Services,St Petersburg,FL,2001,checked,,,27.767601,-82.640291,General Coordinates Used,,4/3/2024 1:35pm
2611,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,St Petersburg,FL,2001,checked,,,27.767601,-82.640291,General Coordinates Used,,4/3/2024 1:35pm
2612,Gay Information Line (The Line),"727/586-4297 volunteers 7pm-11pm, touchtone service 24hrs",,,Info Lines & Services,St Petersburg,FL,2001,checked,,,27.767601,-82.640291,General Coordinates Used,,4/3/2024 1:35pm
2630,The Gazette ,813/689-7566 Florida's gay/ lesbian newsmagazine,,,Publications,St Petersburg,FL,2001,checked,,,27.767601,-82.640291,General Coordinates Used,,4/3/2024 1:35pm
2631,MainStream ,941/330-0888,,,Publications,St Petersburg,FL,2001,checked,,,27.767601,-82.640291,General Coordinates Used,,4/3/2024 1:35pm
2632,TLW Magazine ,"727/526-0585 (S FL#), 904/384-6514 (N FL #) bi-weekly magazine for gay men",,,Publications,St Petersburg,FL,2001,checked,,,27.767601,-82.640291,General Coordinates Used,,4/3/2024 1:35pm
2634,Pass-a-Grille Beach,below 8th St,,"Cruisy Area,(AYOR)",Cruisy Areas,St Petersburg,FL,2001,checked,,,27.767601,-82.640291,General Coordinates Used,,4/3/2024 1:35pm
2635,Community Real Estate Referrals,"St Pete Beach 800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,St Petersburg Beach,FL,2001,checked,,,27.742813,-82.750454,General Coordinates Used,,4/3/2024 1:37pm
2639,TLW Magazine ,"904/384-6514 (N FL #), 727/526-0585 (S FL#) bi-weekly magazine for gay men",,,Publications,Tallahassee,FL,2001,checked,,,30.438256,-84.280733,General Coordinates Used,,4/3/2024 1:28pm
2640,Megaphone Tallahassee,"850/385-9900 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050.",,,Men's Services,Tallahassee,FL,2001,checked,,,30.438256,-84.280733,General Coordinates Used,,4/3/2024 1:28pm
2641,Lost Lake,Spring Hill Rd ,,"Cruisy Area,(AYOR)",Cruisy Areas,Tallahassee,FL,2001,checked,,,30.438256,-84.280733,General Coordinates Used,,4/3/2024 1:28pm
2642,A1 Gay Real Estate Services,"www.RainbowReferrals.com, Online Realtor Database, Photo Classifieds & Moving Resources. Renters Welcome!",,,Info Lines & Services,Tampa,FL,2001,checked,,,27.950575,-82.457178,General Coordinates Used,,4/3/2024 1:28pm
2643,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Tampa,FL,2001,checked,,,27.950575,-82.457178,General Coordinates Used,,4/3/2024 1:29pm
2644,Gay Information Line (The Line),"727/586-4297 volunteers 7pm-11pm, touchstone service 24hrs",,,Info Lines & Services,Tampa,FL,2001,checked,,,27.950575,-82.457178,General Coordinates Used,,4/3/2024 1:29pm
2646,Ruskin House B&B,"Ruskin  813/645-3842 1910 Victorian home, 30 min S of Tampa & 30 min N of Sarasota ",,"(MW),(P)",Accommodations,Tampa,FL,2001,checked,,,27.950575,-82.457178,General Coordinates Used,,4/3/2024 1:29pm
2667,The Gazette,813/689-7566 Florida's gay/ lesbian newsmagazine,,,Publications,Tampa,FL,2001,checked,,,27.950575,-82.457178,General Coordinates Used,,4/3/2024 1:29pm
2668,TLW Magazine ,"727/526-0585 (S FL#), 904/384-6514 (N FL #) bi-weekly magazine for gay men",,,Publications,Tampa,FL,2001,checked,,,27.944853,-82.497079,General Coordinates Used,,4/3/2024 1:29pm
2669,Watermark,407/481-2243 bi-weekly lgbt newspaper,,,Publications,Tampa,FL,2001,checked,,,27.944853,-82.497079,General Coordinates Used,,4/3/2024 1:29pm
2672,The Confidential Connection!,813/626-6020 Hot local men are just a phone call away! 18+ Record and listen Free!! Use FREE code 499.,,,Men's Services,Tampa,FL,2001,checked,,,27.950575,-82.457178,General Coordinates Used,,4/3/2024 1:29pm
2673,Megaphone Tampa,"813/251-4744 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050.",,,Men's Services,Tampa,FL,2001,checked,,,27.950575,-82.457178,General Coordinates Used,,4/3/2024 1:29pm
2676,Ben T Davis Beach,E side of Campbell Causeway ,,"Cruisy Area,(AYOR)",Cruisy Areas,Tampa,FL,2001,checked,,,27.970749,-82.579284,Found,,4/3/2024 1:29pm
2677,Picnic island,across from the military base (on E side) gay beach ,,"Cruisy Area,(AYOR)",Cruisy Areas,Tampa,FL,2001,checked,,,27.950575,-82.457178,General Coordinates Used,,4/3/2024 1:29pm
2678,Playalinda Beach,,,"Cruisy Area,(AYOR)",Cruisy Areas,Titusville,FL,2001,checked,,,28.612219,-80.807554,General Coordinates Used,,4/3/2024 1:31pm
2679,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Venice,FL,2001,checked,,,27.099778,-82.454263,General Coordinates Used,,4/3/2024 1:30pm
2681,Casperson Beach,walk S,,"Cruisy Area,(AYOR)",Cruisy Areas,Venice,FL,2001,checked,,,27.058503,-82.444011,Found,,4/3/2024 1:30pm
2682,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,West Palm Beach,FL,2001,checked,,,26.671834,-80.05526,General Coordinates Used,,4/3/2024 1:30pm
2700,Bert Winters Park,Ellison Wilson Rd (in Juno Beach),,"Cruisy Area,(AYOR)",Cruisy Areas,West Palm Beach,FL,2001,checked,,,26.874002,-80.065017,Found,,4/3/2024 1:30pm
2701,Boynton Beach,on A1A ,,"Cruisy Area,(AYOR)",Cruisy Areas,West Palm Beach,FL,2001,checked,,,26.531787,-80.090546,General Coordinates Used,,4/3/2024 1:30pm
2702,Delray Beach,,,"Cruisy Area,(AYOR)",Cruisy Areas,West Palm Beach,FL,2001,checked,,,26.461463,-80.07282,General Coordinates Used,,4/3/2024 1:30pm
2703,MacArthur Park Beach,,,"Cruisy Area,(AYOR)",Cruisy Areas,West Palm Beach,FL,2001,checked,,,26.824956,-80.043057,Found,,4/3/2024 1:30pm
2704,Seawall ,summers,,"Cruisy Area,(AYOR)",Cruisy Areas,West Palm Beach,FL,2001,checked,,,26.715342,-80.053375,General Coordinates Used,,4/3/2024 1:30pm
2705,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Winter Park,FL,2001,checked,,,28.599808,-81.339296,General Coordinates Used,,4/3/2024 1:31pm
2706,Cady Way,street bordering Ward Memorial Park ,,"Cruisy Area,(AYOR)",Cruisy Areas,Winter Park,FL,2001,checked,,,28.59375,-81.317328,Found,,4/3/2024 1:31pm
2707,ETC Magazine,404/888-0063 weekly entertainment guide & news resource for lgbt Atlanta & Southeast,,,Publications,,GA,2001,checked,,Statewide,32.157435,-82.907123,General Coordinates Used,,4/3/2024 1:38pm
2708,Southern Voice,"404/876-1819 weekly lgbt newspaper for AL, FL (panhandle), GA, LA, MS, TN w/ resource listings",,,Publications,,GA,2001,checked,,Statewide,32.157435,-82.907123,General Coordinates Used,,4/3/2024 1:38pm
2709,TLW Magazine,"727/526-0585 (S FL#), 904/384-6514 (N FL #) bi-weekly magazine for gay men",,,Publications,,GA,2001,checked,,Statewide,32.157435,-82.907123,General Coordinates Used,,4/3/2024 1:38pm
2719,Bishop Park,Sunset Dr days,,"Cruisy Area,(AYOR)",Cruisy Areas,Athens,GA,2001,checked,,,33.964453,-83.412193,Found,,4/3/2024 1:38pm
2720,College Square,Clayton & College Sts ,,"Cruisy Area,(AYOR)",Cruisy Areas,Athens,GA,2001,checked,,,33.958537,-83.37557,Found,,4/3/2024 1:38pm
2721,A1 Gay Real Estate Services,"www.RainbowReferrals.com, Online Realtor Database, Photo Classifieds & Moving Resources. Renters Welcome!",,,Info Lines & Services,Atlanta,GA,2001,checked,,,33.748752,-84.387684,General Coordinates Used,,4/3/2024 1:38pm
2723,BWMT (Black & White Men Together) Atlanta,"404/892-2968 gay multicultural group, many social events",,,Info Lines & Services,Atlanta,GA,2001,checked,,,33.748752,-84.387684,General Coordinates Used,,4/3/2024 1:38pm
2724,Community Real Estate Referrals,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Atlanta,GA,2001,checked,,,33.748752,-84.387684,General Coordinates Used,,4/3/2024 1:38pm
2726,Gay Helpline,"404/892-0661 24hrs, live 6pm-11pm, info & counseling",,,Info Lines & Services,Atlanta,GA,2001,checked,,,33.748995,-84.387982,General Coordinates Used,,4/3/2024 1:39pm
2727,Southern Bears,770/908-3381 meets 2nd Sat at 'Atlanta Eagle',,,Info Lines & Services,Atlanta,GA,2001,checked,,,33.748995,-84.387982,General Coordinates Used,,4/3/2024 1:39pm
2730,Hello B&B,"404/892-8111 B&B in private home, hot tub",,"(MW),(NS)",Accommodations,Atlanta,GA,2001,checked,,,33.748995,-84.387982,General Coordinates Used,,4/3/2024 1:39pm
2733,Rendezvous for Two,"770/933-8951, 877/790-8673 romantic accommodations",,(GF),Accommodations,Atlanta,GA,2001,checked,,,33.748995,-84.387982,General Coordinates Used,,4/3/2024 1:39pm
2770,Heretic Leathers,toy shop,,,Nightclubs,Atlanta,GA,2001,checked,,location from The Heretic's description,33.748995,-84.387982,General Coordinates Used,,4/3/2024 1:39pm
2798,Alternative Talk,"WRFG 89.3FM  404/523-8989 (station #), 404/523-3471 (office #) 5pm-5:30pm Fri, radio program for Atlanta's African-American lgbt community ",,,Entertainment & Recreation,Atlanta,GA,2001,checked,,,33.748752,-84.387684,General Coordinates Used,,4/3/2024 1:38pm
2799,Funny That Way Theatre Company ,"404/893-3344, 404/627-6672 lgbt theater, seasonal musicals, call for schedule ",,,Entertainment & Recreation,Atlanta,GA,2001,checked,,,33.748995,-84.387982,General Coordinates Used,,4/3/2024 1:39pm
2800,Lambda Radio ,"WRFG 89.3 FM 404/523-8989 6pm Tue, lgbt radio program ",,,Entertainment & Recreation,Atlanta,GA,2001,checked,,,33.748995,-84.387982,General Coordinates Used,,4/3/2024 1:39pm
2801,"Little 5 Points, Moreland & Euclid Ave ",S of Ponce de Leon Ave  hip & funky area w/ too many restaurants & shops to list ,,,Entertainment & Recreation,Atlanta,GA,2001,checked,,,33.765506,-84.349145,Found,,4/3/2024 1:39pm
2803,Piedmont Park,"SE part of the park  (off Monroe & 10th St) hilltop sunbathing, cruisy parking lot ",,(AYOR),Entertainment & Recreation,Atlanta,GA,2001,checked,,,33.785086,-84.373803,Found,,4/3/2024 1:39pm
2813,ETC Magazine ,404/888-0063 weekly entertainment guide & news resource for lgbt Atlanta & Southeast ,,,Publications,Atlanta,GA,2001,checked,,,33.748995,-84.387982,General Coordinates Used,,4/3/2024 1:39pm
2814,Southern Voice,"404/876-1819 weekly lgbt newspaper for AL, FL (panhandle), GA, LA, MS, TN w/ resource listings ",,,Publications,Atlanta,GA,2001,checked,,,33.748995,-84.387982,General Coordinates Used,,4/3/2024 1:39pm
2822,Dark Angel Leather,"11am-11pm, 3pm-8pm Sun, clsd Mon ",,,,Atlanta,GA,2001,checked,,location from The Sanctuary's description,33.748752,-84.387684,General Coordinates Used,,4/3/2024 1:38pm
2823,The Confidential Connection!,"404/870-8830 Dial your match! 18+ Browse, Match, Chat! Use FREE code 499.",,,Men's Services,Atlanta,GA,2001,checked,,,34.075376,-84.29409,General Coordinates Used,,4/3/2024 1:39pm
2824,The Gay Connection,"900/287-6338 Talk and/or meet with other men from the area, at only 99¢ per minute.",,,Men's Services,Atlanta,GA,2001,checked,,,34.075376,-84.29409,General Coordinates Used,,4/3/2024 1:39pm
2825,Megaphone Atlanta ,"404/244-7000 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050. ",,,Men's Services,Atlanta,GA,2001,checked,,,33.748995,-84.387982,General Coordinates Used,,4/3/2024 1:39pm
2833,Dutch Valley Rd,off Monroe Dr ,,"Cruisy Area,(AYOR)",Cruisy Areas,Atlanta,GA,2001,checked,,,33.791959,-84.368133,General Coordinates Used,,4/3/2024 1:38pm
2834,Piedmont Park ,nr Botanical Garden ,,"Cruisy Area,(AYOR)",Cruisy Areas,Atlanta,GA,2001,checked,,,33.785086,-84.373803,Found,,4/3/2024 1:39pm
2835,Tara Theatre ,Cheshire Bridge Rd parking lot ,,"Cruisy Area,(AYOR)",Cruisy Areas,Atlanta,GA,2001,checked,,,33.813719,-84.353775,General Coordinates Used,,4/3/2024 1:39pm
2842,Callaway Gardens & Showers ,at Robin Lake Beach  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Columbus,GA,2001,checked,,,32.845472,-84.848281,Found,,4/3/2024 1:40pm
2843,South Lumpkin Road Park ,,,"Cruisy Area,(AYOR)",Cruisy Areas,Columbus,GA,2001,checked,,,32.396738,-84.956841,Found,,4/3/2024 1:40pm
2848,KampKanga Resort ,"912/743-0702 campground w/ 200 sites & RV hookups on 400 acres, also 10-rm lodge ",,"(M),(SW),(GO)",Accommodations,Macon,GA,2001,checked,,,32.840695,-83.632402,General Coordinates Used,,4/3/2024 1:41pm
2850,Central City Park ,,,"Cruisy Area,(AYOR)",Cruisy Areas,Macon,GA,2001,checked,,,32.833179,-83.615214,Found,,4/3/2024 1:40pm
2851,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals ",,,Info Lines & Services,Savannah,GA,2001,checked,,,32.080899,-81.091203,General Coordinates Used,,4/3/2024 1:41pm
2865,"Savannah Walks, Inc",912/238-9255 variety of walking tours of downtown Savannah ,,(GF),Entertainment & Recreation,Savannah,GA,2001,checked,,,32.080899,-81.091203,General Coordinates Used,,4/3/2024 1:42pm
2868,Network News,"PO Box 2442, 31402 912/236-2489 monthly newsletter ",,,Publications,Savannah,GA,2001,checked,,,32.080899,-81.091203,General Coordinates Used,,4/3/2024 1:42pm
