ID,Title,description,streetaddress,amenityfeatures,type,city,state,Year,unclearaddress,uncleartype,notes,lat,lon,status,dateadded,lastmodified
6315,Trosper Park,,,"Cruisy Area,(AYOR)",Cruisy Areas,Oklahoma City,OK,2001,checked,,,35.429897,-97.468564,Found,,4/20/2024 7:30pm
6316,Shawnee Reservoir,,,"Cruisy Area,(AYOR)",Cruisy Areas,Shawnee,OK,2001,checked,,,35.338351,-97.075392,Found,,4/20/2024 7:31pm
6318,A1 Gay Real Estate Services,"www.RainbowReferrals.com, Online Realtor Database, Photo Classifieds & Moving Resources. Renters Welcome!",,,Info Lines & Services,Tulsa,OK,2001,checked,,,36.136072,-95.985075,General Coordinates Used,,4/20/2024 7:30pm
6320,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Tulsa,OK,2001,checked,,,36.136072,-95.985075,General Coordinates Used,,4/20/2024 7:30pm
6321,Native American Men's Support Group,918/582-7225 (Indian Health Care Resource Ctr #) ,,,Info Lines & Services,Tulsa,OK,2001,checked,,,36.153154,-95.976661,Found,,4/20/2024 7:31pm
6323,TULSA (Tulsa Uniform/ Leather Seekers Assoc),918/298-4895,,,Info Lines & Services,Tulsa,OK,2001,checked,,,36.136072,-95.985075,General Coordinates Used,,4/20/2024 7:31pm
6340,Tulsa Family News,918/583-1248 monthly lgbt newspaper,,,Publications,Tulsa,OK,2001,checked,,,36.136072,-95.985075,General Coordinates Used,,4/20/2024 7:31pm
6341,The Tulsa Triangle,"PO Box 690594, 74169 lgbt magazine covering Tulsa & neighboring cities & states",,,Publications,Tulsa,OK,2001,checked,,,36.136072,-95.985075,General Coordinates Used,,4/20/2024 7:31pm
6342,Megaphone Tulsa,"918/663-2700 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050.",,,Men's Services,Tulsa,OK,2001,checked,,,36.136072,-95.985075,General Coordinates Used,,4/20/2024 7:30pm
6350,Trails,W of truck stop ,,"Cruisy Area,(AYOR)",Cruisy Areas,Watonga,OK,2001,checked,,,35.844765,-98.413128,General Coordinates Used,,4/20/2024 7:31pm
6351,Gay Resource Connection/ Oregon AIDS Hotline,"503/223-2437, 800/777-2437 (Pacific NW only) 10am-9pm, noon-6pm wknds",,,Info Lines & Services,,OR,2001,checked,,"City originally listed under ""Statewide""",43.804133,-120.554201,General Coordinates Used,,4/20/2024 7:33pm
6352,Oregon Tourism Commission,800/547-7842 call for free catalog,,,Info Lines & Services,,OR,2001,checked,,"City originally listed under ""Statewide""",43.804133,-120.554201,General Coordinates Used,,4/20/2024 7:33pm
6353,Just Out,503/236-1252 lgbt newspaper w/ resource directory ,,,Info Lines & Services,,OR,2001,checked,,"City originally listed under ""Statewide""",43.804133,-120.554201,General Coordinates Used,,4/20/2024 7:33pm
6357,Hyak Park,Hwy 20  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Albany,OR,2001,checked,,,44.638644,-123.160376,Found,,4/20/2024 7:33pm
6364,Rogues Inn Apartments,"541/488-5162, 800/276-4837 apts, kids ok ",,"(GF),(NS)",Accommodations,Ashland,OR,2001,checked,,,42.194576,-122.709477,General Coordinates Used,,4/20/2024 7:33pm
6373,Lithia Park,,,"Cruisy Area,(AYOR)",Cruisy Areas,Ashland,OR,2001,checked,,,42.188232,-122.716665,Found,,4/20/2024 7:33pm
6377,Beyond the Closet,"541/317-8966 social/support, also newspaper",,,Info Lines & Services,Bend,OR,2001,checked,,,44.058173,-121.31531,General Coordinates Used,,4/20/2024 7:38pm
6378,Out & About,541/388-2395 sponsors socials & potlucks,,,Info Lines & Services,Bend,OR,2001,checked,,,44.058173,-121.31531,General Coordinates Used,,4/20/2024 7:38pm
6382,Drake Park,Riverside Dr clsd winter,,"Cruisy Area,(AYOR)",Cruisy Areas,Bend,OR,2001,checked,,,44.059025,-121.318238,Found,,4/20/2024 7:38pm
6383,Sawyer Park,evenings,,"Cruisy Area,(AYOR)",Cruisy Areas,Bend,OR,2001,checked,,,44.086921,-121.309587,Found,,4/20/2024 7:38pm
6387,Rainbow Continuum ,541/737-6360 7pm Mon at Women's Ctr Sept-May,,,Info Lines & Services,Corvallis,OR,2001,checked,,,44.564566,-123.262043,General Coordinates Used,,4/20/2024 7:33pm
6390,Willamette River,N of Willamette Park  ,,"Cruisy Area,(N),(AYOR)",Cruisy Areas,Corvallis,OR,2001,checked,,,44.540046,-123.250323,Found,,4/20/2024 7:34pm
6391,A1 Gay Real Estate Services,"www.RainbowReferrals.com, Online Realtor Database, Photo Classifieds & Moving Resources. Renters Welcome!",,,Info Lines & Services,Eugene,OR,2001,checked,,,44.052069,-123.086754,General Coordinates Used,,4/20/2024 7:34pm
6392,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Eugene,OR,2001,checked,,,44.052069,-123.086754,General Coordinates Used,,4/20/2024 7:34pm
6394,LGBT Alliance,"541/346-3360 9am-5pm (office), various drop-in groups",,(WC),Info Lines & Services,Eugene,OR,2001,checked,,,44.052069,-123.086754,General Coordinates Used,,4/20/2024 7:34pm
6401,Skinner Butte Park,,,"Cruisy Area,(AYOR)",Cruisy Areas,Eugene,OR,2001,checked,,,44.059172,-123.09262,Found,,4/20/2024 7:34pm
6402,Willamette River Beach ,"on the coast fork  take 30th Ave, exit E off I-5, turn left at stop sign, right at Texaco station & park past the recycling ctr, then follow paths to paved road to beach",,"Cruisy Area,(AYOR)",Cruisy Areas,Eugene,OR,2001,checked,,,44.017492,-123.014353,Found,,4/20/2024 7:34pm
6405,Riverside Park ,nr art museum  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Grants Pass ,OR,2001,checked,,,42.428346,-123.329272,Found,,4/20/2024 7:39pm
6406,Haglestein Park,"Hwy 97  (about 10 miles N of town, past Klamath Lake) ",,"Cruisy Area,(AYOR)",Cruisy Areas,Klamath Falls ,OR,2001,checked,,,42.382463,-121.812368,Found,,4/20/2024 7:39pm
6407,Moore Park,summers,,"Cruisy Area,(AYOR)",Cruisy Areas,Klamath Falls ,OR,2001,checked,,,42.232291,-121.811471,Found,,4/20/2024 7:39pm
6409,Road's End Dory Cove,"Logan Rd  541/994-5180 11:30am-9pm, steak & seafood ",,,Restaurants,Lincoln City,OR,2001,checked,,,44.94522,-124.018934,Found,,4/20/2024 7:38pm
6413,Jackson County Sports Park,,,"Cruisy Area,(AYOR)",Cruisy Areas,Medford,OR,2001,checked,,,42.418042,-122.801128,Found,,4/20/2024 7:35pm
6414,Touvelle Park ,along Rogue River  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Medford,OR,2001,checked,,,42.441817,-122.886019,Found,,4/20/2024 7:35pm
6415,Cliff House B&B,"541/563-2506 oceanfront, full brkfst, hot tub",,"(GF),(NS)",Accommodations,Newport,OR,2001,checked,,,44.636784,-124.05345,General Coordinates Used,,4/20/2024 7:35pm
6419,Yaquina Bay State Park,off Hwy 101 (at N end of Yaquina Bay Bridge) ,,"Cruisy Area,(AYOR)",Cruisy Areas,Newport,OR,2001,checked,,,44.62423,-124.064766,Found,,4/20/2024 7:35pm
6420,Ontario State Park,on the Snake River  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Ontario,OR,2001,checked,,,44.049699,-116.974844,Found,,4/20/2024 7:36pm
6421,Battle Rock Wayside Park,S edge of town  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Port Orford,OR,2001,checked,,,42.742901,-124.492401,Found,,4/20/2024 7:38pm
6422,A1 Gay Real Estate Services,"www.RainbowReferrals.com, Online Realtor Database, Photo Classifieds & Moving Resources. Renters Welcome!",,,Info Lines & Services,Portland,OR,2001,checked,,,45.515232,-122.678385,General Coordinates Used,,4/20/2024 7:36pm
6423,Asian/ Pacific Islander LGBT Info Hotline ,503/299-0120 educational/ social/ support group,,,Info Lines & Services,Portland,OR,2001,checked,,,45.515232,-122.678385,General Coordinates Used,,4/20/2024 7:36pm
6424,Brother to Brother,"503/417-7991 5pm Wed, support & advocacy group for African-American gay & bisexual men, call for location",,,Info Lines & Services,Portland,OR,2001,checked,,,45.515232,-122.678385,General Coordinates Used,,4/20/2024 7:36pm
6425,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Portland,OR,2001,checked,,,45.515232,-122.678385,General Coordinates Used,,4/20/2024 7:36pm
6426,Gentle Giants of Oregon,503/241-4535 social group for heavy-set men & their admirers ,,,Info Lines & Services,Portland,OR,2001,checked,,,45.515232,-122.678385,General Coordinates Used,,4/20/2024 7:39pm
6428,Love Makes a Family,"503/228-3892 many groups, call for locations",,,Info Lines & Services,Portland,OR,2001,checked,,,45.515232,-122.678385,General Coordinates Used,,4/20/2024 7:36pm
6429,Northwest Gender Alliance,"503/646-2802 3rd Tue & 2nd Sat, transgender support group, newsletter ",,,Info Lines & Services,Portland,OR,2001,checked,,,45.515232,-122.678385,General Coordinates Used,,4/20/2024 7:37pm
6430,Portland Bisexual Alliance,503/775-9717 support & social group w/ weekly events ,,,Info Lines & Services,Portland,OR,2001,checked,,,45.515232,-122.678385,General Coordinates Used,,4/20/2024 7:37pm
6431,Radical Faeries ,503/235-0826 call for events ,,,Info Lines & Services,Portland,OR,2001,checked,,,45.515232,-122.678385,General Coordinates Used,,4/20/2024 7:37pm
6439,Brig,9pm-2:30am,,"(MW),(D)",Bars,Portland,OR,2001,checked,,Location from Boxxes's description ,45.522386,-122.681828,Found,,4/20/2024 7:36pm
6440,Red Cap Garage,noon-2:30am,,,Restaurants,Portland,OR,2001,checked,,Location from Boxxes's description ,45.515232,-122.678385,General Coordinates Used,,4/20/2024 7:37pm
6466,Touchstone Coffee House,"503/262-7613 7am-9pm, till 10pm Th-Fri, 8am-10pm Sat, till 3pm Sun ",,"(GO),(E)",Cafes,Portland,OR,2001,checked,,,45.515232,-122.678385,General Coordinates Used,,4/20/2024 7:37pm
6489,Sauvie's Island Beach,"25 miles NW (off US 30) follow Reeder Rd to the Collins beach area, park at the farthest end of the road, then follow path to beach",,,Entertainment & Recreation,Portland,OR,2001,checked,,,45.515232,-122.678385,General Coordinates Used,,4/20/2024 7:37pm
6498,Just Out,503/236-1252 lgbt newspaper w/ resource directory ,,,Retail Shops,Portland,OR,2001,checked,,,45.515232,-122.678385,General Coordinates Used,,4/20/2024 7:36pm
6502,Megaphone Portland,"503/299-9911 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050.",,,Men's Clubs,Portland,OR,2001,checked,,,45.515232,-122.678385,General Coordinates Used,,4/20/2024 7:37pm
6510,Kelly Point,on Marine Dr follow trail to left of parking lot,,"Cruisy Area,(AYOR)",Cruisy Areas,Portland,OR,2001,checked,,,45.646196,-122.762197,Found,,4/20/2024 7:36pm
6511,West Delta Park,West Delta Park Rd (btwn Potland Int'l Raceway & Expo Ctr),,"Cruisy Area,(AYOR)",Cruisy Areas,Portland,OR,2001,checked,,,45.605636,-122.693147,Found,,4/20/2024 7:37pm
6513,Gay/ Lesbian Switchboard,"541/672-4126 24hrs, publishes newsletter",,,Info Lines & Services,Roseburg,OR,2001,checked,,,43.216505,-123.341738,General Coordinates Used,,4/20/2024 7:37pm
6514,Stewart Park,river trails & under bridge ,,"Cruisy Area,(AYOR)",Cruisy Areas,Roseburg,OR,2001,checked,,,43.229225,-123.372595,Found,,4/20/2024 7:38pm
6519,Community News,503/363-0006 monthly ,,,Publications,Salem,OR,2001,checked,,,44.942898,-123.035096,General Coordinates Used,,4/20/2024 7:38pm
6521,Bush Park,12th & State St days only,,"Cruisy Area,(AYOR)",Cruisy Areas,Salem,OR,2001,checked,,,44.930943,-123.034808,Found,,4/20/2024 7:38pm
6522,Cannon Beach,10 miles S  summers only,,"Cruisy Area,(AYOR)",Cruisy Areas,Seaside,OR,2001,checked,,,45.891774,-123.961527,Found,,4/20/2024 7:38pm
6523,Seaside Beach,area under turn-around summers,,"Cruisy Area,(AYOR)",Cruisy Areas,Seaside,OR,2001,checked,,,45.993153,-123.930876,Found,,4/20/2024 7:38pm
6526,Carruthers Park,Warrenton Dr  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Warrenton,OR,2001,checked,,,46.191824,-123.9303,Found,,4/20/2024 7:39pm
6528,Ocean Odyssey ,"541/547-3637, 800/800-1915 vacation rental homes in Yachats & Waldport, on the coast ",,(GF),Accommodations,Yachats,OR,2001,checked,,,44.311403,-124.10433,Found,,4/20/2024 7:38pm
6531,SPOTS,570/698-7725 monthly newspaper for northeastern PA & southern NY,,,Publications,,PA,2001,checked,,"City originally listed under ""Statewide""",41.203322,-77.194525,General Coordinates Used,,4/20/2024 7:40pm
6532,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Allentown,PA,2001,checked,,,40.602294,-75.47141,General Coordinates Used,,4/20/2024 7:40pm
6536,The Block,13th & 14th Ave,,"Cruisy Area,(AYOR)",Cruisy Areas,Allentown,PA,2001,checked,,,40.597152,-75.483003,General Coordinates Used,,4/20/2024 7:40pm
6537,Lehigh Park,nr Keck's Bridge ,,"Cruisy Area,(AYOR)",Cruisy Areas,Allentown,PA,2001,checked,,,40.579033,-75.493089,Found,,4/20/2024 7:40pm
6538,Upper Macungie Park ,Rte 100 (1 mile N of the I-78 exit)  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Allentown,PA,2001,checked,,,40.595006,-75.630664,Found,,4/20/2024 7:40pm
6539,Upper Terrace Park,Union & St Elmo's Sts ,,"Cruisy Area,(AYOR)",Cruisy Areas,Allentown,PA,2001,checked,,,40.592034,-75.498344,Found,,4/20/2024 7:40pm
6543,Adult World,"Old Rte 220  (Bellwood exit, off I-99) 814/742-7781",,,Erotica,Altoona,PA,2001,checked,,,40.518681,-78.394736,General Coordinates Used,,4/20/2024 7:40pm
6545,Wetlands Pennsylvania Power & Light Park,Rte 11 ,,"Cruisy Area,(AYOR)",Cruisy Areas,Berwick,PA,2001,checked,,,41.054529,-76.233268,General Coordinates Used,,4/20/2024 7:46pm
6548,Cupids,pink building on Stefko Blvd (nr Laneco Market) unconfirmed ,,,Erotica,Bethlehem,PA,2001,checked,,,40.625932,-75.370458,General Coordinates Used,,4/20/2024 7:40pm
6553,Silver Lake Park,,,"Cruisy Area,(AYOR)",Cruisy Areas,Bristol,PA,2001,checked,,,40.107811,-74.861313,Found,,4/20/2024 7:40pm
6554,Moraine State Park,Bear Run area (south shore) ,,"Cruisy Area,(AYOR)",Cruisy Areas,Butler,PA,2001,checked,,,40.939048,-80.097808,Found,,4/20/2024 7:41pm
6555,Neshaminy Park ,,,"Cruisy Area,(AYOR)",Cruisy Areas,Cornwells Heights,PA,2001,checked,,,40.07746,-74.91792,Found,,4/20/2024 7:50pm
6556,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,East Stroudsburg ,PA,2001,checked,,,41.003052,-75.181755,General Coordinates Used,,4/20/2024 7:50pm
6557,Rainbow Mtn Resort & Restaurant ,"570/223-8484 atop Pocono mtn on 85 acres, also restaurant & bar, DJ Fri-Sat",,"(*),(MW),(D),(TG),(E),(K),(SW)",Accommodations,East Stroudsburg ,PA,2001,checked,,,41.039037,-75.109743,Found,,4/20/2024 7:51pm
6558,Secrets ,"Business Rte 209 570/420-8716 5pm-2am, game room, theme nights, also motel",,"(M),(D),(SW),(F),(GO)",Bars,East Stroudsburg ,PA,2001,checked,,,41.003052,-75.181755,General Coordinates Used,,4/20/2024 7:51pm
6559,Ridley Creek State Park,Rte 3 W Chester Pike,,"Cruisy Area,(AYOR)",Cruisy Areas,Edgemont,PA,2001,checked,,,39.948012,-75.446135,Found,,4/20/2024 7:46pm
6560,Identity ,"814/732-2647, 814/732-2000 student group",,,Info Lines & Services,Edinboro,PA,2001,checked,,,41.871572,-80.120803,Found,,4/20/2024 7:50pm
6561,Lakeside Commons,"Rte 6 N (behind the mall overlooking the lake), Waterford days",,"Cruisy Area,(AYOR)",Cruisy Areas,Edinboro,PA,2001,checked,,,41.874222,-80.131724,General Coordinates Used,,4/20/2024 7:50pm
6562,Trigon: LGBT Coalition,814/898-6164 student group,,,Info Lines & Services,Erie,PA,2001,checked,,,42.143969,-80.138189,General Coordinates Used,,4/20/2024 7:41pm
6570,Gay People's Chronicle,"216/631-8646, 800/426-5947 weekly Ohio lgbt newspaper w/ extensive listings",,,Publications,Erie,PA,2001,checked,,,42.143969,-80.138189,General Coordinates Used,,4/20/2024 7:41pm
6573,Erie Zoo,park on the hill  (over-looking the zoo),,"Cruisy Area,(AYOR)",Cruisy Areas,Erie,PA,2001,checked,,,42.143969,-80.138189,General Coordinates Used,,4/20/2024 7:41pm
6574,Presque Isle Park Beach,non-guarded area (E of Beach 2) ,,"Cruisy Area,(AYOR)",Cruisy Areas,Erie,PA,2001,checked,,,42.158582,-80.114941,Found,,4/20/2024 7:41pm
6577,Harrison Ave,off Otterman St  ,,"Cruisy Area,(AYOR)",Cruisy Areas,Greensburg,PA,2001,checked,,,40.303296,-79.546214,Found,,4/20/2024 7:41pm
6578,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Harrisburg,PA,2001,checked,,,40.273191,-76.886701,General Coordinates Used,,4/20/2024 7:41pm
6579,Gay/ Lesbian Switchboard ,717/234-0328 6pm-10pm Mon-Fri (volunteers permitting) ,,,Info Lines & Services,Harrisburg,PA,2001,checked,,,40.273191,-76.886701,General Coordinates Used,,4/20/2024 7:41pm
6580,Susquehanna Valley Bears,717/930-3547 ,,,Info Lines & Services,Harrisburg,PA,2001,checked,,,40.273191,-76.886701,General Coordinates Used,,4/20/2024 7:41pm
6588,Riverfront Park,Front & State St,,"Cruisy Area,(AYOR)",Cruisy Areas,Harrisburg,PA,2001,checked,,,40.262492,-76.888565,Found,,4/20/2024 7:41pm
6590,Babcock Park ,,,"Cruisy Area,(AYOR)",Cruisy Areas,Johnstown,PA,2001,checked,,,40.326741,-78.92197,General Coordinates Used,,4/20/2024 7:41pm
6592,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Lancaster,PA,2001,checked,,,40.037876,-76.305514,General Coordinates Used,,4/20/2024 7:41pm
6595,Loft ,"above 'Tally Ho' bar 717/299-0661 lunch & dinner, clsd Sun, French ",,,Restaurants,Lancaster,PA,2001,checked,,Tally Ho's address is 201 W Orange,40.039377,-76.308932,Found,,4/20/2024 7:42pm
6597,Lancaster County Park,,,"Cruisy Area,(AYOR)",Cruisy Areas,Lancaster,PA,2001,checked,,,40.025023,-76.295226,Found,,4/20/2024 7:41pm
6598,Long's Park,Rte 30 at Harrisburg Pike,,"Cruisy Area,(AYOR)",Cruisy Areas,Lancaster,PA,2001,checked,,,40.062561,-76.333834,Found,,4/20/2024 7:42pm
6600,Coleman's Park,,,"Cruisy Area,(AYOR)",Cruisy Areas,Lebanon,PA,2001,checked,,,40.350593,-76.44091,Found,,4/20/2024 7:42pm
6601,Union Canal Tunnel Park,,,"Cruisy Area,(AYOR)",Cruisy Areas,Lebanon,PA,2001,checked,,,40.348282,-76.456636,Found,,4/20/2024 7:42pm
6604,Curt & Wally's B&B,570/223-1395,,"(MO),(SW),(N)",Accommodations,Marshalls Creek,PA,2001,checked,,,41.04315,-75.1274,General Coordinates Used,,4/20/2024 7:48pm
6606,Adult World Books Store,Rtes 202 & 309  215/362-9560 ,,,Erotica,Montgomeryville,PA,2001,checked,,,40.238557,-75.229839,General Coordinates Used,,4/20/2024 7:47pm
6608,McConnell's Mill State Park,summers,,"Cruisy Area,(AYOR)",Cruisy Areas,New Castle,PA,2001,checked,,,40.953376,-80.169922,Found,,4/20/2024 7:42pm
6609,A1 Gay Real Estate Services,"www.RainbowReferrals.com, Online Realtor Database, Photo Classifieds & Moving Resources. Renters Welcome!",,,Info Lines & Services,New Hope,PA,2001,checked,,,40.369499,-74.953453,General Coordinates Used,,4/20/2024 7:42pm
6610,AA Gay/ Lesbian,215/574-6900 (AA#),,,Info Lines & Services,New Hope,PA,2001,checked,,,40.369499,-74.953453,General Coordinates Used,,4/20/2024 7:42pm
6611,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,New Hope,PA,2001,checked,,,40.364273,-74.951278,General Coordinates Used,,4/20/2024 7:42pm
6625,Odette's,"South River Rd 215/862-3000 11am-10pm, piano bar & cabaret till 1am ",,"(E),(WC)",Restaurants,New Hope,PA,2001,checked,,,40.357235,-74.949232,General Coordinates Used,,4/20/2024 7:43pm
6633,Oneida Camp & Lodge,"570/465-7011 April-Oct, oldest gay-owned campground dedicated to our community",,"(M),(SW),(N),(GO)",Accommodations,New Milford,PA,2001,checked,,,41.872578,-75.727132,General Coordinates Used,,4/20/2024 7:43pm
6634,A1 Gay Real Estate Services,"www.RainbowReferrals.com, Online Realtor Database, Photo Classifieds & Moving Resources. Renters Welcome!",,,Info Lines & Services,Philadelphia ,PA,2001,checked,,,39.952584,-75.165221,General Coordinates Used,,4/20/2024 7:47pm
6635,AA Gay/ Lesbian,215/574-6900 call for mtg schedule,,,Info Lines & Services,Philadelphia ,PA,2001,checked,,,39.952584,-75.165221,General Coordinates Used,,4/20/2024 7:47pm
6637,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Philadelphia ,PA,2001,checked,,,39.952584,-75.165221,General Coordinates Used,,4/20/2024 7:47pm
6638,MACT (Men of All Colors Together),610/277-6595,,,Info Lines & Services,Philadelphia ,PA,2001,checked,,,39.952584,-75.165221,General Coordinates Used,,4/20/2024 7:48pm
6642,The Alexander Inn,"Spruce  (at 12th) 215/923-3535, 877/253-9466 gym",,"(GS),(GO)",Accommodations,Philadelphia ,PA,2001,checked,,,39.946293,-75.160994,Found,,4/20/2024 7:48pm
6647,Glen Isle Farm,"30 miles out of town in Downingtown 610/269-9100, 800/269-1730 full brkfst",,"(GF),(F),(NS)",Accommodations,Philadelphia ,PA,2001,checked,,,39.952584,-75.165221,General Coordinates Used,,4/20/2024 7:48pm
6692,'Q Zine',"WXPN-FM 88.5 215/898-6677 10pm Sun, lgbt radio",,,Entertainment & Recreation,Philadelphia ,PA,2001,checked,,,39.952584,-75.165221,General Coordinates Used,,4/20/2024 7:47pm
6698,Cafe Magazine,"215/627-0791 essays, poetry, short fiction along w/ local listings & photographs",,(GO),Publications,Philadelphia ,PA,2001,checked,,,39.952584,-75.165221,General Coordinates Used,,4/20/2024 7:47pm
6699,PGN (Philadelphia Gay News) ,215/625-8501 lgbt newspaper w/ extensive listings,,,Publications,Philadelphia ,PA,2001,checked,,,39.952584,-75.165221,General Coordinates Used,,4/20/2024 7:48pm
6703,The Confidential Connection!,"215/875-9900 HOT local men are just a phon call away! 18+ Record, Listen and Respond FREE! Use FREE code 499.",,,Men's Services,Philadelphia ,PA,2001,checked,,,39.952584,-75.165221,General Coordinates Used,,4/20/2024 7:48pm
6704,The Gay Connection,"900/346-6338 Talk and/or meet with other men from the area, at only 99¢ per minute.",,,Men's Services,Philadelphia ,PA,2001,checked,,,39.952584,-75.165221,General Coordinates Used,,4/20/2024 7:48pm
6705,Megaphone Philadelphia,"215/877-3337 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050.",,,Men's Services,Philadelphia ,PA,2001,checked,,,39.952584,-75.165221,General Coordinates Used,,4/20/2024 7:48pm
6712,Public Park,hiking area off I-81 E (exit 34),,"Cruisy Area,(AYOR)",Cruisy Areas,Pine Grove,PA,2001,checked,,,39.952584,-75.165221,General Coordinates Used,,4/20/2024 7:43pm
6713,Swatara Falls,,,"Cruisy Area,(AYOR)",Cruisy Areas,Pine Grove,PA,2001,checked,,,40.670404,-76.357991,Found,,4/20/2024 7:43pm
6714,The Hermitage at Mahantongo Spirit Garden,"RD 1, Box 149, Grove Rd, 17964 570/425-2548 queer spiritual retreat center (Pantheist), working farm & historic site ",,(M),Accommodations,Pitman,PA,2001,checked,,,40.701317,-76.501538,Found,,4/20/2024 7:50pm
6715,AA Gay/ Lesbian,412/471-7472 ,,,Info Lines & Services,Pittsburgh,PA,2001,checked,,,40.440625,-79.995886,General Coordinates Used,,4/20/2024 7:43pm
6716,'Burgh Bears,412/422-8850,,,Info Lines & Services,Pittsburgh,PA,2001,checked,,,40.440625,-79.995886,General Coordinates Used,,4/20/2024 7:43pm
6717,Community Real Estate Referrals ,"800/346-5592 gay realtor at your service, no rentals",,,Info Lines & Services,Pittsburgh,PA,2001,checked,,,40.440625,-79.995886,General Coordinates Used,,4/20/2024 7:43pm
6718,FACT (Friends of all Colors Together),412/441-4441,,,Info Lines & Services,Pittsburgh,PA,2001,checked,,,40.440625,-79.995886,General Coordinates Used,,4/20/2024 7:43pm
6720,Radical Faeries ,c/o G/L Community Ctr 412/422-0114 (Ctr #),,,Info Lines & Services,Pittsburgh,PA,2001,checked,,Gay/ Lesbian Community Center's address is 5808 Forward Ave,40.440625,-79.995886,General Coordinates Used,,4/20/2024 7:43pm
6750,Out,412/243-3350 lgbt newspaper ,,,Publications,Pittsburgh,PA,2001,checked,,,40.440625,-79.995886,General Coordinates Used,,4/20/2024 7:43pm
6752,The Confidential Connection!,"412/322-8888 HOT local men are just a phone call away! 18+ Record, Listen and Respond FREE! Use FREE code 499.",,,Men's Services,Pittsburgh,PA,2001,checked,,,40.440625,-79.995886,General Coordinates Used,,4/20/2024 7:44pm
6753,Megaphone Pittsburgh,"412/937-9999 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050.",,,Men's Services,Pittsburgh,PA,2001,checked,,,40.440625,-79.995886,General Coordinates Used,,4/20/2024 7:43pm
6756,Schenley Park ,,,"Cruisy Area,(AYOR)",Cruisy Areas,Pittsburgh,PA,2001,checked,,,40.435063,-79.941747,Found,,4/20/2024 7:44pm
6758,Frog Hollow,570/595-2814 rental cottage,,,Accommodations,Poconos,PA,2001,checked,,,40.463749,-75.718655,General Coordinates Used,,4/20/2024 7:50pm
6759,Rainbow Mtn Resort,570/223-8484 atop Pocono Mtn on 85 acres (see listing under East Stroudsburg) ,,"(*),(MW),(D),(TG),(E),(K),(SW)",Accommodations,Poconos,PA,2001,checked,,,41.039037,-75.109743,Found,,4/20/2024 7:48pm
6760,Stoney Ridge,570/629-5036 secluded log home,,(MW),Accommodations,Poconos,PA,2001,checked,,,40.463749,-75.718655,General Coordinates Used,,4/20/2024 7:48pm
6765,Brady's Run Park,,,"Cruisy Area,(AYOR)",Cruisy Areas,Rochester,PA,2001,checked,,,40.731514,-80.337064,Found,,4/20/2024 7:45pm
6766,Middle Creek Wildlife Preserve ,,,"Cruisy Area,(AYOR)",Cruisy Areas,Schaefferstown,PA,2001,checked,,,40.271201,-76.250039,General Coordinates Used,,4/20/2024 7:51pm
6767,Hillside Campgrounds,"570/756-2007 campground, cabins & trailers, disco Fri-Sat",,"(*),(MO),(D),(SW),(N)",Accommodations,Scranton,PA,2001,checked,,,41.233112,-80.493403,General Coordinates Used,,4/20/2024 7:45pm
6770,Court House Square,,,"Cruisy Area,(AYOR)",Cruisy Areas,Scranton,PA,2001,checked,,,41.233112,-80.493403,General Coordinates Used,,4/20/2024 7:45pm
6771,The Lion's Den Adult Bookstore,Penn Exit 9 off I-81 Shippensburgh 717/530-8032,,,Erotica,Shippensburg,PA,2001,checked,,,40.050645,-77.520265,General Coordinates Used,,4/20/2024 7:52pm
6772,GLBT Switchboard,814/237-1950 6pm-9pm,,,Info Lines & Services,State College,PA,2001,checked,,,40.793395,-77.860001,General Coordinates Used,,4/20/2024 7:45pm
