"","ID","title","description","streetaddress","city","state","amenityfeatures","type","Year","notes","lon","lat","status"
"7061","1237","Cellar Bar","","Commercial St.","Provincetown","MA","(*)","Restaurant,Bars/Clubs",1966,"",-70.187383,42.050051,"Verified Location"
"7062","1259","Cellar Bar","","Commercial St.","Provincetown","MA","(*)","Restaurant,Bars/Clubs",1965,"",-70.187383,42.050051,"Verified Location"
"7063","702","Cellar Bar","","(See Crown & Anchor)","Provincetown","MA","(*)","Bars/Clubs",1976,"",-70.187383,42.050051,"Verified Location"
"7064","572","Cellar Bar","","(See Crown & Anchor)","Provincetown","MA","(*)","Bars/Clubs",1977,"",-70.187383,42.050051,"Verified Location"
"7065","1205","Cellar Bar","","Commercial St.","Provincetown","MA","(*)","Restaurant,Bars/Clubs",1968,"",-70.187383,42.050051,"Verified Location"
"7066","898","In front of Town Hall","","","Provincetown","MA","Cruisy Area","Cruising Areas",1774,"",-70.187342,42.051064,"Verified Location"
"7067","823","In front of Town Hall","","","Provincetown","MA","Cruisy Area","Cruising Areas",1975,"",-70.187342,42.051064,"Verified Location"
"7068","707","Deli","","261 Commercial St.","Provincetown","MA","(M),(R),(AH)","Restaurant",1976,"",-70.1873252,42.0508317,"Google Verified Location"
"7069","124","Dance 293","(Disco)","292 Commercial St.","Provincetown","MA","(M),(YC),(D)","Baths",1980,"",-70.1865436,42.0517744,"Google Verified Location"
"7070","141","Moffett House","","296A Commercial St.","Provincetown","MA","(H)","Hotels",1980,"",-70.1865342,42.0520526,"Google Verified Location"
"7071","565","Below Deck","","(See Town House)","Provincetown","MA","(D)","Bars/Clubs",1977,"",-70.186348,42.051276,"Verified Location"
"7072","695","Below Deck","","(See Town House)","Provincetown","MA","(D)","Bars/Clubs",1976,"",-70.186348,42.051276,"Verified Location"
"7073","161","Town House","(Bar with (OC)-'sing along' is in back through (M) (R) called 'The Gallery')","291 Commercial St.","Provincetown","MA","(R),(*),(OC),(M)","Restaurant,Bars/Clubs",1980,"",-70.186348,42.0512759,"Google Verified Location"
"7074","318","Town House","(Bar with (OC)-'sing along' is in back through (M) (R) called 'The Gallery'- (YC) (D) downstairs at 'Below Deck')","291 Commercial St.","Provincetown","MA","(R),(*),(OC),(M),(D)","Restaurant,Bars/Clubs",1979,"",-70.186348,42.0512759,"Google Verified Location"
"7075","449","Town House","(Bar with (OC) (Sing along' is in back through (M) (R) called 'The Gallery') (YC) (D) (Downstairs at 'Below Deck')","291 Commercial St.","Provincetown","MA","(R),(*),(OC),(D),(YC),(M)","Restaurant,Bars/Clubs",1978,"",-70.186348,42.0512759,"Google Verified Location"
"7076","600","Town House","(Bar with OC, sing along is in back through (M) (R) called 'The Gallery') (YC) (D) downstairs at the 'Below Deck')","291 Commercial St.","Provincetown","MA","(R),(*),(OC),(D),(YC),(M)","Restaurant,Bars/Clubs",1977,"",-70.186348,42.0512759,"Google Verified Location"
"7077","730","Town House","(Bar with OC, sing along (E) is in back through (M) (R)-(D) (downstairs) at the 'Below Deck')","291 Commercial St.","Provincetown","MA","(R),(*),(OC),(D),(YC),(M),(E)","Restaurant,Bars/Clubs",1976,"",-70.186348,42.0512759,"Google Verified Location"
"7078","819","Town House","(Bar is in back thru restaurant)","291 Commercial St.","Provincetown","MA","(R),(*)","Restaurant,Bars/Clubs",1975,"",-70.186348,42.0512759,"Google Verified Location"
"7079","895","Town House","(Bar is in back thru restaurant)","291 Commercial St.","Provincetown","MA","(*)","Restaurant,Bars/Clubs",1774,"",-70.186348,42.0512759,"Google Verified Location"
"7080","961","Town House","(Bar is in back thru restaurant)","291 Commercial St.","Provincetown","MA","(*)","Restaurant,Bars/Clubs",1973,"",-70.186348,42.0512759,"Google Verified Location"
"7081","1015","Town House","(Bar is in back thru restaurant)","291 Commercial St.","Provincetown","MA","(*)","Restaurant,Bars/Clubs",1972,"",-70.186348,42.0512759,"Google Verified Location"
"7082","1061","Town House","(Bar is in back thru restaurant)","291 Commercial St.","Provincetown","MA","","Restaurant,Bars/Clubs",1971,"",-70.186348,42.0512759,"Google Verified Location"
"7083","1098","Town House","","291 Commercial St.","Provincetown","MA","","Restaurant,Bars/Clubs",1970,"",-70.186348,42.0512759,"Google Verified Location"
"7084","1168","Town House","","291 Commercial St.","Provincetown","MA","","Restaurant,Bars/Clubs",1969,"",-70.186348,42.0512759,"Google Verified Location"
"7085","1209","Town House","","291 Commercial St.","Provincetown","MA","","Restaurant,Bars/Clubs",1968,"",-70.186348,42.0512759,"Google Verified Location"
"7086","1241","Town House","","291 Commercial St.","Provincetown","MA","","Restaurant,Bars/Clubs",1966,"",-70.186348,42.0512759,"Google Verified Location"
"7087","1262","Town House","","291 Commercial St.","Provincetown","MA","","Restaurant,Bars/Clubs",1965,"",-70.186348,42.0512759,"Google Verified Location"
"7088","304","Mother Marion's","(Breakfast)","296 Commercial St.","Provincetown","MA","(M),(R)","Restaurant",1979,"",-70.1863034,42.0517456,"Google Verified Location"
"7089","438","Mother Marion's","(Breakfast)","296 Commercial St.","Provincetown","MA","(M),(R)","Restaurant",1978,"",-70.1863034,42.0517456,"Google Verified Location"
"7090","586","Mother Marion's","(Breakfast)","296 Commercial St.","Provincetown","MA","(M),(R)","Restaurant",1977,"",-70.1863034,42.0517456,"Google Verified Location"
"7091","718","Mother Marion's","(breakfast)","296 Commercial St.","Provincetown","MA","(M),(R)","Restaurant",1976,"",-70.1863034,42.0517456,"Google Verified Location"
"7092","167","Winnie's","(Breakfast)","296 Commercial St.","Provincetown","MA","(M),(R)","Restaurant",1980,"",-70.1863034,42.0517456,"Google Verified Location"
"7093","723","Post Office","","303 Commercial St.","Provincetown","MA","(R)","Restaurant",1976,"",-70.1859877,42.0515919,"Google Verified Location"
"7094","816","Post Office","","303 Commercial St.","Provincetown","MA","(R)","Restaurant",1975,"",-70.1859877,42.0515919,"Google Verified Location"
"7095","152","Post Office Cabaret","(Upstairs)","303 Commercial St.","Provincetown","MA","(M),(R),(E)","Restaurant,Bars/Clubs",1980,"",-70.1859877,42.0515919,"Google Verified Location"
"7096","164","Victoria House ","","5 Standish St.","Provincetown","MA","(H)","Hotels",1980,"",-70.1859296,42.0525023,"Google Verified Location"
"7097","320","Victoria House ","","5 Standish St.","Provincetown","MA","(H)","Hotels",1979,"",-70.1859296,42.0525023,"Google Verified Location"
"7098","450","Victoria House ","","5 Standish St.","Provincetown","MA","(H)","Hotels",1978,"",-70.1859296,42.0525023,"Google Verified Location"
"7099","601","Victoria House ","","5 Standish St.","Provincetown","MA","(M),(R)","Restaurant",1977,"",-70.1859296,42.0525023,"Google Verified Location"
"7100","731","Victoria House ","","5 Standish St.","Provincetown","MA","(M),(H)","Restaurant,Hotels",1976,"",-70.1859296,42.0525023,"Google Verified Location"
"7101","137","J.P.'s Hilltop Inn","","140 Bradford St.","Provincetown","MA","(H)","Hotels",1980,"",-70.185883,42.0538704,"Google Verified Location"
"7102","301","J.P.'s Hilltop Inn","","140 Bradford St.","Provincetown","MA","(H)","Hotels",1979,"",-70.185883,42.0538704,"Google Verified Location"
"7103","158","Sunset Inn","","142 Bradford St.","Provincetown","MA","(H)","Hotels",1980,"",-70.1856505,42.0540892,"Google Verified Location"
"7104","315","Sunset Inn","","142 Bradford St.","Provincetown","MA","(H)","Hotels",1979,"",-70.1856505,42.0540892,"Google Verified Location"
"7105","447","Sunset Inn","","142 Bradford St.","Provincetown","MA","(H)","Hotels",1978,"",-70.1856505,42.0540892,"Google Verified Location"
"7106","598","Sunset Inn","","142 Bradford Street","Provincetown","MA","","Hotels",1977,"",-70.1856505,42.0540892,"Google Verified Location"
"7107","809","Governor Bradford","","Commercial St.","Provincetown","MA","","",1975,"",-70.185604,42.052146,"Verified Location"
"7108","118","Chancellor Inn","","17 Center St. ","Provincetown","MA","(M),(H)","Hotels",1980,"",-70.1853714,42.0542624,"Google Verified Location"
"7109","289","Chancellor Inn","","17 Center St. ","Provincetown","MA","(M),(H)","Hotels",1979,"",-70.1853714,42.0542624,"Google Verified Location"
"7110","125","Dexter's Inn ","","6 Conwell St.","Provincetown","MA","(M),(H),(*)","Hotels",1980,"",-70.1852319,42.0551674,"Google Verified Location"
"7111","1013","Pilgrim House","","Shank Painter Rd.","Provincetown","MA","(YC)","Hotels",1972,"",-70.184983,42.052851,"Verified Location"
"7112","140","Madeira Room","Pilgrim House","336 Commercial St.","Provincetown","MA","(M),(S),(*)","Bars/Clubs",1980,"",-70.1849827,42.0528506,"Google Verified Location"
"7113","303","Madeira Room","Pilgrim House","336 Commercial St.","Provincetown","MA","(M),(S),(*)","Bars/Clubs",1979,"",-70.1849827,42.0528506,"Google Verified Location"
"7114","436","Madeira Room","Pilgrim House Hotel","336 Commercial St.","Provincetown","MA","(M),(S),(*),(H)","Bars/Clubs,Hotels",1978,"",-70.1849827,42.0528506,"Google Verified Location"
"7115","811","Madeira Room","Pilgrim House","336 Commercial St.","Provincetown","MA","(M),(S),(*)","Bars/Clubs,Hotels",1975,"",-70.1849827,42.0528506,"Google Verified Location"
"7116","889","Madeira Room","Pilgrim House","336 Commercial St.","Provincetown","MA","(M),(S)","Bars/Clubs,Hotels",1774,"",-70.1849827,42.0528506,"Google Verified Location"
"7117","955","Madeira Room","Pilgrim House","336 Commercial St.","Provincetown","MA","(M),(S)","Bars/Clubs,Hotels",1973,"",-70.1849827,42.0528506,"Google Verified Location"
"7118","148","Pilgrim House","","336 Commercial St.","Provincetown","MA","(H)","Hotels",1980,"",-70.1849827,42.0528506,"Google Verified Location"
"7119","307","Pilgrim House","","336 Commercial St.","Provincetown","MA","(H)","Hotels",1979,"",-70.1849827,42.0528506,"Google Verified Location"
"7120","721","Pilgrim House","","336 Commercial St.","Provincetown","MA","(M),(H),(S)","Hotels",1976,"",-70.1849827,42.0528506,"Google Verified Location"
"7121","814","Pilgrim House","","336 Commercial St.","Provincetown","MA","(M),(H)","Hotels",1975,"",-70.1849827,42.0528506,"Google Verified Location"
"7122","891","Pilgrim House","","336 Commercial St.","Provincetown","MA","(H)","Hotels",1774,"",-70.1849827,42.0528506,"Google Verified Location"
"7123","957","Pilgrim House","","336 Commercial St.","Provincetown","MA","(H)","Hotels",1973,"",-70.1849827,42.0528506,"Google Verified Location"
"7124","162","Trade Winds","","12 Johnson St.","Provincetown","MA","(H)","Hotels",1980,"",-70.1847552,42.0541984,"Google Verified Location"
"7125","319","Trade Winds","","12 Johnson St.","Provincetown","MA","(H)","Hotels",1979,"",-70.1847552,42.0541984,"Google Verified Location"
"7126","424","Captain's House","(BYOB for 'set-ups' in patio)","350-A Commercial St.","Provincetown","MA","(BYOB)","Hotels",1978,"",-70.184534,42.053071,"Verified Location"
"7127","115","Captain's House","","350-A Commercial St.","Provincetown","MA","","Hotels",1980,"",-70.184534,42.053071,"Verified Location"
"7128","287","Captain's House","(BYOB for 'set-ups' in patio)","350-A Commercial St.","Provincetown","MA","(BYOB)","Hotels",1979,"",-70.184534,42.053071,"Verified Location"
"7129","571","Captain's House","(BYOB for set-ups in patio)","350-A Commercial St.","Provincetown","MA","(BYOB),(H)","Hotels",1977,"",-70.184534,42.053071,"Verified Location"
"7130","700","Captain's House","(BYOB for 'set-ups' in patio)","350-A Commercial St.","Provincetown","MA","(BYOB),(H)","Hotels",1976,"",-70.184534,42.053071,"Verified Location"
"7131","128","Fredrik's Guest House","","156 Bradford St.","Provincetown","MA","(H)","Hotels",1980,"",-70.1844412,42.0551001,"Google Verified Location"
"7132","296","Fredrik's Guest House","","156 Bradford St.","Provincetown","MA","(H)","Hotels",1979,"",-70.1844412,42.0551001,"Google Verified Location"
"7133","427","Coat of Arms","","7 Johnson St.","Provincetown","MA","(H),(OC)","Hotels",1978,"",-70.18431,42.054144,"Google Verified Location"
"7134","574","Coat of Arms","","7 Johnson St.","Provincetown","MA","(H),(OC)","Hotels",1977,"",-70.18431,42.054144,"Google Verified Location"
"7135","704","Coat of Arms","","7 Johnson St.","Provincetown","MA","(H),(OC)","Hotels",1976,"",-70.18431,42.054144,"Google Verified Location"
"7136","415","Angel's Landing","","353 Commercial St.","Provincetown","MA","","Bars/Clubs",1978,"",-70.184201,42.0530601,"Google Verified Location"
"7137","562","Angel's Landing","","353 Commercial St.","Provincetown","MA","","Bars/Clubs",1977,"",-70.184201,42.0530601,"Google Verified Location"
"7138","106","Angels Landing","","353 Commercial St.","Provincetown","MA","(H),(*)","Hotels",1980,"",-70.184201,42.0530601,"Google Verified Location"
"7139","130","Gallery Inn","(Some L)","3 Johnston St.","Provincetown","MA","(H)","Hotels",1980,"",-70.183983,42.0538578,"Google Verified Location"
"7140","298","Gallery Inn","(Some G)","3 Johnston St.","Provincetown","MA","(H),(BYOB),(G)","Hotels",1979,"",-70.183983,42.0538578,"Google Verified Location"
"7141","432","Gallery Inn","(Some G)","3 Johnston St.","Provincetown","MA","(H),(BYOB),(G)","Hotels",1978,"",-70.183983,42.0538578,"Google Verified Location"
"7142","580","Gallery Inn","(Some G)","3 Johnston St.","Provincetown","MA","(H),(G)","Hotels",1977,"",-70.183983,42.0538578,"Google Verified Location"
"7143","710","Gallery Inn","(Some G)","3 Johnston St.","Provincetown","MA","(H),(G)","Hotels",1976,"",-70.183983,42.0538578,"Google Verified Location"
"7144","589","Pilgrim House","","366 Commercial St.","Provincetown","MA","(M),(H),(S)","Hotels",1977,"",-70.1839296,42.0536692,"Google Verified Location"
"7145","808","Gallery Inn","","368 Commercial St.","Provincetown","MA","(H)","Hotels",1975,"diff address from prev yrs",-70.1838598,42.0538613,"Google Verified Location"
"7146","887","Gallery Inn","","368 Commercial St.","Provincetown","MA","(H)","Hotels",1774,"",-70.1838598,42.0538613,"Google Verified Location"
"7147","953","Gallery Inn","","368 Commercial St.","Provincetown","MA","(H)","Hotels",1973,"",-70.1838598,42.0538613,"Google Verified Location"
"7148","1010","Gallery Inn","","368 Commercial St.","Provincetown","MA","(H)","Hotels",1972,"",-70.1838598,42.0538613,"Google Verified Location"
"7149","1058","Gallery Inn","","368 Commercial St.","Provincetown","MA","(H)","Hotels",1971,"",-70.1838598,42.0538613,"Google Verified Location"
"7150","1177","Gallery Inn","","368 Commercial St.","Provincetown","MA","(H)","Hotels",1970,"",-70.1838598,42.0538613,"Google Verified Location"
"7151","372","Burch House","","161 Bradford St.","Provincetown","MA","(H)","Hotels",1979,"",-70.1837689,42.0551011,"Google Verified Location"
"7152","150","Plaza Gueset House","","11 Pearl St.","Provincetown","MA","(H)","Hotels",1980,"",-70.1836505,42.054698,"Google Verified Location"
"7153","446","Somerset Guest House","","378 Commercial St.","Provincetown","MA","","Hotels",1978,"",-70.183325,42.054156,"Google Verified Location"
"7154","597","Somerset Guest House","","378 Commercial Streer","Provincetown","MA","","Hotels",1977,"",-70.183325,42.054156,"Google Verified Location"
"7155","145","Ocean's Inn","","386 Commercial St.","Provincetown","MA","(H),(R)","Hotels,Restaurant",1980,"",-70.182918,42.0542598,"Google Verified Location"
"7156","305","Ocean's Inn","","386 Commercial St.","Provincetown","MA","(H)","Hotels",1979,"",-70.182918,42.0542598,"Google Verified Location"
"7157","439","Ocean's Inn","","386 Commercial St.","Provincetown","MA","(H)","Hotels",1978,"",-70.182918,42.0542598,"Google Verified Location"
"7158","120","Christopher Inn","","8 Dyer St.","Provincetown","MA","(H),(YC)","Hotels",1980,"",-70.1828599,42.0553003,"Google Verified Location"
"7159","591","Preston Hall","","396 Commercial St.","Provincetown","MA","","Organizations",1977,"",-70.1826738,42.0545229,"Google Verified Location"
"7160","139","Liverpool Mod","(Clothes, books, erotica,liquid)","393 Commercial St.","Provincetown","MA","(*)","Business",1980,"",-70.1826622,42.0541768,"Google Verified Location"
"7161","157","Six Dryer Street Guest House","","6 Dryer St. ","Provincetown","MA","(H)","Hotels",1980,"",-70.1826273,42.055147,"Google Verified Location"
"7162","314","Six Dryer Street Guest House","","6 Dryer St. ","Provincetown","MA","(H)","Hotels",1979,"",-70.1826273,42.055147,"Google Verified Location"
"7163","282","Bradford Gardens","","177 Bradford St.","Provincetown","MA","(M),(H)","Hotels",1979,"",-70.1816506,42.055716,"Google Verified Location"
"7164","419","Bradford Gardens","","177 Bradford St.","Provincetown","MA","(M),(H)","Hotels",1978,"",-70.1816506,42.055716,"Google Verified Location"
"7165","567","Bradford Gardens","","177 Bradford St.","Provincetown","MA","(M),(H)","Hotels",1977,"",-70.1816506,42.055716,"Google Verified Location"
"7166","697","Bradford Gardens","","177 Bradford St.","Provincetown","MA","(M),(H)","Hotels",1976,"",-70.1816506,42.055716,"Google Verified Location"
"7167","807","Four Twenty House","","420 Commercial St.","Provincetown","MA","(H)","Hotels",1975,"",-70.181325,42.0552856,"Google Verified Location"
"7168","886","Four Twenty House","","420 Commercial St.","Provincetown","MA","(H)","Hotels",1774,"",-70.181325,42.0552856,"Google Verified Location"
"7169","952","Four Twenty House","","420 Commercial St.","Provincetown","MA","(H)","Hotels",1973,"",-70.181325,42.0552856,"Google Verified Location"
"7170","144","Normandy House ","","1 Miller Hill Rd.","Provincetown","MA","(H)","Hotels",1980,"",-70.1812724,42.0564803,"Google Verified Location"
"7171","803","Ciro & Sal's","","Commercial St.","Provincetown","MA","(M),(R)","Restaurant",1975,"",-70.18086,42.05576,"Verified Location"
"7172","882","Ciro & Sal's","","Commercial St.","Provincetown","MA","(M),(R)","Restaurant",1774,"",-70.18086,42.05576,"Verified Location"
"7173","948","Ciro & Sal's","","Commercial St.","Provincetown","MA","(M),(R)","Restaurant",1973,"",-70.18086,42.05576,"Verified Location"
"7174","121","Ciro & Sal's","(Italian R)","4 Kiley Court","Provincetown","MA","(M),(*),(R)","Restaurant",1980,"",-70.1808599,42.0557602,"Google Verified Location"
"7175","290","Ciro & Sal's","(Italian R)","4 Kiley Court","Provincetown","MA","(M),(*),(R)","Restaurant",1979,"",-70.1808599,42.0557602,"Google Verified Location"
"7176","426","Ciro & Sal's","(Italian R)","4 Kiley Court","Provincetown","MA","(M),(*),(R)","Restaurant",1978,"",-70.1808599,42.0557602,"Google Verified Location"
"7177","573","Ciro & Sal's","(Italian)","4 Kiley Court","Provincetown","MA","(M),(*),(R)","Restaurant",1977,"",-70.1808599,42.0557602,"Google Verified Location"
"7178","703","Ciro & Sal's","(Italian R)","4 Kiley Ct","Provincetown","MA","(M),(*),(R)","Restaurant",1976,"",-70.1808599,42.0557602,"Google Verified Location"
"7179","698","Buttery","","Kiley Court, off 430 Commercial St.","Provincetown","MA","(M),(R),(*)","Restaurant",1976,"",-70.180674,42.055615,"Verified Location"
"7180","420","Buttery","","Kiley Court, off 430 Commercial","Provincetown","MA","(M),(R)","Restaurant",1978,"",-70.180674,42.055615,"Verified Location"
"7181","568","Buttery","","Kiley Court, off 430 Commercial","Provincetown","MA","(M),(R),(*)","Restaurant",1977,"",-70.180674,42.055615,"Verified Location"
"7182","284","Buttery","","Kiley Court, off 430 Commercial","Provincetown","MA","(M),(R)","Restaurant",1979,"",-70.180674,42.055615,"Verified Location"
"7183","151","Poor Richards Buttery","","432 Commercial St.","Provincetown","MA","(M),(R)","Restaurant",1980,"",-70.1805808,42.0557102,"Google Verified Location"
"7184","584","Madeira Room","(Pilgrim House)","","Provincetown","MA","(M),(S),(*)","Bars/Clubs,Hotels",1977,"",-70.1786425,42.0584412,"Google Verified Location"
"7185","715","Madeira Room","(see Pilgrim House)","","Provincetown","MA","(M),(S),(*)","Bars/Clubs,Hotels",1976,"",-70.1786425,42.0584412,"Google Verified Location"
"7186","1099","Weathering Heights","","50 Shankpater Rd","Provincetown","MA","(S)","Bars/Clubs",1970,"",-70.1786425,42.0584412,"Google Verified Location"
"7187","1169","Weathering Heights","","50 Shankpater Rd","Provincetown","MA","(S)","Bars/Clubs",1969,"",-70.1786425,42.0584412,"Google Verified Location"
"7188","1163","Black Spade","","Commercial St.","Provincetown","MA","(G)","Bars/Clubs",1969,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7189","1093","Black Spade","","Commercial St.","Provincetown","MA","(G)","Bars/Clubs",1970,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7190","1055","Black Spade","","Commercial St.","Provincetown","MA","(G)","Bars/Clubs",1971,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7191","1236","Black Spade","","Commercial St.","Provincetown","MA","(G)","Bars/Clubs",1966,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7192","1204","Black Spade","","Commercial St.","Provincetown","MA","(G)","Bars/Clubs",1968,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7193","606","Commercial St.","(Natch!)","","Provincetown","MA","Cruisy Area","Cruising Areas",1977,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7194","821","Commercial St.","(not surprisingly)","","Provincetown","MA","Cruisy Area","Cruising Areas",1975,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7195","896","Commercial St.","","","Provincetown","MA","Cruisy Area","Cruising Areas",1774,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7196","962","Commercial St.","","","Provincetown","MA","Cruisy Area","Cruising Areas",1973,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7197","326","Commercial St.","(Natch!)","","Provincetown","MA","Cruisy Area","Cruising Areas",1979,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7198","734","Commercial St.","(not surprisingly)","","Provincetown","MA","Cruisy Area","Cruising Areas",1976,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7199","170","Commercial St.","(Natch!)","","Provincetown","MA","Cruisy Area","Cruising Areas",1980,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7200","1016","Commercial St.","","","Provincetown","MA","Cruisy Area","Cruising Areas",1972,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7201","476","Commercial St.","(Natch!)","","Provincetown","MA","Cruisy Area","Cruising Areas",1978,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7202","126","Dunes Motel & Apts","(P.O. Box 361)","Bradford St. W.","Provincetown","MA","(H)","Hotels",1980,"p.o box",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7203","293","Dunes Motel & Apts","(P.O. Box 361)","Bradford St. W.","Provincetown","MA","(H)","Hotels",1979,"P.O BOX",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7204","171","East End Beach","& bushes behind the Bull Pen","","Provincetown","MA","Cruisy Area","Cruising Areas",1980,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7205","322","Watership Inn","","616 Commercial St.","Provincetown","MA","(M),(H)","Hotels",1979,"",-70.1686042,42.0605744,"Google Verified Location"
"7206","453","White Dory Inn","","616 Commercial St.","Provincetown","MA","(H)","Hotels",1978,"",-70.1686042,42.0605744,"Google Verified Location"
"7207","603","White Dory Inn","","616 Commercial St.","Provincetown","MA","(H)","Hotels",1977,"",-70.1686042,42.0605744,"Google Verified Location"
"7208","455","'B.A'","Beach at N. Truro","","Provincetown","MA","Cruisy Area","Cruising Areas",1978,"",-70.111248,42.064946,"Verified Location"
"7209","605","'B.A'","beach at N. Truro","","Provincetown","MA","Cruisy Area","Cruising Areas",1977,"",-70.111248,42.064946,"Verified Location"
"7210","168","'B.A'","beach at N. Truro","","Provincetown","MA","Cruisy Area","Cruising Areas",1980,"",-70.111248,42.064946,"Verified Location"
"7211","733","'B.A'","beach at N. Truro","","Provincetown","MA","Cruisy Area","Cruising Areas",1976,"",-70.111248,42.064946,"Verified Location"
"7212","324","'B.A'","Beach at N. Truro","","Provincetown","MA","Cruisy Area","Cruising Areas",1979,"",-70.111248,42.064946,"Verified Location"
"7213","97","Club Car","(Best late)","Lower Main St.","Nantucket","MA","(M)","Bars/Clubs",1980,"",-70.099451,41.28347,"Verified Location"
"7214","98","House of Orange","","25 Orange St.","Nantucket","MA","(M),(H)","Hotels",1980,"",-70.0988096,41.2817234,"Google Verified Location"
"7215","274","House of Orange","","25 Orange St.","Nantucket","MA","(M),(H)","Hotels",1979,"",-70.0988096,41.2817234,"Google Verified Location"
"7216","412","House of Orange","","25 Orange St.","Nantucket","MA","(M),(H)","Hotels",1978,"",-70.0988096,41.2817234,"Google Verified Location"
"7217","558","House of Orange","","25 Orange Street","Nantucket","MA","(M),(H)","Hotels",1977,"",-70.0988096,41.2817234,"Google Verified Location"
"7218","689","House of Orange","","25 Orange Street","Nantucket","MA","(M),(H)","Hotels",1976,"",-70.0988096,41.2817234,"Google Verified Location"
"7219","716","Mayflower Colony","(housekeeping cottages-Tel. 487-1916) Route 6A","","Provincetown","MA","(H)","Hotels",1976,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7220","1018","Monument opposite P.D","","","Provincetown","MA","Cruisy Area","Cruising Areas",1972,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7221","316","Terrace","","Bradford St.","Provincetown","MA","(M),(R),(*)","Restaurant",1979,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7222","159","Terrace","","Bradford St.","Provincetown","MA","(M),(R),(*)","Restaurant",1980,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7223","736","Town Beach","East & West Ends-late at night","","Provincetown","MA","Cruisy Area","Cruising Areas",1976,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7224","328","Town Beach","E. & W. end-late at night","","Provincetown","MA","Cruisy Area,(E),(W)","Cruising Areas",1979,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7225","608","Town Beach","East & West ends-late at night","","Provincetown","MA","Cruisy Area","Cruising Areas",1977,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7226","478","Town Beach","E. & W. end-late at night","","Provincetown","MA","Cruisy Area","Cruising Areas",1978,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7227","173","Town Beach","E. & W. end-late at night","","Provincetown","MA","Cruisy Area,(E),(W)","Cruising Areas",1980,"",-70.178642,42.058441,"Location could not be verified. General city or location coordinates used."
"7228","CA001","'B.A.' Beach","on Russian RIver 1 mi. from Mirabelle Park","","Russian River ","CA","Cruisy Area","Cruising Areas",1980,"",-122.904043,38.499623,"Location could not be verified. General city or location coordinates used."
"7229","CA002","'B.A.' Beach on Russian River","1 1/2 mi. from Mirabelle park","","Russian RIver","CA","Cruisy Area","Cruising Areas",1978,"",-122.904043,38.499623,"Location could not be verified. General city or location coordinates used."
"7230","CA003","'B.A' Beach","on Russian River, 1 1/2 mi. from Mirabelle Park","","Russian River ","CA","Cruisy Area","Cruising Areas",1979,"",-122.904043,38.499623,"Location could not be verified. General city or location coordinates used."
"7231","CA004","'Bare Ass Beach'","a half hour walk from parking lot at Torrey Pines Beach St. Park to base of golf course","","San Diego","CA","Cruisy Area","Cruising Areas",1974,"",-117.253649,32.889556,"Verified Location"
"7232","CA005","'Boy's Town'","","North of Santa Monica Blvd near the 'Four Star","Los Angeles","CA","Cruisy Area","Cruising Areas",1974,"",-118.243685,34.052234,"Location could not be verified. General city or location coordinates used."
"7233","CA006","'Boys Town'","N. of Santa Monica Blvd. nr. the Four Star","","Hollywood","CA","Cruisy Area","Cruising Areas",1973,"",-118.385292,34.084183,"Verified Location"
"7234","CA007","'Castro Village'","Castro betw. 18th & Market Sts.","","San Francisco","CA","(*),Cruisy Area","Cruising Areas",1978,"",-122.444146,37.759767,"Verified Location"
"7235","CA008","'Castro Village'","","Castro St. Betw. 18th & Market","San Francisco","CA","Cruisy Area","Cruising Areas",1979,"",-122.444146,37.759767,"Verified Location"
"7236","CA009","'Cruisy jacuzzi'","","","Palm Springs","CA","Cruisy Area","Cruising Areas",1979,"",-116.615475,33.894667,"Verified Location"
