"description","streetaddress","city","state","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","title","unclear_address"
"","112 S. Empire ","Coos Bay","OR","(M)","Bars/Clubs",1971,NA,"112 S. Empire , Coos Bay, OR",-124.2776025,43.3929679,"112 s empire blvd, coos bay, or 97420, usa","Geocoded",NA,NA
"","112 S. Empire ","Coos Bay","OR","(M)","Bars/Clubs",1972,NA,"112 S. Empire , Coos Bay, OR",-124.2776025,43.3929679,"112 s empire blvd, coos bay, or 97420, usa","Geocoded",NA,NA
"Hoyt Hotel","614 N.W. Hoyt","Portland","OR","(M)","Bars/Clubs,Hotels",1973,NA,"614 N.W. Hoyt, Portland, OR",-122.6767475,45.5273195,"614 nw hoyt st, portland, or 97209, usa","Geocoded",NA,NA
"","1002 SW Broadway ","Portland","OR","(M),(PE)","Bars/Clubs",1968,NA,"1002 SW Broadway , Portland, OR",-122.6807186,45.5173258,"1002 sw broadway, portland, or 97205, usa","Geocoded",NA,NA
"","1002 SW Broadway ","Portland","OR","(M),(PE)","Bars/Clubs",1969,NA,"1002 SW Broadway , Portland, OR",-122.6807186,45.5173258,"1002 sw broadway, portland, or 97205, usa","Geocoded",NA,NA
"","309 S. Broadway ","Portland","OR","(M),(PE)","Bars/Clubs,Hotels",1965,NA,"309 S. Broadway , Portland, OR",-122.6788083,45.5217905,"309 sw broadway, portland, or 97205, usa","Geocoded",NA,NA
"","309 S. Broadway ","Portland","OR","(M),(PE)","Bars/Clubs,Hotels",1966,NA,"309 S. Broadway , Portland, OR",-122.6788083,45.5217905,"309 sw broadway, portland, or 97205, usa","Geocoded",NA,NA
"","309 S. Broadway ","Portland","OR","(M),(PE)","Bars/Clubs,Hotels",1969,NA,"309 S. Broadway , Portland, OR",-122.6788083,45.5217905,"309 sw broadway, portland, or 97205, usa","Geocoded",NA,NA
"(cocktail hour)","309 S. Broadway","Portland","OR","(M),(PE)","Bars/Clubs,Hotels",1970,NA,"309 S. Broadway, Portland, OR",-122.6788083,45.5217905,"309 sw broadway, portland, or 97205, usa","Geocoded",NA,NA
"(cocktail hr.)","309 S. Broadway","Portland","OR","(M),(PE)","Bars/Clubs,Hotels",1971,NA,"309 S. Broadway, Portland, OR",-122.6788083,45.5217905,"309 sw broadway, portland, or 97205, usa","Geocoded",NA,NA
"(cocktail hour only)","309 S.W. Broadway ","Portland","OR","(M),(PE)","Bars/Clubs,Hotels",1973,NA,"309 S.W. Broadway , Portland, OR",-122.6788083,45.5217905,"309 sw broadway, portland, or 97205, usa","Geocoded",NA,NA
"(cocktail hour only)","309 S.W. Broadway ","Portland","OR","(M),(PE)","Bars/Clubs,Hotels",1974,NA,"309 S.W. Broadway , Portland, OR",-122.6788083,45.5217905,"309 sw broadway, portland, or 97205, usa","Geocoded",NA,NA
"(Cocktail hr. only)","309 S.W. Broadway ","Portland","OR","(M),(PE)","Bars/Clubs,Hotels",1975,NA,"309 S.W. Broadway , Portland, OR",-122.6788083,45.5217905,"309 sw broadway, portland, or 97205, usa","Geocoded",NA,NA
"(Cocktail hour only) ","309 S.W. Broadway ","Portland","OR","(M),(PE)","Bars/Clubs,Hotels",1976,NA,"309 S.W. Broadway , Portland, OR",-122.6788083,45.5217905,"309 sw broadway, portland, or 97205, usa","Geocoded",NA,NA
"","309 S. Broadway","Portland","OR","(M),(PE)","Bars/Clubs,Hotels",1968,NA,"309 S. Broadway, Portland, OR",-122.6788083,45.5217905,"309 sw broadway, portland, or 97205, usa","Geocoded",NA,NA
"(cocktail hour)","309 S.W. Broadway ","Portland","OR","(M),(PE)","Bars/Clubs,Hotels",1972,NA,"309 S.W. Broadway , Portland, OR",-122.6788083,45.5217905,"309 sw broadway, portland, or 97205, usa","Geocoded",NA,NA
"","1391 Broadway N.E.","Salem","OR","","Book Store",1978,NA,"1391 Broadway N.E., Salem, OR",-123.0309526,44.9527335,"1391 broadway st ne, salem, or 97301, usa","Geocoded",NA,NA
"","1389 Broadway N.E. ","Salem","OR","","Book Store",1979,NA,"1389 Broadway N.E. , Salem, OR",-123.0309783,44.9526441,"1389 broadway st ne, salem, or 97301, usa","Geocoded",NA,NA
"","1389 Broadway N.E.","Salem","OR","","Book Store",1980,NA,"1389 Broadway N.E., Salem, OR",-123.0309783,44.9526441,"1389 broadway st ne, salem, or 97301, usa","Geocoded",NA,NA
"","910 S.W. Washington","Portland","OR","(R),(D),(*)","Restaurant",1971,NA,"910 S.W. Washington, Portland, OR",-122.6805505,45.5210868,"910 sw washington st, portland, or 97205, usa","Geocoded",NA,NA
"","213 S.W. Taylor ","Portland","OR","","Book Store",1974,NA,"213 S.W. Taylor , Portland, OR",-122.6754214,45.5168655,"213 sw taylor st, portland, or 97204, usa","Geocoded",NA,NA
"","213 S.W. Taylor ","Portland","OR","","Book Store",1975,NA,"213 S.W. Taylor , Portland, OR",-122.6754214,45.5168655,"213 sw taylor st, portland, or 97204, usa","Geocoded",NA,NA
"","926 SW 4th St. ","Portland","OR","(M),(RT)","Bars/Clubs",1965,NA,"926 SW 4th St. , Portland, OR",-122.6773168,45.5166908,"926 sw 4th ave, portland, or 97204, usa","Geocoded",NA,NA
"","926 SE 4th St. ","Portland","OR","(M),(RT)","Bars/Clubs",1966,NA,"926 SE 4th St. , Portland, OR",-122.4211122,45.4946536,"926 se 4th st, gresham, or 97080, usa","Geocoded",NA,NA
"","926 SW 4th St. ","Portland","OR","(M),(RT)","Bars/Clubs",1968,NA,"926 SW 4th St. , Portland, OR",-122.6773168,45.5166908,"926 sw 4th ave, portland, or 97204, usa","Geocoded",NA,NA
"","926 SW 4th St. ","Portland","OR","(M),(RT)","Bars/Clubs",1969,NA,"926 SW 4th St. , Portland, OR",-122.6773168,45.5166908,"926 sw 4th ave, portland, or 97204, usa","Geocoded",NA,NA
"(Cruisy T-Room downstairs) Tioga Hotel (Coos Bay)","275 No. Broadway","Coos Bay","OR","(M),(OC),Cruisy Area","Bars/Clubs,Hotels",1978,NA,"275 No. Broadway, Coos Bay, OR",-124.2134266,43.3690376,"275 n broadway, coos bay, or 97420, usa","Geocoded",NA,NA
"(Cruisy T-Room downstairs) Tioga Hotel ","257 N. Broadway ","Coos Bay","OR","(M),(OC),Cruisy Area","Hotels,Cruising Areas",1979,NA,"257 N. Broadway , Coos Bay, OR",-124.2133102,43.3690057,"257 n broadway, coos bay, or 97420, usa","Geocoded",NA,NA
"(T-Room & Lobby) Tioga Hotel ","257 N. Broadway ","Coos Bay","OR","(M),(OC)","Hotels,Bars/Clubs",1980,NA,"257 N. Broadway , Coos Bay, OR",-124.2133102,43.3690057,"257 n broadway, coos bay, or 97420, usa","Geocoded",NA,NA
"(Disco) Eugene Hotel (upstairs)","222 E. Broadway ","Eugene","OR","(*),(YC),(D)","Bars/Clubs,Hotels",1980,NA,"222 E. Broadway , Eugene, OR",-123.0893147,44.0496351,"222 e broadway, eugene, or 97401, usa","Geocoded",NA,NA
"(Liquor)(Disco)","901 S.W. Salmon","Portland","OR","(D),(*)","Bars/Clubs",1975,NA,"901 S.W. Salmon, Portland, OR",-122.6823801,45.518036,"901 sw salmon st, portland, or 97205, usa","Geocoded",NA,NA
"(Below Andy's)","220 High NE","Salem","OR","(M)","Bars/Clubs",1969,NA,"220 High NE, Salem, OR",-123.0365537,44.9409199,"220 high st ne, salem, or 97301, usa","Geocoded",NA,NA
"(below Andy's) ","2210 High St. ","Salem","OR","(M)","Bars/Clubs",1970,NA,"2210 High St. , Salem, OR",-123.0415286,44.9197719,"2210 high st se, salem, or 97302, usa","Geocoded",NA,NA
"(below Andy's)","2210 High St. ","Portland","OR","(M)","Bars/Clubs",1971,NA,"2210 High St. , Portland, OR",-122.6971413,45.5204306,"2210 sw main st, portland, or 97205, usa","Geocoded",NA,NA
"(below Andy's)","2210 High St. ","Salem","OR","(M)","Bars/Clubs",1972,NA,"2210 High St. , Salem, OR",-123.0415286,44.9197719,"2210 high st se, salem, or 97302, usa","Geocoded",NA,NA
"(Below Andy's) ","2210 High St. ","Salem","OR","","Bars/Clubs",1973,NA,"2210 High St. , Salem, OR",-123.0415286,44.9197719,"2210 high st se, salem, or 97302, usa","Geocoded",NA,NA
"Marion Hotel ","200 Commerical St. SE","Salem","OR","(M)","Bars/Clubs,Hotels",1968,NA,"200 Commerical St. SE, Salem, OR",-123.0403491,44.938842,"200 commercial st se, salem, or 97301, usa","Geocoded",NA,NA
"","1716 SW 11th St. ","Portland","OR","(C)","Bars/Clubs",1965,NA,"1716 SW 11th St. , Portland, OR",-122.686517,45.5133346,"1716 sw 11th ave, portland, or 97201, usa","Geocoded",NA,NA
"","211 S.W. Ankeny ","Portland","OR","(M),(R)","Restaurant",1977,NA,"211 S.W. Ankeny , Portland, OR",-122.6725658,45.5226276,"211 sw ankeny st, portland, or 97204, usa","Geocoded",NA,NA
"","60 W. 13th St. ","Eugene","OR","","Book Store",1976,NA,"60 W. 13th St. , Eugene, OR",-123.0936841,44.0452829,"60 w 13th ave, eugene, or 97401, usa","Geocoded",NA,NA
"","60 W. 13th Street ","Eugene","OR","","Book Store",1977,NA,"60 W. 13th Street , Eugene, OR",-123.0936841,44.0452829,"60 w 13th ave, eugene, or 97401, usa","Geocoded",NA,NA
"","60 W. 13th St. ","Eugene","OR","","Book Store",1978,NA,"60 W. 13th St. , Eugene, OR",-123.0936841,44.0452829,"60 w 13th ave, eugene, or 97401, usa","Geocoded",NA,NA
"","60 W. 13th St. ","Eugene","OR","","Book Store",1979,NA,"60 W. 13th St. , Eugene, OR",-123.0936841,44.0452829,"60 w 13th ave, eugene, or 97401, usa","Geocoded",NA,NA
"","60 W. 13th St. ","Eugene","OR","","Book Store",1980,NA,"60 W. 13th St. , Eugene, OR",-123.0936841,44.0452829,"60 w 13th ave, eugene, or 97401, usa","Geocoded",NA,NA
"(Baths for men- opening April '77- replacing Workout Baths)","531 S.W. Park Ave. ","Portland","OR","(*),(YC)","Baths",1978,NA,"531 S.W. Park Ave. , Portland, OR",-122.680208,45.5206783,"531 sw park ave, portland, or 97205, usa","Geocoded",NA,NA
"(Baths for men- 'tops' in Oregon)","531 S.W. Park Ave. ","Portland","OR","(*),(P),(YC)","Baths",1979,NA,"531 S.W. Park Ave. , Portland, OR",-122.680208,45.5206783,"531 sw park ave, portland, or 97205, usa","Geocoded",NA,NA
"(Baths for men- 'tops' in Oregon')","531 S.W. Park Ave. ","Portland","OR","(*),(P),(YC)","Bars/Clubs",1980,NA,"531 S.W. Park Ave. , Portland, OR",-122.680208,45.5206783,"531 sw park ave, portland, or 97205, usa","Geocoded",NA,NA
"","217 N.W. 4th Ave. ","Portland","OR","(G),(D)","Bars/Clubs",1972,NA,"217 N.W. 4th Ave. , Portland, OR",-122.6746889,45.5248301,"217 nw 4th ave, portland, or 97209, usa","Geocoded",NA,NA
"(liquor)","217 N.W. 4th Ave. ","Portland","OR","(G),(D),(*)","Bars/Clubs",1973,NA,"217 N.W. 4th Ave. , Portland, OR",-122.6746889,45.5248301,"217 nw 4th ave, portland, or 97209, usa","Geocoded",NA,NA
"(best after 1am)","2nd and Alder ","Portland","OR","(M),(*)","Bars/Clubs",1968,NA,"2nd and Alder , Portland, OR",-122.6741795,45.5186757,"sw 2nd ave & sw alder st, portland, or 97204, usa","Geocoded",NA,NA
"(Best after 1am)","2nd & Adler ","Portland","OR","(M)","Bars/Clubs",1969,NA,"2nd & Adler , Portland, OR",-95.8862357,36.1355614,"1821 s memorial dr, tulsa, ok 74112, usa","Geocoded",NA,NA
"(Liquor)(Some W, SM, G, OC- you nam eit, they have it)","604 S.W. 2nd at Alder ","Portland","OR","(D),(*),(S),(WE),(W),(SM),(G),(OC)","Bars/Clubs",1977,NA,"604 S.W. 2nd at Alder , Portland, OR",-122.6742018,45.5186338,"604 sw 2nd ave, portland, or 97204, usa","Geocoded",NA,NA
"(Liquor)(Some W, SM, G, OC, you name it, they have it)","604 S.W. 2nd at Alder ","Portland","OR","(*),(W),(SM),(G),(OC),(D)","Bars/Clubs",1978,NA,"604 S.W. 2nd at Alder , Portland, OR",-122.6742018,45.5186338,"604 sw 2nd ave, portland, or 97204, usa","Geocoded",NA,NA
"(Liquor)(Snacks)","604 S.W.  2nd at Alder ","Portland","OR","(*),(W),(SM),(OC),(G),(PT),(D)","Bars/Clubs",1979,NA,"604 S.W.  2nd at Alder , Portland, OR",-122.6742018,45.5186338,"604 sw 2nd ave, portland, or 97204, usa","Geocoded",NA,NA
"(Liquor)(Some W, SM, OC, you name it, they have it)(Cruisy)(Snacks)","604 S.W. 2nd at Alder","Portland","OR","(*),(W),(SM),(OC),Cruisy Area,(PT),(D)","Cruising Areas,Bars/Clubs",1980,NA,"604 S.W. 2nd at Alder, Portland, OR",-122.6742018,45.5186338,"604 sw 2nd ave, portland, or 97204, usa","Geocoded",NA,NA
"(Some G)","208 N.W. 3rd ","Portland","OR","(S),(G),(*)","Bars/Clubs",1976,NA,"208 N.W. 3rd , Portland, OR",-122.6729315,45.5247845,"208 nw 3rd ave, portland, or 97209, usa","Geocoded",NA,NA
"(Some G) ","208 N.W. 3rd ","Portland","OR","(G),(S),(WE),(*)","Bars/Clubs",1977,NA,"208 N.W. 3rd , Portland, OR",-122.6729315,45.5247845,"208 nw 3rd ave, portland, or 97209, usa","Geocoded",NA,NA
"(Some G)","208 N.W. 3rd St. ","Portland","OR","(G),(S),(WE),(*)","Bars/Clubs",1978,NA,"208 N.W. 3rd St. , Portland, OR",-122.6729315,45.5247845,"208 nw 3rd ave, portland, or 97209, usa","Geocoded",NA,NA
"(Some G, 'Drags')","208 N.W. 3rd St. ","Portland","OR","(S),(WE),(G)","Bars/Clubs",1979,NA,"208 N.W. 3rd St. , Portland, OR",-122.6729315,45.5247845,"208 nw 3rd ave, portland, or 97209, usa","Geocoded",NA,NA
"(Some L, 'Drags')(Touristy)","208 N.W. 3rd St. ","Portland","OR","(S),(WE),(L),(M)","Bars/Clubs",1980,NA,"208 N.W. 3rd St. , Portland, OR",-122.6729315,45.5247845,"208 nw 3rd ave, portland, or 97209, usa","Geocoded",NA,NA
"","826 S.W. 3rd ","Portland","OR","","Book Store",1978,NA,"826 S.W. 3rd , Portland, OR",-122.6757061,45.5173255,"826 sw 3rd ave, portland, or 97204, usa","Geocoded",NA,NA
"","826 S.W. 3rd St. ","Portland","OR","","Book Store",1979,NA,"826 S.W. 3rd St. , Portland, OR",-122.6757061,45.5173255,"826 sw 3rd ave, portland, or 97204, usa","Geocoded",NA,NA
"(North Bend)","665 Virginia ","Coos Bay","OR","(M),(D)","Bars/Clubs",1978,NA,"665 Virginia , Coos Bay, OR",-124.2236372,43.4064908,"665 virginia ave, north bend, or 97459, usa","Geocoded",NA,NA
"(North Bend)","655 Virginia ","Coos Bay","OR","(M),(D)","Bars/Clubs",1979,NA,"655 Virginia , Coos Bay, OR",-124.2235634,43.4065872,"655 virginia ave, north bend, or 97459, usa","Geocoded",NA,NA
"","208 N.W. 3rd Ave. ","Portland","OR","(M),(G)","Bars/Clubs",1974,NA,"208 N.W. 3rd Ave. , Portland, OR",-122.6729315,45.5247845,"208 nw 3rd ave, portland, or 97209, usa","Geocoded",NA,NA
"","208 N.W. 3rd Ave. ","Portland","OR","(M),(G)","Bars/Clubs",1975,NA,"208 N.W. 3rd Ave. , Portland, OR",-122.6729315,45.5247845,"208 nw 3rd ave, portland, or 97209, usa","Geocoded",NA,NA
"","208 N.W. 3rd Ave. ","Portland","OR","(M),(G)","Bars/Clubs",1973,NA,"208 N.W. 3rd Ave. , Portland, OR",-122.6729315,45.5247845,"208 nw 3rd ave, portland, or 97209, usa","Geocoded",NA,NA
"","208 N.W. 3rd Ave. ","Portland","OR","(G)","Bars/Clubs",1972,NA,"208 N.W. 3rd Ave. , Portland, OR",-122.6729315,45.5247845,"208 nw 3rd ave, portland, or 97209, usa","Geocoded",NA,NA
"","4th & Lincoln ","Portland","OR","(M),(R),(C),(AH)","Restaurant",1977,NA,"4th & Lincoln , Portland, OR",-94.5305556,37.0883333,"1419 w 4th st, joplin, mo 64801, usa","Geocoded",NA,NA
"","4th & Lincoln","Portland","OR","(M),(R),(C),(AH)","Restaurant",1978,NA,"4th & Lincoln, Portland, OR",-94.5305556,37.0883333,"1419 w 4th st, joplin, mo 64801, usa","Geocoded",NA,NA
"","820 SW Oak St. ","Portland","OR","(*)","Bars/Clubs",1966,NA,"820 SW Oak St. , Portland, OR",-122.6797505,45.5224094,"820 sw oak st, portland, or 97205, usa","Geocoded",NA,NA
"","820 SW Oak ","Portland","OR","(*)","Bars/Clubs",1968,NA,"820 SW Oak , Portland, OR",-122.6797505,45.5224094,"820 sw oak st, portland, or 97205, usa","Geocoded",NA,NA
"","820 SW Oak ","Portland","OR","(*),(YC)","Bars/Clubs",1969,NA,"820 SW Oak , Portland, OR",-122.6797505,45.5224094,"820 sw oak st, portland, or 97205, usa","Geocoded",NA,NA
"","820 S.W. Oak ","Portland","OR","(YC),(*)","Bars/Clubs",1970,NA,"820 S.W. Oak , Portland, OR",-122.6797505,45.5224094,"820 sw oak st, portland, or 97205, usa","Geocoded",NA,NA
"","820 S.W. Oak ","Portland","OR","(YC),(HIP),(*)","Bars/Clubs",1971,NA,"820 S.W. Oak , Portland, OR",-122.6797505,45.5224094,"820 sw oak st, portland, or 97205, usa","Geocoded",NA,NA
"","924 S.W. 3rd Ave. ","Portland","OR","(M),(RT)","Bars/Clubs",1972,NA,"924 S.W. 3rd Ave. , Portland, OR",-122.6760635,45.5163658,"924 sw 3rd ave, portland, or 97204, usa","Geocoded",NA,NA
"","924 S.W. 3rd ","Portland","OR","(M),(RT)","Bars/Clubs",1970,NA,"924 S.W. 3rd , Portland, OR",-122.6760635,45.5163658,"924 sw 3rd ave, portland, or 97204, usa","Geocoded",NA,NA
"","924 S.W. 3rd ","Portland","OR","(M),(RT)","Bars/Clubs",1971,NA,"924 S.W. 3rd , Portland, OR",-122.6760635,45.5163658,"924 sw 3rd ave, portland, or 97204, usa","Geocoded",NA,NA
"","924 S.W. 3rd Ave. ","Portland","OR","(M),(RT)","Bars/Clubs",1973,NA,"924 S.W. 3rd Ave. , Portland, OR",-122.6760635,45.5163658,"924 sw 3rd ave, portland, or 97204, usa","Geocoded",NA,NA
"","924 S.W. 3rd Ave. ","Portland","OR","(M),(RT)","Bars/Clubs",1974,NA,"924 S.W. 3rd Ave. , Portland, OR",-122.6760635,45.5163658,"924 sw 3rd ave, portland, or 97204, usa","Geocoded",NA,NA
"","924 S.W. Park ","Portland","OR","(M),(RT)","Bars/Clubs",1975,NA,"924 S.W. Park , Portland, OR",-122.6812339,45.5179203,"924 sw park ave, portland, or 97205, usa","Geocoded",NA,NA
"","924 S.W. 3rd St. ","Portland","OR","(RT),(PT)","Bars/Clubs",1979,NA,"924 S.W. 3rd St. , Portland, OR",-122.6760635,45.5163658,"924 sw 3rd ave, portland, or 97204, usa","Geocoded",NA,NA
"","924 S.W. 3rd Ave. ","Portland","OR","(M),(RT)","Bars/Clubs",1976,NA,"924 S.W. 3rd Ave. , Portland, OR",-122.6760635,45.5163658,"924 sw 3rd ave, portland, or 97204, usa","Geocoded",NA,NA
"","3950 S.E. Lincoln St. ","Portland","OR","","Church",1979,NA,"3950 S.E. Lincoln St. , Portland, OR",-122.6215991,45.5079056,"3950 se lincoln st, portland, or 97214, usa","Geocoded",NA,NA
"","1950 S.E. Lincoln Street","Portland","OR","","Church",1977,NA,"1950 S.E. Lincoln Street, Portland, OR",-122.4975157,45.5084735,"1950 se lincoln st, portland, or 97233, usa","Geocoded",NA,NA
"","3950 S.E. Lincoln St. ","Portland","OR","","Church",1978,NA,"3950 S.E. Lincoln St. , Portland, OR",-122.6215991,45.5079056,"3950 se lincoln st, portland, or 97214, usa","Geocoded",NA,NA
"(Liquor)(Some S)","739 S.W. Park ","Portland","OR","(*),(D),(R),(S),(YC)","Restaurant",1976,NA,"739 S.W. Park , Portland, OR",-122.680991,45.5194686,"739 sw park ave, portland, or 97205, usa","Geocoded",NA,NA
"(Liquor)","739 S.W. Park ","Portland","OR","(E),(R),(C),(AH),(*)","Restaurant",1977,NA,"739 S.W. Park , Portland, OR",-122.680991,45.5194686,"739 sw park ave, portland, or 97205, usa","Geocoded",NA,NA
"(Liquor)","739 S.W. Park ","Portland","OR","(E),(R),(*),(C),(AH)","Restaurant",1978,NA,"739 S.W. Park , Portland, OR",-122.680991,45.5194686,"739 sw park ave, portland, or 97205, usa","Geocoded",NA,NA
"(Liquor)(also C-AH, and Sun. brunch)","739 S.W. Park ","Portland","OR","(R),(E),(*),(C),(AH)","Restaurant",1979,NA,"739 S.W. Park , Portland, OR",-122.680991,45.5194686,"739 sw park ave, portland, or 97205, usa","Geocoded",NA,NA
"(Liquor)(Sun. Brunch)","739 S.W. Park ","Portland","OR","(R),(E),(*),(C),(AH)","Restaurant",1980,NA,"739 S.W. Park , Portland, OR",-122.680991,45.5194686,"739 sw park ave, portland, or 97205, usa","Geocoded",NA,NA
"","314 S.W. Taylor ","Portland","OR","","Theatre",1974,NA,"314 S.W. Taylor , Portland, OR",-122.6767274,45.5168905,"314 sw taylor st, portland, or 97204, usa","Geocoded",NA,NA
"","314 S.W. Taylor ","Portland","OR","","Theatre",1975,NA,"314 S.W. Taylor , Portland, OR",-122.6767274,45.5168905,"314 sw taylor st, portland, or 97204, usa","Geocoded",NA,NA
"","314 S.W. Taylor ","Portland","OR","","Theatre",1976,NA,"314 S.W. Taylor , Portland, OR",-122.6767274,45.5168905,"314 sw taylor st, portland, or 97204, usa","Geocoded",NA,NA
"","820 S.W. Oak ","Portland","OR","(HIP),(YC),(*)","Bars/Clubs",1973,NA,"820 S.W. Oak , Portland, OR",-122.6797505,45.5224094,"820 sw oak st, portland, or 97205, usa","Geocoded",NA,NA
"","820 S.W. Oak ","Portland","OR","(HIP),(YC),(*)","Bars/Clubs",1974,NA,"820 S.W. Oak , Portland, OR",-122.6797505,45.5224094,"820 sw oak st, portland, or 97205, usa","Geocoded",NA,NA
"","820 S.W. Oak ","Portland","OR","(YC),(HIP),(*)","Bars/Clubs",1975,NA,"820 S.W. Oak , Portland, OR",-122.6797505,45.5224094,"820 sw oak st, portland, or 97205, usa","Geocoded",NA,NA
"","820 S.W. Oak ","Portland","OR","(HIP),(YC),(*)","Bars/Clubs",1976,NA,"820 S.W. Oak , Portland, OR",-122.6797505,45.5224094,"820 sw oak st, portland, or 97205, usa","Geocoded",NA,NA
"","820 S.W. Oak ","Portland","OR","(HIP),(W),(YC),(*)","Bars/Clubs",1977,NA,"820 S.W. Oak , Portland, OR",-122.6797505,45.5224094,"820 sw oak st, portland, or 97205, usa","Geocoded",NA,NA
"","820 S.W. Oak ","Portland","OR","(HIP),(W),(YC),(*)","Bars/Clubs",1978,NA,"820 S.W. Oak , Portland, OR",-122.6797505,45.5224094,"820 sw oak st, portland, or 97205, usa","Geocoded",NA,NA
"(Recently expanded)","820 S.W. Oak ","Portland","OR","(HIP),(W),(YC),(*)","Bars/Clubs",1979,NA,"820 S.W. Oak , Portland, OR",-122.6797505,45.5224094,"820 sw oak st, portland, or 97205, usa","Geocoded",NA,NA
"","820 S.W. Oak","Portland","OR","(HIP),(W),(YC),(*)","Bars/Clubs",1980,NA,"820 S.W. Oak, Portland, OR",-122.6797505,45.5224094,"820 sw oak st, portland, or 97205, usa","Geocoded",NA,NA
"","728 SW 9th ","Portland","OR","(*)","Bars/Clubs",1969,NA,"728 SW 9th , Portland, OR",-122.6810407,45.5193448,"728 sw 9th ave, portland, or 97205, usa","Geocoded",NA,NA
"","728 S.W. 9th ","Portland","OR","(*)","Bars/Clubs",1970,NA,"728 S.W. 9th , Portland, OR",-122.6810407,45.5193448,"728 sw 9th ave, portland, or 97205, usa","Geocoded",NA,NA
"('New Ritz Disco' in rear) ","1116 S.W. Washington ","Portland","OR","","Bars/Clubs",1978,NA,"1116 S.W. Washington , Portland, OR",-122.682841,45.521504,"1102-1116 sw washington st, portland, or 97205, usa","Geocoded",NA,NA
"","728 S.W. 9th Ave. ","Portland","OR","(YC),(*)","Bars/Clubs",1974,NA,"728 S.W. 9th Ave. , Portland, OR",-122.6810407,45.5193448,"728 sw 9th ave, portland, or 97205, usa","Geocoded",NA,NA
"","728 S.W. 9th Ave. ","Portland","OR","(YC),(*)","Bars/Clubs",1975,NA,"728 S.W. 9th Ave. , Portland, OR",-122.6810407,45.5193448,"728 sw 9th ave, portland, or 97205, usa","Geocoded",NA,NA
