"description","streetaddress","city","state","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","title","unclear_address"
"('Hustlers)","536 Main St","Ft. Wayne","IN","(M),(RT)","Bars/Clubs",1979,NA,"536 Main St, Ft. Wayne, IN","-85.14743",41.079291,"536 w main st, fort wayne, in 46802, usa","Geocoded",NA,NA
"","224 W. Main St.","Ft. Wayne","IN","","Book Store",1979,NA,"224 W. Main St., Ft. Wayne, IN","-85.1423905",41.0802351,"224 w main st, fort wayne, in 46802, usa","Geocoded",NA,NA
"('Tops' in area) (Disco)","226 W. Main St.","Ft. Wayne","IN","(HIP),(YC),(D),(R)","Restaurant,Bars/Clubs",1979,NA,"226 W. Main St., Ft. Wayne, IN","-85.142439",41.080228,"226 w main st, fort wayne, in 46802, usa","Geocoded",NA,NA
"","532 Fayette St.","Hammond","IN","","Baths",1979,NA,"532 Fayette St., Hammond, IN","-87.516259",41.616293,"532 fayette st, hammond, in 46320, usa","Geocoded",NA,NA
"","2424 E. Washington","Indianapolis","IN","(M)","Book Store",1979,NA,"2424 E. Washington, Indianapolis, IN","-86.1205904",39.7684163,"2424 e washington st, indianapolis, in 46201, usa","Geocoded",NA,NA
"","1808 N. Central","Indianapolis","IN","(M),(B),(S)","Bars/Clubs",1979,NA,"1808 N. Central, Indianapolis, IN","-86.149896",39.791268,"1808 central ave, indianapolis, in 46202, usa","Geocoded",NA,NA
"(Baths)","303 N. Senate Ave.","Indianapolis","IN","(*)","Baths",1979,NA,"303 N. Senate Ave., Indianapolis, IN","-86.1629079",39.7717089,"303 n senate ave, indianapolis, in 46204, usa","Geocoded",NA,NA
"Bus Depot","936 Virginia Ave","Indianapolis","IN","(M),(B),(RT)","Bars/Clubs",1979,NA,"936 Virginia Ave, Indianapolis, IN","-86.1418859",39.7543726,"936 virginia ave, indianapolis, in 46203, usa","Geocoded",NA,NA
"(Recently remodeled)","341 N. Capitol","Indianapolis","IN","(*)","Baths",1979,NA,"341 N. Capitol, Indianapolis, IN","-86.1606445",39.7716165,"341 n capitol ave, indianapolis, in 46204, usa","Geocoded",NA,NA
"","4901 38th St.","Indianapolis","IN","(M),(C),(AH),(R)","Restaurant",1979,NA,"4901 38th St., Indianapolis, IN","-86.2424578",39.8238525,"4901 38th st, indianapolis, in 46254, usa","Geocoded",NA,NA
"","5444 E. Washington","Indianapolis","IN","(M)","Book Store",1979,NA,"5444 E. Washington, Indianapolis, IN","-86.0742823",39.7711198,"5444 e washington st, indianapolis, in 46219, usa","Geocoded",NA,NA
"(Many G) (Wed-Sat only*)","252 N. Capitol","Indianapolis","IN","(M),(S),(G),(*)","Bars/Clubs",1979,NA,"252 N. Capitol, Indianapolis, IN","-86.1616351",39.7707774,"252 n capitol ave, indianapolis, in 46204, usa","Geocoded",NA,NA
"(3 floors 'super bar'-ground floor 'Lodge' (Cruisy) & 'Chase'  upstairs (Disco)","107 S. Pennsylvania ","Indianapolis","IN","(W),(YC),(D),(PT)","Bars/Clubs,Cruising Areas",1979,NA,"107 S. Pennsylvania , Indianapolis, IN","-86.1559797",39.7653892,"107 s pennsylvania st, indianapolis, in 46204, usa","Geocoded",NA,NA
"(Sundays*)","1545 N. Meridian","Indianapolis","IN","(R),(E),(*)","Bars/Clubs,Restaurant",1979,NA,"1545 N. Meridian, Indianapolis, IN","-86.1569734",39.788124,"1545 n meridian st, indianapolis, in 46202, usa","Geocoded",NA,NA
"","1940 N. Delaware","Indianapolis","IN","","Church",1979,NA,"1940 N. Delaware, Indianapolis, IN","-86.1540915",39.793713,"1940 n delaware st, indianapolis, in 46202, usa","Geocoded",NA,NA
"","17 Jackson Place","Indianapolis","IN","(G),(R),(*)","Restaurant",1979,NA,"17 Jackson Place, Indianapolis, IN","-86.1589287",39.7633767,"17 w jackson pl, indianapolis, in 46225, usa","Geocoded",NA,NA
"('Darlos)","508 S. Alabama","Indianapolis","IN","(RT),(G),(PT)","Bars/Clubs",1979,NA,"508 S. Alabama, Indianapolis, IN","-86.1535342",39.7598684,"508 s alabama st, indianapolis, in 46225, usa","Geocoded",NA,NA
"(Cruisy) (Enter thru 'active' parking lot in rear)","1218 N. Pennsylvania","Indianapolis","IN","(*),(R),(D)","Cruising Areas,Restaurant",1979,NA,"1218 N. Pennsylvania, Indianapolis, IN","-86.1560592",39.7837148,"1218 n pennsylvania st, indianapolis, in 46202, usa","Geocoded",NA,NA
"(R-days) (Some OC) (Nights*)","1517 N. Pennsylvania ","Indianapolis","IN","(M),(R),(OC),(*)","Restaurant",1979,NA,"1517 N. Pennsylvania , Indianapolis, IN","-86.1555027",39.7878746,"1517 n pennsylvania st, indianapolis, in 46202, usa","Geocoded",NA,NA
"(Bar, pool, & sauna)","821 Lake Shore","Michigan City","IN","(R),(H)","Restaurant,Hotels",1979,NA,"821 Lake Shore, Michigan City, IN","-86.8872805",41.7303718,"821 lake shore dr, michigan city, in 46360, usa","Geocoded",NA,NA
"","247 Kilgore","Muncie","IN","(M),(R)","Restaurant",1979,NA,"247 Kilgore, Muncie, IN","-85.3982715",40.1903556,"247 w kilgore ave, muncie, in 47305, usa","Geocoded",NA,NA
"(Disco)","107 E. Main St.","Muncie","IN","(YC),(D)","Bars/Clubs",1979,NA,"107 E. Main St., Muncie, IN","-85.3861737",40.1934037,"107 e main st, muncie, in 47305, usa","Geocoded",NA,NA
"(Many G) (No sign-opp. A&P)","1902 Western Ave.","South Bend","IN","(G),(D),(S),(*)","Bars/Clubs",1979,NA,"1902 Western Ave., South Bend, IN","-86.2779495",41.6718207,"1902 w western ave, south bend, in 46619, usa","Geocoded",NA,NA
"(Disco) (basement cruise bar)","411 E. Jefferson","South Bend","IN","(*),(YC),(R),(PT),(D)","Bars/Clubs",1979,NA,"411 E. Jefferson, South Bend, IN","-86.2445568",41.6750826,"411 e jefferson blvd, south bend, in 46617, usa","Geocoded",NA,NA
"(Some B,RT)","1430 Poplar","Terre Haute","IN","(M),(B),(RT)","Bars/Clubs",1979,NA,"1430 Poplar, Terre Haute, IN","-87.3943971",39.4631858,"1430 poplar st, terre haute, in 47807, usa","Geocoded",NA,NA
"","1316 E. 3rd St.","Bloomington","IN","(M),(HIP),(YC)","Bars/Clubs",1978,NA,"1316 E. 3rd St., Bloomington, IN","-86.5168064",39.1640878,"1316 e 3rd st, bloomington, in 47401, usa","Geocoded",NA,NA
"(Some G,RT) ","212 Kirkwood Ave.","Bloomington","IN","(M),(G),(RT),(D)","Bars/Clubs",1978,NA,"212 Kirkwood Ave., Bloomington, IN","-86.5355502",39.1668773,"212 w kirkwood ave, bloomington, in 47404, usa","Geocoded",NA,NA
"(S-Wed,Fri,Sat)","201 Fulton Ave.","Evansville","IN","(D),(PT)","Bars/Clubs",1978,NA,"201 Fulton Ave., Evansville, IN","-87.581077",37.975675,"201 s fulton ave, evansville, in 47708, usa","Geocoded",NA,NA
"(G in back room)","1814 W. Main ","Ft. Wayne","IN","(M),(G)","Bars/Clubs",1978,NA,"1814 W. Main , Ft. Wayne, IN","-85.1659973",41.0787496,"1814 w main st, fort wayne, in 46808, usa","Geocoded",NA,NA
"(Cruisy)","536 Main St.","Ft. Wayne","IN","(*)","Bars/Clubs,Cruising Areas",1978,NA,"536 Main St., Ft. Wayne, IN","-85.14743",41.079291,"536 w main st, fort wayne, in 46802, usa","Geocoded",NA,NA
"(Disco)","226 W. Main St.","Ft. Wayne","IN","(YC),(D),(R),(*)","Restaurant",1978,NA,"226 W. Main St., Ft. Wayne, IN","-85.142439",41.080228,"226 w main st, fort wayne, in 46802, usa","Geocoded",NA,NA
"","532 Fayette St.","Hammond","IN","(*)","Baths",1978,NA,"532 Fayette St., Hammond, IN","-87.516259",41.616293,"532 fayette st, hammond, in 46320, usa","Geocoded",NA,NA
"","901 N. Massachusetts","Indianapolis","IN","","Bars/Clubs",1978,NA,"901 N. Massachusetts, Indianapolis, IN","-86.1481035",39.7797265,"901n n east st, indianapolis, in 46202, usa","Geocoded",NA,NA
"Bus Depot","936 Virginia Ave.","Indianapolis","IN","(M),(B),(RT)","Bars/Clubs",1978,NA,"936 Virginia Ave., Indianapolis, IN","-86.1418859",39.7543726,"936 virginia ave, indianapolis, in 46203, usa","Geocoded",NA,NA
"","341 No. Capitol","Indianapolis","IN","(*)","Bars/Clubs",1978,NA,"341 No. Capitol, Indianapolis, IN","-86.1606445",39.7716165,"341 n capitol ave, indianapolis, in 46204, usa","Geocoded",NA,NA
"","4901 38th St.","Indianapolis","IN","(M),(R),(C),(AH)","Restaurant",1978,NA,"4901 38th St., Indianapolis, IN","-86.2424578",39.8238525,"4901 38th st, indianapolis, in 46254, usa","Geocoded",NA,NA
"","252 No. Capitol","Indianapolis","IN","(S),(D),(*)","Bars/Clubs",1978,NA,"252 No. Capitol, Indianapolis, IN","-86.1616351",39.7707774,"252 n capitol ave, indianapolis, in 46204, usa","Geocoded",NA,NA
"(Afternoons)","117 No. Illinois","Indianapolis","IN","(M),(RT)","Bars/Clubs",1978,NA,"117 No. Illinois, Indianapolis, IN","-86.1594024",39.7689557,"117 n illinois st, indianapolis, in 46204, usa","Geocoded",NA,NA
"(3 floors 'super bar'-Ground floor 'Lodge' (Cruisy) -'Chase' upstairs (Disco)","107 So. Pennsylvania","Indianapolis","IN","(*),(W),(YC),(D),(PT)","Bars/Clubs,Cruising Areas",1978,NA,"107 So. Pennsylvania, Indianapolis, IN","-86.1559797",39.7653892,"107 s pennsylvania st, indianapolis, in 46204, usa","Geocoded",NA,NA
"'The Ruins' (Recently enlarged)","1218 No. Pennsylvania","Indianapolis","IN","(R),(D),(*)","Restaurant",1978,NA,"1218 No. Pennsylvania, Indianapolis, IN","-86.1560592",39.7837148,"1218 n pennsylvania st, indianapolis, in 46202, usa","Geocoded",NA,NA
"(Disco) (Cruisy) ","20 No. Delaware","Indianapolis","IN","(D),(*)","Bars/Clubs,Cruising Areas",1978,NA,"20 No. Delaware, Indianapolis, IN","-86.1544823",39.7664031,"20 delaware st, indianapolis, in 46204, usa","Geocoded",NA,NA
"(Some B,M)","1808 No. Central","Indianapolis","IN","(B),(M)","Bars/Clubs",1978,NA,"1808 No. Central, Indianapolis, IN","-86.149896",39.791268,"1808 central ave, indianapolis, in 46202, usa","Geocoded",NA,NA
"","1940 No. Delaware","Indianapolis","IN","","Church",1978,NA,"1940 No. Delaware, Indianapolis, IN","-86.1540915",39.793713,"1940 n delaware st, indianapolis, in 46202, usa","Geocoded",NA,NA
"('Darlos') ","508 So. Alabama","Indianapolis","IN","(G),(PT)","Bars/Clubs",1978,NA,"508 So. Alabama, Indianapolis, IN","-86.1535342",39.7598684,"508 s alabama st, indianapolis, in 46225, usa","Geocoded",NA,NA
"","1517 No. Pennsylvania","Indianapolis","IN","(M)","Bars/Clubs",1978,NA,"1517 No. Pennsylvania, Indianapolis, IN","-86.1555027",39.7878746,"1517 n pennsylvania st, indianapolis, in 46202, usa","Geocoded",NA,NA
"(Bar,pool & sauna)","821 Lake shore","Michigan City","IN","(H),(R)","Hotels,Restaurant",1978,NA,"821 Lake shore, Michigan City, IN","-86.8872805",41.7303718,"821 lake shore dr, michigan city, in 46360, usa","Geocoded",NA,NA
"","247 Kilgore","Muncie","IN","","Bars/Clubs",1978,NA,"247 Kilgore, Muncie, IN","-85.3982715",40.1903556,"247 w kilgore ave, muncie, in 47305, usa","Geocoded",NA,NA
"","107 E. Main St.","Muncie","IN","(*)","Bars/Clubs",1978,NA,"107 E. Main St., Muncie, IN","-85.3861737",40.1934037,"107 e main st, muncie, in 47305, usa","Geocoded",NA,NA
"","110 W. Howard","Muncie","IN","(M),(RT)","Bars/Clubs",1978,NA,"110 W. Howard, Muncie, IN","-85.3866049",40.1904565,"110 w howard st, muncie, in 47305, usa","Geocoded",NA,NA
"(go go boys)","1000 Lincoln Way","South Bend","IN","(D)","Bars/Clubs",1978,NA,"1000 Lincoln Way, South Bend, IN","-86.2635999",41.682319,"1000 lincoln way w, south bend, in 46616, usa","Geocoded",NA,NA
"(Some G)(No neon sign-opp. A &P)","1902 Western Ave","South Bend","IN","(G),(D),(S),(*)","Bars/Clubs",1978,NA,"1902 Western Ave, South Bend, IN","-86.2779495",41.6718207,"1902 w western ave, south bend, in 46619, usa","Geocoded",NA,NA
"(Basement cruise bar)","411 E. Jefferson","South Bend","IN","(*),(YC),(D),(R),(PT)","Restaurant,Bars/Clubs",1978,NA,"411 E. Jefferson, South Bend, IN","-86.2445568",41.6750826,"411 e jefferson blvd, south bend, in 46617, usa","Geocoded",NA,NA
"(Some B,RT)","1430 Poplar","Terre Haute","IN","(M),(B),(RT)","Bars/Clubs",1978,NA,"1430 Poplar, Terre Haute, IN","-87.3943971",39.4631858,"1430 poplar st, terre haute, in 47807, usa","Geocoded",NA,NA
"(Some G)","1801 Wabash","Terre Haute","IN","(*),(G)","Bars/Clubs",1978,NA,"1801 Wabash, Terre Haute, IN","-87.3893097",39.468985,"1801 wabash ave, terre haute, in 47807, usa","Geocoded",NA,NA
"","1316 E. 3rd Street","Bloomington","IN","(M),(HIP),(YC)","Bars/Clubs",1977,NA,"1316 E. 3rd Street, Bloomington, IN","-86.5168064",39.1640878,"1316 e 3rd st, bloomington, in 47401, usa","Geocoded",NA,NA
"","212 Kirkwood Avenue","Bloomington","IN","(M),(G),(RT),(D)","Bars/Clubs",1977,NA,"212 Kirkwood Avenue, Bloomington, IN","-86.5355502",39.1668773,"212 w kirkwood ave, bloomington, in 47404, usa","Geocoded",NA,NA
"(We-only)","118 W. 3rd St.","Bloomington","IN","(YC),(D),(C),(E),(WE),(*)","Organizations",1977,NA,"118 W. 3rd St., Bloomington, IN","-86.533719",39.1647181,"118 w 3rd st, bloomington, in 47404, usa","Geocoded",NA,NA
"","536 Main Street","Ft. Wayne","IN","(M)","Bars/Clubs",1977,NA,"536 Main Street, Ft. Wayne, IN","-85.14743",41.079291,"536 w main st, fort wayne, in 46802, usa","Geocoded",NA,NA
"(Disco)","226 W. Main Street","Ft. Wayne","IN","(YC),(D),(R),(S)","Restaurant",1977,NA,"226 W. Main Street, Ft. Wayne, IN","-85.142439",41.080228,"226 w main st, fort wayne, in 46802, usa","Geocoded",NA,NA
"","532 Fayette St.","Hammond","IN","(*)","Baths",1977,NA,"532 Fayette St., Hammond, IN","-87.516259",41.616293,"532 fayette st, hammond, in 46320, usa","Geocoded",NA,NA
"(touristy)","1808 N. Central","Indianapolis","IN","(M),(B),(S)","Bars/Clubs",1977,NA,"1808 N. Central, Indianapolis, IN","-86.149896",39.791268,"1808 central ave, indianapolis, in 46202, usa","Geocoded",NA,NA
"Bus Depot","936 Virginia Avenue","Indianapolis","IN","(M),(B),(RT)","Bars/Clubs",1977,NA,"936 Virginia Avenue, Indianapolis, IN","-86.1418859",39.7543726,"936 virginia ave, indianapolis, in 46203, usa","Geocoded",NA,NA
"","20 N. Delaware","Indianapolis","IN","(M)","Bars/Clubs",1977,NA,"20 N. Delaware, Indianapolis, IN","-86.1546977",39.7675873,"20 n delaware st, indianapolis, in 46204, usa","Geocoded",NA,NA
"","341 N. Capitol","Indianapolis","IN","(*)","Baths",1977,NA,"341 N. Capitol, Indianapolis, IN","-86.1606445",39.7716165,"341 n capitol ave, indianapolis, in 46204, usa","Geocoded",NA,NA
"(Disco) (Tuesday is 'topless' night)","1322 W. Washington","Indianapolis","IN","(HIP),(YC),(D),(*)","Bars/Clubs",1977,NA,"1322 W. Washington, Indianapolis, IN","-86.1852894",39.7677363,"1322 w washington st, indianapolis, in 46222, usa","Geocoded",NA,NA
"","4901 38th St","Indianapolis","IN","(M),(R),(C),(AH)","Restaurant",1977,NA,"4901 38th St, Indianapolis, IN","-86.2424578",39.8238525,"4901 38th st, indianapolis, in 46254, usa","Geocoded",NA,NA
"","252 N. Capitol","Indianapolis","IN","(S),(D),(*)","Bars/Clubs",1977,NA,"252 N. Capitol, Indianapolis, IN","-86.1616351",39.7707774,"252 n capitol ave, indianapolis, in 46204, usa","Geocoded",NA,NA
"(Afternoons)","117 N. Illinois ","Indianapolis","IN","(M),(RT)","Bars/Clubs",1977,NA,"117 N. Illinois , Indianapolis, IN","-86.1594024",39.7689557,"117 n illinois st, indianapolis, in 46204, usa","Geocoded",NA,NA
"(3 floors 'super bar' Ground floor 'The lodge' is (W) (YC) (Cruisy) 'The Chase' upstairs has (YC) (DISCO) (D) (PT) & games)","107 S. Pennsylvania","Indianapolis","IN","(W),(YC),(D),(PT)","Bars/Clubs,Cruising Areas",1977,NA,"107 S. Pennsylvania, Indianapolis, IN","-86.1559797",39.7653892,"107 s pennsylvania st, indianapolis, in 46204, usa","Geocoded",NA,NA
"""The Ruins""","1218 N. Pennsylvania","Indianapolis","IN","(R),(D),(*)","Restaurant",1977,NA,"1218 N. Pennsylvania, Indianapolis, IN","-86.1560592",39.7837148,"1218 n pennsylvania st, indianapolis, in 46202, usa","Geocoded",NA,NA
"","1940 N. Delaware","Indianapolis","IN","","Church",1977,NA,"1940 N. Delaware, Indianapolis, IN","-86.1540915",39.793713,"1940 n delaware st, indianapolis, in 46202, usa","Geocoded",NA,NA
"(Darlo's)","508 S. Alabama","Indianapolis","IN","(G),(PT),(*)","Bars/Clubs",1977,NA,"508 S. Alabama, Indianapolis, IN","-86.1535342",39.7598684,"508 s alabama st, indianapolis, in 46225, usa","Geocoded",NA,NA
"","1517 N. Pennsylvania","Indianapolis","IN","(M)","Bars/Clubs",1977,NA,"1517 N. Pennsylvania, Indianapolis, IN","-86.1555027",39.7878746,"1517 n pennsylvania st, indianapolis, in 46202, usa","Geocoded",NA,NA
"","310 N. Main Street","Kokomo","IN","(M)","Bars/Clubs,Restaurant",1977,NA,"310 N. Main Street, Kokomo, IN","-86.1312413",40.488683,"310 n main st, kokomo, in 46901, usa","Geocoded",NA,NA
"","247 Kilgore","Muncie","IN","","Bars/Clubs",1977,NA,"247 Kilgore, Muncie, IN","-85.3982715",40.1903556,"247 w kilgore ave, muncie, in 47305, usa","Geocoded",NA,NA
"","107 E. Main Street","Muncie","IN","(*)","Bars/Clubs",1977,NA,"107 E. Main Street, Muncie, IN","-85.3861737",40.1934037,"107 e main st, muncie, in 47305, usa","Geocoded",NA,NA
"","110 W. Howard","Muncie","IN","(M),(RT)","Bars/Clubs",1977,NA,"110 W. Howard, Muncie, IN","-85.3866049",40.1904565,"110 w howard st, muncie, in 47305, usa","Geocoded",NA,NA
"","411 E. Jefferson","South Bend","IN","(D),(R),(*)","Restaurant",1977,NA,"411 E. Jefferson, South Bend, IN","-86.2445568",41.6750826,"411 e jefferson blvd, south bend, in 46617, usa","Geocoded",NA,NA
