"ID","Title","description","streetaddress","city","state","amenityfeatures","type","unclearaddress","uncleartype","Year","notes","dateadded","lastmodified","full.address","lon","lat","geoAddress","status"
135,"Venetian Room","","3 Farewell St.","Newport","RI","(M),(RT)","Bars/Clubs",NA,NA,1975,NA,"4/20/2020 3:30am","7/27/2020 1:16pm","3 Farewell St., Newport, RI","-71.3132894","41.490839","3 farewell st, newport, ri 02840, usa","Geocoded"
137,"Buttery","","Dorrence & Weybosset","Providence","RI","(M),(R),(C),(AH)","Restaurant",NA,NA,1975,NA,"4/20/2020 3:31am","7/27/2020 1:16pm","Dorrence & Weybosset, Providence, RI","-82.5020582","40.0868803","dorrence rd, granville township, oh 43023, usa","Geocoded"
138,"Cabana","","681 Valley","Providence","RI","(G),(D),(*)","Bars/Clubs",NA,NA,1975,NA,"4/20/2020 3:31am","7/27/2020 1:16pm","681 Valley, Providence, RI","-71.4288774","41.8309289","681 valley st, providence, ri 02908, usa","Geocoded"
139,"Clemence St. Book Store","","33 Clemence St.","Providence","RI","","Book Store",NA,NA,1975,NA,"4/20/2020 3:31am","7/27/2020 1:16pm","33 Clemence St., Providence, RI","-71.4143206","41.8233015","33 clemence st, providence, ri 02903, usa","Geocoded"
140,"Fannings Bar ","(Closes 12 midnight)","93 Clemence betw. Weybosset & the Mall)","Providence","RI","(YC),(D),(*)","Bars/Clubs",NA,NA,1975,NA,"4/20/2020 3:31am","7/27/2020 1:16pm","93 Clemence betw. Weybosset & the Mall), Providence, RI","-71.412755","41.822005","93 clemence st, providence, ri 02903, usa","Geocoded"
141,"Fife & Drum","","123 Weybosset","Providence","RI","(*)","Bars/Clubs",NA,NA,1975,NA,"4/20/2020 3:32am","7/27/2020 1:16pm","123 Weybosset, Providence, RI","-71.4114172","41.8230957","123 weybosset st, providence, ri 02903, usa","Geocoded"
142,"Gallery","","194 Richmond","Providence","RI","(YC),(D),(*)","Bars/Clubs",NA,NA,1975,NA,"4/20/2020 3:33am","7/27/2020 1:16pm","194 Richmond, Providence, RI","-71.409122","41.8194591","194 richmond st, providence, ri 02903, usa","Geocoded"
143,"Homestead","","134 Snow St.","Providence","RI","(E),(D)","Bars/Clubs",NA,NA,1975,NA,"4/20/2020 3:33am","7/27/2020 1:16pm","134 Snow St., Providence, RI","-71.4135347","41.821062","134 snow st, providence, ri 02903, usa","Geocoded"
144,"La Boheme","(Gold Coin)","79 Dorrence","Providence","RI","(M)","Bars/Clubs",NA,NA,1975,NA,"4/20/2020 3:33am","7/27/2020 1:16pm","79 Dorrence, Providence, RI","-71.4112482","41.8230785","79 dorrance st, providence, ri 02903, usa","Geocoded"
145,"M.B. Lounge","","91 Clemence","Providence","RI","","Bars/Clubs",NA,NA,1975,NA,"4/20/2020 3:33am","7/27/2020 1:16pm","91 Clemence, Providence, RI","-71.4127064","41.8220629","91 clemence st, providence, ri 02903, usa","Geocoded"
146,"M.C.C.","","410 Waterman Ave.","Providence","RI","M.C.C.","Church",NA,NA,1975,NA,"4/20/2020 3:34am","7/27/2020 1:16pm","410 Waterman Ave., Providence, RI","-71.3627912","41.8184913","410 waterman ave, east providence, ri 02914, usa","Geocoded"
147,"Tony Martin's Bar","","125 Broadway","Providence","RI","(M)","Bars/Clubs",NA,NA,1975,NA,"4/20/2020 3:34am","7/27/2020 1:16pm","125 Broadway, Providence, RI","-71.4214869","41.8218312","125 broadway, providence, ri 02903, usa","Geocoded"
148,"Y.M.C.A.","","160 Broad St.","Providence","RI","(H)","Hotels",NA,NA,1975,NA,"4/20/2020 3:34am","7/27/2020 1:16pm","160 Broad St., Providence, RI","-71.4167171","41.8169108","160 broad st, providence, ri 02903, usa","Geocoded"
156,"High St. Cafe","","281 High St.","Woonsocket","RI","(G)","Bars/Clubs",NA,NA,1975,NA,"4/20/2020 3:36am","7/27/2020 1:16pm","281 High St., Woonsocket, RI","-71.51802","42.003424","281 high st, woonsocket, ri 02895, usa","Geocoded"
157,"Sixty One East Club","","61 E. Mill St.","Woonsocket","RI","(D),(*)","Bars/Clubs",NA,NA,1975,NA,"4/20/2020 3:36am","7/27/2020 1:16pm","61 E. Mill St., Woonsocket, RI","-71.4970904","42.0129068","61 e mill st, woonsocket, ri 02895, usa","Geocoded"
158,"David's","(see ad p. 108) ","28 Prospect Hill off Thomas","Newport","RI","(YC),(D),(*)","Bars/Clubs",NA,NA,1974,NA,"4/20/2020 3:38am","7/27/2020 1:16pm","28 Prospect Hill off Thomas, Newport, RI","-71.3139778","41.4853787","28 prospect hill st, newport, ri 02840, usa","Geocoded"
159,"Venetian Room","","3 Farewell St.","Newport","RI","(M)","Bars/Clubs",NA,NA,1974,NA,"4/20/2020 3:38am","7/27/2020 1:16pm","3 Farewell St., Newport, RI","-71.3132894","41.490839","3 farewell st, newport, ri 02840, usa","Geocoded"
161,"Cabana","","681 Valley","Providence","RI","(G),(D),(*)","Bars/Clubs",NA,NA,1974,NA,"4/20/2020 3:39am","7/27/2020 1:16pm","681 Valley, Providence, RI","-71.4288774","41.8309289","681 valley st, providence, ri 02908, usa","Geocoded"
162,"Fanning's","(closes 12 midnight)","93 Clemence betw. Weybosset & the Mall","Providence","RI","(YC),(D),(*)","Bars/Clubs",NA,NA,1974,NA,"4/20/2020 3:39am","7/27/2020 1:16pm","93 Clemence betw. Weybosset & the Mall, Providence, RI","-71.412755","41.822005","93 clemence st, providence, ri 02903, usa","Geocoded"
163,"Fife & Drum","","87 Dorrence","Providence","RI","(D),(*)","Bars/Clubs",NA,NA,1974,NA,"4/20/2020 3:40am","7/27/2020 1:16pm","87 Dorrence, Providence, RI","-71.4111466","41.8228437","87 dorrance st, providence, ri 02903, usa","Geocoded"
164,"Gallery ","","194 Richmond","Providence","RI","(YC),(D),(*)","Bars/Clubs",NA,NA,1974,NA,"4/20/2020 3:40am","7/27/2020 1:16pm","194 Richmond, Providence, RI","-71.409122","41.8194591","194 richmond st, providence, ri 02903, usa","Geocoded"
165,"Gold Coin Lounge","","79 Dorrence","Providence","RI","(M)","Bars/Clubs",NA,NA,1974,NA,"4/20/2020 3:40am","7/27/2020 1:16pm","79 Dorrence, Providence, RI","-71.4112482","41.8230785","79 dorrance st, providence, ri 02903, usa","Geocoded"
166,"M.B. Lounge","(D upstairs)","91 Clemence ","Providence","RI","(YC),(*),(D)","Bars/Clubs",NA,NA,1974,NA,"4/20/2020 3:41am","7/27/2020 1:16pm","91 Clemence , Providence, RI","-71.4127064","41.8220629","91 clemence st, providence, ri 02903, usa","Geocoded"
167,"One Eighteen","(after hours)","118 Matthewson","Providence","RI","(R),(M),(C)","Restaurant",NA,NA,1974,NA,"4/20/2020 3:41am","7/27/2020 1:16pm","118 Matthewson, Providence, RI","-71.4142636","41.822968","118 mathewson st, providence, ri 02903, usa","Geocoded"
174,"High Street Cafe","","281 High Street","Woonsocket","RI","(G)","Bars/Clubs",NA,NA,1974,NA,"4/20/2020 3:43am","7/27/2020 1:16pm","281 High Street, Woonsocket, RI","-71.51802","42.003424","281 high st, woonsocket, ri 02895, usa","Geocoded"
175,"Sixty One East Club","","61 E. Mill St.","Woonsocket","RI","(D),(*)","Bars/Clubs",NA,NA,1974,NA,"4/20/2020 3:43am","7/27/2020 1:16pm","61 E. Mill St., Woonsocket, RI","-71.4970904","42.0129068","61 e mill st, woonsocket, ri 02895, usa","Geocoded"
176,"Italian Cuisine ","","5 Farewell St.","Newport","RI","(YC),(R),(*)","Restaurant",NA,NA,1973,NA,"4/20/2020 3:45am","7/27/2020 1:16pm","5 Farewell St., Newport, RI","-71.3133414","41.4909047","5 farewell st, newport, ri 02840, usa","Geocoded"
177,"Venetian Room","","3 Farewell St.","Newport","RI","(*)","Bars/Clubs",NA,NA,1973,NA,"4/20/2020 3:45am","7/27/2020 1:16pm","3 Farewell St., Newport, RI","-71.3132894","41.490839","3 farewell st, newport, ri 02840, usa","Geocoded"
178,"Fanning's Bar","(cl. 12 midnight)","93 Clemence btw. Weybosset & the Mall","Providence","RI","(YC),(D),(*)","Bars/Clubs",NA,NA,1973,NA,"4/20/2020 3:45am","7/27/2020 1:16pm","93 Clemence btw. Weybosset & the Mall, Providence, RI","-71.412755","41.822005","93 clemence st, providence, ri 02903, usa","Geocoded"
180,"Fife & Drum ","","87 Dorrence ","Providence","RI","(D),(*)","Bars/Clubs",NA,NA,1973,NA,"4/20/2020 3:46am","7/27/2020 1:16pm","87 Dorrence , Providence, RI","-71.4111466","41.8228437","87 dorrance st, providence, ri 02903, usa","Geocoded"
181,"Gold Coin Lounge","","79 Dorrence","Providence","RI","(M)","Bars/Clubs",NA,NA,1973,NA,"4/20/2020 3:46am","7/27/2020 1:16pm","79 Dorrence, Providence, RI","-71.4112482","41.8230785","79 dorrance st, providence, ri 02903, usa","Geocoded"
182,"Kubla Khan Lounge","","129 Weybosset","Providence","RI","","Restaurant",NA,NA,1973,NA,"4/20/2020 3:46am","7/27/2020 1:16pm","129 Weybosset, Providence, RI","-71.411408","41.822984","129 weybosset st, providence, ri 02903, usa","Geocoded"
183,"M.B. Lounge","(dancing upstairs - $1.00 admission)","91 Clemence ","Providence","RI","(YC),(*)","Bars/Clubs",NA,NA,1973,NA,"4/20/2020 3:47am","7/27/2020 1:16pm","91 Clemence , Providence, RI","-71.4127064","41.8220629","91 clemence st, providence, ri 02903, usa","Geocoded"
186,"High Street Cafe","","281 High St.","Providence","RI","(G)","Bars/Clubs",NA,NA,1973,NA,"4/20/2020 3:48am","7/27/2020 1:16pm","281 High St., Providence, RI","-71.3836801","41.8828859","281 high st, pawtucket, ri 02860, usa","Geocoded"
187,"Venetian Room","","5 Farewell St.","Newport","RI","(*)","Bars/Clubs",NA,NA,1972,NA,"4/20/2020 3:49am","7/27/2020 1:16pm","5 Farewell St., Newport, RI","-71.3133414","41.4909047","5 farewell st, newport, ri 02840, usa","Geocoded"
189,"Fanning's Bar","(closes 12 midnight) ","93 Clemence bet. Weybosset & the Mall","Providence","RI","(D),(*)","Bars/Clubs",NA,NA,1972,NA,"4/20/2020 3:49am","7/27/2020 1:16pm","93 Clemence bet. Weybosset & the Mall, Providence, RI","-71.4117062","41.8223275","weybosset st, providence, ri, usa","Geocoded"
190,"Fife & Drum","","87 Dorrence ","Providence","RI","(YC),(*)","Bars/Clubs",NA,NA,1972,NA,"4/20/2020 3:50am","7/27/2020 1:16pm","87 Dorrence , Providence, RI","-71.4111466","41.8228437","87 dorrance st, providence, ri 02903, usa","Geocoded"
191,"Gold Coin Lounge","","79 Dorrence","Providence","RI","(M)","Bars/Clubs",NA,NA,1972,NA,"4/20/2020 3:50am","7/27/2020 1:16pm","79 Dorrence, Providence, RI","-71.4112482","41.8230785","79 dorrance st, providence, ri 02903, usa","Geocoded"
192,"Kubla Khan Lounge","","129 Weybosset","Providence","RI","(*)","Restaurant",NA,NA,1972,NA,"4/20/2020 3:51am","7/27/2020 1:16pm","129 Weybosset, Providence, RI","-71.411408","41.822984","129 weybosset st, providence, ri 02903, usa","Geocoded"
193,"M. B. Lounge","(dancing upstairs - $1.00 admission)","91 Clemence","Providence","RI","(YC),(*)","Bars/Clubs",NA,NA,1972,NA,"4/20/2020 3:51am","7/27/2020 1:16pm","91 Clemence, Providence, RI","-71.4127064","41.8220629","91 clemence st, providence, ri 02903, usa","Geocoded"
194,"Continental ","($1.00 admission)","Route 7","Smithfield","RI","(D),(*)","Bars/Clubs",NA,NA,1972,NA,"4/20/2020 3:52am","7/27/2020 1:16pm","Route 7, Smithfield, RI","-71.5402952","41.9304059","ri-7, smithfield, ri, usa","Geocoded"
195,"High Street Cafe","","281 High St.","Woonsocket","RI","(G)","Bars/Clubs",NA,NA,1972,NA,"4/20/2020 3:52am","7/27/2020 1:16pm","281 High St., Woonsocket, RI","-71.51802","42.003424","281 high st, woonsocket, ri 02895, usa","Geocoded"
198,"Crown Hotel Coffee Shop","(after hrs. - weekends)","208 Weybosset","Providence","RI","","Restaurant,Hotels",NA,NA,1971,NA,"4/20/2020 3:55am","7/27/2020 1:16pm","208 Weybosset, Providence, RI","-71.412059","41.821665","208 weybosset st, providence, ri 02903, usa","Geocoded"
199,"Fanning's Bar","(closes 12 midnight)","93 Clemence (bet. Weybosset & The Mall)","Providence","RI","(*)","Bars/Clubs",NA,NA,1971,NA,"4/20/2020 3:55am","7/27/2020 1:16pm","93 Clemence (bet. Weybosset & The Mall), Providence, RI","-71.4117062","41.8223275","weybosset st, providence, ri, usa","Geocoded"
200,"Gold Coin Lounge","","79 Dorrence","Providence","RI","(M)","Bars/Clubs",NA,NA,1971,NA,"4/20/2020 3:56am","7/27/2020 1:16pm","79 Dorrence, Providence, RI","-71.4112482","41.8230785","79 dorrance st, providence, ri 02903, usa","Geocoded"
201,"Kubla Khan Lounge","","129 Weybosset","Providence","RI","(*)","Restaurant",NA,NA,1971,NA,"4/20/2020 3:56am","7/27/2020 1:16pm","129 Weybosset, Providence, RI","-71.411408","41.822984","129 weybosset st, providence, ri 02903, usa","Geocoded"
202,"M.B. Lounge","","91 Clemence ","Providence","RI","(*)","Bars/Clubs",NA,NA,1971,NA,"4/20/2020 3:56am","7/27/2020 1:16pm","91 Clemence , Providence, RI","-71.4127064","41.8220629","91 clemence st, providence, ri 02903, usa","Geocoded"
204,"High St. Cafe","","281 High St.","Woonsocket","RI","(G)","Bars/Clubs",NA,NA,1971,NA,"4/20/2020 3:56am","7/27/2020 1:16pm","281 High St., Woonsocket, RI","-71.51802","42.003424","281 high st, woonsocket, ri 02895, usa","Geocoded"
205,"Mirabar Lounge","","90 Bernon St.","Woonsocket","RI","(M)","Bars/Clubs",NA,NA,1971,NA,"4/20/2020 3:57am","7/27/2020 1:16pm","90 Bernon St., Woonsocket, RI","-71.5156322","41.9998334","90 bernon st, woonsocket, ri 02895, usa","Geocoded"
206,"Ebbtide Lounge","(summers only)","First Beach","Newport","RI","(M)","Bars/Clubs",NA,NA,1970,NA,"4/20/2020 3:58am","7/27/2020 1:16pm","First Beach, Newport, RI","-71.2907618","41.4870097","easton beach, rhode island 02840, usa","Geocoded"
208,"Crown Hotel Coffee Shop","(after hours weekends)","208 Weybosset","Providence","RI","","Restaurant,Hotels",NA,NA,1970,NA,"4/20/2020 3:59am","7/27/2020 1:16pm","208 Weybosset, Providence, RI","-71.412059","41.821665","208 weybosset st, providence, ri 02903, usa","Geocoded"
209,"Fanning's Bar","(closes 12 midnight)","93 Clemence (bet. Weybosset & The Mall)","Providence","RI","(*)","Bars/Clubs",NA,NA,1970,NA,"4/20/2020 3:59am","7/27/2020 1:16pm","93 Clemence (bet. Weybosset & The Mall), Providence, RI","-71.4117062","41.8223275","weybosset st, providence, ri, usa","Geocoded"
210,"Gold Coin Lounge","","79 Dorrence ","Providence","RI","(M)","Bars/Clubs",NA,NA,1970,NA,"4/20/2020 3:59am","7/27/2020 1:16pm","79 Dorrence , Providence, RI","-71.4112482","41.8230785","79 dorrance st, providence, ri 02903, usa","Geocoded"
211,"Kubla Khan Lounge","","129 Weybosset","Providence","RI","(*)","Restaurant",NA,NA,1970,NA,"4/20/2020 4:00am","7/27/2020 1:16pm","129 Weybosset, Providence, RI","-71.411408","41.822984","129 weybosset st, providence, ri 02903, usa","Geocoded"
212,"M.B. Lounge","","91 Clemence ","Providence","RI","(*)","Bars/Clubs",NA,NA,1970,NA,"4/20/2020 4:00am","7/27/2020 1:16pm","91 Clemence , Providence, RI","-71.4127064","41.8220629","91 clemence st, providence, ri 02903, usa","Geocoded"
214,"High St. Cafe","","281 High St.","Woonsocket","RI","(G)","Bars/Clubs",NA,NA,1970,NA,"4/20/2020 4:00am","7/27/2020 1:16pm","281 High St., Woonsocket, RI","-71.51802","42.003424","281 high st, woonsocket, ri 02895, usa","Geocoded"
215,"Mirabar Lounge","","90 Bernon St.","Woonsocket","RI","(M)","Bars/Clubs",NA,NA,1970,NA,"4/20/2020 4:01am","7/27/2020 1:16pm","90 Bernon St., Woonsocket, RI","-71.5156322","41.9998334","90 bernon st, woonsocket, ri 02895, usa","Geocoded"
217,"Crown Hotel Coffee Shop","(after 1 am)","208 Weybosset","Providence","RI","","Restaurant,Hotels",NA,NA,1969,NA,"4/20/2020 4:02am","7/27/2020 1:16pm","208 Weybosset, Providence, RI","-71.412059","41.821665","208 weybosset st, providence, ri 02903, usa","Geocoded"
218,"Fanning's Bar","","93 Clemence (bet. Weybosset & The Mall)","Providence","RI","(*)","Bars/Clubs",NA,NA,1969,NA,"4/20/2020 4:02am","7/27/2020 1:16pm","93 Clemence (bet. Weybosset & The Mall), Providence, RI","-71.4117062","41.8223275","weybosset st, providence, ri, usa","Geocoded"
219,"Gold Coin Lounge","","79 Dorrence","Providence","RI","(M)","Bars/Clubs",NA,NA,1969,NA,"4/20/2020 4:03am","7/27/2020 1:16pm","79 Dorrence, Providence, RI","-71.4112482","41.8230785","79 dorrance st, providence, ri 02903, usa","Geocoded"
220,"Kubla Khan Lounge","","129 Weybosset","Providence","RI","(*)","Restaurant",NA,NA,1969,NA,"4/20/2020 4:03am","7/27/2020 1:16pm","129 Weybosset, Providence, RI","-71.411408","41.822984","129 weybosset st, providence, ri 02903, usa","Geocoded"
221,"M.B. Lounge","","91 Clemence ","Providence","RI","(*)","Bars/Clubs",NA,NA,1969,NA,"4/20/2020 4:03am","7/27/2020 1:16pm","91 Clemence , Providence, RI","-71.4127064","41.8220629","91 clemence st, providence, ri 02903, usa","Geocoded"
224,"High St. Cafe","","281 High St.","Woonsocket","RI","","Restaurant",NA,NA,1969,NA,"4/20/2020 4:04am","7/27/2020 1:16pm","281 High St., Woonsocket, RI","-71.51802","42.003424","281 high st, woonsocket, ri 02895, usa","Geocoded"
225,"Mirabar Lounge","","90 Bernon St.","Woonsocket","RI","","Bars/Clubs",NA,NA,1969,NA,"4/20/2020 4:04am","7/27/2020 1:16pm","90 Bernon St., Woonsocket, RI","-71.5156322","41.9998334","90 bernon st, woonsocket, ri 02895, usa","Geocoded"
227,"Crown Hotel Coffee Shop","(after 1 AM)","208 Weybosset","Providence","RI","","Restaurant,Hotels",NA,NA,1968,NA,"4/20/2020 4:06am","7/27/2020 1:16pm","208 Weybosset, Providence, RI","-71.412059","41.821665","208 weybosset st, providence, ri 02903, usa","Geocoded"
228,"Fanning's Bar","","93 Clemence (bew Weybosset & The Mall)","Providence","RI","(*)","Bars/Clubs",NA,NA,1968,NA,"4/20/2020 4:06am","7/27/2020 1:16pm","93 Clemence (bew Weybosset & The Mall), Providence, RI","-71.4117062","41.8223275","weybosset st, providence, ri, usa","Geocoded"
230,"Gold Coin Lounge","","79 Dorrence ","Providence","RI","(M)","Bars/Clubs",NA,NA,1968,NA,"4/20/2020 4:07am","7/27/2020 1:16pm","79 Dorrence , Providence, RI","-71.4112482","41.8230785","79 dorrance st, providence, ri 02903, usa","Geocoded"
229,"Kubla Khan Lounge","","129 Weybosset","Providence","RI","(*)","Restaurant",NA,NA,1968,NA,"4/20/2020 4:06am","7/27/2020 1:16pm","129 Weybosset, Providence, RI","-71.411408","41.822984","129 weybosset st, providence, ri 02903, usa","Geocoded"
231,"MB Lounge","","91 Clemence ","Providence","RI","(*)","Bars/Clubs",NA,NA,1968,NA,"4/20/2020 4:07am","7/27/2020 1:16pm","91 Clemence , Providence, RI","-71.4127064","41.8220629","91 clemence st, providence, ri 02903, usa","Geocoded"
232,"Tiogue Vista","","at Lake Tiogue","Providence","RI","","Bars/Clubs",NA,NA,1968,NA,"4/20/2020 4:07am","7/27/2020 1:16pm","at Lake Tiogue, Providence, RI","-71.5501399","41.6777794","tiogue lake, coventry, ri 02816, usa","Geocoded"
233,"Mirabar Lounge","","90 Bernon St.","Woonsocket","RI","","Bars/Clubs",NA,NA,1968,NA,"4/20/2020 4:08am","7/27/2020 1:16pm","90 Bernon St., Woonsocket, RI","-71.5156322","41.9998334","90 bernon st, woonsocket, ri 02895, usa","Geocoded"
234,"Venetian Room","","Farewell St.","Newport","RI","","Bars/Clubs",NA,NA,1966,NA,"4/20/2020 4:09am","7/27/2020 1:16pm","Farewell St., Newport, RI","-71.3160855","41.4943081","farewell st, newport, ri 02840, usa","Geocoded"
235,"Center Cafe","","91 Clemence St.","Providence","RI","(M),(D)","Bars/Clubs",NA,NA,1966,NA,"4/20/2020 4:09am","7/27/2020 1:16pm","91 Clemence St., Providence, RI","-71.4127064","41.8220629","91 clemence st, providence, ri 02903, usa","Geocoded"
236,"Crown Hotel Coffee Shop","(after 1 am)","208 Weyset","Providence","RI","","Restaurant,Hotels",NA,NA,1966,NA,"4/20/2020 4:09am","7/27/2020 1:16pm","208 Weyset, Providence, RI","-71.444699","41.8525659","west dr, providence, ri 02904, usa","Geocoded"
237,"Fanning's Bar","","93 Clemence","Providence","RI","","Bars/Clubs",NA,NA,1966,NA,"4/20/2020 4:10am","7/27/2020 1:16pm","93 Clemence, Providence, RI","-71.412755","41.822005","93 clemence st, providence, ri 02903, usa","Geocoded"
238,"Gold Coin Lounge","","79 Dorrence","Providence","RI","","Bars/Clubs",NA,NA,1966,NA,"4/20/2020 4:10am","7/27/2020 1:16pm","79 Dorrence, Providence, RI","-71.4112482","41.8230785","79 dorrance st, providence, ri 02903, usa","Geocoded"
242,"Mirabar Lounge","","90 Bernon St.","Woonsocket","RI","","Bars/Clubs",NA,NA,1966,NA,"4/20/2020 4:11am","7/27/2020 1:16pm","90 Bernon St., Woonsocket, RI","-71.5156322","41.9998334","90 bernon st, woonsocket, ri 02895, usa","Geocoded"
244,"Center Cafe","","91 Clemence","Providence","RI","(M),(D)","Bars/Clubs",NA,NA,1965,NA,"4/20/2020 4:13am","7/27/2020 1:16pm","91 Clemence, Providence, RI","-71.4127064","41.8220629","91 clemence st, providence, ri 02903, usa","Geocoded"
245,"Crown Hotel Coffee Shop","(after 1 am)","208 Weyset ","Providence","RI","","Restaurant,Hotels",NA,NA,1965,NA,"4/20/2020 4:13am","7/27/2020 1:16pm","208 Weyset , Providence, RI","-71.444699","41.8525659","west dr, providence, ri 02904, usa","Geocoded"
246,"Fanning's Bar","","93 Clemence ","Providence","RI","","Bars/Clubs",NA,NA,1965,NA,"4/20/2020 4:14am","7/27/2020 1:16pm","93 Clemence , Providence, RI","-71.412755","41.822005","93 clemence st, providence, ri 02903, usa","Geocoded"
247,"Gold Coin Lounge","","79 Dorrence","Providence","RI","","Bars/Clubs",NA,NA,1965,NA,"4/20/2020 4:14am","7/27/2020 1:16pm","79 Dorrence, Providence, RI","-71.4112482","41.8230785","79 dorrance st, providence, ri 02903, usa","Geocoded"
248,"Kubla Khan","","Dorrence & Westminister","Providence","RI","(R)","Restaurant",NA,NA,1965,NA,"4/20/2020 4:14am","7/27/2020 1:16pm","Dorrence & Westminister, Providence, RI","-82.5020582","40.0868803","dorrence rd, granville township, oh 43023, usa","Geocoded"
249,"Tiogue Vista","","Lake Tiogue","Providence","RI","","Bars/Clubs",NA,NA,1965,NA,"4/20/2020 4:15am","7/27/2020 1:16pm","Lake Tiogue, Providence, RI","-71.5501399","41.6777794","tiogue lake, coventry, ri 02816, usa","Geocoded"
250,"Holiday Inn","","Bermon St.","Woonsocket","RI","(G)","Bars/Clubs",NA,NA,1965,NA,"4/20/2020 4:15am","7/27/2020 1:16pm","Bermon St., Woonsocket, RI","-71.5070235","41.9984273","bernon st, woonsocket, ri 02895, usa","Geocoded"
251,"Mirabar Lounge","","90 Bermon St.","Woonsocket","RI","","Bars/Clubs",NA,NA,1965,NA,"4/20/2020 4:15am","7/27/2020 1:16pm","90 Bermon St., Woonsocket, RI","-71.5156322","41.9998334","90 bernon st, woonsocket, ri 02895, usa","Geocoded"
110,"'First Beach'","in front of concession stands","","Newport","RI","Cruisy Area","Cruising Areas","checked",NA,1976,"","4/20/2020 2:58am","4/20/2020 3:29am",", RI","-71.291362","41.488401","unclear_coded_by_hand","Found"
62,"'First Beach'","in front of concession stands","","Newport","RI","Cruisy Area","Cruising Areas","checked",NA,1978,"","4/20/2020 1:43am","4/20/2020 2:47am",", RI","-71.291362","41.488401","unclear_coded_by_hand","Found"
32,"'First Beach'","in front of concession stands","","Newport","RI","Cruisy Area","Cruising Areas","checked",NA,1979,"","4/20/2020 1:28am","4/20/2020 1:39am",", RI","-71.291362","41.488401","unclear_coded_by_hand","Found"
4,"'First Beach'","in front of concession stands","","Newport","RI","Cruisy Area","Cruising Areas","checked",NA,1980,"","4/20/2020 12:39am","4/20/2020 1:25am",", RI","-71.291362","41.488401","unclear_coded_by_hand","Found"
86,"""First Beach""","in front of concession stands","","Newport","RI","Cruisy Area","Cruising Areas","checked",NA,1977,"","4/20/2020 2:49am","4/20/2020 2:56am",", RI","-71.291362","41.488401","unclear_coded_by_hand","Found"
168,"Burnside Park","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1974,"","4/20/2020 3:42am","4/20/2020 3:44am",", RI","-71.41169","41.825798","unclear_coded_by_hand","Found"
149,"Burnside Park","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1975,"","4/20/2020 3:34am","4/20/2020 3:37am",", RI","-71.41169","41.825798","unclear_coded_by_hand","Found"
125,"Burnside Park","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1976,"","4/20/2020 3:26am","4/20/2020 3:29am",", RI","-71.41169","41.825798","unclear_coded_by_hand","Found"
98,"Burnside Park","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1977,"","4/20/2020 2:54am","4/20/2020 2:56am",", RI","-71.41169","41.825798","unclear_coded_by_hand","Found"
74,"Burnside Park","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1978,"","4/20/2020 2:36am","4/20/2020 2:47am",", RI","-71.41169","41.825798","unclear_coded_by_hand","Found"
18,"Burnside Park","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1980,"","4/20/2020 1:22am","4/20/2020 1:25am",", RI","-71.41169","41.825798","unclear_coded_by_hand","Found"
48,"Burnside Park","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1979,"","4/20/2020 1:36am","4/20/2020 1:39am",", RI","-71.41169","41.825798","unclear_coded_by_hand","Found"
49,"Bus & R.R. Stations","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1979,"","4/20/2020 1:37am","4/20/2020 1:39am",", RI","-71.406367","41.854556","unclear_coded_by_hand","Found"
19,"Bus & R.R. Stations","","","Providence","RI","(AYOR),Cruisy Area","Cruising Areas","checked",NA,1980,"","4/20/2020 1:22am","4/20/2020 1:25am",", RI","-71.406367","41.854556","unclear_coded_by_hand","Found"
150,"Bus & Railroad Stations","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1975,"","4/20/2020 3:35am","4/20/2020 3:37am",", RI","-71.406367","41.854556","unclear_coded_by_hand","Found"
126,"Bus & Railroad Stations","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1976,"","4/20/2020 3:27am","4/20/2020 3:29am",", RI","-71.406367","41.854556","unclear_coded_by_hand","Found"
169,"Bus & Railroad Stations","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1974,"","4/20/2020 3:42am","4/20/2020 3:44am",", RI","-71.406367","41.854556","unclear_coded_by_hand","Found"
99,"Bus & RR Stations","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1977,"","4/20/2020 2:54am","4/20/2020 2:56am",", RI","-71.406367","41.854556","unclear_coded_by_hand","Found"
75,"Bus & RR Stations","","","Providence","RI","Cruisy Area","Cruising Areas","checked",NA,1978,"","4/20/2020 2:36am","4/20/2020 2:47am",", RI","-71.406367","41.854556","unclear_coded_by_hand","Found"
179,"Club Car","","Smith St.","Providence","RI","(G),(*)","Bars/Clubs","checked",NA,1973,"","4/20/2020 3:46am","4/20/2020 3:48am","Smith St., RI","-71.443305","41.841814","unclear_coded_by_hand","General Coordinates Used"
