"ID","title","description","streetaddress","city","state","Year","amenityfeatures","type","unclearaddress","notes","dateadded","lastmodified","full.address","lon","lat","geoAddress","status"
37,"'Rest Stop' on I-70","10 mi. E. of Junction City","","Manhattan","KS",1979,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 4:56pm",", KS","-96.571669","39.183608","unclear_coded_by_hand","General Coordinates Used"
59,"'Rest Stop' on I-70","2 mi. W. of town","","Junction City","KS",1978,"Cruisy Area","Cruising Areas","checked","","2/15/2020 8:55pm","3/28/2020 4:56pm",", KS","-96.831398","39.028609","unclear_coded_by_hand","General Coordinates Used"
63,"'Rest Stop' on I-70","10 mi. E. of Junction City","","Manhattan","KS",1978,"Cruisy Area","Cruising Areas","checked","","2/15/2020 8:55pm","3/28/2020 4:56pm",", KS","-96.571669","39.183608","unclear_coded_by_hand","General Coordinates Used"
19,"'Rest Stop' on Old Hwy. 75","","","Wakarusa","KS",1980,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 4:56pm",", KS","-95.696034","38.885694","unclear_coded_by_hand","General Coordinates Used"
46,"'Rest Stop' on Old Hwy. 75","","","Wakarusa","KS",1979,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 4:56pm",", KS","-95.696034","38.885694","unclear_coded_by_hand","General Coordinates Used"
74,"'Rest Stop' on Old Hwy. 75","","","Wakarusa","KS",1978,"Cruisy Area","Cruising Areas","checked","","2/15/2020 9:06pm","3/28/2020 4:56pm",", KS","-95.696034","38.885694","unclear_coded_by_hand","General Coordinates Used"
30,"'Rest Stop' on old US Hwy. 50","14 mi. E. (Days & nights)","","Emporia","KS",1979,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 4:56pm",", KS","-96.181663","38.403903","unclear_coded_by_hand","General Coordinates Used"
56,"'Rest Stop' on old US Hwy. 50","14 mi. E. (good days & nights)","","Emporia","KS",1978,"Cruisy Area","Cruising Areas","checked","","2/15/2020 8:55pm","3/28/2020 4:56pm",", KS","-96.181663","38.403903","unclear_coded_by_hand","General Coordinates Used"
1,"'Rest Stop' on US 54","7 mi. E. (Watch out for Highway Patrol)","","Augusta","KS",1980,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:42pm","3/28/2020 4:56pm",", KS","-96.976702","37.686684","unclear_coded_by_hand","General Coordinates Used"
29,"'Rest Stop' on US 54","7 mi. E. (Watch out for Highway Patrol)","","Augusta","KS",1979,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 4:56pm",", KS","-96.976702","37.686684","unclear_coded_by_hand","General Coordinates Used"
55,"'Rest Stop' on US 54","7 mi. E. (Watch out for Highway Patrol)","","Augusta","KS",1978,"Cruisy Area","Cruising Areas","checked","","2/15/2020 8:55pm","3/28/2020 4:56pm",", KS","-96.976702","37.686684","unclear_coded_by_hand","General Coordinates Used"
95,"Alley","Across from bowling alley","","Pittsburgh","KS",1976,"(M),(YC)","Bars/Clubs","checked","","2/15/2020 9:06pm","3/28/2020 4:56pm",", KS","-94.70391","37.430047","unclear_coded_by_hand","Found"
108,"Alley","Across from bowling alley","","Pittsburgh","KS",1975,"(M),(YC)","Bars/Clubs","checked","","2/15/2020 10:32pm","3/28/2020 4:56pm",", KS","-94.70391","37.430047","unclear_coded_by_hand","Found"
118,"Alley","Across from bowling alley","","Pittsburgh","KS",1974,"(M),(YC)","Bars/Clubs","checked","","2/15/2020 10:44pm","3/28/2020 4:56pm",", KS","-94.70391","37.430047","unclear_coded_by_hand","Found"
128,"Alley","Across fr. bowling alley","","Pittsburgh","KS",1973,"(M),(YC)","Bars/Clubs","checked","","2/15/2020 10:44pm","3/28/2020 4:56pm",", KS","-94.70391","37.430047","unclear_coded_by_hand","Found"
105,"Alternate","(May be re-opening - Inqurie locally)","2550 W. 47th St.","Kansas City","KS",1975,"","Bars/Clubs","checked","address is 2550 W. 47th St. (same as Pete's pub-- Gonzaba note)","2/15/2020 10:32pm","3/28/2020 4:57pm","2550 W. 47th St., KS","-94.638765","39.04381","unclear_coded_by_hand","Found"
25,"Circle Cinema","","","Wichita","KS",1980,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 4:57pm",", KS","-97.351854","37.647408","unclear_coded_by_hand","Found"
155,"Copper Lounge","William St, bet. Broadway & Market","","Wichita","KS",1969,"(M)","Bars/Clubs","checked","","2/15/2020 11:04pm","3/28/2020 4:59pm",", KS","-97.335748","37.684796","unclear_coded_by_hand","Found"
159,"Copper Lounge","William St, bet. Broadway & Market","","Wichita","KS",1968,"(M)","Bars/Clubs","checked","","2/15/2020 11:04pm","3/28/2020 4:59pm",", KS","-97.335748","37.684796","unclear_coded_by_hand","Found"
17,"Gage Park","","","Topeka","KS",1980,"Cruisy Area,(AYOR)","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 5:00pm",", KS","-95.728666","39.054246","unclear_coded_by_hand","Found"
45,"Gage Park","(HOT)","","Topeka","KS",1979,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 5:00pm",", KS","-95.728666","39.054246","unclear_coded_by_hand","Found"
73,"Gage Park","(HOT)","","Topeka","KS",1978,"Cruisy Area","Cruising Areas","checked","","2/15/2020 9:06pm","3/28/2020 5:00pm",", KS","-95.728666","39.054246","unclear_coded_by_hand","Found"
87,"Gage Park","HOT","","Topeka","KS",1977,"Cruisy Area","Cruising Areas","checked","","2/15/2020 9:06pm","3/28/2020 5:00pm",", KS","-95.728666","39.054246","unclear_coded_by_hand","Found"
99,"Gage Park","(HOT)","","Topeka","KS",1976,"Cruisy Area","Cruising Areas","checked","","2/15/2020 10:22pm","3/28/2020 5:00pm",", KS","-95.728666","39.054246","unclear_coded_by_hand","Found"
93,"Herman HIll Park","","","Wichita","KS",1977,"Cruisy Area","Cruising Areas","checked","","2/15/2020 9:06pm","3/28/2020 5:00pm",", KS","-97.337476","37.648199","unclear_coded_by_hand","Found"
104,"Herman HIll Park","","","Wichita","KS",1976,"Cruisy Area","Cruising Areas","checked","","2/15/2020 10:32pm","3/28/2020 5:00pm",", KS","-97.337476","37.648199","unclear_coded_by_hand","Found"
115,"Herman HIll Park","","","Wichita","KS",1975,"Cruisy Area","Cruising Areas","checked","","2/15/2020 10:38pm","3/28/2020 5:00pm",", KS","-97.337476","37.648199","unclear_coded_by_hand","Found"
123,"Herman HIll Park","","","Wichita","KS",1974,"Cruisy Area","Cruising Areas","checked","","2/15/2020 10:44pm","3/28/2020 5:00pm",", KS","-97.337476","37.648199","unclear_coded_by_hand","Found"
134,"Herman HIll Park","","","Wichita","KS",1973,"Cruisy Area","Cruising Areas","checked","","2/15/2020 10:44pm","3/28/2020 5:00pm",", KS","-97.337476","37.648199","unclear_coded_by_hand","Found"
81,"Herman Hill Park","(HOT)","","Wichita","KS",1978,"Cruisy Area","Cruising Areas","checked","","2/15/2020 9:06pm","3/28/2020 5:00pm",", KS","-97.337476","37.648199","unclear_coded_by_hand","Found"
54,"Island Park","(days)","","Winfield","KS",1979,"Cruisy Area","Cruising Areas","checked","","2/15/2020 8:55pm","3/28/2020 5:02pm",", KS","-96.9971","37.249228","unclear_coded_by_hand","Found"
83,"Island Park","(days)","","Winfield","KS",1978,"Cruisy Area","Cruising Areas","checked","","2/15/2020 9:06pm","3/28/2020 5:02pm",", KS","-96.9971","37.249228","unclear_coded_by_hand","Found"
28,"Island Park","(Days)","","Winfield","KS",1980,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 5:02pm",", KS","-96.9971","37.249228","unclear_coded_by_hand","Found"
161,"Jack's","","W Douglas St.","Wichita","KS",1968,"(RT)","Bars/Clubs","checked","","2/15/2020 11:04pm","3/28/2020 5:02pm","W Douglas St., KS","-97.497939","37.682793","unclear_coded_by_hand","General Coordinates Used"
6,"K.U. Student Union","T-Rooms on all floors","","Lawrence","KS",1980,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:42pm","3/28/2020 5:02pm",", KS","-95.243457","38.959072","unclear_coded_by_hand","Found"
35,"K.U. Student Union","T-Rooms on all floors","","Lawrence","KS",1979,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 5:02pm",", KS","-95.243457","38.959072","unclear_coded_by_hand","Found"
61,"K.U. Student Union","T-Rooms on all floors","","Lawrence","KS",1978,"Cruisy Area","Cruising Areas","checked","","2/15/2020 8:55pm","3/28/2020 5:02pm",", KS","-95.243457","38.959072","unclear_coded_by_hand","Found"
18,"Kansas Ave.","(Downtown) by automobile","","Topeka","KS",1980,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 5:03pm",", KS","-95.679358","39.029698","unclear_coded_by_hand","General Coordinates Used"
14,"Kenny's","S. Topeka","","Topeka","KS",1980,"(M),(R),(C),(AH)","Restaurant","checked","","2/15/2020 6:43pm","3/28/2020 5:03pm",", KS","-95.706292","39.007282","unclear_coded_by_hand","General Coordinates Used"
41,"Kenny's","S. Topeka","","Topeka","KS",1979,"(M),(R),(C),(AH)","Restaurant","checked","","2/15/2020 6:43pm","3/28/2020 5:03pm",", KS","-95.706292","39.007282","unclear_coded_by_hand","General Coordinates Used"
11,"Metcalf Shopping Center","T-Rooms","","Overland Park","KS",1980,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:42pm","3/28/2020 5:05pm",", KS","-94.664768","38.992793","unclear_coded_by_hand","Found"
40,"Metcalf Shopping Center","T-Rooms","","Overland Park","KS",1979,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 5:05pm",", KS","-94.664768","38.992793","unclear_coded_by_hand","Found"
82,"Oak Park","(Riverside Area) (Closes at 12 midnight)","","Wichita","KS",1978,"(YC),Cruisy Area","Cruising Areas","checked","","2/15/2020 9:06pm","3/28/2020 5:06pm",", KS","-97.354499","37.705634","unclear_coded_by_hand","Found"
26,"Oak Park- Riverside area","","","Wichita","KS",1980,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 5:06pm",", KS","-97.354499","37.705634","unclear_coded_by_hand","Found"
52,"Oak Park-Riverside area","(Cl. 12 midnight)","","Wichita","KS",1979,"(YC),Cruisy Area","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 5:05pm",", KS","-97.354499","37.705634","unclear_coded_by_hand","Found"
16,"Poor Richard's","","9th & Quincy","Topeka","KS",1980,"(M),(R),(C),(AH)","Restaurant","checked","","2/15/2020 6:43pm","3/28/2020 5:06pm","9th & Quincy, KS","-95.673696","39.046985","unclear_coded_by_hand","Found"
44,"Poor Richard's","","9th & Quincy","Topeka","KS",1979,"(M),(R),(C),(AH)","Restaurant","checked","","2/15/2020 6:43pm","3/28/2020 5:06pm","9th & Quincy, KS","-95.673696","39.046985","unclear_coded_by_hand","Found"
70,"Poor Richard's","","9th & Quincy","Topeka","KS",1978,"(M),(R),(C),(AH)","Restaurant","checked","","2/15/2020 9:06pm","3/28/2020 5:06pm","9th & Quincy, KS","-95.673696","39.046985","unclear_coded_by_hand","Found"
92,"R&R Club","(Looks promising)","31st and South Broadway","Wichita","KS",1977,"(P),(D),(PT)","Bars/Clubs","checked","","2/15/2020 9:06pm","3/28/2020 5:08pm","31st and South Broadway, KS","-97.334385","37.637141","unclear_coded_by_hand","Found"
3,"Roadside Park","2 mi. N.","","Hamilton","KS",1980,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:42pm","3/28/2020 5:08pm",", KS","-96.164165","37.979471","unclear_coded_by_hand","General Coordinates Used"
31,"Roadside Park","2 mi. N.","","Hamilton","KS",1979,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 5:08pm",", KS","-96.164165","37.979471","unclear_coded_by_hand","General Coordinates Used"
36,"Roadside Park","7 mi. from town on US 40-toward Topeka","","Lawrence","KS",1979,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 5:08pm",", KS","-95.23525","38.971669","unclear_coded_by_hand","General Coordinates Used"
57,"Roadside Park","2 mi. N.","","Hamilton","KS",1978,"Cruisy Area","Cruising Areas","checked","","2/15/2020 8:55pm","3/28/2020 5:08pm",", KS","-96.164165","37.979471","unclear_coded_by_hand","General Coordinates Used"
62,"Roadside Park","7 mi. from town on US Hwy 40 toward Topeka","","Lawrence","KS",1978,"Cruisy Area","Cruising Areas","checked","","2/15/2020 8:55pm","3/28/2020 5:08pm",", KS","-95.23525","38.971669","unclear_coded_by_hand","General Coordinates Used"
71,"Sambo's","","5th & Topeka","Topeka","KS",1978,"(M),(R),(C),(AH)","Bars/Clubs","checked","","2/15/2020 9:06pm","3/28/2020 5:09pm","5th & Topeka, KS","-95.678322","39.054634","unclear_coded_by_hand","Found"
53,"Trailways Bus Depot","('Hustlers')","","Wichita","KS",1979,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 5:09pm",", KS","-97.33388","37.688737","unclear_coded_by_hand","General Coordinates Used"
27,"Trailways Bus Depot & Vicinity","","","Wichita","KS",1980,"Cruisy Area","Cruising Areas","checked","","2/15/2020 6:43pm","3/28/2020 5:09pm",", KS","-97.33388","37.688737","unclear_coded_by_hand","General Coordinates Used"
