"description","streetaddress","city","state","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","title","unclear_address"
"","nr. Bus Depot betw. Lee & Quarrier","Charlestown","WV","Cruisy Area","Cruising Areas",1978,NA,"nr. Bus Depot betw. Lee & Quarrier, WV",-81.632935,38.350158,"unclear_coded_by_hand","Found",NA,NA
"","betw. Lee & Quarrier","Charlestown","WV","Cruisy Area","Cruising Areas",1979,NA,"betw. Lee & Quarrier, WV",-81.632935,38.350158,"unclear_coded_by_hand","Found",NA,NA
"","betw. Lee & Quarrier","Charlestown","WV","Cruisy Area","Cruising Areas",1980,NA,"betw. Lee & Quarrier, WV",-81.632935,38.350158,"unclear_coded_by_hand","Found",NA,NA
"","betw. Lee & Quarrier","Huntington","WV","Cruisy Area","Cruising Areas",1976,NA,"betw. Lee & Quarrier, WV",-82.445154,38.41925,"unclear_coded_by_hand","General Coordinates Used",NA,NA
"","near Bus Depot between Lee and Quarrier","Charlestown","WV","Cruisy Area","Cruising Areas",1977,NA,"near Bus Depot between Lee and Quarrier, WV",-81.632935,38.350158,"unclear_coded_by_hand","Found",NA,NA
"","3rd Ave. at 16th St.","Huntington","WV","Cruisy Area","Cruising Areas",1978,NA,"3rd Ave. at 16th St., WV",-82.426414,38.423525,"unclear_coded_by_hand","Found",NA,NA
"","3rd Ave. at 16th St.","Huntington","WV","Cruisy Area","Cruising Areas",1979,NA,"3rd Ave. at 16th St., WV",-82.426414,38.423525,"unclear_coded_by_hand","Found",NA,NA
"","3rd Ave. at 16th St.","Huntington","WV","Cruisy Area","Cruising Areas",1976,NA,"3rd Ave. at 16th St., WV",-82.426414,38.423525,"unclear_coded_by_hand","Found",NA,NA
"","3rd Ave. at 16th","Huntington","WV","Cruisy Area","Cruising Areas",1980,NA,"3rd Ave. at 16th, WV",-82.426414,38.423525,"unclear_coded_by_hand","Found",NA,NA
"","3rd Ave. at 16th St.","Huntington","WV","Cruisy Area","Cruising Areas",1974,NA,"3rd Ave. at 16th St., WV",-82.426414,38.423525,"unclear_coded_by_hand","Found",NA,NA
"","3rd Ave. at 16th St.","Huntington","WV","Cruisy Area","Cruising Areas",1973,NA,"3rd Ave. at 16th St., WV",-82.426414,38.423525,"unclear_coded_by_hand","Found",NA,NA
"","3rd Ave. at 16th St.","Huntington","WV","Cruisy Area","Cruising Areas",1975,NA,"3rd Ave. at 16th St., WV",-82.426414,38.423525,"unclear_coded_by_hand","Found",NA,NA
"","3rd Avenue at 16th St.","Huntington","WV","Cruisy Area","Cruising Areas",1977,NA,"3rd Avenue at 16th St., WV",-82.426414,38.423525,"unclear_coded_by_hand","Found",NA,NA
"Downtown","Basement T-Room","Wheeling","WV","Cruisy Area","Cruising Areas",1979,NA,"Basement T-Room, WV",-80.723035,40.068571,"unclear_coded_by_hand","Found",NA,NA
"Downtown","Basement T-Rooms","Wheeling","WV","Cruisy Area","Cruising Areas",1980,NA,"Basement T-Rooms, WV",-80.723035,40.068571,"unclear_coded_by_hand","Found",NA,NA
"","Dudley Ave.","Parkersburg","WV","","Bars/Clubs",1968,NA,"Dudley Ave., WV",-81.539293,39.281962,"unclear_coded_by_hand","General Coordinates Used",NA,NA
"","Dudley Av.","Parkersburg","WV","","Bars/Clubs",1966,NA,"Dudley Av., WV",-81.539293,39.281962,"unclear_coded_by_hand","General Coordinates Used",NA,NA
"","Dudley Ave.","Parkersburg","WV","","Bars/Clubs",1969,NA,"Dudley Ave., WV",-81.539293,39.281962,"unclear_coded_by_hand","General Coordinates Used",NA,NA
"","Dudley Ave.","Parkersburg","WV","","Bars/Clubs",1970,NA,"Dudley Ave., WV",-81.539293,39.281962,"unclear_coded_by_hand","General Coordinates Used",NA,NA
"","12th & Main","Wheeling","WV","","Bars/Clubs",1971,NA,"12th & Main, WV",-80.723692,40.067169,"unclear_coded_by_hand","Found",NA,NA
"","12th & Main","Wheeling","WV","","Bars/Clubs",1972,NA,"12th & Main, WV",-80.723692,40.067169,"unclear_coded_by_hand","Found",NA,NA
"","12th & Main","Wheeling","WV","","Bars/Clubs",1973,NA,"12th & Main, WV",-80.723692,40.067169,"unclear_coded_by_hand","Found",NA,NA
"","Capitol & Quarrier","Charlestown","WV","Cruisy Area","Cruising Areas",1976,NA,"Capitol & Quarrier, WV",-81.635123,38.349924,"unclear_coded_by_hand","Found",NA,NA
"","Capitol & Quarrier","Charlestown","WV","Cruisy Area","Cruising Areas",1977,NA,"Capitol & Quarrier, WV",-81.635123,38.349924,"unclear_coded_by_hand","Found",NA,NA
"(Inquire locally)","","Huntington","WV","","Bars/Clubs",1966,NA,", WV",-82.445154,38.41925,"unclear_coded_by_hand","General Coordinates Used",NA,NA
"(Inquire locally)","","Huntington","WV","","Bars/Clubs",1968,NA,", WV",-82.445154,38.41925,"unclear_coded_by_hand","General Coordinates Used",NA,NA
"(Inquire locally)","","Huntington","WV","","Bars/Clubs",1970,NA,", WV",-82.445154,38.41925,"unclear_coded_by_hand","General Coordinates Used",NA,NA
"","4th Ave. at 1st St.","Huntington","WV","(P),(YC),(D),(*)","Bars/Clubs",1974,NA,"4th Ave. at 1st St., WV",-82.457584,38.418404,"unclear_coded_by_hand","Found",NA,NA
"(Some G)","4th Ave. at 1st St.","Huntington","WV","(P),(G),(D),(YC),(*)","Bars/Clubs",1978,NA,"4th Ave. at 1st St., WV",-82.457584,38.418404,"unclear_coded_by_hand","Found",NA,NA
"W.V.U. Library","","Morgantown","WV","Cruisy Area","Cruising Areas",1980,NA,", WV",-79.954247,39.633177,"unclear_coded_by_hand","Found",NA,NA
"Daniel Boone Hotel & Diamond Dept. Store (5-9 pm - known locally as the 'rush hour')","","Charlestown","WV","Cruisy Area","Cruising Areas,Hotels",1980,NA,", WV",-81.63212,38.351819,"unclear_coded_by_hand","Found",NA,NA
"","Route 2 North","Parkersburg","WV","Cruisy Area","Cruising Areas",1977,NA,"Route 2 North, WV",-81.561513,39.266742,"unclear_coded_by_hand","General Coordinates Used",NA,NA
"","Rte. 2 No.","Parkersburg","WV","Cruisy Area","Cruising Areas",1978,NA,"Rte. 2 No., WV",-81.561513,39.266742,"unclear_coded_by_hand","General Coordinates Used",NA,NA
"","Rte. 2 N.","Parkersburg","WV","Cruisy Area","Cruising Areas",1979,NA,"Rte. 2 N., WV",-81.561513,39.266742,"unclear_coded_by_hand","General Coordinates Used",NA,NA
"Rte. 2 N.","","Parkersburg","WV","Cruisy Area","Cruising Areas",1980,NA,", WV",-81.561513,39.266742,"unclear_coded_by_hand","General Coordinates Used",NA,NA
"very active when closed after dark","I-77 No. & So.","Parkersburg","WV","Cruisy Area","Cruising Areas",1978,NA,"I-77 No. & So., WV",-81.561513,39.266742,"unclear_coded_by_hand","General Coordinates Used",NA,NA
"","both North & South on I-77","Parkersburg","WV","Cruisy Area","Cruising Areas",1977,NA,"both North & South on I-77, WV",-81.561513,39.266742,"unclear_coded_by_hand","General Coordinates Used",NA,NA
"Very active when closed after dark","I-77 N. & S.","Parkersburg","WV","Cruisy Area","Cruising Areas",1979,NA,"I-77 N. & S., WV",-81.561513,39.266742,"unclear_coded_by_hand","General Coordinates Used",NA,NA
"Very active when closed after dark","I-77 N. & S.","Parkersburg","WV","Cruisy Area","Cruising Areas",1980,NA,"I-77 N. & S., WV",-81.561513,39.266742,"unclear_coded_by_hand","General Coordinates Used",NA,NA
