"description","streetaddress","city","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","title","state","unclear_address"
"($3.00 min. - nude go-go boys - 'flicks' & wild back room)","205 Calle Luna betw. La Cruz & San Cristo","San Juan","","Bars/Clubs",1976,NA,"205 Calle Luna betw. La Cruz & San Cristo, San Juan, ",NA,NA,NA,"Geocoded",NA,NA,NA
"(upstairs FFA 'flicks' - $3.00 min - 'tops' in Condado - some natives)","1019 Ashford Ave.","Condado","(D),(*),(FFA)","Bars/Clubs",1976,NA,"1019 Ashford Ave., Condado, ",-66.0794032,18.4605432,"1019 ashford ave, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"(E in back room - opens 12 noon)","257 Calle San Jose betw. Tetuan & Fortaleza","San Juan","(OC),(*),(E)","Bars/Clubs",1976,NA,"257 Calle San Jose betw. Tetuan & Fortaleza, San Juan, ",-66.1057355,18.4655394,"san juan, puerto rico","Geocoded",NA,NA,NA
"","109 Calle San Sebastian","San Juan","(M),(R)","Restaurant",1976,NA,"109 Calle San Sebastian, San Juan, ",-66.1176249,18.4672999,"109 calle san sebastián, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(P.O. Box 2144)","149 A Calle San Justo ","San Juan","(H)","Hotels",1976,NA,"149 A Calle San Justo , San Juan, ",-66.1155957,18.4663814,"149 calle san justo, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(Natives) ","1708 Calle San Mateo nr. Ponce de Leon & San Jorge ","Santurce","(RT),(D),(*)","Bars/Clubs",1976,NA,"1708 Calle San Mateo nr. Ponce de Leon & San Jorge , Santurce, ",-66.0625024,18.4437961,"1708 calle san mateo, san juan, 00912, puerto rico","Geocoded",NA,NA,NA
"(opens 12 noon)","409 Calle San Francisco","San Juan","(M),(R),(OC),(RT)","Restaurant",1976,NA,"409 Calle San Francisco, San Juan, ",-66.1120179,18.4665551,"409 c. de san francisco, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(Some B)","161 Calle San Jose","San Juan","(B),(RT)","Bars/Clubs",1976,NA,"161 Calle San Jose, San Juan, ",-66.1170763,18.4654846,"161 calle san josé, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","1125 Seaview St.","Condado","(H)","Hotels",1976,NA,"1125 Seaview St., Condado, ",-66.0729104,18.4572154,"1125 cll seaview, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"(open until 1 am)","102 Calle San Sebastian","San Juan","(M),(R),(*)","Restaurant",1976,NA,"102 Calle San Sebastian, San Juan, ",-66.1181682,18.4671463,"102 calle san sebastián, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(also bar from 5 pm)","263 Calle San Francisco","San Juan","(H),(R),(*)","Restaurant,Hotels",1976,NA,"263 Calle San Francisco, San Juan, ",-66.1146751,18.4660618,"263 c. de san francisco, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(opens 11 am - best during cocktail hour)","250 Calle San Jose nr. Fortaleza","San Juan","(E)","Bars/Clubs",1976,NA,"250 Calle San Jose nr. Fortaleza, San Juan, ",-66.1192296,18.4641061,"63 c. de la fortaleza, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(also P small guest house above)","204 Calle Cristo","San Juan","(P)","Bars/Clubs",1976,NA,"204 Calle Cristo, San Juan, ",-66.1179593,18.4648842,"204 calle del cristo, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(opens 3 pm)","1020 Ashford ","Condado","(E),(*)","Bars/Clubs",1976,NA,"1020 Ashford , Condado, ",-66.0768569,18.4585693,"1020 ashford ave, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"(small P, H - nice guys)","3 Calle Vendig next to Da Vinci Hotel ","Condado","(P),(H),(*)","Hotels",1976,NA,"3 Calle Vendig next to Da Vinci Hotel , Condado, ",-66.072815,18.456545,"san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"(Natives) (upstairs)","225 Calle San Justo","Condado","(G),(YC),(D),(*)","Bars/Clubs",1976,NA,"225 Calle San Justo, Condado, ",-66.1152182,18.4651979,"225 calle san justo, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","905 Ponce de Leon","San Juan","(M),(H)","Hotels",1976,NA,"905 Ponce de Leon, San Juan, ",-66.0801215,18.4545643,"905 av. juan ponce de león, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"(Some G) (Locally popular weekends)","15 Mi. S. of San Juan","Aguas Buenas","(D),(S),(G)","Bars/Clubs",1975,NA,"15 Mi. S. of San Juan, Aguas Buenas, ",-66.1029442,18.2568989,"aguas buenas, puerto rico","Geocoded",NA,NA,NA
"(Mgmt. provides native entertainment for guests. P.O. Box 428 Tel: 832-7002)","105 Limon Rd.","Mayaguez","(H)","Hotels",1975,NA,"105 Limon Rd., Mayaguez, ",-67.1408927,18.201412,"pr-105, puerto rico","Geocoded",NA,NA,NA
"(Disco) (Still number 1!)","251 Calle Cruz","San Juan","(YC),(D),(*)","Bars/Clubs",1975,NA,"251 Calle Cruz, San Juan, ",-66.1160016,18.4647393,"251 calle de la cruz, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","10 Carrion Court ","Condado","(M),(H)","Hotels",1975,NA,"10 Carrion Court , Condado, ",-66.0592925,18.4535765,"10 calle carrion ct, san juan, 00911, puerto rico","Geocoded",NA,NA,NA
"","253 Calle San Jose","San Juan","(S)","Bars/Clubs",1975,NA,"253 Calle San Jose, San Juan, ",-66.1168755,18.4642625,"253 calle san josé, san juan, 00925, puerto rico","Geocoded",NA,NA,NA
"","3 Elena St. near Condado","Condado","(H),(*)","Hotels",1975,NA,"3 Elena St. near Condado, Condado, ",-66.0558816,18.4544127,"3 calle elena, san juan, 00911, puerto rico","Geocoded",NA,NA,NA
"","1476 Ashford","Condado","(M),(R)","Restaurant",1975,NA,"1476 Ashford, Condado, ",-66.0635805,18.4543259,"1476 ashford ave, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"","159 Del Parque","Condado","(H)","Hotels",1975,NA,"159 Del Parque, Condado, ",NA,NA,NA,"Geocoded",NA,NA,NA
"(back room) (disco)","254 San Justo","San Juan","(YC),(D),(*)","Bars/Clubs",1975,NA,"254 San Justo, San Juan, ",-66.115272,18.464752,"254 calle san justo, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(Recent reports are not good, especially regarding cleanliness)","1 Calle Clemenceau","Condado","(H)","Hotels",1975,NA,"1 Calle Clemenceau, Condado, ",-66.0753342,18.4568079,"cll clemenceau, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"","204 Calle Luna","San Juan","(R),(*)","Restaurant",1975,NA,"204 Calle Luna, San Juan, ",-66.1159372,18.4662047,"204 calle de la luna, toa baja, san juan 00949, puerto rico","Geocoded",NA,NA,NA
"","305 Recinto Sur ","San Juan","(R),(M)","Restaurant",1975,NA,"305 Recinto Sur , San Juan, ",-66.1137781,18.46449,"305 calle recinto sur, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(Opens 8 p.m. recently remodeled)","152 Calle Tanca","San Juan","","Baths",1975,NA,"152 Calle Tanca, San Juan, ",-66.1142629,18.4662027,"152 ca. tanca, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(Nude flicks & wild back room - go go boys)","205 Calle Luna","San Juan","(S),(YC),(*)","Bars/Clubs",1975,NA,"205 Calle Luna, San Juan, ",-66.115856,18.4663664,"205 calle de la luna, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","1019 Ashford Ave.","Condado","(D),(S)","Bars/Clubs",1975,NA,"1019 Ashford Ave., Condado, ",-66.0794032,18.4605432,"1019 ashford ave, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"(Rooftop bar & Lounge)","112 San Jorge","Condado","(H),(RT)","Hotels",1975,NA,"112 San Jorge, Condado, ",-66.0618816,18.4509452,"112 calle san jorge, san juan, 00911, puerto rico","Geocoded",NA,NA,NA
"(Flicks) (Opens 12 noon)","253 Calle San Jose","San Juan","(*)","Bars/Clubs",1975,NA,"253 Calle San Jose, San Juan, ",-66.1168755,18.4642625,"253 calle san josé, san juan, 00925, puerto rico","Geocoded",NA,NA,NA
"","109 Calle San Sebastian","San Juan","(M),(R)","Restaurant",1975,NA,"109 Calle San Sebastian, San Juan, ",-66.1176249,18.4672999,"109 calle san sebastián, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(Natives) (Flicks)","Calle Forteleza & Calle Tanca","San Juan","(YC),(D),(*)","Bars/Clubs",1975,NA,"Calle Forteleza & Calle Tanca, San Juan, ",-66.1152742,18.4650796,"c. de la fortaleza, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(Opens 12 noon)","409 Calle San Francisco","San Juan","","Restaurant,Bars/Clubs",1975,NA,"409 Calle San Francisco, San Juan, ",-66.1120179,18.4665551,"409 c. de san francisco, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","161 Calle San Jose","San Juan","","Bars/Clubs",1975,NA,"161 Calle San Jose, San Juan, ",-66.1170763,18.4654846,"161 calle san josé, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(Unfriendly mgmt.) Atlantic Beach Hotel ","1 Vendig St.","Condado","(M)","Bars/Clubs",1975,NA,"1 Vendig St., Condado, ",-66.0723525,18.4571237,"1 cll vendig, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"(Open 'till 1 a.m.)","102 Calle San Sebastian","San Juan","(M),(R),(*)","Restaurant",1975,NA,"102 Calle San Sebastian, San Juan, ",-66.1181682,18.4671463,"102 calle san sebastián, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(also bar opening at 5 p.m.)","263 Calle San Francisco","San Juan","(H),(*)","Hotels",1975,NA,"263 Calle San Francisco, San Juan, ",-66.1146751,18.4660618,"263 c. de san francisco, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(Opens 11 a.m. - also small deli adj.)","250 Calle San Jose ","San Juan","(*)","Bars/Clubs",1975,NA,"250 Calle San Jose , San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(Opens 3 p.m.)","1020 Ashford ","Condado","(S),(*)","Bars/Clubs",1975,NA,"1020 Ashford , Condado, ",-66.0768569,18.4585693,"1020 ashford ave, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"","3 Calle Vendig ","Condado","(P),(H),(*)","Hotels",1975,NA,"3 Calle Vendig , Condado, ",-66.072492,18.4569965,"cll vendig, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"(Natives)","255 Calle San Justo","San Juan","(YC),(D),(G)","Bars/Clubs",1975,NA,"255 Calle San Justo, San Juan, ",-66.1151063,18.4647194,"255 calle san justo, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","264 Calle San Francisco","San Juan","Cruisy Area","Cruising Areas",1975,NA,"264 Calle San Francisco, San Juan, ",-66.114497,18.465945,"264 c. de san francisco, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(Some G) (locally popular weekends)","15 mi. S. of San Juan","Aguas Buenas","(G),(S),(D)","Bars/Clubs",1974,NA,"15 mi. S. of San Juan, Aguas Buenas, ",-66.1029442,18.2568989,"aguas buenas, puerto rico","Geocoded",NA,NA,NA
"(Mgmt. provides native entertainment for guests. P.O. Bo 428, tel: 832-7002)","105 Limon Rd.","Mayaguez","(H)","Hotels",1974,NA,"105 Limon Rd., Mayaguez, ",-67.1408927,18.201412,"pr-105, puerto rico","Geocoded",NA,NA,NA
"(Disco)","251 Calle Cruz","San Juan","(D),(YC),(*)","Bars/Clubs",1974,NA,"251 Calle Cruz, San Juan, ",-66.1160016,18.4647393,"251 calle de la cruz, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","10 Carrion Court ","Condado","(H)","Hotels",1974,NA,"10 Carrion Court , Condado, ",-66.0592925,18.4535765,"10 calle carrion ct, san juan, 00911, puerto rico","Geocoded",NA,NA,NA
"","253 Calle San Jose","San Juan","(S)","Bars/Clubs",1974,NA,"253 Calle San Jose, San Juan, ",-66.1168755,18.4642625,"253 calle san josé, san juan, 00925, puerto rico","Geocoded",NA,NA,NA
"","11 Calle Caleta Las Monjas","San Juan","(H)","Hotels",1974,NA,"11 Calle Caleta Las Monjas, San Juan, ",-66.1193145,18.4657037,"11 caleta de las monjas, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(Rooftop bar & lounge)","112 Calle San Jorge","San Juan","(H)","Hotels",1974,NA,"112 Calle San Jorge, San Juan, ",-66.0618816,18.4509452,"112 calle san jorge, san juan, 00911, puerto rico","Geocoded",NA,NA,NA
"(El Mirador bar and R on top with good view, but no baths and dirty by American standards) ","255 Calle San Jose","San Juan","(R)","Restaurant",1974,NA,"255 Calle San Jose, San Juan, ",-66.1168532,18.4641832,"255 calle san josé, san juan, 00925, puerto rico","Geocoded",NA,NA,NA
"","3 Elena St. nr. Condado","Condado","(H),(*)","Hotels",1974,NA,"3 Elena St. nr. Condado, Condado, ",-66.0558816,18.4544127,"3 calle elena, san juan, 00911, puerto rico","Geocoded",NA,NA,NA
"","551 De Diego","Puerto Nuevo","(S)","Bars/Clubs",1974,NA,"551 De Diego, Puerto Nuevo, ",-66.0885493,18.4082563,"551 av. josé de diego, san juan, 00920, puerto rico","Geocoded",NA,NA,NA
"","255 Calle San Jose","San Juan","","Bars/Clubs",1974,NA,"255 Calle San Jose, San Juan, ",-66.1168532,18.4641832,"255 calle san josé, san juan, 00925, puerto rico","Geocoded",NA,NA,NA
"","159 Del Parque","Condado","(H)","Hotels",1974,NA,"159 Del Parque, Condado, ",NA,NA,NA,"Geocoded",NA,NA,NA
"","1 Calle Clemenceau ","Condado","(H)","Hotels",1974,NA,"1 Calle Clemenceau , Condado, ",-66.0753342,18.4568079,"cll clemenceau, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"","206 Calle Luna","San Juan","(RT),(M)","Bars/Clubs",1974,NA,"206 Calle Luna, San Juan, ",-66.1146957,18.4665243,"206 calle de la luna, toa baja, san juan 00949, puerto rico","Geocoded",NA,NA,NA
"","305 Recinto Sur","San Juan","(M)","Restaurant",1974,NA,"305 Recinto Sur, San Juan, ",-66.1137781,18.46449,"305 calle recinto sur, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(opens 8 pm)","152 Calle Tanca","San Juan","","Baths",1974,NA,"152 Calle Tanca, San Juan, ",-66.1142629,18.4662027,"152 ca. tanca, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(nude 'flicks' & go-go boys - wild back room)","205 Calle Luna","San Juan","(D),(S),(*)","Bars/Clubs",1974,NA,"205 Calle Luna, San Juan, ",-66.115856,18.4663664,"205 calle de la luna, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","1019 Ashford Ave.","Condado","(D),(S),(*)","Bars/Clubs",1974,NA,"1019 Ashford Ave., Condado, ",-66.0794032,18.4605432,"1019 ashford ave, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"(opens 12 noon)","253 Calle San Jose","San Juan","(S),(*)","Bars/Clubs",1974,NA,"253 Calle San Jose, San Juan, ",-66.1168755,18.4642625,"253 calle san josé, san juan, 00925, puerto rico","Geocoded",NA,NA,NA
"(opens 12 noon)","409 Calle San Francisco","San Juan","","Bars/Clubs,Restaurant",1974,NA,"409 Calle San Francisco, San Juan, ",-66.1120179,18.4665551,"409 c. de san francisco, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","161 Calle San Jose","San Juan","(RT)","Bars/Clubs",1974,NA,"161 Calle San Jose, San Juan, ",-66.1170763,18.4654846,"161 calle san josé, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","1 Vendig St.","Condado","(M)","Bars/Clubs",1974,NA,"1 Vendig St., Condado, ",-66.0723525,18.4571237,"1 cll vendig, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"(open till 1 am)","102 Calle San Sebastian","San Juan","(M),(R),(*)","Restaurant",1974,NA,"102 Calle San Sebastian, San Juan, ",-66.1181682,18.4671463,"102 calle san sebastián, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(also bar, opening at 5 pm)","263 Calle San Francisco","San Juan","(H),(*)","Hotels",1974,NA,"263 Calle San Francisco, San Juan, ",-66.1146751,18.4660618,"263 c. de san francisco, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(opens 11 am) (adj. deli)","250 Calle San Jose","San Juan","(*)","Bars/Clubs",1974,NA,"250 Calle San Jose, San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(opens 3 pm)","1020 Ashford ","Condado","(S)","Bars/Clubs",1974,NA,"1020 Ashford , Condado, ",-66.0768569,18.4585693,"1020 ashford ave, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"(nude 'flicks' & go-go boys)","275 Calle Luna","San Juan","(D),(S)","Bars/Clubs",1974,NA,"275 Calle Luna, San Juan, ",-66.114554,18.4667001,"275 calle de la luna, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","255 Calle San Justo","San Juan","(YC),(D),(G)","Bars/Clubs",1974,NA,"255 Calle San Justo, San Juan, ",-66.1151063,18.4647194,"255 calle san justo, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","264 Calle San Francisco","San Juan","Cruisy Area","Cruising Areas",1974,NA,"264 Calle San Francisco, San Juan, ",-66.114497,18.465945,"264 c. de san francisco, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(P.O. Box 428, tel: 832-7002)","105 Limon Rd.","Mayaguez","(H)","Hotels",1973,NA,"105 Limon Rd., Mayaguez, ",-67.1408927,18.201412,"pr-105, puerto rico","Geocoded",NA,NA,NA
"(newst 'in' spot)","251 Calle Cruz","San Juan","(YC),(D),(*)","Bars/Clubs",1973,NA,"251 Calle Cruz, San Juan, ",-66.1160016,18.4647393,"251 calle de la cruz, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(go go boys)","151 Calle Tetuan","San Juan","(YC),(D),(*)","Bars/Clubs",1973,NA,"151 Calle Tetuan, San Juan, ",-66.116707,18.4641136,"151 calle de tetuan, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","10 Carrion Court","Condado","(H)","Hotels",1973,NA,"10 Carrion Court, Condado, ",-66.0592925,18.4535765,"10 calle carrion ct, san juan, 00911, puerto rico","Geocoded",NA,NA,NA
"","11 Calle Caleta Las Monjas","San Juan","(M),(H)","Hotels",1973,NA,"11 Calle Caleta Las Monjas, San Juan, ",-66.1193145,18.4657037,"11 caleta de las monjas, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","255 Calle San Jose","San Juan","(H)","Hotels",1973,NA,"255 Calle San Jose, San Juan, ",-66.1168532,18.4641832,"255 calle san josé, san juan, 00925, puerto rico","Geocoded",NA,NA,NA
"(Rooftop bar & lounge)","112 Calle San Jorge ","Condado","(H)","Hotels",1973,NA,"112 Calle San Jorge , Condado, ",-66.0618816,18.4509452,"112 calle san jorge, san juan, 00911, puerto rico","Geocoded",NA,NA,NA
"($2.00 cover)","253 Calle San Jose","San Juan","(D),(S)","Bars/Clubs",1973,NA,"253 Calle San Jose, San Juan, ",-66.1168755,18.4642625,"253 calle san josé, san juan, 00925, puerto rico","Geocoded",NA,NA,NA
"","551 De Diego","Puerto Nuevo","","Bars/Clubs",1973,NA,"551 De Diego, Puerto Nuevo, ",-66.0885493,18.4082563,"551 av. josé de diego, san juan, 00920, puerto rico","Geocoded",NA,NA,NA
"","255 Calle San Jose","San Juan","(R)","Restaurant",1973,NA,"255 Calle San Jose, San Juan, ",-66.1168532,18.4641832,"255 calle san josé, san juan, 00925, puerto rico","Geocoded",NA,NA,NA
"","159 Del Parque","San Juan","(H)","Hotels",1973,NA,"159 Del Parque, San Juan, ",-66.0630857,18.4501686,"159 calle del parque, san juan, 00911, puerto rico","Geocoded",NA,NA,NA
"","1 Calle Ciemenceau","Condado","(H)","Hotels",1973,NA,"1 Calle Ciemenceau, Condado, ",-66.0753342,18.4568079,"cll clemenceau, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"(top of Casa Mario - open for breakfast)","255 Calle San Jose","San Juan","","Bars/Clubs",1973,NA,"255 Calle San Jose, San Juan, ",-66.1168532,18.4641832,"255 calle san josé, san juan, 00925, puerto rico","Geocoded",NA,NA,NA
"","58 Calle San Jose","San Juan","(D),(*)","Bars/Clubs",1973,NA,"58 Calle San Jose, San Juan, ",-66.117541,18.4668239,"58 calle san josé, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","152 Calle Tanco","San Juan","","Baths",1973,NA,"152 Calle Tanco, San Juan, ",-66.1142629,18.4662027,"152 ca. tanca, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(Nude 'flicks' & go go boys)","205 Calle Luna","San Juan","(YC),(D),(*)","Bars/Clubs",1973,NA,"205 Calle Luna, San Juan, ",-66.115856,18.4663664,"205 calle de la luna, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(Opens 12 noon)","1019 Ashford Ave.","Condado","(P),(D),(*)","Bars/Clubs",1973,NA,"1019 Ashford Ave., Condado, ",-66.0794032,18.4605432,"1019 ashford ave, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"(Opens 12 noon)","253 Calle San Jose","San Juan","(S),(*)","Bars/Clubs",1973,NA,"253 Calle San Jose, San Juan, ",-66.1168755,18.4642625,"253 calle san josé, san juan, 00925, puerto rico","Geocoded",NA,NA,NA
"","112 Calle Condado ","Condado","(P),(D),(PE)","Bars/Clubs",1973,NA,"112 Calle Condado , Condado, ",-66.0731888,18.4541588,"112 condado ave, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"","206 Calle Luna","San Juan","(RT)","Bars/Clubs",1973,NA,"206 Calle Luna, San Juan, ",-66.1146957,18.4665243,"206 calle de la luna, toa baja, san juan 00949, puerto rico","Geocoded",NA,NA,NA
"(Opens 12 noon)","409 Calle San Francisco","San Juan","(R)","Restaurant",1973,NA,"409 Calle San Francisco, San Juan, ",-66.1120179,18.4665551,"409 c. de san francisco, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","150 Calle Cruz","San Juan","(D)","Bars/Clubs",1973,NA,"150 Calle Cruz, San Juan, ",-66.1164699,18.4658718,"150 calle de la cruz, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(late evenings)","102 Calle San Sebastian","San Juan","(*),(M),(R)","Restaurant",1973,NA,"102 Calle San Sebastian, San Juan, ",-66.1181682,18.4671463,"102 calle san sebastián, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","263 Calle San Francisco","San Juan","(H),(*)","Hotels",1973,NA,"263 Calle San Francisco, San Juan, ",-66.1146751,18.4660618,"263 c. de san francisco, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","263 Calle San Francisco","San Juan","(D),(S)","Bars/Clubs",1973,NA,"263 Calle San Francisco, San Juan, ",-66.1146751,18.4660618,"263 c. de san francisco, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(Opens 11 a.m.)","250 Calle San Jose","San Juan","(M)","Bars/Clubs",1973,NA,"250 Calle San Jose, San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(Opens 3 p.m.)","1020 Ashford Ave.","Condado","(S),(*)","Bars/Clubs",1973,NA,"1020 Ashford Ave., Condado, ",-66.0768569,18.4585693,"1020 ashford ave, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"","151 Tetuan","San Juan","(YC),(D),(*)","Bars/Clubs",1972,NA,"151 Tetuan, San Juan, ",-66.116707,18.4641136,"151 calle de tetuan, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","104 Calle San Jose","San Juan","(S)","Bars/Clubs",1972,NA,"104 Calle San Jose, San Juan, ",-66.1174097,18.4664543,"104 calle san josé, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","107 Calle San Sebastian","San Juan","(M)","Bars/Clubs",1972,NA,"107 Calle San Sebastian, San Juan, ",-66.1176732,18.4673139,"107 calle san sebastián, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","255 Calle San Jose","San Juan","","Bars/Clubs",1972,NA,"255 Calle San Jose, San Juan, ",-66.1168532,18.4641832,"255 calle san josé, san juan, 00925, puerto rico","Geocoded",NA,NA,NA
"","58 Calle San Jose","San Juan","(D),(*)","Bars/Clubs",1972,NA,"58 Calle San Jose, San Juan, ",-66.117541,18.4668239,"58 calle san josé, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(best after 2 am)","105 Calle Luna","San Juan","(YC),(D),(*)","Bars/Clubs",1972,NA,"105 Calle Luna, San Juan, ",-66.1177852,18.4661019,"105 calle de la luna, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(rooftop bar & lounge) ","112 Calle San Jorge","Condado","(H),(*)","Hotels",1972,NA,"112 Calle San Jorge, Condado, ",-66.0618816,18.4509452,"112 calle san jorge, san juan, 00911, puerto rico","Geocoded",NA,NA,NA
"","275 Calle Sol","San Juan","","Bars/Clubs",1972,NA,"275 Calle Sol, San Juan, ",-66.1147908,18.4672817,"275 calle sol, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","409 Calle San Francisco","San Juan","","Restaurant",1972,NA,"409 Calle San Francisco, San Juan, ",-66.1120179,18.4665551,"409 c. de san francisco, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(above Rialto Theatre)","152 Calle Tanca","San Juan","","Baths",1972,NA,"152 Calle Tanca, San Juan, ",-66.1142629,18.4662027,"152 ca. tanca, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","263 Calle San Francisco","San Juan","(H),(*)","Hotels",1972,NA,"263 Calle San Francisco, San Juan, ",-66.1146751,18.4660618,"263 c. de san francisco, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","250 Calle San Jose","San Juan","(M)","Bars/Clubs",1972,NA,"250 Calle San Jose, San Juan, ",-66.1170468,18.4643413,"250 calle san josé, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"(go go boys)","52 Calle San Jose","San Juan","(D)","Bars/Clubs",1972,NA,"52 Calle San Jose, San Juan, ",-66.1176954,18.4670961,"52 calle san josé, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","1020 Ashford Ave.","Condado","(*)","Bars/Clubs",1972,NA,"1020 Ashford Ave., Condado, ",-66.0768569,18.4585693,"1020 ashford ave, san juan, 00907, puerto rico","Geocoded",NA,NA,NA
"","151 Calle Tetuan","San Juan","(H)","Hotels",1972,NA,"151 Calle Tetuan, San Juan, ",-66.116707,18.4641136,"151 calle de tetuan, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","151 Tetuan","San Juan","(D),(*)","Bars/Clubs",1971,NA,"151 Tetuan, San Juan, ",-66.116707,18.4641136,"151 calle de tetuan, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","104 Calle San Jose","San Juan","","Bars/Clubs",1971,NA,"104 Calle San Jose, San Juan, ",-66.1174097,18.4664543,"104 calle san josé, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","107 Calle San Sebastian","San Juan","(M)","Bars/Clubs",1971,NA,"107 Calle San Sebastian, San Juan, ",-66.1176732,18.4673139,"107 calle san sebastián, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
"","255 Calle San Jose","San Juan","","Bars/Clubs",1971,NA,"255 Calle San Jose, San Juan, ",-66.1168532,18.4641832,"255 calle san josé, san juan, 00925, puerto rico","Geocoded",NA,NA,NA
"","58 Calle San Juneto","San Juan","","Bars/Clubs",1971,NA,"58 Calle San Juneto, San Juan, ",-66.1158326,18.4670404,"58 calle san justo, san juan, 00901, puerto rico","Geocoded",NA,NA,NA
