"ID","Title","description","streetaddress","city","amenityfeatures","type","Year","unclearaddress","uncleartype","notes","dateadded","lastmodified","full.address","lon","lat","geoAddress","status"
3,"Art I Cinema","","204 Tremont","Boston","","Theatre",1980,NA,"","","3/28/2020 9:31pm","3/29/2020 12:49am","204 Tremont, Boston, ","-71.064584","42.3519074","204 tremont st, boston, ma 02116, usa","Geocoded"
4,"Beacon Tours","(Travel)","160 Commonwealth","Boston","","Business",1980,NA,"","","3/28/2020 9:31pm","3/29/2020 12:49am","160 Commonwealth, Boston, ","-71.0786934","42.3513461","160 commonwealth avenue, boston, ma 02116, usa","Geocoded"
5,"Buddie's","(Opening soon-should be winner) (Disco) (Cruise bar-PT)","733 Boylston St.","Boston","(D),(E),(PT)","Cruising Areas,Bars/Clubs",1980,NA,"","","3/28/2020 9:31pm","3/29/2020 12:49am","733 Boylston St., Boston, ","-71.080478","42.3495134","733 boylston st, boston, ma 02116, usa","Geocoded"
6,"Carnival","(In the 'Combat Zone'","39 Boylston St.","Boston","(RT),(AYOR)","Bars/Clubs",1980,NA,"","","3/28/2020 9:31pm","3/29/2020 12:49am","39 Boylston St., Boston, ","-71.0629474","42.3526985","39 boylston st, boston, ma 02111, usa","Geocoded"
7,"Chaps","","25 Huntington Ave.","Boston","","Bars/Clubs",1980,NA,"","","3/28/2020 9:31pm","3/29/2020 12:49am","25 Huntington Ave., Boston, ","-71.0782134","42.3486982","25 huntington ave, boston, ma 02116, usa","Geocoded"
8,"Citadel","(E-upstairs)","22 Avery St.","Boston","(S),(D),(E)","Bars/Clubs",1980,NA,"","","3/28/2020 9:31pm","3/29/2020 12:49am","22 Avery St., Boston, ","-71.063366","42.3532589","22 avery st, boston, ma 02111, usa","Geocoded"
11,"Club 76","(Many L) (Disco)","76 Batterymarch","Boston","(R),(E),(L),(M),(D)","Bars/Clubs",1980,NA,"","","3/28/2020 9:31pm","3/29/2020 12:49am","76 Batterymarch, Boston, ","-71.0529434","42.3569118","76 batterymarch st, boston, ma 02110, usa","Geocoded"
12,"Dart's","(Disco) (R-lunch) (Cruisy) (Macho) ('Jocks')","27 Dartmouth St.","Boston","(*),(YC),(D),(PT),(R)","Cruising Areas,Restaurant,Bars/Clubs",1980,NA,"","","3/28/2020 9:31pm","3/29/2020 12:49am","27 Dartmouth St., Boston, ","-71.0739753","42.3438308","27 dartmouth st, boston, ma 02116, usa","Geocoded"
14,"Eagle","(Some W, SM) (Adj. Disco) (Biz must be lousy as they refuse to pay me for last years books)","88 Queensberry St.","Boston","(W),(SM),(D)","Bars/Clubs",1980,NA,"","","3/28/2020 9:31pm","3/29/2020 12:49am","88 Queensberry St., Boston, ","-71.0990453","42.3421504","88 queensberry st, boston, ma 02215, usa","Geocoded"
15,"Esplanade Paperbacks Books","","107 Charles St.","Boston","(*)","Book Store",1980,NA,"","","3/28/2020 9:31pm","3/29/2020 12:49am","107 Charles St., Boston, ","-71.0706111","42.3592312","107 charles st, boston, ma 02114, usa","Geocoded"
16,"Harry's Place","","45 Essex St.","Boston","(D)","Bars/Clubs",1980,NA,"","","3/28/2020 9:31pm","3/29/2020 12:49am","45 Essex St., Boston, ","-71.0615757","42.3523343","41-45 essex st, boston, ma 02111, usa","Geocoded"
17,"Herbie's Ramrod Room","","1254 Boylston St.","Boston","(SM),(W),(*)","Bars/Clubs",1980,NA,"","","3/28/2020 9:31pm","3/29/2020 12:49am","1254 Boylston St., Boston, ","-71.0957999","42.3448775","1254 boylston st, boston, ma 02215, usa","Geocoded"
18,"Jacques'","(Disco)","87 Broadway","Boston","(RT),(D)","Bars/Clubs",1980,NA,"","","3/28/2020 9:31pm","3/29/2020 12:49am","87 Broadway, Boston, ","-71.0552557","42.3413716","87 w broadway, boston, ma 02127, usa","Geocoded"
41,"Jupiter in Aries","(Gym, sauna, games &  men's massage) (10 am to 12 midnight) ","283 Dartmouth","Boston","","Business",1980,NA,"","","3/28/2020 9:34pm","3/29/2020 12:49am","283 Dartmouth, Boston, ","-71.077634","42.351298","283 dartmouth st, boston, ma 02116, usa","Geocoded"
42,"Ken's","","549 Boylston St.","Boston","(M),(R),(C),(AH)","Restaurant",1980,NA,"","","3/28/2020 10:05pm","3/29/2020 12:49am","549 Boylston St., Boston, ","-71.0759814","42.3507523","549 boylston st, boston, ma 02116, usa","Geocoded"
43,"La Trattoria","(Italian R)","288 Cambridge St.","Boston","(M),(R)","Restaurant",1980,NA,"","","3/28/2020 10:05pm","3/29/2020 12:49am","288 Cambridge St., Boston, ","-71.06818","42.3610023","288 cambridge st, boston, ma 02114, usa","Geocoded"
44,"M.C.C.","Old West Church","131 Cambridge St.","Boston","M.C.C.","Church",1980,NA,"","","3/28/2020 10:05pm","3/29/2020 12:49am","131 Cambridge St., Boston, ","-71.0642158","42.3616946","131 cambridge st, boston, ma 02114, usa","Geocoded"
45,"Napoleon Club","(D upstairs WE)","52 Piedmont","Boston","(*),(OC),(E),(D),(WE)","Bars/Clubs",1980,NA,"","","3/28/2020 10:05pm","3/29/2020 12:49am","52 Piedmont, Boston, ","-71.0692183","42.3496593","52 piedmont st, boston, ma 02116, usa","Geocoded"
46,"119 Merrimac","(Disco) (Thurs. nights*)","119 Merrimac","Boston","(D),(*)","Bars/Clubs",1980,NA,"","","3/28/2020 10:05pm","3/29/2020 12:49am","119 Merrimac, Boston, ","-71.0621239","42.3638308","119 merrimac st, boston, ma 02114, usa","Geocoded"
47,"Over Harry's","","45 Essex","Boston","(S)","Bars/Clubs",1980,NA,"","","3/28/2020 10:05pm","3/29/2020 12:49am","45 Essex, Boston, ","-71.0615757","42.3523343","41-45 essex st, boston, ma 02111, usa","Geocoded"
48,"Paperback Booksmith","(Books)","753 Boylston","Boston","(M),(*)","Book Store",1980,NA,"","","3/28/2020 10:05pm","3/29/2020 12:49am","753 Boylston, Boston, ","-71.0810044","42.3493355","753 boylston st, boston, ma 02199, usa","Geocoded"
49,"Playland","('Hustlers') ('Combat Zone')","21 Essex","Boston","(RT),(*)","Bars/Clubs",1980,NA,"","","3/28/2020 10:05pm","3/29/2020 12:49am","21 Essex, Boston, ","-71.069729","42.3792517","21 essex st, charlestown, ma 02129, usa","Geocoded"
50,"Regency Club Baths","","11 Otis St","Boston","(*)","Baths",1980,NA,"","","3/28/2020 10:05pm","3/29/2020 12:49am","11 Otis St, Boston, ","-71.0578198","42.3548898","11 otis st, boston, ma 02110, usa","Geocoded"
51,"Side Street","(Bookshop)","18 La Grange","Boston","","Book Store",1980,NA,"","","3/28/2020 10:05pm","3/29/2020 12:49am","18 La Grange, Boston, ","-71.0633127","42.351392","12-18 lagrange st, boston, ma 02467, usa","Geocoded"
52,"Somewhere","(Disco) (Many L)","295 Franklin","Boston","(*),(L),(D)","Bars/Clubs",1980,NA,"","","3/28/2020 10:05pm","3/29/2020 12:49am","295 Franklin, Boston, ","-71.0527714","42.3570482","295 franklin st, boston, ma 02110, usa","Geocoded"
53,"South Station Cinema 1 & 2","","23 South St.","Boston","","Theatre",1980,NA,"","","3/28/2020 10:05pm","3/29/2020 12:49am","23 South St., Boston, ","-71.0571429","42.3521249","23 south st, boston, ma 02111, usa","Geocoded"
54,"Sporters ","(Cruisy) (Small disco room) (Opp. Holiday Inn-no sign, but don't miss it-opens 4pm) nr. Blossom St.","228 Cambridge","Boston","(*),(YC),(PT)","Cruising Areas,Bars/Clubs",1980,NA,"","","3/28/2020 10:05pm","3/31/2020 8:31pm","228 Cambridge, Boston, ","-71.0666533","42.3609789","228 cambridge st, boston, ma 02114, usa","Geocoded"
55,"Sue's City Diner","","21 Huntington","Boston","(R)","Restaurant",1980,NA,"","","3/28/2020 10:05pm","3/29/2020 12:49am","21 Huntington, Boston, ","-71.0781962","42.3486867","21 huntington ave, boston, ma 02116, usa","Geocoded"
56,"The Bar","(Disco) (Some YC, Midnight Cowboys)","252 Boylston St.","Boston","(D),(YC),(*)","Cruising Areas,Bars/Clubs",1980,NA,"","","3/28/2020 10:05pm","3/29/2020 12:49am","252 Boylston St., Boston, ","-71.0693962","42.3519657","252 boylston st, boston, ma 02116, usa","Geocoded"
57,"The House ","(Italian R) (Guest house) ., off Cambridge nr. Harvard (Allston)","12 Wilton St","Boston","(R),(H)","Restaurant,Hotels",1980,NA,"","","3/28/2020 10:05pm","3/31/2020 8:32pm","12 Wilton St, Boston, ","-71.1259359","42.2490928","12 wilton st, hyde park, ma 02136, usa","Geocoded"
58,"Together","(Disco) (Bar downstairs) (Best Mondays)","110 Boylston","Boston","(D),(S)","Bars/Clubs",1980,NA,"","","3/28/2020 10:06pm","3/29/2020 12:49am","110 Boylston, Boston, ","-71.0658317","42.352225","110 boylston st, boston, ma 02116, usa","Geocoded"
59,"Twelve-Seventy Club","(3 floors) (Disco)","1270 Boylston St.","Boston","(*),(HIP),(YC),(D)","Bars/Clubs",1980,NA,"","","3/28/2020 10:06pm","3/29/2020 12:49am","1270 Boylston St., Boston, ","-71.0963189","42.3446951","1270 boylston st, boston, ma 02215, usa","Geocoded"
60,"Union Station","(Very M)  (Some RT, B, L) (AH-till 6 am-BYOB)","176 Tremont St.","Boston","(M),(RT),(B),(L),(AH),(BYOB)","Bars/Clubs",1980,NA,"","","3/28/2020 10:06pm","3/29/2020 12:49am","176 Tremont St., Boston, ","-71.0641844","42.3530116","176 tremont st, boston, ma 02111, usa","Geocoded"
61,"Werner's ","(Disco) (Best late)","38 Cornhill","Boston","(D)","Bars/Clubs",1980,NA,"","","3/28/2020 10:06pm","3/29/2020 12:49am","38 Cornhill, Boston, ","-71.058783","42.359504","38-66 cornhill, boston, ma 02108, usa","Geocoded"
72,"Bob's Place","","44 Centre St.","Brockton","","Bars/Clubs",1980,NA,"","","3/28/2020 10:06pm","3/29/2020 12:49am","44 Centre St., Brockton, ","-71.0196446","42.0841053","44 centre st, brockton, ma 02301, usa","Geocoded"
73,"Enrico's","","20 Legion Pkwy.","Brockton","","Bars/Clubs",1980,NA,"","","3/28/2020 10:06pm","3/29/2020 12:49am","20 Legion Pkwy., Brockton, ","-71.020534","42.0838454","20 legion pkwy, brockton, ma 02301, usa","Geocoded"
74,"Amaranth","","134 Hampshire St.","Cambridge","(L),(R)","Restaurant",1980,NA,"","","3/28/2020 10:06pm","3/29/2020 12:49am","134 Hampshire St., Cambridge, ","-71.0972009","42.3705339","134 hampshire st, cambridge, ma 02139, usa","Geocoded"
75,"New Words","(Books)","186 Hampshire St.","Cambridge","(L)","Book Store",1980,NA,"","","3/28/2020 10:06pm","3/29/2020 12:49am","186 Hampshire St., Cambridge, ","-71.0995969","42.3724838","186 hampshire st, cambridge, ma 02139, usa","Geocoded"
76,"Paradise Club","(Cruisy) (Closes 1 am)","180 Massachusets Ave.","Cambridge","(*),(YC)","Cruising Areas,Bars/Clubs",1980,NA,"","","3/28/2020 10:06pm","3/29/2020 12:49am","180 Massachusets Ave., Cambridge, ","-71.0963684","42.3607713","180 massachusetts ave, cambridge, ma 02139, usa","Geocoded"
77,"Redbook","(Some L) (Books)","136 River St.","Cambridge","(L)","Book Store",1980,NA,"","","3/28/2020 10:06pm","3/29/2020 12:49am","136 River St., Cambridge, ","-71.1087812","42.3636746","136 river st, cambridge, ma 02139, usa","Geocoded"
78,"WordsWoth","(Books)","30 Brattle St.","Cambridge","","Book Store",1980,NA,"","","3/28/2020 10:06pm","3/29/2020 12:49am","30 Brattle St., Cambridge, ","-71.1206126","42.3731651","30 brattle st, cambridge, ma 02138, usa","Geocoded"
79,"Xanadu Books","","143 Albany St.","Cambridge","","Book Store",1980,NA,"","","3/28/2020 10:06pm","4/4/2020 2:24pm","143 Albany St., Cambridge, ","-71.0980011","42.360057","143 albany st, cambridge, ma 02139, usa","Geocoded"
82,"Sword & Shield","","735 Pleasant St.","Fall River","(D),(*)","Bars/Clubs",1980,NA,"","","3/28/2020 10:06pm","3/29/2020 12:49am","735 Pleasant St., Fall River, ","-71.1434359","41.6968494","735 pleasant st, fall river, ma 02723, usa","Geocoded"
88,"Cosmopolitan Cafe","","511 Market Cafe","Lowell","(M)","Restaurant",1980,NA,"","","3/28/2020 10:39pm","3/29/2020 12:49am","511 Market Cafe, Lowell, ","-71.3171485","42.6467625","511 market st, lowell, ma 01854, usa","Geocoded"
89,"Tower News Stand","(Books)","101 Gotham St.","Lowell","(M)","Book Store",1980,NA,"","","3/28/2020 10:39pm","3/29/2020 12:49am","101 Gotham St., Lowell, ","-71.3089542","42.6404139","101 gorham st, lowell, ma 01852, usa","Geocoded"
91,"Fran's Place","(Many L) (Disco)","776 Washington","Lynn","(L),(D)","Bars/Clubs",1980,NA,"","","3/28/2020 10:39pm","3/29/2020 12:49am","776 Washington, Lynn, ","-70.9417232","42.4608069","776 washington st, lynn, ma 01902, usa","Geocoded"
95,"Ballarou Skating Rink ","(Tues. night roller skating)","376 Mystic Ave.","Medford","","Business",1980,NA,"","","3/28/2020 10:39pm","3/29/2020 12:49am","376 Mystic Ave., Medford, ","-71.0978148","42.4018045","376 mystic ave, medford, ma 02155, usa","Geocoded"
98,"House of Orange","","25 Orange St.","Nantucket","(M),(H)","Hotels",1980,NA,"","","3/28/2020 10:39pm","3/29/2020 12:49am","25 Orange St., Nantucket, ","-70.0988096","41.2817234","25 orange st, nantucket, ma 02554, usa","Geocoded"
99,"Friends & Lovers","(Some B, L, Latins) (Disco) ","145 N. Front St","New Bedford","(B),(L),(D),(AYOR),(*)","",1980,NA,"","","3/28/2020 10:39pm","3/29/2020 12:49am","145 N. Front St, New Bedford, ","-70.92507","41.65372","143-145 n front st, new bedford, ma 02740, usa","Geocoded"
100,"Meeting Place","(Some L) (Plans movies)","1447 Acushnet St.","New Bedford","(*),(D),(PT),(L)","Bars/Clubs,Theatre",1980,NA,"","","3/28/2020 10:39pm","3/29/2020 12:49am","1447 Acushnet St., New Bedford, ","-70.9279741","41.6614134","1447 acushnet ave, new bedford, ma 02746, usa","Geocoded"
104,"Sleepy Pilgrim Motel","","182 Court St.","Peabody","(M),(H)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","182 Court St., Peabody, ","-73.9937212","40.6874781","182 court st, brooklyn, ny 11201, usa","Geocoded"
105,"Anchors Inn Guest House","","175 Commercial St.","Provincetown","(H)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","175 Commercial St., Provincetown, ","-70.1894411","42.047867","historic district, 175 commercial st, provincetown, ma 02657, usa","Geocoded"
106,"Angels Landing","","353 Commercial St.","Provincetown","(H),(*)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","353 Commercial St., Provincetown, ","-70.184201","42.0530601","353 commercial st, provincetown, ma 02657, usa","Geocoded"
110,"Boatslip Motel","& Bar ('Tops' days-cruisy beach & pool) (Tea dance Disco, 3:30-6:30)","161 Commercial St.","Provincetown","(H),(R),(*)","Hotels,Bars/Clubs,Restaurant,Cruising Areas",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","161 Commercial St., Provincetown, ","-70.1901852","42.0470329","historic district, 161 commercial st, provincetown, ma 02657, usa","Geocoded"
111,"Burch House","","116 Bradford St.","Provincetown","(H)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","116 Bradford St., Provincetown, ","-70.1876039","42.0520583","116 bradford st, provincetown, ma 02657, usa","Geocoded"
112,"Caper Inn","(Swim Pool) ","14 Mechanic St.","Provincetown","(H),(*)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","14 Mechanic St., Provincetown, ","-70.1939079","42.044942","14 mechanic st, provincetown, ma 02657, usa","Geocoded"
113,"Capricorn Guest House","","6 Cottage St.","Provincetown","(YC),(H)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","6 Cottage St., Provincetown, ","-70.1929991","42.044058","historic district, 6 cottage st, provincetown, ma 02657, usa","Geocoded"
114,"Captain & His Ship","","164 Commercial St.","Provincetown","(H),(*)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","164 Commercial St., Provincetown, ","-70.1903053","42.0474815","historic district, 164 commercial st, provincetown, ma 02657, usa","Geocoded"
116,"Carl's Guest House","","68 Bradford St.","Provincetown","(H),(*)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","68 Bradford St., Provincetown, ","-70.1908131","42.0492848","historic district, 68 bradford st, provincetown, ma 02657, usa","Geocoded"
117,"Casablanca Guest House","","166 Commercial St.","Provincetown","(H)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","166 Commercial St., Provincetown, ","-70.190255","42.0475849","historic district, 166 commercial st, provincetown, ma 02657, usa","Geocoded"
118,"Chancellor Inn","","17 Center St. ","Provincetown","(M),(H)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","17 Center St. , Provincetown, ","-70.1853714","42.0542624","17 center st, provincetown, ma 02657, usa","Geocoded"
119,"Chicago Guest House","","6 Winslow St. ","Provincetown","(H),(*)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","6 Winslow St. , Provincetown, ","-70.1887667","42.0512993","historic district, 6 winslow st, provincetown, ma 02657, usa","Geocoded"
120,"Christopher Inn","","8 Dyer St.","Provincetown","(H),(YC)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","8 Dyer St., Provincetown, ","-70.1828599","42.0553003","8 dyer st, provincetown, ma 02657, usa","Geocoded"
121,"Ciro & Sal's","(Italian R)","4 Kiley Court","Provincetown","(M),(*),(R)","Restaurant",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","4 Kiley Court, Provincetown, ","-70.1808599","42.0557602","4 kiley ct, provincetown, ma 02657, usa","Geocoded"
122,"Cottage","(Breakfast & lunch)","149 Commercial St.","Provincetown","(M),(R),(*)","Restaurant",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","149 Commercial St., Provincetown, ","-70.1909526","42.0464077","historic district, 149 commercial st, provincetown, ma 02657, usa","Geocoded"
123,"Crown & Anchor","(Includes the 'Back Room' 'Cellar Bar' Cabaret, Clambake & Sidewalk Cafe","247 Commercial St.","Provincetown","(H),(*),(M),(R)","Restaurant,Bars/Clubs,Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","247 Commercial St., Provincetown, ","-70.1876737","42.0502291","247 commercial st, provincetown, ma 02657, usa","Geocoded"
124,"Dance 293","(Disco)","292 Commercial St.","Provincetown","(M),(YC),(D)","Baths",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","292 Commercial St., Provincetown, ","-70.1865436","42.0517744","292 commercial st, provincetown, ma 02657, usa","Geocoded"
125,"Dexter's Inn ","","6 Conwell St.","Provincetown","(M),(H),(*)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","6 Conwell St., Provincetown, ","-70.1852319","42.0551674","6 conwell st, provincetown, ma 02657, usa","Geocoded"
127,"Fisherman's Cove","","145 Commercial St.","Provincetown","(H),(M),(*)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","145 Commercial St., Provincetown, ","-70.1911852","42.0462261","historic district, 145 commercial st, provincetown, ma 02657, usa","Geocoded"
128,"Fredrik's Guest House","","156 Bradford St.","Provincetown","(H)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","156 Bradford St., Provincetown, ","-70.1844412","42.0551001","156 bradford st, provincetown, ma 02657, usa","Geocoded"
129,"Front Street","","230 Commercial St.","Provincetown","(M),(R)","Restaurant",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","230 Commercial St., Provincetown, ","-70.1883946","42.0501165","230 commercial st, provincetown, ma 02657, usa","Geocoded"
130,"Gallery Inn","(Some L)","3 Johnston St.","Provincetown","(H)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","3 Johnston St., Provincetown, ","-70.183983","42.0538578","historic district, 3 johnson st, provincetown, ma 02657, usa","Geocoded"
131,"George's Inn","","9 Court St.","Provincetown","(H),(*)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","9 Court St., Provincetown, ","-70.1903015","42.0489699","9 court st, provincetown, ma 02657, usa","Geocoded"
133,"Haven House ","","12 Carver St. ","Provincetown","(M),(H)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","12 Carver St. , Provincetown, ","-70.1901957","42.0493154","12 carver st, provincetown, ma 02657, usa","Geocoded"
135,"Isis Books & Records","(Many L)","247 Commercial St.","Provincetown","(L),(*)","Book Store",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","247 Commercial St., Provincetown, ","-70.1876737","42.0502291","247 commercial st, provincetown, ma 02657, usa","Geocoded"
136,"Jenny Lind","(Some L)","183 Commercial St.","Provincetown","(M),(R),(L),(*)","Restaurant",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","183 Commercial St., Provincetown, ","-70.189072","42.048198","historic district, 183 commercial st, provincetown, ma 02657, usa","Geocoded"
137,"J.P.'s Hilltop Inn","","140 Bradford St.","Provincetown","(H)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","140 Bradford St., Provincetown, ","-70.185883","42.0538704","historic district, 140 bradford st, provincetown, ma 02657, usa","Geocoded"
138,"Land's End Inn ","","22 Commercial St.","Provincetown","(M),(H)","Hotels",1980,NA,"","","3/28/2020 10:40pm","3/29/2020 12:49am","22 Commercial St., Provincetown, ","-70.1955804","42.0400364","historic district, 22 commercial st, provincetown, ma 02657, usa","Geocoded"
139,"Liverpool Mod","(Clothes, books, erotica,liquid)","393 Commercial St.","Provincetown","(*)","Business",1980,NA,"","","3/28/2020 11:29pm","3/29/2020 12:49am","393 Commercial St., Provincetown, ","-70.1826622","42.0541768","historic district, 393 commercial st, provincetown, ma 02657, usa","Geocoded"
140,"Madeira Room","Pilgrim House","336 Commercial St.","Provincetown","(M),(S),(*)","Bars/Clubs",1980,NA,"","","3/28/2020 11:29pm","3/29/2020 12:49am","336 Commercial St., Provincetown, ","-70.1849827","42.0528506","historic district, 336 commercial st, provincetown, ma 02657, usa","Geocoded"
141,"Moffett House","","296A Commercial St.","Provincetown","(H)","Hotels",1980,NA,"","","3/28/2020 11:29pm","3/29/2020 12:49am","296A Commercial St., Provincetown, ","-70.1865342","42.0520526","historic district, 296a commercial st, provincetown, ma 02657, usa","Geocoded"
142,"Monument View","","82 Bradford St. ","Provincetown","(H)","Hotels",1980,NA,"","","3/28/2020 11:29pm","3/29/2020 12:49am","82 Bradford St. , Provincetown, ","-70.1898364","42.050226","historic district, 82 bradford st, provincetown, ma 02657, usa","Geocoded"
144,"Normandy House ","","1 Miller Hill Rd.","Provincetown","(H)","Hotels",1980,NA,"","","3/28/2020 11:29pm","3/29/2020 12:49am","1 Miller Hill Rd., Provincetown, ","-70.1812724","42.0564803","1 miller hill rd, provincetown, ma 02657, usa","Geocoded"
145,"Ocean's Inn","","386 Commercial St.","Provincetown","(H),(R)","Hotels,Restaurant",1980,NA,"","","3/28/2020 11:29pm","3/29/2020 12:49am","386 Commercial St., Provincetown, ","-70.182918","42.0542598","historic district, 386 commercial st, provincetown, ma 02657, usa","Geocoded"
146,"Pete's Bouy","","97 Bradford St.","Provincetown","(H)","Hotels",1980,NA,"","","3/28/2020 11:29pm","3/29/2020 12:49am","97 Bradford St., Provincetown, ","-70.1885806","42.0507079","historic district, 97 bradford st, provincetown, ma 02657, usa","Geocoded"
147,"Pied Piper","(Disco)","193-A Commercial St.","Provincetown","(*),(D),(R),(PT),(L)","Restaurant,Bars/Clubs",1980,NA,"","","3/28/2020 11:30pm","3/29/2020 12:49am","193-A Commercial St., Provincetown, ","-70.1886039","42.0485355","historic district, 193a commercial st, provincetown, ma 02657, usa","Geocoded"
148,"Pilgrim House","","336 Commercial St.","Provincetown","(H)","Hotels",1980,NA,"","","3/28/2020 11:30pm","3/30/2020 12:31am","336 Commercial St., Provincetown, ","-70.1849827","42.0528506","historic district, 336 commercial st, provincetown, ma 02657, usa","Geocoded"
150,"Plaza Gueset House","","11 Pearl St.","Provincetown","(H)","Hotels",1980,NA,"","","3/28/2020 11:30pm","3/29/2020 12:49am","11 Pearl St., Provincetown, ","-70.1836505","42.054698","historic district, 11 pearl st, provincetown, ma 02657, usa","Geocoded"
151,"Poor Richards Buttery","","432 Commercial St.","Provincetown","(M),(R)","Restaurant",1980,NA,"","","3/28/2020 11:30pm","3/29/2020 12:49am","432 Commercial St., Provincetown, ","-70.1805808","42.0557102","historic district, 432 commercial st, provincetown, ma 02657, usa","Geocoded"
152,"Post Office Cabaret","(Upstairs)","303 Commercial St.","Provincetown","(M),(R),(E)","Restaurant,Bars/Clubs",1980,NA,"","","3/28/2020 11:30pm","3/29/2020 12:49am","303 Commercial St., Provincetown, ","-70.1859877","42.0515919","historic district, 303 commercial st, provincetown, ma 02657, usa","Geocoded"
154,"Richmond Inn","","4 Conant St.","Provincetown","(H)","Hotels",1980,NA,"","","3/28/2020 11:30pm","3/29/2020 12:49am","4 Conant St., Provincetown, ","-70.1916503","42.0464954","historic district, 4 conant st, provincetown, ma 02657, usa","Geocoded"
155,"Sandpiper Beach House","(Swim pool)","165 Commercial St.","Provincetown","(M),(H),(*)","Hotels",1980,NA,"","","3/28/2020 11:30pm","3/29/2020 12:49am","165 Commercial St., Provincetown, ","-70.1899759","42.0474233","historic district, 165 commercial st, provincetown, ma 02657, usa","Geocoded"
156,"Sea Drift Inn","","80 Bradford St. ","Provincetown","(H),(W),(SM),(*)","Hotels",1980,NA,"","","3/28/2020 11:30pm","3/29/2020 12:49am","80 Bradford St. , Provincetown, ","-70.1900224","42.0501849","80 bradford st, provincetown, ma 02657, usa","Geocoded"
157,"Six Dryer Street Guest House","","6 Dryer St. ","Provincetown","(H)","Hotels",1980,NA,"","","3/28/2020 11:30pm","3/29/2020 12:49am","6 Dryer St. , Provincetown, ","-70.1826273","42.055147","historic district, 6 dyer st, provincetown, ma 02657, usa","Geocoded"
158,"Sunset Inn","","142 Bradford St.","Provincetown","(H)","Hotels",1980,NA,"","","3/28/2020 11:30pm","3/29/2020 12:49am","142 Bradford St., Provincetown, ","-70.1856505","42.0540892","historic district, 142 bradford st, provincetown, ma 02657, usa","Geocoded"
160,"The Ranch","(Some W, OC)","198 Commercial St.","Provincetown","(H),(W),(OC),(*)","Hotels",1980,NA,"","","3/28/2020 11:30pm","3/29/2020 12:49am","198 Commercial St., Provincetown, ","-70.1891853","42.0488816","historic district, 198 commercial st, provincetown, ma 02657, usa","Geocoded"
161,"Town House","(Bar with (OC)-'sing along' is in back through (M) (R) called 'The Gallery')","291 Commercial St.","Provincetown","(R),(*),(OC),(M)","Restaurant,Bars/Clubs",1980,NA,"","","3/28/2020 11:30pm","3/29/2020 12:49am","291 Commercial St., Provincetown, ","-70.186348","42.0512759","historic district, 291 commercial st, provincetown, ma 02657, usa","Geocoded"
162,"Trade Winds","","12 Johnson St.","Provincetown","(H)","Hotels",1980,NA,"","","3/28/2020 11:30pm","3/29/2020 12:49am","12 Johnson St., Provincetown, ","-70.1847552","42.0541984","historic district, 12 johnson st, provincetown, ma 02657, usa","Geocoded"
163,"Uptown Strutters Ball","(Clothing Store)","212 Commercial St.","Provincetown","","Business",1980,NA,"","","3/28/2020 11:30pm","3/29/2020 12:49am","212 Commercial St., Provincetown, ","-70.1888946","42.0493969","historic district, 212 commercial st, provincetown, ma 02657, usa","Geocoded"
164,"Victoria House ","","5 Standish St.","Provincetown","(H)","Hotels",1980,NA,"","","3/28/2020 11:30pm","3/29/2020 12:49am","5 Standish St., Provincetown, ","-70.1859296","42.0525023","historic district, 5 standish st, provincetown, ma 02657, usa","Geocoded"
