"ID","Title","description","streetaddress","city","amenityfeatures","type","Year","unclearaddress","uncleartype","notes","dateadded","lastmodified","full.address","lon","lat","geoAddress","status"
301,"J.P.'s Hilltop Inn","","140 Bradford St.","Provincetown","(H)","Hotels",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","140 Bradford St., Provincetown, ","-70.185883","42.0538704","historic district, 140 bradford st, provincetown, ma 02657, usa","Geocoded"
302,"Land's End Inn ","","22 Commercial St.","Provincetown","(M),(H)","Hotels",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","22 Commercial St., Provincetown, ","-70.1955804","42.0400364","historic district, 22 commercial st, provincetown, ma 02657, usa","Geocoded"
303,"Madeira Room","Pilgrim House","336 Commercial St.","Provincetown","(M),(S),(*)","Bars/Clubs",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","336 Commercial St., Provincetown, ","-70.1849827","42.0528506","historic district, 336 commercial st, provincetown, ma 02657, usa","Geocoded"
304,"Mother Marion's","(Breakfast)","296 Commercial St.","Provincetown","(M),(R)","Restaurant",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","296 Commercial St., Provincetown, ","-70.1863034","42.0517456","296 commercial st, provincetown, ma 02657, usa","Geocoded"
305,"Ocean's Inn","","386 Commercial St.","Provincetown","(H)","Hotels",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","386 Commercial St., Provincetown, ","-70.182918","42.0542598","historic district, 386 commercial st, provincetown, ma 02657, usa","Geocoded"
306,"Pied Piper","(Disco)","193-A Commercial St.","Provincetown","(*),(D),(R),(PT),(G)","Restaurant,Bars/Clubs",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","193-A Commercial St., Provincetown, ","-70.1886039","42.0485355","historic district, 193a commercial st, provincetown, ma 02657, usa","Geocoded"
307,"Pilgrim House","","336 Commercial St.","Provincetown","(H)","Hotels",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","336 Commercial St., Provincetown, ","-70.1849827","42.0528506","historic district, 336 commercial st, provincetown, ma 02657, usa","Geocoded"
310,"Ranch Guest House","(BYOB for 'set ups')","198 Commercial St.","Provincetown","(H),(W),(OC),(*),(BYOB)","Hotels",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","198 Commercial St., Provincetown, ","-70.1891853","42.0488816","historic district, 198 commercial st, provincetown, ma 02657, usa","Geocoded"
311,"Room at the Top","(Some G)","82 Bradford St.","Provincetown","(H),(G)","Hotels",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","82 Bradford St., Provincetown, ","-70.1898364","42.050226","historic district, 82 bradford st, provincetown, ma 02657, usa","Geocoded"
312,"Sandpiper Beach House","(Swim pool)","165 Commercial St.","Provincetown","(M),(H),(*)","Hotels",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","165 Commercial St., Provincetown, ","-70.1899759","42.0474233","historic district, 165 commercial st, provincetown, ma 02657, usa","Geocoded"
313,"Sea Drift Inn","","80 Bradford St. ","Provincetown","(H),(W),(SM),(*),(BYOB)","Hotels",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","80 Bradford St. , Provincetown, ","-70.1900224","42.0501849","80 bradford st, provincetown, ma 02657, usa","Geocoded"
314,"Six Dryer Street Guest House","","6 Dryer St. ","Provincetown","(H)","Hotels",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","6 Dryer St. , Provincetown, ","-70.1826273","42.055147","historic district, 6 dyer st, provincetown, ma 02657, usa","Geocoded"
315,"Sunset Inn","","142 Bradford St.","Provincetown","(H)","Hotels",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","142 Bradford St., Provincetown, ","-70.1856505","42.0540892","historic district, 142 bradford st, provincetown, ma 02657, usa","Geocoded"
317,"The Inn","","15 Cottage St.","Provincetown","(H)","Hotels",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","15 Cottage St., Provincetown, ","-70.1938804","42.0445894","historic district, 15 cottage st, provincetown, ma 02657, usa","Geocoded"
318,"Town House","(Bar with (OC)-'sing along' is in back through (M) (R) called 'The Gallery'- (YC) (D) downstairs at 'Below Deck')","291 Commercial St.","Provincetown","(R),(*),(OC),(M),(D)","Restaurant,Bars/Clubs",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","291 Commercial St., Provincetown, ","-70.186348","42.0512759","historic district, 291 commercial st, provincetown, ma 02657, usa","Geocoded"
319,"Trade Winds","","12 Johnson St.","Provincetown","(H)","Hotels",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","12 Johnson St., Provincetown, ","-70.1847552","42.0541984","historic district, 12 johnson st, provincetown, ma 02657, usa","Geocoded"
320,"Victoria House ","","5 Standish St.","Provincetown","(H)","Hotels",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","5 Standish St., Provincetown, ","-70.1859296","42.0525023","historic district, 5 standish st, provincetown, ma 02657, usa","Geocoded"
322,"Watership Inn","","616 Commercial St.","Provincetown","(M),(H)","Hotels",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","616 Commercial St., Provincetown, ","-70.1686042","42.0605744","historic district, 616 commercial st, provincetown, ma 02657, usa","Geocoded"
323,"White Wind Inn","(Very M)","174 Commercial St.","Provincetown","(M)","Hotels",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","174 Commercial St., Provincetown, ","-70.1898829","42.0480392","historic district, 174 commercial st, provincetown, ma 02657, usa","Geocoded"
329,"Country Club","(Disco) (Swim pool) (WE*) (Rte.139)","44 Mazeo Drive ","Randolph","(P),(D),(E),(WE),(*)","Bars/Clubs",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","44 Mazeo Drive , Randolph, ","-71.0585517","42.1628367","44 mazzeo dr, randolph, ma 02368, usa","Geocoded"
330,"Dixie Beer Garden","","160 Boulevard","Revere Beach","(M),(YC)","Bars/Clubs",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","160 Boulevard, Revere Beach, ","-70.9892731","42.4142277","160 revere beach blvd, revere, ma 02151, usa","Geocoded"
331,"Pleasant Stock","","421 Washington St.","Somerville","(R)","Restaurant",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","421 Washington St., Somerville, ","-71.1068485","42.3783585","421 washington st, somerville, ma 02143, usa","Geocoded"
332,"Arbor","","83 Worthington St. ","Springfield","(YC),(D),(S),(G),(*)","Bars/Clubs",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","83 Worthington St. , Springfield, ","-72.5936479","42.1031319","83 worthington st, springfield, ma 01103, usa","Geocoded"
334,"Pub","(Some OC) (Cocktail hour, 5-8 pm-Tues. night pizza) nr. Worthington (see ad next page)","382 Dwight St.","Springfield","(*),(D),(OC),(S)","Bars/Clubs,Restaurant",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","382 Dwight St., Springfield, ","-72.5913848","42.1053983","382 dwight st, springfield, ma 01103, usa","Geocoded"
335,"Quarry","(Some W, SM) (Disco) (C-AH-WE*) (Below 'The Pub')","382 Dwight St.","Springfield","(YC),(W),(SM),(D),(C),(AH),(WE),(*)","Bars/Clubs",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","382 Dwight St., Springfield, ","-72.5913848","42.1053983","382 dwight st, springfield, ma 01103, usa","Geocoded"
347,"Bickford's Pancake House","","97 Stafford St.","Worcester","(M),(R),(C),(AH)","Restaurant",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","97 Stafford St., Worcester, ","-71.8422629","42.2400203","97 stafford st, worcester, ma 01603, usa","Geocoded"
348,"Howard Johnson's","","481 Lincoln ","Worcester","(M),(R),(C),(AH)","Restaurant",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","481 Lincoln , Worcester, ","-71.7773611","42.2932056","481 lincoln st, worcester, ma 01605, usa","Geocoded"
349,"Isaiah's","(Cruisy) ","11 Thomas St.","Worcester","(R),(D),(*)","Restaurant,Cruising Areas",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","11 Thomas St., Worcester, ","-71.8002717","42.2679012","11 thomas st, worcester, ma 01608, usa","Geocoded"
350,"Mailbox","(Cruisy) (Disco) (see ad page 199)","282 Main St.","Worcester","(*),(YC),(D)","Cruising Areas,Bars/Clubs",1979,NA,"","","3/29/2020 7:51pm","3/30/2020 1:43am","282 Main St., Worcester, ","-71.8014062","42.2663899","282 main st, worcester, ma 01608, usa","Geocoded"
353,"Drake's Village Inn","","85 Amity St.","Amherst","(M),(YC)","Hotels",1978,NA,"","","3/29/2020 7:51pm","3/30/2020 1:51am","85 Amity St., Amherst, ","-72.5216613","42.3761227","85 amity st, amherst, ma 01002, usa","Geocoded"
355,"Art I Cinema","","204 Tremont","Boston","","Theatre",1978,NA,"","","3/29/2020 7:51pm","3/30/2020 2:58am","204 Tremont, Boston, ","-71.064584","42.3519074","204 tremont st, boston, ma 02116, usa","Geocoded"
356,"Boston Eagle","","88 Queensberry St.","Boston","(SM),(W),(*)","Bars/Clubs",1978,NA,"","","3/29/2020 7:51pm","3/30/2020 2:57am","88 Queensberry St., Boston, ","-71.0990453","42.3421504","88 queensberry st, boston, ma 02215, usa","Geocoded"
357,"Carnival","('Combat Zone')","89 Boylston St.","Boston","(RT),(AYOR)","Bars/Clubs",1978,NA,"","","3/29/2020 7:51pm","3/30/2020 2:57am","89 Boylston St., Boston, ","-71.0644116","42.3525512","89 boylston st, boston, ma 02116, usa","Geocoded"
358,"Chaps","","25 Huntington Ave.","Boston","(W),(YC),(*)","Bars/Clubs",1978,NA,"","","3/29/2020 7:51pm","3/30/2020 2:57am","25 Huntington Ave., Boston, ","-71.0782134","42.3486982","25 huntington ave, boston, ma 02116, usa","Geocoded"
359,"Citadel","(G only) (WE*)","22 Avery St.","Boston","(D),(E),(G),(PT),(WE),(*)","Bars/Clubs",1978,NA,"","","3/29/2020 7:51pm","3/30/2020 2:57am","22 Avery St., Boston, ","-71.063366","42.3532589","22 avery st, boston, ma 02111, usa","Geocoded"
360,"Club La Grange","(Some SM)  nr. Washington & Stewart","4 La Grange St.","Boston","(SM),(*)","Baths,Bars/Clubs",1978,NA,"","","3/29/2020 7:51pm","3/31/2020 8:33pm","4 La Grange St., Boston, ","-71.0629613","42.3514014","4 lagrange st, boston, ma 02116, usa","Geocoded"
361,"Costa's Mais Oui","(Beer & wine only)","129 Columbus Ave.","Boston","(R)","Restaurant",1978,NA,"","","3/29/2020 7:51pm","3/30/2020 2:57am","129 Columbus Ave., Boston, ","-71.0713108","42.3490287","129 columbus ave, boston, ma 02116, usa","Geocoded"
362,"Esplanade Paperbacks Books","","107 Charles St.","Boston","(*)","Book Store",1978,NA,"","","3/29/2020 7:51pm","3/30/2020 2:57am","107 Charles St., Boston, ","-71.0706111","42.3592312","107 charles st, boston, ma 02114, usa","Geocoded"
363,"Essex Hotel","","695 Atlantic Ave.","Boston","(M),(AYOR)","Hotels",1978,NA,"","","3/29/2020 7:51pm","3/30/2020 2:57am","695 Atlantic Ave., Boston, ","-71.0563232","42.3515864","695 atlantic ave, boston, ma 02111, usa","Geocoded"
364,"Harry's Tavern","","406 Harrison St.","Boston","","Bars/Clubs",1978,NA,"","","3/29/2020 7:51pm","3/30/2020 2:57am","406 Harrison St., Boston, ","-71.0642984","42.3433165","406-408 harrison ave, boston, ma 02118, usa","Geocoded"
366,"Hound's Tooth","","14 Carver St.","Boston","(M),(R)","Restaurant",1978,NA,"","","3/29/2020 7:51pm","3/30/2020 2:57am","14 Carver St., Boston, ","-71.1124639","42.3818171","14 carver st, cambridge, ma 02138, usa","Geocoded"
367,"Jacque's","(Many G) (Some RT) (Disco)","87 Broadway","Boston","(G),(RT),(D)","Bars/Clubs",1978,NA,"","","3/29/2020 7:51pm","3/30/2020 2:57am","87 Broadway, Boston, ","-71.0552557","42.3413716","87 w broadway, boston, ma 02127, usa","Geocoded"
368,"Ken's","at Copley Square","549 Boylston St. ","Boston","(M),(R),(C),(AH)","Restaurant",1978,NA,"","","3/29/2020 7:51pm","3/30/2020 2:57am","549 Boylston St. , Boston, ","-71.0759814","42.3507523","549 boylston st, boston, ma 02116, usa","Geocoded"
369,"M.C.C.","Old West Church","131 Cambridge St.","Boston","M.C.C.","Church",1978,NA,"","","3/29/2020 7:51pm","3/30/2020 2:57am","131 Cambridge St., Boston, ","-71.0642158","42.3616946","131 cambridge st, boston, ma 02114, usa","Geocoded"
370,"Napoleon Club","(D upstairs-some YC- WE)","52 Piedmont","Boston","(*),(OC),(E),(D),(WE)","Bars/Clubs",1978,NA,"","","3/29/2020 7:51pm","3/30/2020 2:57am","52 Piedmont, Boston, ","-71.0692183","42.3496593","52 piedmont st, boston, ma 02116, usa","Geocoded"
371,"Nine Knox","(No booze-take your own wine-resereve)","9 Knox St.","Boston","(M),(PE),(R)","Restaurant",1978,NA,"","","3/29/2020 7:51pm","3/30/2020 2:57am","9 Knox St., Boston, ","-71.0684175","42.3487336","9 knox st, boston, ma 02116, usa","Geocoded"
374,"119 Merrimac","(Disco) ","119 Merrimac","Boston","(D),(*)","Bars/Clubs",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","119 Merrimac, Boston, ","-71.0621239","42.3638308","119 merrimac st, boston, ma 02114, usa","Geocoded"
375,"Paperback Booksmith","(Books)","753 Boylston","Boston","","Book Store",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","753 Boylston, Boston, ","-71.0810044","42.3493355","753 boylston st, boston, ma 02199, usa","Geocoded"
376,"Playland"," ('Combat Zone')","21 Essex St.","Boston","(RT)","Bars/Clubs",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","21 Essex St., Boston, ","-71.069729","42.3792517","21 essex st, charlestown, ma 02129, usa","Geocoded"
377,"Powderhorn","","178 Milk St.","Boston","","Bars/Clubs",1978,NA,"checked","sounds like a bar but unsure","3/30/2020 1:55am","3/30/2020 2:57am","178 Milk St., Boston, ","-71.052445","42.358761","176-178 milk st, boston, ma 02109, usa","Geocoded"
378,"Rainbow","(Disco) (3rd attempt at this old 'super bar')","13 Lansdowne St.","Boston","(YC),(D)","Bars/Clubs",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","13 Lansdowne St., Boston, ","-71.0954871","42.3473643","13 lansdowne st, boston, ma 02215, usa","Geocoded"
379,"Regency Club Baths","","11 Otis St","Boston","(*),(OC)","Baths",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","11 Otis St, Boston, ","-71.0578198","42.3548898","11 otis st, boston, ma 02110, usa","Geocoded"
380,"Saints","(G only) ","112 Broad","Boston","(G),(D),(*)","Bars/Clubs",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","112 Broad, Boston, ","-71.0520175","42.35736","112 broad st, boston, ma 02110, usa","Geocoded"
381,"Shed","(Cruisy) (Very Active T-Room)","272 Huntington St.","Boston","(W),(SM),(*)","Bars/Clubs,Cruising Areas",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","272 Huntington St., Boston, ","-71.0860094","42.341626","272 huntington ave, boston, ma 02115, usa","Geocoded"
382,"Somewhere","(Disco) (Should be a winner)","295 Franklin","Boston","(YC),(D)","Bars/Clubs",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","295 Franklin, Boston, ","-71.0527714","42.3570482","295 franklin st, boston, ma 02110, usa","Geocoded"
383,"South Station Cinema","","23 South St.","Boston","","Theatre",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","23 South St., Boston, ","-71.0571429","42.3521249","23 south st, boston, ma 02111, usa","Geocoded"
384,"Sporters ","(Some W, YC) (Cruisy)  (Opp. Holiday Inn-no sign, but don't miss it! Good Sunday afternoons)  nr. Blossom St.","228 Cambridge","Boston","(*),(W),(YC),(PT)","Cruising Areas,Bars/Clubs",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","228 Cambridge, Boston, ","-71.0666533","42.3609789","228 cambridge st, boston, ma 02114, usa","Geocoded"
385,"Styx","(Enter from Huntington St. in back of public library)","10 Blagden St.","Boston","(YC),(D),(*)","Bars/Clubs",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","10 Blagden St., Boston, ","-71.0775769","42.3490977","10 blagden st, boston, ma 02116, usa","Geocoded"
386,"Symphony II","(Theatre)","252 Huntington St.","Boston","","Theatre",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","252 Huntington St., Boston, ","-71.085134","42.342128","252 huntington ave, boston, ma 02115, usa","Geocoded"
388,"Together","(Disco)","110 Boylston","Boston","(HIP),(YC),(D),(*)","Bars/Clubs",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","110 Boylston, Boston, ","-71.0658317","42.352225","110 boylston st, boston, ma 02116, usa","Geocoded"
389,"Twelve Carver","","12 Carver St.","Boston","(*)","Bars/Clubs",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","12 Carver St., Boston, ","-70.6627206","41.9576398","12 carver st, plymouth, ma 02360, usa","Geocoded"
390,"Twelve-Seventy Club","(Disco) (3 floors) (Some B) ","1270 Boylston St.","Boston","(*),(HIP),(YC),(D),(B)","Bars/Clubs",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","1270 Boylston St., Boston, ","-71.0963189","42.3446951","1270 boylston st, boston, ma 02215, usa","Geocoded"
391,"Y.M.C.A.","","316 Huntington St.","Boston","(M),(H)","Hotels,Organizations",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","316 Huntington St., Boston, ","-71.0872401","42.3407318","316 huntington ave, boston, ma 02115, usa","Geocoded"
403,"Charlie's","","10 Elliot St.","Cambridge","(M),(YC),(WE)","Bars/Clubs",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","10 Elliot St., Cambridge, ","-71.121526","42.3724144","10 eliot st, cambridge, ma 02138, usa","Geocoded"
404,"One Hundred Flowers","(Books)","15 Pearl St.","Cambridge","","Book Store",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","15 Pearl St., Cambridge, ","-71.1030371","42.3643762","15 pearl st, cambridge, ma 02139, usa","Geocoded"
407,"Cosmopolitan Cafe","","511 Market Cafe","Lowell","(M)","Restaurant",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","511 Market Cafe, Lowell, ","-71.3171485","42.6467625","511 market st, lowell, ma 01854, usa","Geocoded"
408,"Tower News Stand","(Books)","101 Gorham St.","Lowell","(M)","Book Store",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","101 Gorham St., Lowell, ","-71.3089542","42.6404139","101 gorham st, lowell, ma 01852, usa","Geocoded"
411,"Ballarou Skating Rink ","(Tues. night roller skating)","376 Mystic Ave.","Medford","","Business",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","376 Mystic Ave., Medford, ","-71.0978148","42.4018045","376 mystic ave, medford, ma 02155, usa","Geocoded"
412,"House of Orange","","25 Orange St.","Nantucket","(M),(H)","Hotels",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","25 Orange St., Nantucket, ","-70.0988096","41.2817234","25 orange st, nantucket, ma 02554, usa","Geocoded"
413,"R& R Club","","78 Covel St.","New Bedford","(D),(*)","Bars/Clubs",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","78 Covel St., New Bedford, ","-70.9233556","41.6725113","78 covell st, new bedford, ma 02745, usa","Geocoded"
414,"Anchor Inn Guest House","","175 Commercial St.","Provincetown","(H)","Hotels",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","175 Commercial St., Provincetown, ","-70.1894411","42.047867","historic district, 175 commercial st, provincetown, ma 02657, usa","Geocoded"
415,"Angel's Landing","","353 Commercial St.","Provincetown","","Bars/Clubs",1978,NA,"","","3/30/2020 1:55am","3/30/2020 2:57am","353 Commercial St., Provincetown, ","-70.184201","42.0530601","353 commercial st, provincetown, ma 02657, usa","Geocoded"
419,"Bradford Gardens","","177 Bradford St.","Provincetown","(M),(H)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","177 Bradford St., Provincetown, ","-70.1816506","42.055716","historic district, 177 bradford st, provincetown, ma 02657, usa","Geocoded"
421,"Caper Inn","(Weekly or monthly apts.)","14 Mechanic St.","Provincetown","(H)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","14 Mechanic St., Provincetown, ","-70.1939079","42.044942","14 mechanic st, provincetown, ma 02657, usa","Geocoded"
422,"Capricorn Guest House","","6 Cottage St.","Provincetown","(YC),(H)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","6 Cottage St., Provincetown, ","-70.1929991","42.044058","historic district, 6 cottage st, provincetown, ma 02657, usa","Geocoded"
423,"Captain & His Ship","","164 Commercial St.","Provincetown","(M),(H)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","164 Commercial St., Provincetown, ","-70.1903053","42.0474815","historic district, 164 commercial st, provincetown, ma 02657, usa","Geocoded"
425,"Carl's Guest House","","68 Bradford St.","Provincetown","(H)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","68 Bradford St., Provincetown, ","-70.1908131","42.0492848","historic district, 68 bradford st, provincetown, ma 02657, usa","Geocoded"
426,"Ciro & Sal's","(Italian R)","4 Kiley Court","Provincetown","(M),(*),(R)","Restaurant",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","4 Kiley Court, Provincetown, ","-70.1808599","42.0557602","4 kiley ct, provincetown, ma 02657, usa","Geocoded"
427,"Coat of Arms","","7 Johnson St.","Provincetown","(H),(OC)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","7 Johnson St., Provincetown, ","-70.18431","42.054144","historic district, 7 johnson st, provincetown, ma 02657, usa","Geocoded"
428,"Crown & Anchor","(Includes the 'Back Room' (Hip) (YC) (D)  & 'Cellar Bar') ","247 Commercial St.","Provincetown","(H),(R),(*),(HIP),(YC),(D)","Restaurant,Bars/Clubs,Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","247 Commercial St., Provincetown, ","-70.1876737","42.0502291","247 commercial st, provincetown, ma 02657, usa","Geocoded"
429,"Fisherman's Cove","","145 Commercial St.","Provincetown","(H),(*),(R)","Hotels,Restaurant",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","145 Commercial St., Provincetown, ","-70.1911852","42.0462261","historic district, 145 commercial st, provincetown, ma 02657, usa","Geocoded"
430,"Five Winslow Street","","5 Winslow St.","Provincetown","(H),(PE),(OC)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","5 Winslow St., Provincetown, ","-70.1885806","42.0513776","historic district, 5 winslow st, provincetown, ma 02657, usa","Geocoded"
432,"Gallery Inn","(Some G)","3 Johnston St.","Provincetown","(H),(BYOB),(G)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","3 Johnston St., Provincetown, ","-70.183983","42.0538578","historic district, 3 johnson st, provincetown, ma 02657, usa","Geocoded"
433,"George's Inn","(BYOB for 'set ups')","9 Court St.","Provincetown","(H),(*),(BYOB)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/31/2020 1:08am","9 Court St., Provincetown, ","-70.1903015","42.0489699","9 court st, provincetown, ma 02657, usa","Geocoded"
434,"Isis ","(Books & records)","146 Commercial St.","Provincetown","(*)","Book Store",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","146 Commercial St., Provincetown, ","-70.1913712","42.0464082","historic district, 146 commercial st, provincetown, ma 02657, usa","Geocoded"
435,"Land's End Inn ","","22 Commercial St.","Provincetown","(M),(H)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","22 Commercial St., Provincetown, ","-70.1955804","42.0400364","historic district, 22 commercial st, provincetown, ma 02657, usa","Geocoded"
436,"Madeira Room","Pilgrim House Hotel","336 Commercial St.","Provincetown","(M),(S),(*),(H)","Bars/Clubs,Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","336 Commercial St., Provincetown, ","-70.1849827","42.0528506","historic district, 336 commercial st, provincetown, ma 02657, usa","Geocoded"
438,"Mother Marion's","(Breakfast)","296 Commercial St.","Provincetown","(M),(R)","Restaurant",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","296 Commercial St., Provincetown, ","-70.1863034","42.0517456","296 commercial st, provincetown, ma 02657, usa","Geocoded"
439,"Ocean's Inn","","386 Commercial St.","Provincetown","(H)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","386 Commercial St., Provincetown, ","-70.182918","42.0542598","historic district, 386 commercial st, provincetown, ma 02657, usa","Geocoded"
440,"Pied Piper","(Disco)","193-A Commercial St.","Provincetown","(*),(D),(R),(PT),(G)","Restaurant,Bars/Clubs",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","193-A Commercial St., Provincetown, ","-70.1886039","42.0485355","historic district, 193a commercial st, provincetown, ma 02657, usa","Geocoded"
442,"Ranch Guest House","(BYOB for 'set ups')","198 Commercial St.","Provincetown","(H),(W),(*),(BYOB),(SM)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","198 Commercial St., Provincetown, ","-70.1891853","42.0488816","historic district, 198 commercial st, provincetown, ma 02657, usa","Geocoded"
443,"Room at the Top","(Some G)","82 Bradford St.","Provincetown","(H),(G)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","82 Bradford St., Provincetown, ","-70.1898364","42.050226","historic district, 82 bradford st, provincetown, ma 02657, usa","Geocoded"
444,"Sandpiper Beach House","(Swim pool)","165 Commercial St.","Provincetown","(M),(H),(*)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","165 Commercial St., Provincetown, ","-70.1899759","42.0474233","historic district, 165 commercial st, provincetown, ma 02657, usa","Geocoded"
445,"Sea Drift Inn","","80 Bradford St. ","Provincetown","(H),(W),(SM),(*),(BYOB)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","80 Bradford St. , Provincetown, ","-70.1900224","42.0501849","80 bradford st, provincetown, ma 02657, usa","Geocoded"
446,"Somerset Guest House","","378 Commercial St.","Provincetown","","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","378 Commercial St., Provincetown, ","-70.183325","42.054156","historic district, 378 commercial st, provincetown, ma 02657, usa","Geocoded"
447,"Sunset Inn","","142 Bradford St.","Provincetown","(H)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","142 Bradford St., Provincetown, ","-70.1856505","42.0540892","historic district, 142 bradford st, provincetown, ma 02657, usa","Geocoded"
448,"The Inn","","15 Cottage St.","Provincetown","(H)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","15 Cottage St., Provincetown, ","-70.1938804","42.0445894","historic district, 15 cottage st, provincetown, ma 02657, usa","Geocoded"
449,"Town House","(Bar with (OC) (Sing along' is in back through (M) (R) called 'The Gallery') (YC) (D) (Downstairs at 'Below Deck')","291 Commercial St.","Provincetown","(R),(*),(OC),(D),(YC),(M)","Restaurant,Bars/Clubs",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","291 Commercial St., Provincetown, ","-70.186348","42.0512759","historic district, 291 commercial st, provincetown, ma 02657, usa","Geocoded"
450,"Victoria House ","","5 Standish St.","Provincetown","(H)","Hotels",1978,NA,"","","3/30/2020 2:22am","3/30/2020 2:57am","5 Standish St., Provincetown, ","-70.1859296","42.0525023","historic district, 5 standish st, provincetown, ma 02657, usa","Geocoded"
