"ID","Title","description","streetaddress","city","state","amenityfeatures","type","Year","unclearaddress","uncleartype","notes","dateadded","lastmodified","full.address","lon","lat","geoAddress","status"
77,"Las Vegas Spa ","(Baths)(Upstairs- newly refurbished) ","1130 S. Casino Center Blvd. ","Las Vegas","NV","(*)","Baths",1979,NA,NA,NA,"4/24/2020 12:14am","7/27/2020 1:20pm","1130 S. Casino Center Blvd. , Las Vegas, NV","-115.1524842","36.1576438","1130 s casino center blvd, las vegas, nv 89104, usa","Geocoded"
78,"Le Cafe ","(Disco)(Some G)(Packed 2am-5am)","4917 Paradise Rd. at Tropicana","Las Vegas","NV","(*),(YC),(D),(E),(G)","Bars/Clubs",1979,NA,NA,NA,"4/24/2020 12:14am","7/27/2020 1:20pm","4917 Paradise Rd. at Tropicana, Las Vegas, NV","-115.171358","36.0996349","3801 s las vegas blvd, las vegas, nv 89109, usa","Geocoded"
80,"Other Place ","(Piano bar)(Should be a winner)","5410 Paradise Rd. ","Las Vegas","NV","(E),(PT)","Bars/Clubs",1979,NA,NA,NA,"4/24/2020 12:14am","7/27/2020 1:20pm","5410 Paradise Rd. , Las Vegas, NV","-115.1466197","36.0906269","5410 paradise rd, las vegas, nv 89119, usa","Geocoded"
82,"Red Barn ","(Games & slots)","1317 E. Tropicana nr. Maryland Parkway","Las Vegas","NV","","Bars/Clubs",1979,NA,NA,NA,"4/24/2020 12:14am","7/27/2020 1:20pm","1317 E. Tropicana nr. Maryland Parkway, Las Vegas, NV","-115.1353696","36.1008977","1317 e tropicana ave, las vegas, nv 89119, usa","Geocoded"
83,"Sixteen-Ten ","(Cruisy)(Game room)","1610 E. Charleston Blvd. ","Las Vegas","NV","(*),Cruisy Area,(PT)","Bars/Clubs,Cruising Areas",1979,NA,NA,NA,"4/24/2020 12:14am","7/27/2020 1:20pm","1610 E. Charleston Blvd. , Las Vegas, NV","-115.1301576","36.1585431","1610 e charleston blvd, las vegas, nv 89104, usa","Geocoded"
84,"Snick's ","(Dull)","1402 S. 4th St. ","Las Vegas","NV","(M),(PT)","Bars/Clubs",1979,NA,NA,NA,"4/24/2020 12:14am","7/27/2020 1:20pm","1402 S. 4th St. , Las Vegas, NV","-115.1509326","36.1543875","1402 s 4th st, las vegas, nv 89104, usa","Geocoded"
85,"Star Motel ","","1418 S. 4th St. ","Las Vegas","NV","(M),(H)","Hotels",1979,NA,NA,NA,"4/24/2020 12:14am","7/27/2020 1:20pm","1418 S. 4th St. , Las Vegas, NV","-115.1509326","36.1543875","1418 s 4th st, las vegas, nv 89104, usa","Geocoded"
86,"Talk of the Town Book Store ","(peep show- cruisy arcade)","2232 E. Charleston Blvd. ","Las Vegas","NV","Cruisy Area","Book Store,Cruising Areas",1979,NA,NA,NA,"4/24/2020 12:14am","7/27/2020 1:20pm","2232 E. Charleston Blvd. , Las Vegas, NV","-115.1173872","36.158786","2232 e charleston blvd, las vegas, nv 89104, usa","Geocoded"
89,"Club Baths ","('Tired')","1030 W. 2nd St. ","Reno","NV","","Baths",1979,NA,NA,NA,"4/24/2020 12:14am","7/27/2020 1:20pm","1030 W. 2nd St. , Reno, NV","-119.826675","39.5241202","1030 w 2nd st, reno, nv 89503, usa","Geocoded"
90,"Dave's V.I.P. Club ","& adjacent Dave's Westside Motel ","3001 W. 4th St. ","Reno","NV","(YC),(D),(*),(H)","Hotels,Bars/Clubs",1979,NA,NA,NA,"4/24/2020 12:14am","7/27/2020 1:20pm","3001 W. 4th St. , Reno, NV","-119.8489517","39.5198392","3001 w 4th st, reno, nv 89523, usa","Geocoded"
92,"Paul's Lounge ","(Some G)(3 rooms)","132 West St. ","Reno","NV","(YC),(D),(PT),(*),(G)","Bars/Clubs",1979,NA,NA,NA,"4/24/2020 12:14am","7/27/2020 1:20pm","132 West St. , Reno, NV","-119.8154032","39.5258506","132 west st, reno, nv 89501, usa","Geocoded"
93,"Trapp ","(Some W, G)(Open days)","5201 W. 4th ","Reno","NV","(M),(W),(G)","Bars/Clubs",1979,NA,NA,NA,"4/24/2020 12:14am","7/27/2020 1:20pm","5201 W. 4th , Reno, NV","-119.8660167","39.5123549","5201 w 4th st, reno, nv 89523, usa","Geocoded"
97,"Back Door ","(Could be a winner)(Use back door)","1415 E. Charleston","Las Vegas","NV","(PT)","Bars/Clubs",1980,NA,NA,NA,"4/24/2020 12:14am","7/27/2020 1:20pm","1415 E. Charleston, Las Vegas, NV","-115.133304","36.159214","1415 e charleston blvd, las vegas, nv 89104, usa","Geocoded"
98,"Bookworm ","(Bookstore) ","1350 E. Flamingo Rd. ","Las Vegas","NV","","Book Store",1980,NA,NA,NA,"4/24/2020 12:14am","7/27/2020 1:20pm","1350 E. Flamingo Rd. , Las Vegas, NV","-115.1345664","36.1155052","1350 e flamingo rd, las vegas, nv 89119, usa","Geocoded"
99,"Casa Malaga Motel ","","4615 Las Vegas Blvd. S. ","Las Vegas","NV","(H)","Hotels",1980,NA,NA,NA,"4/24/2020 12:14am","7/27/2020 1:20pm","4615 Las Vegas Blvd. S. , Las Vegas, NV","-115.171965","36.086333","4615 s las vegas blvd, las vegas, nv 89119, usa","Geocoded"
180,"Manhattan Health Spa ","Manhattan Hotel","15 E. California at Casino Center Blvd. ","Las Vegas","NV","(*)","Hotels",1980,NA,NA,NA,"4/26/2020 3:27am","7/27/2020 1:20pm","15 E. California at Casino Center Blvd. , Las Vegas, NV","-115.1441993","36.1730292","12 e ogden ave, las vegas, nv 89101, usa","Geocoded"
182,"Other Place ","(Piano bar) ","5410 Paradise Rd. ","Las Vegas","NV","(E),(PT),(D),(WE),(*)","Bars/Clubs",1980,NA,NA,NA,"4/26/2020 3:27am","7/27/2020 1:20pm","5410 Paradise Rd. , Las Vegas, NV","-115.1466197","36.0906269","5410 paradise rd, las vegas, nv 89119, usa","Geocoded"
184,"Prelude ","(Disco)","4310 Paradise Rd. ","Las Vegas","NV","(D)","Bars/Clubs",1980,NA,NA,NA,"4/26/2020 3:27am","7/27/2020 1:20pm","4310 Paradise Rd. , Las Vegas, NV","-115.1530702","36.1113874","4310 paradise rd, las vegas, nv 89109, usa","Geocoded"
185,"Red Barn ","(Games & Slots)","1317 E. Tropicana nr. Maryland","Las Vegas","NV","(WE),(*)","Bars/Clubs",1980,NA,NA,NA,"4/26/2020 3:27am","7/27/2020 1:20pm","1317 E. Tropicana nr. Maryland, Las Vegas, NV","-115.1353696","36.1008977","1317 e tropicana ave, las vegas, nv 89119, usa","Geocoded"
186,"Sixteen-Ten","(Cruisy)(Game room)","1610 E. Charleston Blvd.","Las Vegas","NV","(*),Cruisy Area,(PT)","Cruising Areas,Bars/Clubs",1980,NA,NA,NA,"4/26/2020 3:27am","7/27/2020 1:20pm","1610 E. Charleston Blvd., Las Vegas, NV","-115.1301576","36.1585431","1610 e charleston blvd, las vegas, nv 89104, usa","Geocoded"
187,"Snick's ","(Dull)","1402 S. 4th St. ","Las Vegas","NV","(M),(PT)","Bars/Clubs",1980,NA,NA,NA,"4/26/2020 3:27am","7/27/2020 1:20pm","1402 S. 4th St. , Las Vegas, NV","-115.1509326","36.1543875","1402 s 4th st, las vegas, nv 89104, usa","Geocoded"
188,"Star Motel ","","1418 S. 4th St. ","Las Vegas","NV","(M),(H)","Hotels",1980,NA,NA,NA,"4/26/2020 3:27am","7/27/2020 1:20pm","1418 S. 4th St. , Las Vegas, NV","-115.1509326","36.1543875","1418 s 4th st, las vegas, nv 89104, usa","Geocoded"
189,"Studio 4","(Disco)","4605 Paradise Rd. ","Las Vegas","NV","(YC),(D),(*)","Bars/Clubs",1980,NA,NA,NA,"4/26/2020 3:27am","7/27/2020 1:20pm","4605 Paradise Rd. , Las Vegas, NV","-115.1518372","36.1059248","4605 paradise rd, las vegas, nv 89169, usa","Geocoded"
190,"Talk of the Town Book Store ","('Peep shows- cruisy arcade)(Peek-O-Rama)","2232 E. Charleston Blvd. ","Las Vegas","NV","(*)","Book Store,Cruising Areas",1980,NA,NA,NA,"4/26/2020 3:27am","7/27/2020 1:20pm","2232 E. Charleston Blvd. , Las Vegas, NV","-115.1173872","36.158786","2232 e charleston blvd, las vegas, nv 89104, usa","Geocoded"
194,"Club Baths ","('Tired')","1030 W. 2nd St. ","Reno","NV","","Baths",1980,NA,NA,NA,"4/26/2020 3:38am","7/27/2020 1:20pm","1030 W. 2nd St. , Reno, NV","-119.826675","39.5241202","1030 w 2nd st, reno, nv 89503, usa","Geocoded"
195,"Club 99 ","(Cruisy)","999 S. Virginia St. ","Reno","NV","Cruisy Area","Bars/Clubs,Cruising Areas",1980,NA,NA,NA,"4/26/2020 3:38am","7/27/2020 1:20pm","999 S. Virginia St. , Reno, NV","-119.8079718","39.5148074","999 s virginia st, reno, nv 89502, usa","Geocoded"
196,"Dave's V.I.P. Club ","& adjacent Dave's Westside Motel","3001 W. 4th St. ","Reno","NV","(YC),(D),(*),(H)","Hotels,Bars/Clubs",1980,NA,NA,NA,"4/26/2020 3:38am","7/27/2020 1:20pm","3001 W. 4th St. , Reno, NV","-119.8489517","39.5198392","3001 w 4th st, reno, nv 89523, usa","Geocoded"
197,"Exchange ","(some OC, L)","1278 S. Virginia","Reno","NV","(OC),(L)","Bars/Clubs",1980,NA,NA,NA,"4/26/2020 3:38am","7/27/2020 1:20pm","1278 S. Virginia, Reno, NV","-119.8059973","39.5119947","1278 s virginia st, reno, nv 89502, usa","Geocoded"
199,"Mahone's ","(Some L)(On again, off again)","7350 W. 4th St. ","Reno","NV","(L)","Bars/Clubs",1980,NA,NA,NA,"4/26/2020 3:38am","7/27/2020 1:20pm","7350 W. 4th St. , Reno, NV","-119.8819399","39.5099438","7350 w 4th st, reno, nv 89523, usa","Geocoded"
200,"Paul's Lounge ","(Some L)(3 rooms)","132 West St. ","Reno","NV","(YC),(D),(PT),(*),(L)","Bars/Clubs",1980,NA,NA,NA,"4/26/2020 3:38am","7/27/2020 1:20pm","132 West St. , Reno, NV","-119.8154032","39.5258506","132 west st, reno, nv 89501, usa","Geocoded"
201,"Pop's Club 99 ","(Cruisy)(park in back)","1099 S. Virginia ","Reno","NV","Cruisy Area,(*),(D)","Bars/Clubs,Cruising Areas",1980,NA,NA,NA,"4/26/2020 3:43am","7/27/2020 1:20pm","1099 S. Virginia , Reno, NV","-119.8068978","39.5126766","1099 s virginia st, reno, nv 89502, usa","Geocoded"
202,"Trapp ","(Some W, L)(Open days)","5201 W. 4th ","Reno","NV","(M),(W),(L)","Bars/Clubs",1980,NA,NA,NA,"4/26/2020 3:43am","7/27/2020 1:20pm","5201 W. 4th , Reno, NV","-119.8660167","39.5123549","5201 w 4th st, reno, nv 89523, usa","Geocoded"
203,"Virginia St. Adult Book Store ","","961 S. Virginia St. ","Reno","NV","","Book Store",1980,NA,NA,NA,"4/26/2020 3:43am","7/27/2020 1:20pm","961 S. Virginia St. , Reno, NV","-119.8080632","39.5152543","961 s virginia st, reno, nv 89509, usa","Geocoded"
205,"Forum ","(Disco)(nr. MGM Hotel)(Some L)","B St. at Kietzke Lane ","Sparks","NV","(YC),(D),(*),(L)","Bars/Clubs,Hotels",1980,NA,NA,NA,"4/26/2020 3:47am","7/27/2020 1:20pm","B St. at Kietzke Lane , Sparks, NV","-119.7472097","39.5350234","316 victorian ave, sparks, nv 89431, usa","Geocoded"
30,"Back Door","(Best late) Roundhill Village Shopping Center South Lake Tahoe","","Lake Tahoe","NV","(M),(R),(D)","Restaurant",1977,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:10am",", NV","-119.943543","38.985396","unclear_coded_by_hand","Found"
53,"Back Door","(Best late) Roundhill Village Shopping Center- So. Lake Tahoe","","Lake Tahoe","NV","(M),(R),(D)","Restaurant",1978,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:31am",", NV","-119.943543","38.985396","unclear_coded_by_hand","Found"
74,"Back Door","(best late) Roundhill Village Shopping Center- S. Lake Tahoe","","Lake Tahoe","NV","(M),(R),(D)","Restaurant",1979,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:56am",", NV","-119.943543","38.985396","unclear_coded_by_hand","Found"
96,"Back Door","Round Hill Village, Zephyr Cove","","Lake Tahoe","NV","","Bars/Clubs",1980,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 3:22am",", NV","-119.943543","38.985396","unclear_coded_by_hand","Found"
8,"Centurion Club","(inquire locally)","","Las Vegas","NV","(P)","Bars/Clubs",1969,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 12:43am",", NV","-115.13983","36.169941","unclear_coded_by_hand","General Coordinates Used"
27,"Fantasy Park","","on Washington betw. Bruce & Las Vegas Blvd.","Las Vegas","NV","","Cruising Areas",1976,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:03am","on Washington betw. Bruce & Las Vegas Blvd., NV","-115.129069","36.182345","unclear_coded_by_hand","Found"
191,"Fantasy Park","","Washington betw. Bruce & Las Vegas","Las Vegas","NV","","Cruising Areas",1980,"checked",NA,NA,"4/26/2020 3:27am","4/26/2020 3:38am","Washington betw. Bruce & Las Vegas, NV","-115.129069","36.182345","unclear_coded_by_hand","Found"
42,"Fantasy Park","","Washington between Bruce & Las Vegas Blvd.","Las Vegas","NV","","Cruising Areas",1977,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:19am","Washington between Bruce & Las Vegas Blvd., NV","-115.129069","36.182345","unclear_coded_by_hand","Found"
61,"Fantasy Park","","Washington betw. Bruce & Las Vegas Blvd.","Las Vegas","NV","","Cruising Areas",1978,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:40am","Washington betw. Bruce & Las Vegas Blvd., NV","-115.129069","36.182345","unclear_coded_by_hand","Found"
179,"Fantasy Park","","Washington betw. Bruce & Las Vegas Blvd.","Las Vegas","NV","","Cruising Areas",1979,"checked",NA,NA,"4/26/2020 3:06am","4/26/2020 3:07am","Washington betw. Bruce & Las Vegas Blvd., NV","-115.129069","36.182345","unclear_coded_by_hand","Found"
95,"Forum","(Disco)(nr. MGM Hotel)","B St. at Kietzke Lane","Sparks","NV","(YC),(D),(*)","Bars/Clubs,Hotels",1979,"checked",NA,NA,"4/24/2020 12:14am","7/20/2020 10:41am","B St. at Kietzke Lane, NV","-119.752689","39.534911","unclear_coded_by_hand","General Coordinates Used"
28,"Fremont St.","McDonald's to Union Plaza","McDonald's to Union Plaza","Las Vegas","NV","","Cruising Areas",1976,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:04am","McDonald's to Union Plaza, NV","-115.146163","36.171248","unclear_coded_by_hand","Found"
62,"Fremont St.","","McDonald's to Union Plaza","Las Vegas","NV","","Cruising Areas",1978,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:41am","McDonald's to Union Plaza, NV","-115.146163","36.171248","unclear_coded_by_hand","Found"
87,"Fremont St.","","McDonald's to Union Plaza","Las Vegas","NV","","Cruising Areas",1979,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 3:06am","McDonald's to Union Plaza, NV","-115.146163","36.171248","unclear_coded_by_hand","Found"
192,"Fremont St.","","McDonald's to Union Plaza","Las Vegas","NV","","Cruising Areas",1980,"checked",NA,NA,"4/26/2020 3:27am","4/26/2020 3:38am","McDonald's to Union Plaza, NV","-115.146163","36.171248","unclear_coded_by_hand","Found"
43,"Fremont Street","","McDonalds to Union Plaza","Las Vegas","NV","","Cruising Areas",1977,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:19am","McDonalds to Union Plaza, NV","-115.146163","36.171248","unclear_coded_by_hand","Found"
72,"Idlewild Park","","","Reno","NV","","Cruising Areas",1978,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:49am",", NV","-119.83298","39.521841","unclear_coded_by_hand","Found"
94,"Idlewild Park","","","Reno","NV","","Cruising Areas",1979,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 3:20am",", NV","-119.83298","39.521841","unclear_coded_by_hand","Found"
204,"Idlewild Park","","","Reno","NV","","Cruising Areas",1980,"checked",NA,NA,"4/26/2020 3:43am","4/26/2020 3:47am",", NV","-119.83298","39.521841","unclear_coded_by_hand","Found"
73,"J.J.W.'s","(a 'first' for this city- looks promising)","4750 Hwy. 50 E.","Carson City","NV","(M),(W),(D),(PT)","Bars/Clubs",1979,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:56am","4750 Hwy. 50 E., NV","-119.713962","39.185224","unclear_coded_by_hand","Found"
68,"Knights of Malta","Box 7726 Reno, Nevada 89502","","Reno","NV","(P),(SM)","Bars/Clubs",1978,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:46am",", NV","-119.813803","39.529633","unclear_coded_by_hand","General Coordinates Used"
50,"Knights of Malta","Box 7726 Reno, Nevada 89502","","Reno","NV","(P),(SM)","Bars/Clubs",1977,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:25am",", NV","-119.813803","39.529633","unclear_coded_by_hand","General Coordinates Used"
198,"Knights of Malta","Box 7726 Reno, Nevada 89502","","Reno","NV","(P),(SM)","Bars/Clubs",1980,"checked",NA,NA,"4/26/2020 3:38am","4/26/2020 3:43am",", NV","-119.813803","39.529633","unclear_coded_by_hand","General Coordinates Used"
132,"Le Cafe","Some (G)","Tropicana & Paradise","Las Vegas","NV","(YC),(R),(D),(G),(*)","Restaurant",1972,"checked",NA,NA,"4/26/2020 1:16am","4/26/2020 1:17am","Tropicana & Paradise, NV","-115.149773","36.101119","unclear_coded_by_hand","Found"
100,"Le Cafe","(Vegas 'top' disco burned, but should be re-locating & opening by summer '79)","","Las Vegas","NV","(*),(YC)","Bars/Clubs",1980,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 3:27am",", NV","-115.149773","36.101119","unclear_coded_by_hand","Found"
11,"Le Cafe/ Le Bistro","","Tropicana & Paradise","Las Vegas","NV","(G),(M),(D)","Bars/Clubs",1971,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 1:08am","Tropicana & Paradise, NV","-115.149773","36.101119","unclear_coded_by_hand","Found"
193,"Luck Lady Casino","Slots","3rd & Ogden","Las Vegas","NV","","Cruising Areas",1980,"checked",NA,NA,"4/26/2020 3:27am","4/26/2020 3:39am","3rd & Ogden, NV","-115.142149","36.171372","unclear_coded_by_hand","Found"
88,"Lucky Lady Casino","Slots","3rd & Ogden","Las Vegas","NV","","Cruising Areas",1979,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 3:07am","3rd & Ogden, NV","-115.142149","36.171372","unclear_coded_by_hand","Found"
1,"Maxine's","","Nellis & Charleston","Las Vegas","NV","","Bars/Clubs",1965,"checked",NA,NA,"4/23/2020 11:08pm","4/24/2020 12:16am","Nellis & Charleston, NV","-115.062381 (","36.159091","unclear_coded_by_hand","Found"
101,"Maxine's","","Nellis & Charleston Sts.","Las Vegas","NV","","Bars/Clubs",1966,"checked",NA,NA,"4/26/2020 12:32am","4/26/2020 12:33am","Nellis & Charleston Sts., NV","-115.062381 (","36.159091","unclear_coded_by_hand","Found"
105,"Maxine's","","Nellis & Charleston","Las Vegas","NV","","Bars/Clubs",1968,"checked",NA,NA,"4/26/2020 12:37am","4/26/2020 12:37am","Nellis & Charleston, NV","-115.062381 (","36.159091","unclear_coded_by_hand","Found"
110,"Maxine's","","Nellis & Charleston","Las Vegas","NV","(*)","Bars/Clubs",1969,"checked",NA,NA,"4/26/2020 12:44am","4/26/2020 12:44am","Nellis & Charleston, NV","-115.062381 (","36.159091","unclear_coded_by_hand","Found"
116,"Maxine's","","Nellis & Charleston","Las Vegas","NV","(*)","Bars/Clubs",1970,"checked",NA,NA,"4/26/2020 12:52am","4/26/2020 12:52am","Nellis & Charleston, NV","-115.062381 (","36.159091","unclear_coded_by_hand","Found"
124,"Maxine's","","Nellis & Charleston","Las Vegas","NV","(D)","Bars/Clubs",1971,"checked",NA,NA,"4/26/2020 1:09am","4/26/2020 1:09am","Nellis & Charleston, NV","-115.062381 (","36.159091","unclear_coded_by_hand","Found"
133,"Maxine's","","Nellis & Charleston","Las Vegas","NV","(D),(*)","Bars/Clubs",1972,"checked",NA,NA,"4/26/2020 1:18am","4/26/2020 1:18am","Nellis & Charleston, NV","-115.062381 (","36.159091","unclear_coded_by_hand","Found"
139,"Maxine's","(Some G)","Nellis & Charleston Rd.","Las Vegas","NV","(D),(*),(G),(S)","Bars/Clubs",1973,"checked",NA,NA,"4/26/2020 1:27am","4/26/2020 1:28am","Nellis & Charleston Rd., NV","-115.062381 (","36.159091","unclear_coded_by_hand","Found"
147,"Maxine's","(Some G)","Nellis & Charleston Rd.","Las Vegas","NV","(D),(*),(G),(S)","Bars/Clubs",1974,"checked",NA,NA,"4/26/2020 1:41am","4/26/2020 1:41am","Nellis & Charleston Rd., NV","-115.062381 (","36.159091","unclear_coded_by_hand","Found"
158,"Maxine's","(Some G)","Nellis & Charleston Rd.","Las Vegas","NV","(D),(G),(S)","Bars/Clubs",1975,"checked",NA,NA,"4/26/2020 1:50am","4/26/2020 1:50am","Nellis & Charleston Rd., NV","-115.062381 (","36.159091","unclear_coded_by_hand","Found"
170,"Maxine's","","Nellis & Charleston Rd.","Las Vegas","NV","(D),(G),(S)","Bars/Clubs",1976,"checked",NA,NA,"4/26/2020 1:59am","4/26/2020 2:00am","Nellis & Charleston Rd., NV","-115.062381 (","36.159091","unclear_coded_by_hand","Found"
38,"Maxine's","","Nellis & Charleston Roads","Las Vegas","NV","(G),(D),(S)","Bars/Clubs",1977,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:16am","Nellis & Charleston Roads, NV","-115.062381 (","36.159091","unclear_coded_by_hand","Found"
58,"Maxine's","","Nellis & Charleston Rds.","Las Vegas","NV","(G),(D),(S)","Bars/Clubs",1978,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:37am","Nellis & Charleston Rds., NV","-115.062381 (","36.159091","unclear_coded_by_hand","Found"
79,"Maxine's","","Nellis & Charleston","Las Vegas","NV","(M),(OC),(G),(D),(S)","Bars/Clubs",1979,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 3:01am","Nellis & Charleston, NV","-115.062381 (","36.159091","unclear_coded_by_hand","Found"
181,"Maxine's","","Nellis & Charleston","Las Vegas","NV","(M),(OC),(L),(D),(S)","Bars/Clubs",1980,"checked",NA,NA,"4/26/2020 3:27am","4/26/2020 3:29am","Nellis & Charleston, NV","-115.062381 (","36.159091","unclear_coded_by_hand","Found"
91,"Nights of Malta","Box 7726 Reno, Nevada 89502","","Reno","NV","(P),(SM)","Bars/Clubs",1979,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 3:17am",", NV","-119.813803","39.529633","unclear_coded_by_hand","General Coordinates Used"
63,"Peek-O-Rama","(Adult Cinema)","Charleston at Eastern","Las Vegas","NV","","Cruising Areas",1978,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:41am","Charleston at Eastern, NV","-115.11878","36.158897","unclear_coded_by_hand","Found"
183,"Peek-O-Rama","(Books & arcade)","","Las Vegas","NV","(*)","Book Store",1980,"checked",NA,NA,"4/26/2020 3:27am","4/26/2020 3:30am",", NV","-115.11878","36.158897","unclear_coded_by_hand","Found"
81,"Peek-O-Rama","(Books & arcade)","Charleston & Fremont","Las Vegas","NV","","Book Store",1979,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 3:03am","Charleston & Fremont, NV","-115.116317","36.158774","unclear_coded_by_hand","Found"
25,"Pine Cone Bar","(late) Sahara Hotel","","Stateline","NV","(M)","Bars/Clubs,Hotels",1975,"checked",NA,NA,"4/24/2020 12:14am","7/20/2020 10:41am",", NV","-119.941871","38.96277","unclear_coded_by_hand","Found"
7,"Red Barn","Tropicana Hotel (After 2am)","","Las Vegas","NV","","Bars/Clubs,Hotels",1968,"checked",NA,NA,"4/24/2020 12:14am","7/20/2020 10:41am",", NV","-115.13537","36.100898","unclear_coded_by_hand","Found"
111,"Red Barn","","Tropicana Rd. nr Paradise Rd.","Las Vegas","NV","","Bars/Clubs",1969,"checked",NA,NA,"4/26/2020 12:45am","4/26/2020 12:47am","Tropicana Rd. nr Paradise Rd., NV","-115.13537","36.100898","unclear_coded_by_hand","Found"
117,"Red Barn","","Tropicana Rd. nr Paradise","Las Vegas","NV","","Bars/Clubs",1970,"checked",NA,NA,"4/26/2020 12:52am","4/26/2020 12:53am","Tropicana Rd. nr Paradise, NV","-115.13537","36.100898","unclear_coded_by_hand","Found"
64,"Talk of the Town","(peep shows)","Charleston at Eastern","Las Vegas","NV","","Cruising Areas",1978,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:42am","Charleston at Eastern, NV","-115.11878","36.158897","unclear_coded_by_hand","Found"
44,"Talk of the Town","(peep shows)","E. Charleston at Eastern","Las Vegas","NV","(*)","Cruising Areas",1977,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:20am","E. Charleston at Eastern, NV","-115.11878","36.158897","unclear_coded_by_hand","Found"
31,"Village Pub","Incline Village Shopping Center, Incline Village (No. Shore)","","Lake Tahoe","NV","(M)","Bars/Clubs",1977,"checked",NA,NA,"4/24/2020 12:14am","4/26/2020 2:10am",", NV","-119.952685 (","39.249683","unclear_coded_by_hand","General Coordinates Used"
